,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,male-female
1,-2.1405938,-2.5922375,"('unfriendly', 'friendly')",0.19637664,-0.118050896,1.0594376,0.76340944,-0.2949265,-0.6489596,0.3540331
8,-1.8896531,-2.2663078,"('unaffectionate', 'affectionate')",-0.628666,-1.0298996,0.23909014,0.0422313,-0.759743,-1.0846587,0.3249157
9,-1.8358614,-2.1743612,"('unaffectionate', 'caring')",0.30883005,-0.043631144,0.70148325,0.51158273,-0.2751827,-0.5688032,0.2936205
6,-1.784279,-1.7347935,"('distant', 'open')",-0.812459,-0.84761816,-0.97414637,-0.92584264,-1.1902947,-1.1694182,-0.0208765
27,-1.6448946,-2.012846,"('hardhearted', 'softhearted')",-0.17708261,-0.38115016,0.603347,0.23535615,-0.4062101,-0.7195467,0.3133366
10,-1.5698206,-1.2682605,"('unsympathetic', 'sympathetic')",-0.38505846,-0.33018804,-0.34909958,-0.29848433,-0.7679929,-0.6323109,-0.135682
73,1.4737192,1.2641766,"('helpless', 'self-reliant')",1.3110731,1.1480253,-3.310789,-3.4939077,-0.1753322,-0.3605686,0.1852364
18,-1.4336159,-1.2926023,"('disagreeable', 'welcoming')",-1.166859,-1.0154365,-1.1186533,-0.91401684,-1.2397094,-1.0740185,-0.1656909
5,-1.2680366,-1.3522583,"('distant', 'outgoing')",-0.16931203,-0.16875368,-1.1120969,-1.112732,-0.8498152,-0.8779147,0.0280995
86,-1.2278043,-1.3789808,"('uninfluential', 'influential')",0.4265551,0.34956035,-0.77051544,-0.7857969,-0.5239216,-0.6050724,0.0811508
40,-1.2240595,-1.3542188,"('stingy', 'generous')",-0.24483977,-0.16691785,-2.8219256,-2.8291109,-1.430275,-1.4500825,0.0198075
31,-1.1797266,-1.0650326,"('evil', 'good')",-1.4516568,-1.3111533,-1.4725446,-1.2414402,-1.367976,-1.2058754,-0.1621006
25,-1.1722798,-0.8619002,"('egoistic', 'altruistic')",0.4442305,0.5030174,1.0481173,1.2811247,0.1066893,0.307414,-0.2007247
28,-1.1426073,-1.4605836,"('disloyal', 'loyal')",0.027058803,-0.31013095,1.023182,0.6797249,-0.0307888,-0.3636632,0.3328744
26,-1.1387721,-1.3105439,"('hardhearted', 'benevolent')",0.60209656,0.5419309,1.1914631,1.1982782,0.2182625,0.1432217,0.0750408
82,-1.1258247,-1.4803028,"('poor', 'rich')",-0.037923798,-0.14664449,6.3613057,6.071118,1.7325191,1.4813902,0.2511289
45,-1.07123,-1.372614,"('incompetent', 'competent')",-0.20960066,-0.3792987,-0.08284939,-0.23234329,-0.45456,-0.6614187,0.2068587
48,-1.0667123,-1.2197828,"('unintelligent', 'intelligent')",0.84730464,0.782191,-0.2826558,-0.17806911,-0.1673545,-0.2052203,0.0378658
41,-1.0659517,-0.9383974,"('unforgiving', 'forgiving')",-0.7916878,-0.6656491,0.35879633,0.40889445,-0.4996144,-0.3983841,-0.1012303
56,1.0551664,0.9598151,"('impractical', 'practical')",1.7429175,1.6820719,0.12478042,0.054032724,0.9742881,0.8986399,0.0756482
55,-1.0501611,-0.74770373,"('incompetent', 'clever')",-0.1762481,-0.013199352,0.1080266,0.42557853,-0.3727942,-0.1117748,-0.2610194
68,-1.0341731,-0.9808474,"('dependent', 'independent')",-0.6011701,-0.6674514,-1.8118603,-1.5303928,-1.1490679,-1.0595638,-0.0895041
78,-1.0330446,-0.7396548,"('nonresilient', 'resilient')",-0.27261567,-0.3263216,-0.66349196,-0.538666,-0.6563841,-0.5348808,-0.1215033
24,-1.0221236,-1.2304081,"('dishonest', 'honest')",0.6634561,0.44092873,0.45437232,0.33237377,0.0319016,-0.1523685,0.1842701
0,-1.0153452,-1.227762,"('unsociable', 'sociable')",0.08121706,-0.081617355,-0.22428459,-0.4082604,-0.3861376,-0.5725466,0.186409
74,-0.93126947,-0.65593135,"('undedicated', 'dedicated')",0.009042313,0.09708572,-0.08980243,0.0367511,-0.3373432,-0.1740315,-0.1633117
53,-0.859892,-0.7936669,"('uncreative', 'creative')",0.53004074,0.55668056,0.17129749,0.40197316,-0.0528513,0.0549956,-0.1078469
36,-0.8502795,-0.99044716,"('hostile', 'amicable')",-1.1304548,-1.1574033,-0.43020123,-0.564628,-0.8036452,-0.9041595,0.1005143
66,-0.8283643,-0.8462692,"('inactive', 'active')",-0.85701036,-0.6850851,0.162527,0.12533501,-0.5076159,-0.4686731,-0.0389428
51,-0.78711265,-0.57472545,"('uneducated', 'educated')",-0.3689571,-0.26720938,0.37470698,0.41485736,-0.2604543,-0.1423591,-0.1180952
