,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
41,-0.47827277,-0.11727768,"('unforgiving', 'forgiving')",-1.860146,-1.7823548,-0.9704007,-1.0605878,-0.40123802,-0.28080225,-0.15193382,-0.16012302,-0.7723982,-0.6802291,-0.0921691
19,-0.46096057,-0.45264456,"('inhospitable', 'hospitable')",-0.4190494,-0.42804763,-0.046132535,0.0023387317,1.5513828,1.4064784,0.096799605,-0.01624265,0.144408,0.1023765,0.0420315
7,-0.4522857,-0.41948146,"('insensitive', 'sensitive')",-0.03427513,-0.025170438,-2.0791028,-2.2022734,-1.3463045,-1.3053573,0.34511518,0.45691854,-0.7133706,-0.6990728,-0.0142978
1,0.4495541,0.0614362,"('unfriendly', 'friendly')",-1.1289742,-1.0277511,-0.3784664,-0.39514527,1.2208084,1.3659323,1.7810822,1.6485902,0.3888008,0.3306125,0.0581883
83,0.44647688,0.38364574,"('powerless', 'powerful')",0.06174871,0.22454397,-0.22152975,-0.19456302,-0.36023733,-0.22185606,-0.9850068,-0.8558141,-0.2117097,-0.1328087,-0.078901
23,-0.4462112,-0.41123903,"('insincere', 'sincere')",-0.67465734,-0.61746293,-2.33763,-2.3624418,-1.238131,-1.1826843,4.579112,4.8358564,-0.0235035,0.0524056,-0.0759091
59,0.44406128,0.47547674,"('foolish', 'wise')",0.63868636,0.4857222,1.3237579,1.3097842,0.7524667,0.7425244,0.789109,0.69899964,0.7896163,0.7425014,0.0471149
14,-0.40970674,-0.03128506,"('antisocial', 'social')",-0.25751472,-0.109344974,-0.88877994,-0.8919908,-2.1838424,-2.066986,-0.8833967,-0.6395749,-0.9246481,-0.7478364,-0.1768117
25,0.3941816,0.032689758,"('egoistic', 'altruistic')",-0.37171042,-0.5038724,1.0013446,1.0474412,1.722593,1.6404238,1.3787196,1.2621539,0.8250257,0.6957673,0.1292584
46,0.3516048,0.44993967,"('uncompetitive', 'competitive')",0.030638155,0.19215517,-0.9674392,-1.0876964,-3.4633203,-3.3490498,-0.44326425,-0.4748457,-0.8983561,-0.8538995,-0.0444566
32,-0.34361953,-0.21213245,"('unkind', 'kind')",-0.32191575,-0.31320253,-1.4624902,-1.5339684,-1.5578805,-1.4482498,0.5120565,0.46684262,-0.6347699,-0.6081421,-0.0266278
42,-0.31599826,-0.21803316,"('unreliable', 'reliable')",-0.051849887,0.13690582,0.355878,0.45826143,-1.4083138,-1.3624506,-2.597785,-2.544954,-0.8036138,-0.7060541,-0.0975597
80,0.30258965,0.46544477,"('dominated', 'dominating')",0.68939394,0.70676047,-0.77506775,-0.84400034,-2.1545916,-2.2117958,-1.4267949,-1.3405863,-0.6728941,-0.6448355,-0.0280586
27,-0.30052924,-0.72081995,"('hardhearted', 'softhearted')",-1.5862371,-1.6650076,-1.698333,-1.8728812,-0.0091243815,-0.21283895,1.3669667,1.1742973,-0.4454514,-0.6594501,0.2139987
28,-0.25132993,-0.23155807,"('disloyal', 'loyal')",-0.12503952,-0.091709346,-0.94223726,-1.007591,-1.4849397,-1.3244433,0.30436695,0.31465787,-0.4998359,-0.4681288,-0.0317071
0,-0.21925423,-0.05988442,"('unsociable', 'sociable')",-1.2460307,-1.2573467,-1.6508255,-1.6832497,-1.9332757,-1.9432013,-0.8676321,-0.80256134,-1.1834036,-1.1492487,-0.0341549
53,-0.21726201,-0.44277596,"('uncreative', 'creative')",-0.8449118,-0.84535706,0.0036108792,0.0526068,-0.5757972,-0.5055281,0.7487954,0.6463158,-0.177113,-0.2189477,0.0418347
62,0.21378784,0.51328754,"('incompetent', 'brilliant')",-0.33436903,-0.07869475,-2.4830189,-2.413917,-2.2954578,-2.1579728,-0.22436348,0.22898299,-1.0246842,-0.7816628,-0.2430214
38,-0.20946792,-0.1158153,"('untruthful', 'truthful')",0.10086213,0.14290617,-1.3684418,-1.2376754,-0.08862188,-0.090294056,0.05806854,0.25979686,-0.3015202,-0.2082163,-0.0933039
20,0.18951166,0.088514246,"('rough', 'thoughtful')",-1.4931899,-1.3629603,0.30632392,0.24775285,-0.5207916,-0.44819176,1.1255233,1.2382305,-0.0785245,-0.0473309,-0.0311936
56,-0.18502423,0.23337343,"('impractical', 'practical')",-0.62648576,-0.2792456,-2.343815,-2.1391912,-1.8969134,-1.7229584,-0.6144862,-0.32962716,-1.1333449,-0.8475298,-0.2858151
55,-0.18402557,0.06915491,"('incompetent', 'clever')",-0.9209624,-0.81130797,-2.0492678,-2.1587,-4.434313,-4.346408,-0.74078536,-0.4900265,-1.6658709,-1.5474575,-0.1184134
4,-0.16130757,-0.07830354,"('disliked', 'liked')",-0.7188707,-0.6588699,1.1049612,1.059731,1.185923,1.1848787,-5.233196,-5.5242233,-0.764498,-0.8033574,0.0388594
70,-0.15886942,-0.0621063,"('lethargic', 'energetic')",-0.8295673,-0.7507988,-1.6986495,-1.7428042,-2.532468,-2.530135,0.41061512,0.5794633,-0.9617878,-0.9012761,-0.0605117
2,0.15262869,0.2764087,"('unlikable', 'likable')",-0.067375794,-0.054931756,1.1159537,1.2457836,0.8123541,0.88576204,0.4052378,0.61296296,0.4837597,0.5931971,-0.1094374
79,-0.15247923,-0.35899618,"('wavering', 'unwavering')",0.52012306,0.3610466,1.3192523,1.4088905,1.5025656,1.5431445,0.22211057,0.1639864,0.6823144,0.6236144,0.0587
10,-0.1376224,0.2847246,"('unsympathetic', 'sympathetic')",-1.4786785,-1.2946416,-3.2108717,-3.4187193,-4.1905503,-4.117321,-0.5463386,-0.5119259,-1.9128124,-1.8115767,-0.1012357
86,0.12676616,0.1271862,"('uninfluential', 'influential')",-0.62846255,-0.51606876,-1.6676885,-1.7833389,-1.9912595,-1.8833357,-0.46427092,-0.5523009,-0.9249831,-0.9215716,-0.0034115
78,0.11872403,-0.048145875,"('nonresilient', 'resilient')",0.49984813,0.4570443,-0.11787218,-0.31831685,-0.16612029,-0.1910036,1.0394901,0.9269769,0.274814,0.165311,0.109503
5,0.117182136,-0.07596861,"('distant', 'outgoing')",-0.18330784,-0.101417564,1.0907265,1.4214033,3.0447466,2.9891894,-0.023488183,0.036459517,0.8091719,0.8539332,-0.0447613
67,0.11679909,0.59356016,"('doubtful', 'determined')",0.3320042,0.49074546,-0.13198319,0.0152269825,1.0018884,1.0313046,-0.480894,-0.21046625,0.1675629,0.3840742,-0.2165113
64,0.11351502,0.25630617,"('shy', 'confident')",-0.25637335,-0.1890633,0.060404822,0.07613575,-0.79573756,-0.8601266,-5.568452,-5.576576,-1.2893286,-1.2586649,-0.0306637
6,-0.10428367,-0.31479034,"('distant', 'open')",0.65448236,0.7904628,1.1068399,1.4195353,2.4394262,2.3939378,0.5227974,0.4835504,0.9238524,0.9545392,-0.0306868
54,0.10276157,-0.0052137002,"('incapable', 'capable')",0.13046971,0.22701694,-0.24256784,-0.1344283,1.500128,1.5416604,1.1715952,1.2111676,0.5324773,0.5680406,-0.0355633
43,-0.09561981,0.08851098,"('irresponsible', 'responsible')",-0.24252564,-0.06990181,-2.2284024,-2.1649792,-1.4356455,-1.4324889,0.08927606,0.3851809,-0.7825835,-0.6387356,-0.1438479
88,-0.0808791,-0.18147084,"('low', 'eminent')",-1.2484239,-1.247301,-0.6347516,-0.6294786,-1.4486988,-1.2830851,0.16595541,0.09478558,-0.6493596,-0.64931,-4.96e-05
18,0.07449263,-0.15465173,"('disagreeable', 'welcoming')",-1.3802189,-1.454236,0.8494791,0.94112515,-0.5164644,-0.41855407,-0.4313273,-0.44784707,-0.2808078,-0.3068327,0.0260249
63,0.06890747,0.13091168,"('unperceptive', 'insightful')",-0.84940875,-0.8532367,-0.45202044,-0.5162445,-1.6690536,-1.6544176,1.3738978,1.4113476,-0.3055355,-0.2963279,-0.0092076
13,0.054777265,0.28391838,"('impolite', 'polite')",-0.6814674,-0.654252,-1.7910253,-1.6943083,-2.1852283,-2.157859,-0.70880103,-0.5343362,-1.0623489,-0.9513674,-0.1109815
17,0.019562133,0.08330292,"('nasty', 'nice')",-1.201843,-1.2244881,0.048527658,0.1139483,0.5883582,0.5642209,-0.650492,-0.644007,-0.2391774,-0.2214046,-0.0177728
58,0.014103673,-0.089075595,"('undiscriminating', 'discriminating')",-0.672004,-0.6018695,-0.10524222,-0.20467898,-0.53716147,-0.5355819,0.19519098,0.029735163,-0.2210226,-0.2802942,0.0592716
74,0.004621299,0.21646225,"('undedicated', 'dedicated')",0.16787982,0.22118431,-0.24728748,-0.31305394,-0.3581388,-0.36423576,0.22776976,0.23199138,-0.0410311,-0.0015303,-0.0395008
24,0.00031927414,0.097414754,"('dishonest', 'honest')",-0.65561146,-0.47538206,-1.6348512,-1.5353724,-0.7661412,-0.66383284,0.11752964,0.33248064,-0.587751,-0.4489384,-0.1388126
