,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
54,0.42924356,0.6026179,"('incapable', 'capable')",1.2562584,1.37016,0.842751,0.9863889,-0.1436379
45,-0.42750937,-0.71470875,"('incompetent', 'competent')",-0.1410594,-0.36559784,-0.2842844,-0.5401533,0.2558689
16,-0.41511157,-0.13140406,"('unpopular', 'popular')",0.5752641,0.5264875,0.0800763,0.1975417,-0.1174654
60,0.40372318,0.22755519,"('inefficient', 'efficient')",-0.049221065,0.06899302,0.1772511,0.1482741,0.028977
67,0.40039524,0.400832,"('doubtful', 'determined')",-0.62924355,-0.3964417,-0.1144242,0.0021951,-0.1166193
84,-0.39371842,-0.09524546,"('inferior', 'superior')",0.60478383,0.82129055,0.1055327,0.3630225,-0.2574898
21,0.39342922,0.21510938,"('immoral', 'moral')",-0.7984796,-0.8802704,-0.2025252,-0.3325805,0.1300553
49,-0.3871259,-0.29351434,"('unable', 'able')",-0.4415746,-0.35425484,-0.4143503,-0.3238846,-0.0904657
13,0.37756675,0.3287915,"('impolite', 'polite')",-0.498002,-0.5232528,-0.0602176,-0.0972306,0.037013
83,-0.36102223,-0.23118927,"('powerless', 'powerful')",-0.99766815,-0.9901588,-0.6793452,-0.610674,-0.0686712
30,0.3568365,-0.0029757693,"('intolerant', 'tolerant')",0.75981116,0.6726602,0.5583239,0.3348422,0.2234817
58,-0.35573214,-0.14525202,"('undiscriminating', 'discriminating')",-0.026649471,-0.17111889,-0.1911908,-0.1581855,-0.0330053
35,0.33792165,0.8482183,"('corrupt', 'incorrupt')",-0.33336693,-0.08109074,0.0022774,0.3835638,-0.3812864
61,0.3344031,0.46915662,"('illogical', 'logical')",0.30859247,0.41913933,0.3214978,0.444148,-0.1226502
52,-0.29358616,-0.2905921,"('irrational', 'rational')",0.05381991,0.07019299,-0.1198831,-0.1101996,-0.0096835
36,-0.2844956,0.2545697,"('hostile', 'amicable')",0.26281556,0.28906006,-0.01084,0.2718149,-0.2826549
62,-0.28093368,-0.3561178,"('incompetent', 'brilliant')",0.10650777,0.18729417,-0.0872129,-0.0844118,-0.0028011
25,0.2793594,0.3496443,"('egoistic', 'altruistic')",1.143648,1.2620946,0.7115037,0.8058695,-0.0943658
79,-0.26624617,0.06925714,"('wavering', 'unwavering')",-0.08347902,-0.02706052,-0.1748626,0.0210983,-0.1959609
28,-0.2646994,-0.22381541,"('disloyal', 'loyal')",0.9411274,1.0470979,0.338214,0.4116412,-0.0734272
10,-0.26423043,-0.3133168,"('unsympathetic', 'sympathetic')",-0.1972898,-0.30240822,-0.2307601,-0.3078625,0.0771024
51,-0.24019842,-0.4713414,"('uneducated', 'educated')",0.68362397,0.5467817,0.2217128,0.0377202,0.1839926
15,0.21769536,0.5268324,"('boring', 'funny')",-0.07757761,0.16850142,0.0700589,0.3476669,-0.277608
86,0.20978358,0.16259912,"('uninfluential', 'influential')",-0.0016020834,0.045617223,0.1040908,0.1041082,-1.74e-05
50,0.20841223,0.37999463,"('clumsy', 'skillful')",0.6139797,0.33684975,0.411196,0.3584222,0.0527738
81,-0.19963668,-0.73288214,"('submissive', 'aggressive')",-0.8864827,-1.0791614,-0.5430597,-0.9060218,0.3629621
66,-0.19779448,0.056514904,"('inactive', 'active')",0.86407053,0.928699,0.333138,0.492607,-0.159469
40,-0.17232773,-0.24089733,"('stingy', 'generous')",-1.5008011,-1.5922414,-0.8365644,-0.9165694,0.080005
6,0.17020455,0.763815,"('distant', 'open')",0.23653603,0.6007675,0.2033703,0.6822913,-0.478921
20,0.16437349,0.19416457,"('rough', 'thoughtful')",1.463397,1.367347,0.8138853,0.7807558,0.0331295
38,0.1581253,0.23125121,"('untruthful', 'truthful')",-0.0053083934,0.16026264,0.0764085,0.1957569,-0.1193484
7,0.15225558,-0.026969582,"('insensitive', 'sensitive')",0.65095603,0.54435027,0.4016058,0.2586904,0.1429154
48,0.14529544,-0.049530067,"('unintelligent', 'intelligent')",0.6077875,0.560191,0.3765415,0.2553304,0.1212111
76,0.1333498,0.26875094,"('anxious', 'daring')",0.22729222,0.38922685,0.180321,0.3289889,-0.1486679
8,0.13204359,0.4154265,"('unaffectionate', 'affectionate')",0.7464359,1.0129077,0.4392397,0.7141671,-0.2749274
5,0.086490914,0.74803746,"('distant', 'outgoing')",-0.6205341,-0.17119922,-0.2670216,0.2884191,-0.5554407
24,-0.073744036,-0.050435007,"('dishonest', 'honest')",0.6015844,1.0436678,0.2639202,0.4966164,-0.2326962
59,0.054112002,0.048043136,"('foolish', 'wise')",0.2285778,0.19897312,0.1413449,0.1235081,0.0178368
0,0.05212355,0.028323974,"('unsociable', 'sociable')",-0.6415623,-0.57251894,-0.2947194,-0.2720975,-0.0226219
70,0.043750882,-0.09559846,"('lethargic', 'energetic')",0.75020987,0.62575734,0.3969804,0.2650794,0.131901
88,-0.03081298,0.12885465,"('low', 'eminent')",0.104390316,0.2443665,0.0367887,0.1866106,-0.1498219
