,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
11,-0.65398204,-0.7912008,"('unhelpful', 'helpful')",1.7087184,1.5332237,0.5273682,0.3710115,0.1563567
25,-0.6447116,-0.5574003,"('egoistic', 'altruistic')",1.3663571,1.4485093,0.3608227,0.4455545,-0.0847318
17,-0.5961761,-0.5845667,"('nasty', 'nice')",-0.45589343,-0.3343316,-0.5260348,-0.4594492,-0.0665856
18,-0.587102,-0.39930955,"('disagreeable', 'welcoming')",-0.4216076,-0.2976914,-0.5043548,-0.3485005,-0.1558543
63,-0.5783428,-0.87041855,"('unperceptive', 'insightful')",1.0767916,0.8267999,0.2492244,-0.0218093,0.2710337
65,0.55161166,0.4200132,"('insecure', 'secure')",-0.16945648,-0.2610803,0.1910776,0.0794664,0.1116112
4,-0.5506797,-0.4178581,"('disliked', 'liked')",-7.100816,-7.111009,-3.8257477,-3.7644336,-0.0613141
32,-0.5463633,-0.6714359,"('unkind', 'kind')",1.0560468,0.9415136,0.2548418,0.1350389,0.1198029
3,-0.51408875,-0.5230135,"('repellent', 'pleasant')",0.38766298,0.41909522,-0.0632129,-0.0519591,-0.0112538
60,0.48307064,0.48933396,"('inefficient', 'efficient')",0.27047926,0.32725,0.376775,0.408292,-0.031517
75,0.4693863,0.55551195,"('meek', 'impulsive')",-0.72791713,-0.66901773,-0.1292654,-0.0567529,-0.0725125
51,-0.46069273,-0.6555611,"('uneducated', 'educated')",0.49520716,0.43547493,0.0172572,-0.1100431,0.1273003
83,-0.44348693,-0.45464432,"('powerless', 'powerful')",-0.7503941,-0.7479722,-0.5969405,-0.6013082,0.0043677
68,-0.4278699,-0.37397298,"('dependent', 'independent')",-0.669066,-0.6222333,-0.5484679,-0.4981031,-0.0503648
84,0.42674518,0.3249611,"('inferior', 'superior')",0.8307309,0.90891695,0.628738,0.616939,0.011799
22,0.42436934,0.39006808,"('untrustworthy', 'trustworthy')",-0.59611976,-0.64629316,-0.0858752,-0.1281125,0.0422373
49,-0.42123199,-0.2681417,"('unable', 'able')",-0.16454707,-0.13430484,-0.2928895,-0.2012233,-0.0916662
82,-0.41348204,-0.6160384,"('poor', 'rich')",6.2590303,6.265275,2.9227741,2.8246183,0.0981558
47,-0.41001016,-0.5940551,"('stupid', 'smart')",5.52453,5.5401206,2.5572598,2.4730327,0.0842271
74,-0.40717196,-0.5736643,"('undedicated', 'dedicated')",-0.011842606,-0.063479826,-0.2095073,-0.3185721,0.1090648
35,0.40352604,0.53841436,"('corrupt', 'incorrupt')",-0.43478805,-0.42328387,-0.015631,0.0575652,-0.0731962
58,-0.40141034,-0.42266363,"('undiscriminating', 'discriminating')",0.38597485,0.29673555,-0.0077177,-0.062964,0.0552463
42,0.37252423,0.16016376,"('unreliable', 'reliable')",-3.1415675,-3.3626354,-1.3845216,-1.6012359,0.2167143
72,-0.35932785,-0.22477233,"('unambitious', 'ambitious')",-0.33863905,-0.31366977,-0.3489835,-0.2692211,-0.0797624
67,0.35847276,0.46246597,"('doubtful', 'determined')",-0.6827068,-0.656229,-0.162117,-0.0968815,-0.0652355
13,-0.35272855,-0.2508918,"('impolite', 'polite')",-0.3867652,-0.33922654,-0.3697469,-0.2950592,-0.0746877
81,0.34358814,0.19132671,"('submissive', 'aggressive')",-0.5245982,-0.7184496,-0.090505,-0.2635614,0.1730564
29,-0.32928038,-0.30930474,"('unfair', 'fair')",-0.20405546,-0.17003551,-0.2666679,-0.2396701,-0.0269978
50,0.32858264,0.050308783,"('clumsy', 'skillful')",0.15173432,0.04705005,0.2401585,0.0486794,0.1914791
41,-0.31751907,-0.1316719,"('unforgiving', 'forgiving')",-0.01598771,0.019395936,-0.1667534,-0.056138,-0.1106154
87,-0.29931372,-0.24130502,"('unsuccessful', 'successful')",0.8023129,0.81224066,0.2514996,0.2854678,-0.0339682
70,0.289507,-0.046292234,"('lethargic', 'energetic')",0.7726522,0.5112436,0.5310796,0.2324757,0.2986039
34,-0.26935208,-0.09922984,"('mean', 'honorable')",6.0314455,6.1026187,2.8810468,3.0016944,-0.1206476
80,0.25716573,-0.0027706046,"('dominated', 'dominating')",-1.1507828,-1.4090996,-0.4468085,-0.7059351,0.2591266
69,0.21860175,0.3683033,"('lazy', 'industrious')",-0.81268716,-0.79351854,-0.2970427,-0.2126076,-0.0844351
21,-0.2134539,-0.18178806,"('immoral', 'moral')",-0.3540417,-0.42918724,-0.2837478,-0.3054876,0.0217398
59,-0.20552696,-0.07927261,"('foolish', 'wise')",0.08705595,0.22290882,-0.0592355,0.0718181,-0.1310536
62,-0.20539765,-0.1562687,"('incompetent', 'brilliant')",0.42616603,0.43007702,0.1103842,0.1369042,-0.02652
56,-0.19091558,-0.41338626,"('impractical', 'practical')",-0.14218038,-0.3063747,-0.166548,-0.3598805,0.1933325
55,0.17418037,0.1070576,"('incompetent', 'clever')",0.55131984,0.46405506,0.3627501,0.2855563,0.0771938
27,0.16435285,0.2003021,"('hardhearted', 'softhearted')",1.6897562,1.6397973,0.9270545,0.9200497,0.0070048
64,0.15363556,0.34851405,"('shy', 'confident')",-6.846946,-6.7358847,-3.3466551,-3.1936853,-0.1529698
33,-0.12308779,-0.02150686,"('wrong', 'right')",-0.53655654,-0.4555929,-0.3298222,-0.2385499,-0.0912723
48,-0.103926964,-0.08360036,"('unintelligent', 'intelligent')",0.787883,0.8938969,0.341978,0.4051483,-0.0631703
37,0.10200569,-0.15958568,"('fake', 'genuine')",0.78208053,0.46545807,0.4420431,0.1529362,0.2891069
40,0.09981358,0.1642752,"('stingy', 'generous')",-1.4887656,-1.5919149,-0.694476,-0.7138199,0.0193439
2,0.09219925,0.33414048,"('unlikable', 'likable')",0.26642656,0.52308786,0.1793129,0.4286142,-0.2493013
26,-0.044211604,0.042907745,"('hardhearted', 'benevolent')",1.8914475,2.0105047,0.923618,1.0267062,-0.1030882
20,-0.040076293,-0.044441022,"('rough', 'thoughtful')",1.0731925,1.152324,0.5165581,0.5539415,-0.0373834
15,-0.019928325,0.0425886,"('boring', 'funny')",0.55410224,0.5200046,0.267087,0.2812966,-0.0142096
39,0.0014899224,0.31845224,"('exploitative', 'cooperative')",0.42496336,0.5240576,0.2132266,0.4212549,-0.2080283
