,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
64,-0.1835024,-0.091058455,"('shy', 'confident')",-0.05801958,0.1651061,-6.577333,-6.411898,-2.2729516,-2.1126169,-0.1603347
20,0.17784819,0.25349486,"('rough', 'thoughtful')",-0.6619801,-0.5219873,0.43247473,0.52627957,-0.0172191,0.085929,-0.1031481
32,0.16101015,0.27803788,"('unkind', 'kind')",-0.61156243,-0.41491354,0.743934,0.79728454,0.0977939,0.2201363,-0.1223424
84,0.15574156,0.10029398,"('inferior', 'superior')",0.023621727,-0.06311224,0.14747743,0.08288099,0.1089469,0.0400209,0.068926
81,0.14567208,0.17519945,"('submissive', 'aggressive')",-0.7605095,-0.7048212,-0.71520984,-0.8229964,-0.4433491,-0.4508727,0.0075236
34,-0.13899812,-0.077226214,"('mean', 'honorable')",-0.073202096,-0.07150103,5.243114,5.3717895,1.6769713,1.7410207,-0.0640494
48,-0.12177483,-0.058315612,"('unintelligent', 'intelligent')",-1.8167856,-1.8724307,-0.2923959,-0.2641944,-0.7436521,-0.7316469,-0.0120052
87,-0.09403561,-0.2393683,"('unsuccessful', 'successful')",-0.3377931,-0.36977124,-0.2717107,-0.23847684,-0.2345131,-0.2825388,0.0480257
61,-0.09350513,-0.076315485,"('illogical', 'logical')",-0.8395152,-0.80242395,-0.22868717,-0.24688676,-0.3872358,-0.3752087,-0.0120271
11,-0.0734828,-0.011355754,"('unhelpful', 'helpful')",-0.5017894,-0.5359756,1.6532524,1.5143408,0.3593267,0.3223365,0.0369902
59,0.06943464,0.069174595,"('foolish', 'wise')",0.9584761,0.99376965,0.014095647,0.09990147,0.3473355,0.3876152,-0.0402797
55,-0.061027247,0.036307227,"('incompetent', 'clever')",-1.9457105,-1.8638619,-0.319279,-0.26423165,-0.7753389,-0.6972621,-0.0780768
69,0.046948355,0.0067979842,"('lazy', 'industrious')",1.3892412,1.449092,-1.069234,-0.8440998,0.1223185,0.2039301,-0.0816116
1,-0.03994571,-0.2768859,"('unfriendly', 'friendly')",-0.19356066,-0.4085624,1.8895849,1.8210853,0.5520262,0.3785457,0.1734805
57,-0.038290706,-0.08121383,"('unimaginative', 'imaginative')",-0.8979578,-0.93103546,-3.3319733,-3.2814167,-1.4227406,-1.431222,0.0084814
3,-0.03660021,0.21031502,"('repellent', 'pleasant')",-0.47059968,-0.19607937,0.39680824,0.52577186,-0.0367972,0.1800025,-0.2167997
46,0.010137215,-0.0204634,"('uncompetitive', 'competitive')",-0.67155755,-0.61935157,-1.3788599,-1.4222962,-0.6800934,-0.6873704,0.007277
