,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
23,-0.7701126,-0.841575,"('insincere', 'sincere')",-1.6815307,-1.8292038,0.070101224,0.04282979,6.1468167,5.922055,0.9413187,0.8235264,0.1177923
47,-0.75676996,-0.56905234,"('stupid', 'smart')",-0.7858657,-0.76352096,-0.02893386,0.11838914,5.099463,5.045206,0.8819734,0.9577554,-0.075782
36,0.7423962,0.5798882,"('hostile', 'amicable')",1.8710896,1.888374,0.06349723,-0.13980947,-0.16566151,-0.40932515,0.6278304,0.4797819,0.1480485
78,-0.7249137,-1.0150747,"('nonresilient', 'resilient')",0.04040337,-0.10175977,0.35679433,0.25984427,0.47194123,0.40417877,0.0360563,-0.1132029,0.1492592
4,0.7217794,0.74624586,"('disliked', 'liked')",0.6528168,0.69824773,1.0895241,0.94335365,-6.50897,-6.4266305,-1.0112123,-1.0096958,-0.0015165
24,-0.65701777,-0.64449936,"('dishonest', 'honest')",-1.6389911,-1.7186719,0.018237948,-0.07066027,0.9503409,0.8462415,-0.3318575,-0.3968976,0.0650401
75,0.6413783,0.8357628,"('meek', 'impulsive')",0.84179413,1.0520386,-0.7277099,-0.49086908,-0.35959932,-0.26534376,0.0989658,0.2828971,-0.1839313
67,0.62678754,0.7060859,"('doubtful', 'determined')",0.126109,0.34151688,0.55786544,0.6084346,-0.26822293,-0.1760414,0.2606348,0.369999,-0.1093642
37,-0.61998785,-0.72494364,"('fake', 'genuine')",-0.43737867,-0.58743924,0.13856871,0.0074858293,0.26181963,0.026631348,-0.1642445,-0.3195664,0.1553219
29,0.59515756,0.5335619,"('unfair', 'fair')",0.16763355,0.22593544,0.14266491,0.11059457,-0.77665466,-0.8709061,0.0322003,-0.0002035,0.0324038
34,-0.5673939,-0.55472213,"('mean', 'honorable')",-0.22734411,-0.2555909,-0.3023955,-0.25860596,5.3390102,5.240015,1.0604692,1.042774,0.0176952
8,-0.56021065,-0.65943515,"('unaffectionate', 'affectionate')",-0.3303889,-0.5029346,1.3099808,1.0479091,0.49677476,0.07436214,0.229039,-0.0100246,0.2390636
68,-0.54891306,-0.6664546,"('dependent', 'independent')",-0.87202054,-0.9878565,-0.6666099,-0.62898904,-1.2412121,-1.3349309,-0.8321889,-0.9045578,0.0723689
16,0.52074707,0.5778848,"('unpopular', 'popular')",0.96223116,1.0054723,0.0050657066,0.08040127,0.28745803,0.33976474,0.4438755,0.5008808,-0.0570053
52,0.5163324,0.29986948,"('irrational', 'rational')",0.6610715,0.53550047,0.5156791,0.27541354,-0.5961321,-0.8861242,0.2742378,0.0561648,0.218073
84,0.50404173,0.43036437,"('inferior', 'superior')",1.3882105,1.3027606,0.7798466,0.6835393,0.9494968,0.8911623,0.9053989,0.8269566,0.0784423
83,-0.4943446,-0.49749538,"('powerless', 'powerful')",0.0740142,0.0069801873,0.1926305,0.2884842,-1.3126384,-1.378106,-0.3850846,-0.3950343,0.0099497
64,0.49162,0.48929062,"('shy', 'confident')",-0.2976578,-0.31425646,0.16772191,0.124349855,-5.6918325,-5.4683466,-1.3325371,-1.2922406,-0.0402965
82,-0.45266777,-0.30562302,"('poor', 'rich')",-0.75675327,-0.7853542,-0.30592516,-0.10903172,6.4497647,6.3720984,1.2336047,1.2930224,-0.0594177
61,-0.40920088,-0.32520956,"('illogical', 'logical')",-1.0507405,-0.8745854,-0.02491801,0.20952022,-0.17680298,-0.15539338,-0.4154156,-0.286417,-0.1289986
79,0.3738218,0.200219,"('wavering', 'unwavering')",1.0640826,1.0578654,0.47700024,0.2719057,-0.312442,-0.46901035,0.4006156,0.2652449,0.1353707
39,0.35617355,0.34891817,"('exploitative', 'cooperative')",0.6920398,0.6483836,0.6034463,0.74955046,0.16240194,0.23117763,0.4535154,0.4945075,-0.0409921
50,0.31608966,0.19209085,"('clumsy', 'skillful')",0.8286415,0.7037221,0.31967908,0.18939716,0.4861322,0.3300214,0.4876356,0.3538079,0.1338277
13,-0.31304374,-0.24134405,"('impolite', 'polite')",-1.293279,-1.2292197,-0.13855678,0.043356042,0.25599855,0.27266967,-0.3722202,-0.2886345,-0.0835857
38,0.28663957,0.38510764,"('untruthful', 'truthful')",-0.7119111,-0.61673653,0.2088908,0.2179701,0.5909813,0.4678632,0.0936501,0.1135511,-0.019901
51,-0.2852282,-0.2843296,"('uneducated', 'educated')",-0.85952127,-0.9432885,-0.024916071,-0.0249256,0.49141115,0.5850243,-0.1695636,-0.1668798,-0.0026838
87,0.2830464,0.4421939,"('unsuccessful', 'successful')",-0.24832888,-0.12396046,0.7997645,1.0410043,-0.06636818,0.0944818,0.1920285,0.3634299,-0.1714014
74,0.2501847,0.37393087,"('undedicated', 'dedicated')",-0.27182963,-0.29678726,0.6296611,0.61253613,0.2708034,0.22554687,0.2197049,0.2288066,-0.0091017
26,-0.24662635,-0.31967124,"('hardhearted', 'benevolent')",0.026270913,-0.16938631,1.7522997,1.4873477,1.0783733,0.83454716,0.6525794,0.4582093,0.1943701
15,-0.23475575,-0.1236558,"('boring', 'funny')",0.70700544,0.6560583,0.92365307,0.76274174,-0.008325798,0.09733483,0.3468942,0.3481198,-0.0012256
19,-0.2306592,-0.20953178,"('inhospitable', 'hospitable')",0.4365528,0.42068887,0.25057784,0.13801119,-0.14103149,-0.20295462,0.07886,0.0365534,0.0423066
58,-0.21891096,-0.19530736,"('undiscriminating', 'discriminating')",-0.21693477,-0.21058086,0.27270946,0.25215587,0.09636734,0.12612417,-0.0166922,-0.006902,-0.0097902
2,-0.21626882,0.045020286,"('unlikable', 'likable')",0.15578583,0.24913347,0.89429486,0.8906735,0.87278116,0.99896866,0.4266483,0.545949,-0.1193007
32,-0.20804375,-0.2873686,"('unkind', 'kind')",-1.2401874,-1.4052196,0.32250294,0.26507923,1.4248548,1.2831663,0.0747816,-0.0360856,0.1108672
31,0.18722636,-0.008817043,"('evil', 'good')",1.2200735,1.2482499,-0.51038706,-0.6103704,-1.6172247,-1.8551874,-0.180078,-0.3065313,0.1264533
25,0.18522368,0.1052324,"('egoistic', 'altruistic')",1.393095,1.4231145,0.7170578,0.62236583,1.121266,0.9122994,0.8541607,0.765753,0.0884077
56,-0.18178158,-0.037034266,"('impractical', 'practical')",-0.7409269,-0.7411689,1.0282269,1.1046205,-0.10707077,-0.048586704,-0.0003881,0.0694576,-0.0698457
44,-0.15088819,0.13625392,"('prejudiced', 'unprejudiced')",-0.20770033,-0.024025427,-0.7417869,-0.54800403,-1.6292953,-1.3091807,-0.6824177,-0.4362391,-0.2461786
42,-0.13498922,-0.017937917,"('unreliable', 'reliable')",-0.020287115,0.07032982,0.667791,0.6267531,-2.5873988,-2.50443,-0.518721,-0.4563213,-0.0623997
18,-0.11841594,-0.19240087,"('disagreeable', 'welcoming')",-0.8585382,-0.8406697,0.32456052,0.12329748,-0.99039316,-1.0212355,-0.4106967,-0.4827521,0.0720554
1,0.115630716,-0.13395621,"('unfriendly', 'friendly')",0.4092293,0.15358222,1.5466654,1.1744223,1.9539089,1.4865578,1.0063586,0.6701515,0.3362071
41,0.112478375,0.033786803,"('unforgiving', 'forgiving')",-0.8370936,-0.84923196,0.32199103,0.19106497,0.39146063,0.4027121,-0.0027909,-0.055417,0.0526261
63,0.10867189,0.05177536,"('unperceptive', 'insightful')",-0.7477877,-0.76156586,0.49832368,0.48380315,0.76714236,0.66651565,0.1565876,0.1101321,0.0464555
53,-0.09562704,-0.1306874,"('uncreative', 'creative')",0.86744386,0.81663287,0.29867464,0.30789262,1.0581586,1.0010164,0.5321625,0.4987136,0.0334489
72,0.04693181,0.088812575,"('unambitious', 'ambitious')",-0.5236068,-0.54532313,-0.4013851,-0.3418757,-0.50993776,-0.5384387,-0.3469995,-0.3342062,-0.0127933
12,0.04520783,-0.01296021,"('unsupportive', 'supportive')",-0.45184663,-0.5130796,1.1756294,1.0422168,-1.3817846,-1.5126541,-0.1531985,-0.2491193,0.0959208
40,0.04104113,-0.08310269,"('stingy', 'generous')",0.06942578,-0.07005359,0.5529883,0.3308348,-2.1772127,-2.3269858,-0.3784394,-0.5373268,0.1588874
54,-0.033888463,-0.07091233,"('incapable', 'capable')",-0.044604316,-0.083662584,0.89355946,0.86152154,0.6949122,0.64698845,0.3774947,0.3384838,0.0390109
9,-0.020817373,-0.15682605,"('unaffectionate', 'caring')",-0.15680858,-0.30112097,1.5210946,1.3496851,1.3948213,1.0448353,0.6845725,0.4841433,0.2004292
