,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,male-female
63,-1.0944871,-1.1966667,"('unperceptive', 'insightful')",1.2819812,1.0980439,0.0937471,-0.0493114,0.1430585
3,-1.0787995,-1.3354838,"('repellent', 'pleasant')",0.18148613,0.14408119,-0.4486567,-0.5957013,0.1470446
77,-1.066204,-1.1798289,"('unmotivated', 'motivated')",-0.6734183,-1.0233657,-0.8698111,-1.1015973,0.2317862
79,1.0626738,1.3225615,"('wavering', 'unwavering')",-0.9185113,-0.67693365,0.0720813,0.3228139,-0.2507326
83,-1.0435607,-1.0651765,"('powerless', 'powerful')",-0.5221353,-0.55090994,-0.782848,-0.8080432,0.0251952
20,-1.0240256,-1.0842786,"('rough', 'thoughtful')",0.3075357,0.123641096,-0.3582449,-0.4803188,0.1220739
7,-1.0116794,-1.3354262,"('insensitive', 'sensitive')",1.304497,1.1004202,0.1464088,-0.117503,0.2639118
59,1.0102669,1.1911883,"('foolish', 'wise')",-0.5505538,-0.47922713,0.2298566,0.3559806,-0.126124
36,0.9510587,1.0445817,"('hostile', 'amicable')",-1.5754716,-1.6291467,-0.3122065,-0.2922825,-0.019924
14,-0.93656504,-1.1120846,"('antisocial', 'social')",0.47646192,0.4327054,-0.2300516,-0.3396896,0.109638
71,0.932129,0.9015981,"('diffident', 'self-confident')",-0.07623636,-0.20943582,0.4279463,0.3460811,0.0818652
33,0.9291324,0.98316014,"('wrong', 'right')",-0.18140125,-0.33078188,0.3738656,0.3261891,0.0476765
56,-0.9238701,-1.0226641,"('impractical', 'practical')",1.043278,1.0213704,0.0597039,-0.0006468,0.0603507
50,0.89998806,1.1610672,"('clumsy', 'skillful')",-0.45443758,-0.19079682,0.2227752,0.4851352,-0.26236
66,0.8946884,0.969217,"('inactive', 'active')",-0.5879514,-0.577555,0.1533685,0.195831,-0.0424625
88,-0.8730964,-0.8322792,"('low', 'eminent')",0.0018946317,0.14063922,-0.4356009,-0.34582,-0.0897809
47,-0.8622002,-0.89918,"('stupid', 'smart')",4.8656793,5.0443463,2.0017395,2.0725832,-0.0708437
41,-0.84819925,-0.67467403,"('unforgiving', 'forgiving')",0.60820234,0.6410238,-0.1199985,-0.0168251,-0.1031734
12,-0.8268861,-0.77476513,"('unsupportive', 'supportive')",-0.73573214,-0.77134836,-0.7813091,-0.7730567,-0.0082524
25,0.8182086,0.8464672,"('egoistic', 'altruistic')",1.0197995,1.0230104,0.919004,0.9347388,-0.0157348
53,-0.80976665,-1.0374823,"('uncreative', 'creative')",0.3763113,0.26481053,-0.2167277,-0.3863358,0.1696081
22,-0.77614087,-1.0769305,"('untrustworthy', 'trustworthy')",-0.3475507,-0.47329915,-0.5618458,-0.7751148,0.213269
19,0.7628636,0.78604543,"('inhospitable', 'hospitable')",-0.47273755,-0.46195996,0.145063,0.1620427,-0.0169797
58,-0.74769074,-0.93121725,"('undiscriminating', 'discriminating')",0.034517616,-0.09318943,-0.3565866,-0.5122033,0.1556167
2,0.7437353,0.7152763,"('unlikable', 'likable')",0.32162386,0.56471646,0.5326796,0.6399964,-0.1073168
51,-0.72820944,-0.51371145,"('uneducated', 'educated')",1.0984516,1.1387424,0.1851211,0.3125155,-0.1273944
31,0.6842978,0.8709504,"('evil', 'good')",-1.6008666,-1.8578918,-0.4582844,-0.4934707,0.0351863
1,-0.68347317,-0.77796817,"('unfriendly', 'friendly')",1.4627299,1.3604212,0.3896284,0.2912265,0.0984019
49,-0.58839893,-0.810857,"('unable', 'able')",-0.108633034,-0.18263173,-0.348516,-0.4967444,0.1482284
34,-0.4894326,-0.6685153,"('mean', 'honorable')",5.1165385,4.984493,2.3135529,2.1579888,0.1555641
61,-0.4712814,-0.7238693,"('illogical', 'logical')",0.39365605,0.053893477,-0.0388127,-0.3349879,0.2961752
16,0.4426586,0.33344227,"('unpopular', 'popular')",0.0072503015,-0.18860511,0.2249545,0.0724186,0.1525359
74,-0.36780557,-0.16758767,"('undedicated', 'dedicated')",0.010217369,0.19824967,-0.1787941,0.015331,-0.1941251
44,0.35763672,0.38841558,"('prejudiced', 'unprejudiced')",-1.7062266,-1.5484302,-0.6742949,-0.5800073,-0.0942876
52,0.34105682,0.42592406,"('irrational', 'rational')",0.1061846,-0.18831432,0.2236207,0.1188049,0.1048158
38,-0.33866256,-0.30559972,"('untruthful', 'truthful')",0.35525098,0.4222873,0.0082942,0.0583438,-0.0500496
26,-0.32776657,-0.08283984,"('hardhearted', 'benevolent')",1.3808724,1.5957394,0.5265529,0.7564498,-0.2298969
17,0.3130752,0.06957456,"('nasty', 'nice')",-0.37338883,-0.51386946,-0.0301568,-0.2221474,0.1919906
29,0.28617126,0.09740549,"('unfair', 'fair')",-0.92773,-1.0102061,-0.3207794,-0.4564003,0.1356209
9,-0.25467604,-0.38086572,"('unaffectionate', 'caring')",1.6469672,1.522719,0.6961455,0.5709267,0.1252188
78,-0.23625988,-0.35098177,"('nonresilient', 'resilient')",0.5927922,0.38835794,0.1782662,0.0186881,0.1595781
87,0.20944989,-0.19998775,"('unsuccessful', 'successful')",0.92663354,0.6988729,0.5680417,0.2494426,0.3185991
18,0.17080916,0.46447414,"('disagreeable', 'welcoming')",-0.5879389,-0.5516959,-0.2085649,-0.0436109,-0.164954
27,-0.1505606,-0.2153031,"('hardhearted', 'softhearted')",1.134251,1.0832759,0.4918452,0.4339864,0.0578588
37,-0.14237168,-0.28319827,"('fake', 'genuine')",0.74170506,0.7975975,0.2996667,0.2571996,0.0424671
67,0.12600711,0.3953804,"('doubtful', 'determined')",-0.6139314,-0.27827147,-0.2439622,0.0585545,-0.3025167
64,0.09426738,-0.04753981,"('shy', 'confident')",-5.8178654,-5.799382,-2.861799,-2.923461,0.061662
8,0.08999159,0.08887956,"('unaffectionate', 'affectionate')",0.94973755,0.9992399,0.5198646,0.5440598,-0.0241952
40,0.07431299,-0.08225469,"('stingy', 'generous')",-1.537537,-1.7850193,-0.731612,-0.933637,0.202025
68,0.07113911,-0.14384386,"('dependent', 'independent')",-1.0019538,-1.3399475,-0.4654074,-0.7418957,0.2764883
42,-0.07111246,0.23408502,"('unreliable', 'reliable')",-3.098219,-2.8441603,-1.5846657,-1.3050376,-0.2796281
82,0.07031833,0.03146875,"('poor', 'rich')",6.231975,6.45641,3.1511467,3.2439394,-0.0927927
84,-0.051536933,-0.09197647,"('inferior', 'superior')",0.61361504,0.44291517,0.2810391,0.1754694,0.1055697
54,0.0468657,0.1341135,"('incapable', 'capable')",1.0746206,1.1607422,0.5607432,0.6474279,-0.0866847
39,-0.046863697,-0.38494074,"('exploitative', 'cooperative')",0.521005,0.37277997,0.2370706,-0.0060804,0.243151
15,-0.019890282,-0.025174923,"('boring', 'funny')",0.3039693,0.30186146,0.1420395,0.1383433,0.0036962
