,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,3.536815,3.5311704,"('insignificant', 'prestigious')",3.4079351,3.3941624,2.7219393,3.2003436,2.6534624,2.8731477,1.8457825,1.6767484,2.8331867,2.9351147,-0.101928
2,2.6203787,2.7598846,"('unlikable', 'likable')",2.0356572,2.38066,2.1095889,2.4350324,1.9777095,2.1410265,0.8624716,1.0978187,1.9211613,2.1628845,-0.2417232
66,2.5962641,2.7612686,"('inactive', 'active')",2.5549827,2.5201023,2.190194,2.3768249,3.1735659,3.169621,1.8949634,1.7842132,2.4819941,2.522406,-0.0404119
83,2.5613701,2.4725828,"('powerless', 'powerful')",1.5822041,1.6520642,1.1576414,1.3751402,0.8295145,1.1148024,-0.53703094,-0.25205013,1.1187399,1.272508,-0.1537681
26,2.5283098,2.3064651,"('hardhearted', 'benevolent')",2.0749407,1.6010784,2.8062282,2.5764532,1.7197348,1.3709582,1.8644615,1.6085932,2.198735,1.8927097,0.3060253
33,2.178011,2.2124345,"('wrong', 'right')",1.4307979,1.3126307,0.5120194,0.50091916,0.72673756,0.6567917,-0.1598374,-0.43258196,0.9375458,0.8500388,0.087507
45,-2.1518006,-2.2268567,"('incompetent', 'competent')",-1.5702562,-1.7018751,-0.46523243,-0.5926585,-2.8251607,-2.9502525,-0.73508245,-0.7315241,-1.5495066,-1.6406334,0.0911268
9,2.0734255,2.0277758,"('unaffectionate', 'caring')",1.4370797,1.0811702,0.4266543,0.14260982,0.21359912,-0.0088188425,2.2229118,1.8213104,1.2747341,1.0128095,0.2619246
5,1.9474701,2.2889795,"('distant', 'outgoing')",1.4812058,1.5737058,0.5026107,0.87677854,1.0350175,1.3154746,0.14303675,0.045334734,1.0218681,1.2200546,-0.1981865
1,1.8606218,1.8153425,"('unfriendly', 'friendly')",0.84518456,0.36226827,0.65276414,0.36215788,-0.04335533,-0.4323275,2.668966,2.1094923,1.1968363,0.8433867,0.3534496
58,1.8241514,1.9433806,"('undiscriminating', 'discriminating')",0.77865297,0.7767294,1.0106733,0.9039173,1.0590786,1.020661,0.30368605,0.097860925,0.9952485,0.9485098,0.0467387
10,-1.7842896,-1.916687,"('unsympathetic', 'sympathetic')",-1.8130522,-2.0667164,-0.21131971,-0.61223483,-2.043103,-2.2334146,-0.19809985,-0.1776524,-1.209973,-1.4013411,0.1913681
