,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.254308,-2.7786238,"('unfriendly', 'friendly')",0.5816099,0.23983067,-0.16129616,-0.6238994,2.2040052,1.955692,0.0925028,-0.3017501,0.3942529
86,-2.10521,-2.7217643,"('uninfluential', 'influential')",0.39833263,-0.064057425,-0.6336146,-0.8973023,-0.48844773,-0.7042059,-0.7072349,-1.0968325,0.3895976
53,-1.8785447,-2.129438,"('uncreative', 'creative')",-0.46911752,-0.6027823,-0.3118205,-0.30545533,0.79658383,0.6222104,-0.4657247,-0.6038662,0.1381415
63,-1.7280976,-2.1693227,"('unperceptive', 'insightful')",0.00058921427,-0.24849795,0.56181055,0.43575796,0.53014624,0.2917127,-0.1588879,-0.4225875,0.2636996
69,1.4420947,1.3293328,"('lazy', 'industrious')",1.3773289,1.4919475,1.093988,1.2102666,0.072977126,-0.24862105,0.9965972,0.9457315,0.0508657
57,-1.2921426,-1.7860103,"('unimaginative', 'imaginative')",0.010185458,-0.2519804,-0.6392392,-0.76113665,-2.5329,-2.9418378,-1.1135241,-1.4352412,0.3217171
61,-1.2735369,-1.4411724,"('illogical', 'logical')",-0.07989172,-0.25817874,0.11655659,-0.113809966,0.1688385,-0.08626622,-0.2670084,-0.4748568,0.2078484
58,-1.2484244,-1.4554547,"('undiscriminating', 'discriminating')",-0.8467662,-1.282066,-0.29874092,-0.6534006,-0.15688391,-0.567898,-0.6377038,-0.9897048,0.352001
82,-1.1140285,-0.828009,"('poor', 'rich')",-0.5960297,-0.48657915,-0.86491895,-0.7183974,5.836219,6.400704,0.8153104,1.0919296,-0.2766192
72,-1.0666378,-0.9713278,"('unambitious', 'ambitious')",-0.107308745,-0.09846623,-1.5017881,-1.5925629,-1.2027813,-0.84247065,-0.9696289,-0.8762069,-0.093422
