,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,male-female
45,1.8508854,1.063735,"('incompetent', 'competent')",0.21713094,0.104930684,0.23580769,0.122380696,0.7679413,0.4303488,0.3375925
80,1.8264612,0.8354169,"('dominated', 'dominating')",-0.23274902,-0.49174097,-0.9180451,-0.9829029,0.2252224,-0.2130756,0.438298
12,1.7256638,1.1118789,"('unsupportive', 'supportive')",0.3197481,0.29835713,-1.9511807,-2.0079174,0.0314104,-0.1992271,0.2306375
76,1.6797682,1.3319038,"('anxious', 'daring')",0.16454725,0.19022636,-0.15659323,-0.13148655,0.5625741,0.4635479,0.0990262
20,1.6167285,1.2864931,"('rough', 'thoughtful')",-0.35310182,-0.41835904,0.9885987,0.99006706,0.7507418,0.6194003,0.1313415
62,1.5868115,0.58684343,"('incompetent', 'brilliant')",-0.064781494,-0.2137189,0.12152452,0.16034651,0.5478515,0.1778237,0.3700278
86,1.5085343,0.614495,"('uninfluential', 'influential')",-0.22587687,-0.36804762,-0.29074028,-0.38975203,0.330639,-0.0477682,0.3784072
84,1.4839618,1.7976044,"('inferior', 'superior')",0.09890365,0.17167535,0.9399873,1.1760002,0.840951,1.0484266,-0.2074756
7,1.4243587,0.9396059,"('insensitive', 'sensitive')",-0.243027,-0.25496835,0.35139924,0.31189114,0.5109104,0.3321762,0.1787342
51,1.4225694,0.75645626,"('uneducated', 'educated')",-1.0994449,-1.0907454,0.15608633,0.17854543,0.159737,-0.0519146,0.2116516
30,1.3385633,0.88088703,"('intolerant', 'tolerant')",0.03237565,0.05415628,0.59969485,0.6208053,0.656878,0.5186162,0.1382618
11,1.3292423,0.6574994,"('unhelpful', 'helpful')",-0.026114132,-0.07327072,1.6831319,1.5856632,0.9954201,0.7232973,0.2721228
67,1.3209066,1.4787663,"('doubtful', 'determined')",1.126597,1.2048666,-0.21197034,-0.12161967,0.7451777,0.8540044,-0.1088267
16,-1.3128716,-0.9434043,"('unpopular', 'popular')",-0.63184917,-0.5899781,0.4632163,0.43374965,-0.4938348,-0.3665442,-0.1272906
70,1.3102514,0.7059939,"('lethargic', 'energetic')",-0.2329281,-0.2992657,0.040772624,-0.019601554,0.3726986,0.1290422,0.2436564
72,1.2762127,1.2185959,"('unambitious', 'ambitious')",-0.28253525,-0.2608107,-0.47613338,-0.49397784,0.1725147,0.1546024,0.0179123
15,-1.2688342,-0.70485884,"('boring', 'funny')",0.1891752,0.33870658,-0.30870897,-0.32321545,-0.4627893,-0.2297892,-0.2330001
78,1.1296381,0.49655098,"('nonresilient', 'resilient')",-0.00030178693,-0.20608646,0.52678955,0.43599427,0.5520419,0.2421529,0.309889
28,1.0591673,0.741433,"('disloyal', 'loyal')",-0.5050777,-0.49806666,0.9503359,0.97615933,0.5014752,0.4065086,0.0949666
81,1.0401502,0.24606375,"('submissive', 'aggressive')",-0.3371012,-0.46001828,-0.878311,-0.78846407,-0.0584207,-0.3341395,0.2757188
1,-1.0350024,-1.0934421,"('unfriendly', 'friendly')",-0.22082847,-0.18448228,1.3950219,1.3246298,0.0463971,0.0155685,0.0308286
38,0.99462426,0.74208325,"('untruthful', 'truthful')",0.49866977,0.49436823,-0.18789782,-0.20249216,0.4351321,0.3446531,0.090479
4,-0.9944376,-0.90040624,"('disliked', 'liked')",-0.19478513,-0.3006768,-7.2072597,-6.963186,-2.7988275,-2.7214228,-0.0774047
57,0.97565544,0.20038281,"('unimaginative', 'imaginative')",-0.1671541,-0.29936558,-3.094762,-3.106686,-0.7620869,-1.0685563,0.3064694
19,-0.9573583,-0.80885,"('inhospitable', 'hospitable')",-1.1307409,-0.9495132,-0.48289728,-0.44768423,-0.8569988,-0.7353492,-0.1216496
48,0.9411585,0.29167336,"('unintelligent', 'intelligent')",-0.8374296,-0.910294,0.60044795,0.5233915,0.2347256,-0.031743,0.2664686
69,-0.9098241,-0.06938602,"('lazy', 'industrious')",1.0257299,1.1122327,-0.20141982,-0.14559186,-0.0285047,0.2990849,-0.3275896
71,0.87238884,0.84961045,"('diffident', 'self-confident')",0.9043104,1.0256939,0.2318212,-0.0028921738,0.6695069,0.6241374,0.0453695
54,-0.86921865,-0.91128445,"('incapable', 'capable')",-0.48694178,-0.39870936,0.69971913,0.598654,-0.2188138,-0.2371133,0.0182995
18,-0.8615726,-0.80098385,"('disagreeable', 'welcoming')",-0.7912339,-0.6738042,-0.62009454,-0.5638029,-0.7576337,-0.6795303,-0.0781034
63,0.8560675,0.11198042,"('unperceptive', 'insightful')",-0.3142974,-0.31276274,0.5236742,0.50468844,0.3551481,0.101302,0.2538461
44,-0.85504526,-0.50269145,"('prejudiced', 'unprejudiced')",0.09857209,0.067483485,-1.348348,-1.3320073,-0.7016071,-0.5890718,-0.1125353
64,0.8322851,0.6743113,"('shy', 'confident')",0.17205739,0.08686797,-6.4966383,-6.3330646,-1.8307652,-1.857295,0.0265298
17,-0.82143974,-0.70911235,"('nasty', 'nice')",-0.24811082,-0.25359052,-0.7999287,-0.8310268,-0.6231597,-0.5979099,-0.0252498
88,-0.8133263,-0.84184647,"('low', 'eminent')",-0.38673043,-0.31068408,-0.40651706,-0.40207332,-0.5355246,-0.5182013,-0.0173233
42,0.77893835,0.7256712,"('unreliable', 'reliable')",0.1981137,0.16769803,-3.1480937,-3.055672,-0.7236806,-0.7207676,-0.002913
25,-0.73264635,-0.29661238,"('egoistic', 'altruistic')",0.28500268,0.335996,1.1473439,1.292404,0.2332334,0.4439292,-0.2106958
52,-0.6806993,-0.061354056,"('irrational', 'rational')",0.004597352,0.16604735,-0.0064815427,0.042058576,-0.2275278,0.0489173,-0.2764451
22,0.6618897,0.09022211,"('untrustworthy', 'trustworthy')",-0.2799336,-0.4238586,-1.2079726,-1.3037381,-0.2753388,-0.5457915,0.2704527
32,0.6515723,0.19335559,"('unkind', 'kind')",0.59003574,0.66271675,0.5736499,0.5089031,0.605086,0.4549918,0.1500942
3,0.6288916,-0.08356023,"('repellent', 'pleasant')",-0.48722562,-0.5729907,0.75627244,0.7986078,0.2993128,0.0473523,0.2519605
24,0.6196222,0.55559415,"('dishonest', 'honest')",0.30422336,0.39502674,0.34324375,0.40069735,0.4223631,0.4504394,-0.0280763
66,-0.5987445,-0.26932728,"('inactive', 'active')",-0.5675215,-0.508475,0.96239644,0.9223645,-0.0679565,0.0481874,-0.1161439
47,0.56693393,0.21283981,"('stupid', 'smart')",0.90913785,0.95700544,5.543657,5.3778014,2.3399096,2.1825488,0.1573608
33,0.56020993,1.0257946,"('wrong', 'right')",0.7577026,0.8904055,-0.40980786,-0.32399577,0.3027016,0.5307348,-0.2280332
83,0.5411411,0.5217684,"('powerless', 'powerful')",-0.4577422,-0.3926665,-1.2198758,-1.2214772,-0.3788257,-0.3641251,-0.0147006
58,0.4522018,0.5012651,"('undiscriminating', 'discriminating')",0.2028799,0.108790524,-0.21785812,-0.27919954,0.1457412,0.1102854,0.0354558
27,-0.44819412,-0.62252575,"('hardhearted', 'softhearted')",-0.6559064,-0.64999616,1.624283,1.5703161,0.1733942,0.0992647,0.0741295
26,-0.44291306,-0.37649822,"('hardhearted', 'benevolent')",0.62504625,0.5838867,1.5737402,1.5438215,0.5852911,0.5837367,0.0015544
73,0.42806032,0.77217734,"('helpless', 'self-reliant')",-0.13183558,-0.13631125,-3.4306295,-3.4091008,-1.0448016,-0.9244115,-0.1203901
82,-0.34731287,-0.605864,"('poor', 'rich')",-0.24454133,-0.09684315,6.4106183,6.361397,1.9395881,1.8862298,0.0533583
41,0.34584746,0.13734432,"('unforgiving', 'forgiving')",0.028574958,0.069084436,-0.13198844,-0.2449131,0.0808113,-0.0128281,0.0936394
37,0.32223094,0.14036031,"('fake', 'genuine')",-0.37441164,-0.37339824,0.10114907,0.02552922,0.0163228,-0.0691696,0.0854924
68,0.3024725,0.082428515,"('dependent', 'independent')",-1.3231403,-1.3338602,-0.74411273,-0.67810977,-0.5882602,-0.6431805,0.0549203
50,0.28779328,0.4010596,"('clumsy', 'skillful')",0.5260381,0.5960819,0.35145894,0.3486347,0.3884301,0.4485921,-0.060162
29,-0.22999534,-0.15864056,"('unfair', 'fair')",-0.99884284,-1.0804433,-0.5883564,-0.5921913,-0.6057315,-0.610425,0.0046935
53,0.20706931,-0.2397606,"('uncreative', 'creative')",-0.5721359,-0.5157342,0.3138964,0.35330677,-0.0170567,-0.1340627,0.117006
9,-0.2021934,-0.11822241,"('unaffectionate', 'caring')",-0.1822978,-0.09761811,1.3787589,1.1419407,0.3314226,0.3087001,0.0227225
40,0.19656119,0.19270074,"('stingy', 'generous')",-0.10908151,-0.10766513,-1.9258149,-1.7389909,-0.6127784,-0.5513184,-0.06146
34,0.085596345,0.19908652,"('mean', 'honorable')",0.007005395,0.11049502,5.4984803,5.319378,1.863694,1.8763199,-0.0126259
49,0.058251422,-0.24756515,"('unable', 'able')",-0.91285914,-0.88524747,-0.41900575,-0.5201775,-0.4245378,-0.5509967,0.1264589
2,0.0026486367,0.02771117,"('unlikable', 'likable')",0.24878258,0.34923685,0.43053862,0.6221878,0.2273233,0.3330453,-0.105722
