,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
8,-0.9957349,-1.0741308,"('unaffectionate', 'affectionate')",-0.5797816,-0.64396906,0.98383343,1.0040964,-0.1972277,-0.2380011,0.0407734
41,-0.9725244,-1.4571582,"('unforgiving', 'forgiving')",0.56411916,0.45667514,-0.213745,-0.43515396,-0.2073834,-0.4785457,0.2711623
79,0.9700947,0.54055655,"('wavering', 'unwavering')",-0.27334353,-0.20008896,0.22770423,0.12883902,0.3081518,0.1564355,0.1517163
3,-0.96972287,-0.77614087,"('repellent', 'pleasant')",0.3880949,0.40610272,0.20054708,0.1250708,-0.127027,-0.0816558,-0.0453712
52,-0.95380574,-0.97708094,"('irrational', 'rational')",-1.2095178,-0.9982974,-0.19479191,-0.063684076,-0.7860386,-0.6796874,-0.1063512
59,0.93407357,0.9320246,"('foolish', 'wise')",0.1921984,0.26151785,0.35433462,0.44496188,0.4935355,0.5461681,-0.0526326
34,-0.9318001,-0.740529,"('mean', 'honorable')",0.40285087,0.4862886,5.7399487,5.916749,1.7369998,1.8875028,-0.150503
21,-0.9101781,-0.33049753,"('immoral', 'moral')",0.39584592,0.42439505,-0.91556376,-0.82010007,-0.476632,-0.2420675,-0.2345645
42,0.9098761,1.086583,"('unreliable', 'reliable')",0.5169607,0.6543127,-2.4061625,-2.2346325,-0.3264419,-0.1645789,-0.161863
63,-0.8725579,-0.57420725,"('unperceptive', 'insightful')",0.66652334,0.80165917,1.1696949,1.2769427,0.3212201,0.5014649,-0.1802448
4,0.85516447,0.39049473,"('disliked', 'liked')",-1.196082,-1.2152061,-6.4348574,-6.7895703,-2.2585917,-2.5380939,0.2795022
44,0.8392405,0.99542373,"('prejudiced', 'unprejudiced')",-1.0115292,-0.41573346,-1.6268113,-1.2322974,-0.5997,-0.2175357,-0.3821643
40,-0.8102481,-0.8174142,"('stingy', 'generous')",-0.20910339,0.23028742,-1.6673232,-1.6446644,-0.8955582,-0.7439304,-0.1516278
57,-0.79010934,-1.5166662,"('unimaginative', 'imaginative')",0.45122516,-0.1877856,-1.9537213,-2.4197817,-0.7642018,-1.3747444,0.6105426
12,-0.7601602,-0.46408078,"('unsupportive', 'supportive')",1.3816955,1.4728942,-1.4606907,-1.3409191,-0.2797185,-0.1107019,-0.1690166
38,-0.72726303,-0.5624594,"('untruthful', 'truthful')",0.48982406,0.88240516,-0.21465258,-0.044112444,-0.1506972,0.0919444,-0.2426416
19,0.71862537,0.7233821,"('inhospitable', 'hospitable')",-0.77277833,-0.67360765,-0.17599596,-0.20463413,-0.0767163,-0.0516199,-0.0250964
43,-0.70712364,-0.5206752,"('irresponsible', 'responsible')",1.9073403,1.85004,1.0467956,0.9428451,0.749004,0.7574033,-0.0083993
61,-0.6541269,-0.8858168,"('illogical', 'logical')",0.61360914,0.32369184,0.39568263,0.08897613,0.1183883,-0.1577163,0.2761046
81,-0.63938934,-0.51157874,"('submissive', 'aggressive')",-0.24382892,-0.28644705,-1.1865653,-0.8530309,-0.6899279,-0.5503523,-0.1395756
80,0.6375075,0.24132511,"('dominated', 'dominating')",-0.29819745,-0.39753348,-1.0475378,-1.1198462,-0.2360759,-0.4253515,0.1892756
46,-0.6240614,-0.79618794,"('uncompetitive', 'competitive')",0.19825307,-0.028973972,-0.1428075,-0.40394536,-0.1895386,-0.4097024,0.2201638
50,0.605538,0.45165026,"('clumsy', 'skillful')",0.4403423,0.31931776,0.6376491,0.72045535,0.5611765,0.4971411,0.0640354
51,-0.5997263,-0.38856444,"('uneducated', 'educated')",0.049822185,0.22993486,-0.121113025,-0.03534796,-0.2236724,-0.0646592,-0.1590132
55,-0.5910665,-0.5451963,"('incompetent', 'clever')",1.5325655,1.1993908,-0.0422916,-0.008230504,0.2997358,0.2153213,0.0844145
87,0.58840877,0.17643121,"('unsuccessful', 'successful')",1.1504391,0.7851723,1.0413504,0.96709406,0.9267328,0.6428992,0.2838336
67,0.5787255,0.7912322,"('doubtful', 'determined')",0.9698165,0.8477786,-0.6208583,-0.57031775,0.3092279,0.3562311,-0.0470032
26,-0.537625,-1.2402692,"('hardhearted', 'benevolent')",0.75303483,0.027190115,1.9874121,1.5736758,0.734274,0.1201989,0.6140751
7,-0.5229339,-0.54098934,"('insensitive', 'sensitive')",1.5105731,1.3177634,1.2628458,0.99471706,0.7501616,0.5904971,0.1596645
84,0.5178262,0.6139352,"('inferior', 'superior')",0.79704154,0.8479935,0.8268843,1.0725961,0.7139173,0.8448416,-0.1309243
16,-0.48757806,-0.47318766,"('unpopular', 'popular')",-1.2737328,-1.1672566,0.2814076,0.23674077,-0.4933011,-0.4679012,-0.0253999
68,-0.46471876,-0.14406894,"('dependent', 'independent')",-0.28640494,-0.10975687,-0.7341772,-0.62538856,-0.4951003,-0.2930715,-0.2020288
66,0.46257773,0.30517232,"('inactive', 'active')",-0.45584363,-0.5445547,1.0287411,0.8847806,0.3451584,0.2151327,0.1300257
14,-0.42990318,-0.76888317,"('antisocial', 'social')",1.2689341,0.679517,-0.5043555,-0.8013078,0.1115585,-0.2968913,0.4084498
33,0.4143307,0.6900934,"('wrong', 'right')",-0.17772019,0.07841036,-0.61769956,-0.5880927,-0.1270297,0.060137,-0.1871667
65,-0.39384693,-0.5907679,"('insecure', 'secure')",1.6531119,1.0993129,-0.15314776,-0.09704068,0.3687057,0.1371681,0.2315376
69,0.32460392,0.16818793,"('lazy', 'industrious')",0.37018532,0.31795585,-0.52421975,-0.5580644,0.0568565,-0.0239735,0.08083
2,-0.3229891,-0.33124483,"('unlikable', 'likable')",0.78058845,0.87577397,0.21158434,0.30987537,0.2230612,0.2848015,-0.0617403
25,-0.31359136,-0.44741163,"('egoistic', 'altruistic')",0.05532053,0.018538553,1.104164,1.2116376,0.2819644,0.2609215,0.0210429
36,0.2900867,-0.38827866,"('hostile', 'amicable')",-1.0436083,-1.3655444,-0.020227175,-0.24192235,-0.2579163,-0.6652485,0.4073322
30,-0.27478915,-0.32958513,"('intolerant', 'tolerant')",0.4014121,0.45298076,0.70384413,0.8228364,0.2768224,0.3154107,-0.0385883
45,0.2722658,-0.58099705,"('incompetent', 'competent')",1.7557565,1.1325024,0.42362246,-0.09621877,0.8172149,0.1517622,0.6654527
24,-0.26562598,-0.1779916,"('dishonest', 'honest')",0.5811416,0.8241408,0.6153741,0.6027967,0.3102966,0.4163153,-0.1060187
83,-0.2552957,-0.15021081,"('powerless', 'powerful')",-0.34375754,-0.5182771,-0.8938806,-0.8630781,-0.4976446,-0.510522,0.0128774
20,-0.20373854,-0.31282303,"('rough', 'thoughtful')",0.84289193,0.838651,1.3738724,1.4246097,0.6710086,0.6501459,0.0208627
82,-0.18614109,-0.18106109,"('poor', 'rich')",0.4499913,0.48295557,6.0121455,6.1920795,2.0919986,2.1646581,-0.0726595
58,0.17394562,-0.3680217,"('undiscriminating', 'discriminating')",0.93467194,0.54123735,0.57378936,0.16840564,0.5608023,0.1138738,0.4469285
85,-0.17315185,-0.29329315,"('insignificant', 'prestigious')",-0.8162052,-0.808742,0.2588301,0.21180475,-0.243509,-0.2967435,0.0532345
39,0.15511562,0.1940448,"('exploitative', 'cooperative')",0.53107345,0.57876235,0.12801813,0.21981333,0.2714024,0.3308735,-0.0594711
5,0.1446335,0.35543358,"('distant', 'outgoing')",-1.4066609,-0.7861115,-0.28930077,-0.1387396,-0.5171094,-0.1898058,-0.3273036
29,0.144126,0.5433208,"('unfair', 'fair')",-0.25293767,-0.06511165,-0.47760722,-0.49985757,-0.195473,-0.0072161,-0.1882569
56,0.12868643,0.48177356,"('impractical', 'practical')",2.3304417,2.1715107,-0.028721709,0.007011067,0.8101354,0.8867652,-0.0766298
70,0.12583736,0.16099964,"('lethargic', 'energetic')",1.3674043,1.2763877,1.2653704,1.1242771,0.9195374,0.8538882,0.0656492
47,-0.12565099,-0.12239188,"('stupid', 'smart')",0.95355344,0.65463185,5.112826,5.242137,1.9802427,1.9247923,0.0554504
71,0.11108159,0.2877468,"('diffident', 'self-confident')",1.7413917,1.5607774,0.76819015,0.7386589,0.8735545,0.8623943,0.0111602
74,0.08297543,-0.02327795,"('undedicated', 'dedicated')",1.6843524,1.4383488,0.40115592,0.010871582,0.7228279,0.4753141,0.2475138
6,0.07821746,0.34020466,"('distant', 'open')",-1.3228683,-0.8030762,0.23789126,0.2790196,-0.3355865,-0.061284,-0.2743025
76,-0.076413654,0.11602058,"('anxious', 'daring')",1.4503143,1.5994878,0.12768883,0.5901222,0.5005298,0.7685436,-0.2680138
17,-0.06408088,-0.52694535,"('nasty', 'nice')",0.44910705,0.14703347,-0.5839672,-0.74394023,-0.0663137,-0.3746174,0.3083037
37,-0.037056934,0.047324955,"('fake', 'genuine')",0.023930449,0.08984036,0.7601553,0.7714917,0.2490096,0.3028857,-0.0538761
31,0.026152426,-0.3251015,"('evil', 'good')",-1.5088443,-1.3563476,-1.160402,-1.3193916,-0.8810314,-1.0002802,0.1192488
15,0.022809338,-0.22696972,"('boring', 'funny')",-0.6942443,-0.8410988,-0.08903408,-0.065369435,-0.2534897,-0.3778127,0.124323
22,-0.014730707,-0.13327166,"('untrustworthy', 'trustworthy')",-0.23134205,-0.10995756,-0.70322293,-0.8175914,-0.3164319,-0.3536069,0.037175
64,0.0042637563,0.08069074,"('shy', 'confident')",-0.65449166,-0.68830353,-6.522358,-6.3751884,-2.390862,-2.3276003,-0.0632617
