,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.944799,-1.7695479,"('unsympathetic', 'sympathetic')",-0.3794949,-0.38399163,-1.1621469,-1.0767698,-0.0853771
57,-1.7880337,-1.7132505,"('unimaginative', 'imaginative')",-2.553478,-2.6162472,-2.1707559,-2.1647489,-0.006007
22,-1.7435739,-1.5834455,"('untrustworthy', 'trustworthy')",-1.0686986,-0.9523343,-1.4061363,-1.26789,-0.1382463
0,-1.5269275,-1.5560789,"('unsociable', 'sociable')",-0.31329742,-0.47855648,-0.9201124,-1.0173177,0.0972053
70,-1.3137479,-1.0484072,"('lethargic', 'energetic')",0.39357904,0.57466435,-0.4600844,-0.2368714,-0.223213
42,-1.2811753,-0.9436255,"('unreliable', 'reliable')",-3.7520285,-3.5297666,-2.5166018,-2.236696,-0.2799058
45,-1.2801342,-1.0804902,"('incompetent', 'competent')",-0.3939203,-0.37150186,-0.8370273,-0.725996,-0.1110313
72,-1.2778866,-1.0851958,"('unambitious', 'ambitious')",-0.73665094,-0.53625447,-1.0072688,-0.8107251,-0.1965437
20,-1.2431135,-1.3743398,"('rough', 'thoughtful')",1.0824125,0.9539246,-0.0803505,-0.2102076,0.1298571
85,1.2186586,1.0683429,"('insignificant', 'prestigious')",0.82608104,0.66111374,1.0223699,0.8647283,0.1576416
13,-1.1775136,-0.89601254,"('impolite', 'polite')",-0.49719164,-0.33268768,-0.8373526,-0.6143501,-0.2230025
63,-1.1445631,-1.0594721,"('unperceptive', 'insightful')",1.3971041,1.208074,0.1262705,0.0743009,0.0519696
14,-1.1071414,-0.90380657,"('antisocial', 'social')",-0.7943649,-0.65837044,-0.9507532,-0.7810885,-0.1696647
51,-1.0543513,-1.0820582,"('uneducated', 'educated')",1.143325,1.1654778,0.0444868,0.0417098,0.002777
65,-1.0497289,-0.89587945,"('insecure', 'secure')",-0.73323625,-0.5727112,-0.8914826,-0.7342954,-0.1571872
55,-0.9893519,-0.9958001,"('incompetent', 'clever')",0.14135455,0.16348635,-0.4239987,-0.4161569,-0.0078418
80,-0.98214954,-1.1232321,"('dominated', 'dominating')",-1.2408569,-1.2752055,-1.1115032,-1.1992188,0.0877156
43,-0.97424024,-0.8357789,"('irresponsible', 'responsible')",0.55974305,0.70227855,-0.2072486,-0.0667502,-0.1404984
56,-0.9625426,-0.48260912,"('impractical', 'practical')",-0.4578422,-0.035481334,-0.7101924,-0.2590452,-0.4511472
74,-0.94080913,-0.7727383,"('undedicated', 'dedicated')",0.20368667,0.1800788,-0.3685612,-0.2963297,-0.0722315
86,-0.93760616,-1.0150236,"('uninfluential', 'influential')",0.45502526,0.31191468,-0.2412905,-0.3515545,0.110264
35,0.93455833,0.8349296,"('corrupt', 'incorrupt')",-0.016487826,-0.10911536,0.4590352,0.3629071,0.0961281
59,0.92074114,0.82353646,"('foolish', 'wise')",0.5179191,0.40715224,0.7193301,0.6153443,0.1039858
71,0.9195815,0.89075834,"('diffident', 'self-confident')",0.61157227,0.45948237,0.7655768,0.6751204,0.0904564
7,-0.89008003,-0.68516564,"('insensitive', 'sensitive')",0.9246142,0.90823936,0.0172671,0.1115369,-0.0942698
60,-0.8830896,-0.6244596,"('inefficient', 'efficient')",0.08592036,0.24586676,-0.3985846,-0.1892964,-0.2092882
25,0.8678536,0.7780258,"('egoistic', 'altruistic')",1.6049452,1.5153545,1.2363994,1.1466901,0.0897093
52,0.86629343,0.57119983,"('irrational', 'rational')",0.24696478,-0.048972555,0.5566291,0.2611136,0.2955155
53,-0.8655114,-0.7862324,"('uncreative', 'creative')",0.8775337,0.76808596,0.0060111,-0.0090732,0.0150843
38,-0.86517173,-0.7073797,"('untruthful', 'truthful')",0.11863344,0.3412766,-0.3732691,-0.1830516,-0.1902175
69,0.85695803,0.5761169,"('lazy', 'industrious')",-0.6545704,-0.9655756,0.1011938,-0.1947293,0.2959231
76,-0.8539309,-0.5453484,"('anxious', 'daring')",-0.06138862,0.11077005,-0.4576598,-0.2172892,-0.2403706
