,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
35,2.2642057,2.2567272,"('corrupt', 'incorrupt')",0.26157448,0.27576718,0.19171205,0.39851764,-0.050977983,0.40424252,0.6666286,0.8338136,-0.167185
46,-2.1709454,-2.0700085,"('uncompetitive', 'competitive')",0.40991625,0.45506305,0.35655278,0.09565387,0.11047615,-0.17085636,-0.3235001,-0.422537,0.0990369
21,-2.1107635,-1.9839349,"('immoral', 'moral')",-0.18005073,-0.18476348,0.43793395,0.12212196,-1.3073167,-1.5177451,-0.7900493,-0.8910804,0.1010311
14,-2.0873702,-2.0526009,"('antisocial', 'social')",-0.60825145,-0.43469846,0.68320245,0.4796063,-1.092159,-1.2384624,-0.7761445,-0.8115389,0.0353944
62,-2.0012555,-2.1656864,"('incompetent', 'brilliant')",-0.27881467,-0.36874455,-0.42360803,-0.8514808,-0.5854155,-0.9260855,-0.8222735,-1.0779994,0.2557259
79,1.9504777,1.5755844,"('wavering', 'unwavering')",0.7430392,0.67607826,0.9250054,0.88664556,0.45237172,0.59165996,1.0177236,0.9324921,0.0852315
36,1.9226389,1.8916773,"('hostile', 'amicable')",0.8496627,0.6873924,0.44014382,0.71024907,0.6172585,0.911387,0.957426,1.0501764,-0.0927504
13,-1.9081396,-2.01722,"('impolite', 'polite')",-0.53640443,-0.7606304,-0.78041863,-0.84346205,-0.5577944,-0.83332354,-0.9456893,-1.113659,0.1679697
43,-1.9012673,-1.9512968,"('irresponsible', 'responsible')",0.5468022,0.35714763,-0.5068565,-0.8438536,-0.025898246,-0.32184651,-0.4718049,-0.6899623,0.2181574
85,1.8454462,2.2182195,"('insignificant', 'prestigious')",1.7386956,2.0012918,2.1178663,2.5147593,0.61965215,1.1450003,1.5804151,1.9698176,-0.3894025
75,1.8160185,1.4574007,"('meek', 'impulsive')",0.6915084,0.5884278,0.20940495,0.3366926,0.61774915,0.7630481,0.8336703,0.7863923,0.047278
44,1.788063,0.8419387,"('prejudiced', 'unprejudiced')",-0.44921216,-0.93570036,-0.72308254,-1.0515661,-1.231375,-1.2670612,-0.1539017,-0.6030973,0.4491956
3,-1.7664701,-1.688511,"('repellent', 'pleasant')",-1.5486938,-1.3899665,-0.72999823,-0.83473027,0.92378306,0.7287519,-0.7803448,-0.7961139,0.0157691
27,-1.6157027,-1.0900182,"('hardhearted', 'softhearted')",-0.53451544,-0.39183074,-1.3735874,-1.0594815,-0.096746266,-0.0150655955,-0.905138,-0.639099,-0.266039
11,-1.5474212,-1.8187034,"('unhelpful', 'helpful')",-0.3875535,-0.6052959,-0.7366605,-1.0314358,2.2426288,1.6875134,-0.1072516,-0.4419805,0.3347289
63,-1.5434635,-1.2915916,"('unperceptive', 'insightful')",0.3382987,0.38357562,1.0915537,0.83063525,0.27386314,0.052950133,0.040063,-0.0061077,0.0461707
20,-1.5009435,-1.076395,"('rough', 'thoughtful')",-1.1706235,-1.2553658,0.21326607,0.16377297,-0.025800496,-0.1008388,-0.6210253,-0.5672067,-0.0538186
5,1.4799644,1.7433668,"('distant', 'outgoing')",1.6221483,1.6790129,0.78554446,1.0858612,-0.059808373,0.3443897,0.9569622,1.2131577,-0.2561955
49,-1.4616828,-1.1949744,"('unable', 'able')",-0.9792003,-0.79809564,-0.09854732,-0.23686703,-0.28438622,-0.57026255,-0.7059541,-0.7000499,-0.0059042
73,1.4457755,1.5382836,"('helpless', 'self-reliant')",0.09141575,0.059022505,-0.7139584,-0.67801,-3.6497495,-3.361069,-0.7066292,-0.6104432,-0.096186
7,-1.4296519,-1.0757893,"('insensitive', 'sensitive')",0.017882165,-0.007994853,-0.37950265,-0.4772063,-0.36527145,-0.52604413,-0.5391359,-0.5217587,-0.0173772
70,-1.4133677,-1.7279936,"('lethargic', 'energetic')",-0.45618904,-0.4273849,0.13246119,-0.19978485,-0.3724898,-0.6574173,-0.5273963,-0.7531452,0.2257489
77,-1.3896838,-1.4440241,"('unmotivated', 'motivated')",0.47030836,0.37787196,0.6354338,0.39825463,-0.06125729,-0.028362446,-0.0862997,-0.174065,0.0877653
51,-1.3440431,-1.5335423,"('uneducated', 'educated')",-0.3537172,-0.197638,0.5909219,0.52366316,-0.246445,-0.3236639,-0.3383209,-0.3827953,0.0444744
41,-1.2875451,-1.25309,"('unforgiving', 'forgiving')",-0.58319825,-0.54817677,-0.34819424,-0.39167976,-0.3949649,-0.5813584,-0.6534756,-0.6935762,0.0401006
22,-1.2468314,-1.4628259,"('untrustworthy', 'trustworthy')",-0.24190508,-0.49122515,-0.5418079,-0.75159585,-1.5206214,-1.8349938,-0.8877914,-1.1351602,0.2473688
12,-1.2295516,-1.1785754,"('unsupportive', 'supportive')",1.1992238,1.105566,0.7384479,0.58937925,-2.3912604,-2.4442544,-0.4207851,-0.4819711,0.061186
78,-1.2019677,-0.7923919,"('nonresilient', 'resilient')",0.75280267,1.0628153,0.62150204,0.80864024,1.2960166,1.2871456,0.3670884,0.5915523,-0.2244639
66,1.1988913,1.5148271,"('inactive', 'active')",1.7690412,1.9155005,2.1648989,2.4116054,1.9325012,2.2530873,1.7663332,2.0237551,-0.2574219
54,1.1885812,0.8958554,"('incapable', 'capable')",2.0865164,2.0846434,1.3817016,1.3735473,1.1086228,1.1025794,1.4413555,1.3641562,0.0771993
24,-1.1827933,-0.70211697,"('dishonest', 'honest')",-0.21174891,-0.031123474,-0.5077413,-0.44555184,-0.5642548,-0.6099932,-0.6166345,-0.4471964,-0.1694381
68,-1.1690775,-0.92745495,"('dependent', 'independent')",-1.5807681,-1.4797132,-1.1405098,-1.0780568,-1.4143212,-1.3758379,-1.3261691,-1.2152658,-0.1109033
65,-1.1288064,-1.7830355,"('insecure', 'secure')",-0.68400455,-0.9373523,-0.10735483,-0.48868454,-0.54275405,-1.0415264,-0.6157299,-1.0626497,0.4469198
30,-1.1216203,-1.2558525,"('intolerant', 'tolerant')",-1.6202295,-1.5757843,-0.29545957,-0.6007314,-0.6177452,-1.0248616,-0.9137636,-1.1143074,0.2005438
56,-1.1178342,-1.4835948,"('impractical', 'practical')",-0.11652317,-0.33953062,-0.10530776,-0.5901447,-0.7777113,-1.1077758,-0.5293441,-0.8802614,0.3509173
72,-1.1154559,-1.0443512,"('unambitious', 'ambitious')",-0.34501278,-0.52796596,-0.9010524,-0.7979347,-1.209078,-1.3487968,-0.8926498,-0.9297622,0.0371124
25,1.1056639,1.276491,"('egoistic', 'altruistic')",1.0471975,1.131454,0.9809196,1.1912191,1.5148016,1.8204875,1.1621456,1.354913,-0.1927674
31,1.1008345,1.471172,"('evil', 'good')",-0.053571284,0.08138454,-0.38047808,0.019202549,-0.9712403,-0.46451703,-0.0761138,0.2768105,-0.3529243
6,1.0552704,1.3391135,"('distant', 'open')",1.1621858,1.2199613,0.80343914,1.1068918,0.124768704,0.5301361,0.7864161,1.0490257,-0.2626096
80,-1.0111847,-1.1321253,"('dominated', 'dominating')",-0.08099634,-0.064577386,-0.009404391,-0.3496124,-0.62224424,-0.7973021,-0.4309574,-0.5859042,0.1549468
37,-1.0107884,-0.4709683,"('fake', 'genuine')",-1.3665578,-1.2111847,-0.9043967,-0.72984815,-0.4275427,-0.24061097,-0.9273214,-0.6631531,-0.2641683
33,0.9889855,1.0121593,"('wrong', 'right')",0.84836006,0.6886329,1.0727514,1.1599085,-0.90521336,-0.61587745,0.5012209,0.5612059,-0.059985
1,-0.9769841,-0.062506914,"('unfriendly', 'friendly')",1.0544116,1.5238109,0.5158646,1.1581894,1.0555148,1.3273404,0.4122018,0.9867085,-0.5745067
50,0.95440847,0.9634522,"('clumsy', 'skillful')",-0.6013107,-0.5489365,1.4522586,1.4760793,0.9646635,0.74513876,0.692505,0.6589335,0.0335715
2,0.940961,1.0587913,"('unlikable', 'likable')",1.4630413,1.5541947,1.6952659,1.8667392,0.70787144,0.8291019,1.2017848,1.3272069,-0.1254221
59,0.93854254,0.839671,"('foolish', 'wise')",0.13184306,0.066624075,1.087353,1.1941386,-0.30947816,-0.16207515,0.4620651,0.4845897,-0.0225246
23,-0.8981696,-1.1237959,"('insincere', 'sincere')",-0.46012756,-0.7803103,-0.29579857,-0.635207,5.4066863,4.633713,0.9381477,0.5235999,0.4145478
53,-0.83708805,-0.32675672,"('uncreative', 'creative')",0.2079668,0.50603354,0.99692595,1.0603881,1.2260892,1.1902901,0.3984735,0.6074888,-0.2090153
81,-0.82755375,-1.1458161,"('submissive', 'aggressive')",-0.24071768,-0.1913864,0.81859785,0.1787354,-1.3425273,-1.7265762,-0.3980502,-0.7212608,0.3232106
15,0.8190412,0.69808805,"('boring', 'funny')",0.38513407,0.3461784,0.5181145,0.48772377,-0.004695695,0.08295117,0.4293985,0.4037354,0.0256631
9,-0.7989659,-0.004961308,"('unaffectionate', 'caring')",1.4527032,1.6445031,0.11055455,0.54191375,0.65208757,0.75288683,0.3540949,0.7335856,-0.3794907
40,-0.73495734,-0.12020537,"('stingy', 'generous')",-1.0735842,-0.56087863,-1.2044727,-0.93171966,-3.1577156,-2.8757856,-1.5426824,-1.1221473,-0.4205351
64,-0.68202025,-0.7102574,"('shy', 'confident')",0.037185557,0.014794398,0.0960584,-0.07908476,-6.360137,-6.052434,-1.7272283,-1.7067454,-0.0204829
82,-0.67583483,-0.6220505,"('poor', 'rich')",-0.8677334,-0.86122966,-0.47382617,-0.6250934,5.480273,4.8009005,0.8657196,0.6731317,0.1925879
42,0.66475356,0.30172837,"('unreliable', 'reliable')",0.78936934,0.66177076,1.0933669,0.710928,-3.1452227,-3.0749047,-0.1494333,-0.3501194,0.2006861
71,0.64269733,0.8675339,"('diffident', 'self-confident')",2.4788644,2.495225,0.28017268,0.54882467,0.34826642,0.42458802,0.9375002,1.0840429,-0.1465427
61,-0.62723035,-0.36942002,"('illogical', 'logical')",0.7967287,0.7975606,0.9700308,0.880093,-0.06978669,-0.10238077,0.2674356,0.3014632,-0.0340276
26,0.61986166,1.1365964,"('hardhearted', 'benevolent')",1.8123372,2.1669984,2.0340083,2.3684065,1.1812702,1.2619724,1.4118693,1.7334934,-0.3216241
16,0.61960506,0.42760003,"('unpopular', 'popular')",-0.29156536,-0.40699685,0.33533818,0.3665911,0.85248435,0.8572299,0.3789656,0.311106,0.0678596
76,-0.4843377,-1.1266173,"('anxious', 'daring')",-0.17486522,-0.17035922,1.3839545,0.6514326,-0.03743051,-0.45941937,0.1718303,-0.2762408,0.4480711
67,0.42223015,0.22160253,"('doubtful', 'determined')",-0.3666514,-0.420316,0.46695048,0.3195787,-0.46170536,-0.4577478,0.015206,-0.0842206,0.0994266
58,-0.41777664,-0.052095745,"('undiscriminating', 'discriminating')",-0.08084211,0.09894567,0.17295918,0.1769746,0.3662727,0.44317922,0.0101533,0.1667509,-0.1565976
17,-0.38688296,-0.03296756,"('nasty', 'nice')",-0.72251,-0.6203592,-0.049288332,0.22176155,-0.23401156,-0.007871462,-0.3481732,-0.1098592,-0.238314
52,0.36291343,0.28106296,"('irrational', 'rational')",-0.356446,-0.54766536,0.09516831,0.10978442,-0.24951115,-0.036822893,-0.0369689,-0.0484102,0.0114413
18,0.32043433,0.3851745,"('disagreeable', 'welcoming')",0.020179719,0.10637671,0.5665128,0.7659958,-1.0781288,-0.91484654,-0.0427505,0.0856751,-0.1284256
39,-0.23752294,-0.2407757,"('exploitative', 'cooperative')",0.8581397,0.6443916,0.08844218,0.008060187,0.18957378,0.10259387,0.2246582,0.1285675,0.0960907
32,-0.22313185,-0.4187041,"('unkind', 'kind')",0.41940498,0.41671517,0.078302585,-0.03507355,0.39189994,0.016523022,0.1666189,-0.0051349,0.1717538
74,-0.21336171,-0.41698554,"('undedicated', 'dedicated')",0.43051708,0.4245107,0.89544505,0.5403899,0.22324349,-0.14281581,0.333961,0.1012748,0.2326862
38,0.19657756,0.27396196,"('untruthful', 'truthful')",-0.044437706,0.054670796,-0.2599713,-0.20203385,0.17464915,0.3026556,0.0167044,0.1073136,-0.0906092
84,0.18382007,0.2729381,"('inferior', 'superior')",0.4057222,0.2861676,0.7496885,0.7634621,0.63155156,0.50909716,0.4926956,0.4579163,0.0347793
4,-0.18097425,-0.19395934,"('disliked', 'liked')",-0.7945471,-0.6238282,-0.0024452573,0.064151525,-6.9419193,-6.4817524,-1.9799715,-1.8088471,-0.1711244
29,-0.17889167,-0.4107279,"('unfair', 'fair')",-0.77245885,-0.9077161,-0.18084729,-0.18225,-0.9065624,-0.88994014,-0.50969,-0.5976585,0.0879685
34,-0.13593072,0.26317412,"('mean', 'honorable')",-0.5617388,-0.47384202,0.18317477,0.4743159,5.8811016,5.7261205,1.3416517,1.4974421,-0.1557904
83,-0.1325326,0.067696616,"('powerless', 'powerful')",1.0910586,0.95236945,0.57553285,0.58721673,-0.90485734,-0.7900591,0.1573004,0.2043059,-0.0470055
47,-0.119256906,-0.4154098,"('stupid', 'smart')",-0.4436699,-0.7193613,0.5472047,0.33170274,4.5220933,4.0760975,1.1265928,0.8182573,0.3083355
87,0.106364,0.13070612,"('unsuccessful', 'successful')",1.236563,1.1729306,2.1761456,2.1130993,1.109623,0.9313256,1.1571739,1.0870154,0.0701585
88,-0.078619204,0.08457303,"('low', 'eminent')",-0.70652455,-0.524542,0.6240155,0.41751817,-0.56160235,-0.7202498,-0.1806826,-0.1856751,0.0049925
8,-0.060777232,0.9622285,"('unaffectionate', 'affectionate')",1.9402124,2.280923,0.29500288,1.045524,0.37815398,0.729538,0.638148,1.2545533,-0.6164053
19,0.015452098,-0.01686782,"('inhospitable', 'hospitable')",-0.0055696554,0.060216356,-0.4203168,-0.22673252,0.25427654,0.390195,-0.0390394,0.0517028,-0.0907422
