,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.144026,-1.8930007,"('unsympathetic', 'sympathetic')",-1.1813293,-0.9558888,-0.5202397,-0.5638268,-1.281865,-1.1375721,-0.1442929
38,-1.8444442,-1.8876927,"('untruthful', 'truthful')",-0.8458346,-0.8208281,-0.35151887,-0.20242739,-1.0139325,-0.9703161,-0.0436164
69,1.7497877,1.5966171,"('lazy', 'industrious')",1.1979284,0.9234574,-0.04421417,-0.38112772,0.967834,0.7129822,0.2548518
43,-1.7231134,-1.5281869,"('irresponsible', 'responsible')",-0.9825717,-0.75819856,-0.39364633,-0.24350737,-1.0331105,-0.8432976,-0.1898129
86,-1.6828195,-1.8277049,"('uninfluential', 'influential')",-0.13949837,-0.22291636,-0.06934021,-0.34259164,-0.6305527,-0.7977376,0.1671849
11,-1.5201639,-1.1824536,"('unhelpful', 'helpful')",-0.226159,0.0506244,1.3219651,1.5964255,-0.1414526,0.1548654,-0.296318
13,-1.4878869,-0.91891223,"('impolite', 'polite')",-1.1172781,-0.75509405,-0.6189976,-0.29469275,-1.0747209,-0.656233,-0.4184879
23,-1.4758413,-1.2889501,"('insincere', 'sincere')",-0.8139138,-0.6038593,4.6264143,5.071721,0.7788864,1.0596372,-0.2807508
32,-1.4619865,-1.2964866,"('unkind', 'kind')",0.04012093,0.2205692,0.3508736,0.51408625,-0.3569973,-0.1872771,-0.1697202
63,-1.46174,-1.5063785,"('unperceptive', 'insightful')",-0.18880105,-0.12228601,0.83723176,0.67973423,-0.2711031,-0.3163101,0.045207
70,-1.4268641,-1.3216653,"('lethargic', 'energetic')",-0.7455265,-0.46538752,-0.0107454695,0.1334314,-0.7277121,-0.5512071,-0.176505
1,-1.3917935,-2.0826166,"('unfriendly', 'friendly')",-0.40987602,-0.7925264,1.546591,1.1623155,-0.0850261,-0.5709425,0.4859164
56,-1.3190196,-0.7434129,"('impractical', 'practical')",-0.09498642,0.30995053,-0.7073447,-0.43054983,-0.7071169,-0.2880041,-0.4191128
85,1.2476363,0.48498115,"('insignificant', 'prestigious')",0.7132231,0.28864402,1.2821039,0.7860926,1.0809878,0.5199059,0.5610819
45,-1.2092724,-1.2039406,"('incompetent', 'competent')",-0.021290585,-0.008486006,-0.4031067,-0.6454967,-0.5445565,-0.6193078,0.0747513
0,-1.1764023,-1.0454177,"('unsociable', 'sociable')",-0.034209564,0.10376991,-0.5743965,-0.55069745,-0.5950028,-0.4974484,-0.0975544
19,-1.170038,-1.3477823,"('inhospitable', 'hospitable')",-0.86606723,-1.0843197,-0.07725202,-0.22160026,-0.7044524,-0.8845674,0.180115
51,-1.1161844,-0.77497524,"('uneducated', 'educated')",-0.093186006,0.05682095,0.55169106,0.60277736,-0.2192264,-0.038459,-0.1807674
53,-1.0638278,-1.2236577,"('uncreative', 'creative')",-0.22306997,-0.21066205,0.5905526,0.47833884,-0.232115,-0.3186603,0.0865453
82,-1.008296,-0.7506966,"('poor', 'rich')",-0.244624,0.06870221,5.115083,5.736721,1.2873877,1.6849089,-0.3975212
30,-1.0072685,-0.72416526,"('intolerant', 'tolerant')",0.3928121,0.5543974,0.6211256,0.8266481,0.0022231,0.2189601,-0.216737
3,-0.999828,-1.0188295,"('repellent', 'pleasant')",-0.08690549,-0.17640832,0.1260632,0.161766,-0.3202234,-0.3444906,0.0242672
7,-0.9931383,-0.83781874,"('insensitive', 'sensitive')",-0.39060953,-0.20641163,0.4623317,0.27125373,-0.3071387,-0.2576589,-0.0494798
9,-0.9632635,-1.2985549,"('unaffectionate', 'caring')",0.20711173,0.094003916,0.83941483,0.5834075,0.0277543,-0.2070478,0.2348021
57,-0.9449048,-0.98784083,"('unimaginative', 'imaginative')",-0.62468755,-0.48623273,-2.282152,-2.6766093,-1.2839147,-1.383561,0.0996463
22,-0.94257975,-0.8702696,"('untrustworthy', 'trustworthy')",0.09912111,0.0078015993,-1.1045269,-1.1326123,-0.6493285,-0.6650268,0.0156983
77,-0.90822697,-0.7264155,"('unmotivated', 'motivated')",0.47219807,0.7326597,-0.7950687,-0.6781176,-0.4103659,-0.2239578,-0.1864081
28,-0.89382315,-1.1541219,"('disloyal', 'loyal')",0.21118948,0.19188218,0.65210336,0.5492337,-0.0101768,-0.1376687,0.1274919
61,-0.8486507,-0.8275868,"('illogical', 'logical')",0.45667574,0.42279577,0.1764464,0.13128552,-0.0718429,-0.0911685,0.0193256
46,-0.8464973,-0.54401255,"('uncompetitive', 'competitive')",-0.6920341,-0.37138432,-0.67551214,-0.5431811,-0.7380145,-0.4861927,-0.2518218
33,0.8453921,0.5972513,"('wrong', 'right')",0.06244391,-0.28006625,-0.3728982,-0.68534154,0.1783126,-0.1227188,0.3010314
84,0.8348631,0.8592049,"('inferior', 'superior')",0.82821727,0.7910527,1.0095004,0.958237,0.8908602,0.8694982,0.021362
35,0.8344643,0.4904781,"('corrupt', 'incorrupt')",0.01752391,-0.2966922,0.11500446,-0.088924035,0.3223309,0.034954,0.2873769
24,-0.8305359,-0.8209851,"('dishonest', 'honest')",-1.0391647,-1.0380704,0.03254983,0.17749201,-0.6123836,-0.5605212,-0.0518624
60,-0.80940235,-0.14589249,"('inefficient', 'efficient')",0.35977712,0.8755007,-0.30373695,0.15499753,-0.2511207,0.2948686,-0.5459893
5,-0.7874048,-1.0976238,"('distant', 'outgoing')",-0.82718563,-1.0777,-0.2697301,-0.46081612,-0.6281068,-0.8787134,0.2506066
72,-0.770999,-0.67407686,"('unambitious', 'ambitious')",-0.4859211,-0.39353615,-1.3381108,-1.2632287,-0.8650103,-0.7769472,-0.0880631
52,0.7593542,0.2628961,"('irrational', 'rational')",0.4966869,0.113563016,0.17946035,-0.15828648,0.4785004,0.0727242,0.4057762
81,-0.75503594,-0.085381895,"('submissive', 'aggressive')",0.06804195,0.6365986,-0.58501285,-0.21125685,-0.4240023,0.11332,-0.5373223
21,-0.7414926,-0.35928997,"('immoral', 'moral')",0.23611361,0.49894023,-0.7608457,-0.4867811,-0.4220749,-0.1157103,-0.3063646
42,-0.71695155,-0.5026764,"('unreliable', 'reliable')",-0.56394863,-0.38681605,-2.861973,-2.9565332,-1.3809578,-1.2820086,-0.0989492
47,-0.7044093,-0.5367315,"('stupid', 'smart')",0.20274836,0.28458458,5.0440855,5.3940954,1.5141416,1.7139829,-0.1998413
14,-0.7025852,-0.17698735,"('antisocial', 'social')",0.47009835,0.8856705,-0.8000367,-0.4937977,-0.3441745,0.0716285,-0.415803
88,-0.61503434,-0.6884208,"('low', 'eminent')",-0.5343744,-0.52328485,0.030611686,0.058396116,-0.3729324,-0.3844365,0.0115041
59,0.58194435,0.25724018,"('foolish', 'wise')",0.4996825,0.19980347,0.29333156,0.08492796,0.4583195,0.1806572,0.2776623
62,-0.57945734,-0.20031646,"('incompetent', 'brilliant')",0.7035582,1.0687083,-0.52539825,-0.22521016,-0.1337658,0.2143939,-0.3481597
54,-0.56730556,-0.65713567,"('incapable', 'capable')",-0.09834553,-0.26424176,0.9057559,0.97879165,0.0800349,0.0191381,0.0608968
