,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
40,0.5593435,0.07237438,"('stingy', 'generous')",0.2556111,0.11985614,-0.96209866,-1.6270659,-0.049048,-0.4782785,0.4292305
27,-0.55815166,-1.0598507,"('hardhearted', 'softhearted')",0.044974238,-0.19683897,1.7255572,1.0803199,0.4041266,-0.0587899,0.4629165
71,0.5536274,0.27910027,"('diffident', 'self-confident')",0.9757726,0.7743658,0.9155524,0.53952765,0.8149842,0.5309979,0.2839863
65,-0.54661167,0.08935684,"('insecure', 'secure')",-0.23014474,0.18937178,-0.560754,-0.12039662,-0.4458368,0.0527773,-0.4986141
39,0.5414793,0.6701625,"('exploitative', 'cooperative')",0.500846,0.61429775,0.28536975,0.29838058,0.442565,0.5276136,-0.0850486
36,0.5059278,-0.1287939,"('hostile', 'amicable')",-0.455769,-0.85571104,0.7444194,0.43464217,0.2648594,-0.1832876,0.448147
20,0.48711058,0.30431122,"('rough', 'thoughtful')",1.708477,1.6001378,1.0958073,0.9196585,1.0971316,0.9413691,0.1557625
12,-0.46944308,-0.6691432,"('unsupportive', 'supportive')",-0.24398296,-0.26130044,-1.8321087,-2.1950195,-0.8485116,-1.041821,0.1933094
44,0.44341367,0.6659255,"('prejudiced', 'unprejudiced')",-0.24577197,-0.21664625,-1.1036936,-0.9613637,-0.3020173,-0.1706948,-0.1313225
18,0.43218425,0.3306136,"('disagreeable', 'welcoming')",0.12307733,0.04456822,-0.4395612,-0.47805926,0.0385668,-0.0342925,0.0728593
74,-0.43111232,-0.39553323,"('undedicated', 'dedicated')",-0.5462382,-0.41912386,-0.053827275,-0.11158771,-0.3437259,-0.3087483,-0.0349776
6,-0.42577097,-0.8930106,"('distant', 'open')",-0.94032377,-1.3274784,0.36651266,0.03908563,-0.333194,-0.7271345,0.3939405
15,0.41631222,0.3373417,"('boring', 'funny')",-0.13583088,-0.06876988,0.59942,0.3520272,0.2933004,0.2068663,0.0864341
87,0.4110453,0.65150285,"('unsuccessful', 'successful')",0.049486846,0.11160135,1.0761855,0.9646074,0.5122392,0.5759039,-0.0636647
78,-0.40009078,-0.65699846,"('nonresilient', 'resilient')",0.9324419,0.9288275,1.125775,0.7003588,0.5527087,0.3240626,0.2286461
8,-0.38741094,-0.7962094,"('unaffectionate', 'affectionate')",0.08745985,-0.0833679,0.49763376,0.20299427,0.0658942,-0.2255277,0.2914219
16,0.347078,0.08077627,"('unpopular', 'popular')",0.16307314,0.05101221,0.8408307,0.7330433,0.4503273,0.2882773,0.16205
31,-0.32025796,-1.057092,"('evil', 'good')",0.07191456,-0.51333016,-0.49307364,-0.97480154,-0.247139,-0.8484079,0.6012689
55,-0.30759972,0.113313735,"('incompetent', 'clever')",0.68898493,0.94416356,0.16278963,0.23933549,0.1813916,0.4322709,-0.2508793
37,-0.26115105,-0.26007062,"('fake', 'genuine')",-0.04529489,-0.2208863,0.1357178,-0.06490219,-0.0569094,-0.181953,0.1250436
83,-0.25383273,-0.225611,"('powerless', 'powerful')",0.2610305,0.2945573,-0.8034629,-0.75805455,-0.2654217,-0.2297028,-0.0357189
73,0.24229148,0.22652437,"('helpless', 'self-reliant')",-0.05466474,-0.18916047,-3.075104,-3.238034,-0.9624924,-1.06689,0.1043976
67,-0.24164414,0.15114179,"('doubtful', 'determined')",-0.4358129,-0.19306168,-0.6644423,-0.32704243,-0.4472998,-0.1229874,-0.3243124
64,-0.23583882,-0.023958718,"('shy', 'confident')",-0.522601,-0.45777422,-6.1512055,-6.235774,-2.3032152,-2.239169,-0.0640462
29,0.23066394,0.06439516,"('unfair', 'fair')",0.18383023,-0.034153987,-0.40383023,-0.62540686,0.0035546,-0.1983886,0.2019432
4,0.22373882,-0.0949469,"('disliked', 'liked')",-0.36571077,-0.61128676,-5.391519,-6.017399,-1.844497,-2.2412108,0.3967138
17,-0.18545648,-0.19854891,"('nasty', 'nice')",-0.281255,-0.3344014,-0.28497997,-0.33354554,-0.2505638,-0.2888319,0.0382681
2,0.18294378,0.39828557,"('unlikable', 'likable')",0.39253986,0.4915528,0.3976496,0.71397454,0.3243777,0.5346043,-0.2102266
75,0.14739363,0.0777901,"('meek', 'impulsive')",-0.44273433,-0.4015491,-0.29677182,-0.19888942,-0.1973708,-0.1742162,-0.0231546
26,0.14498791,-0.28143498,"('hardhearted', 'benevolent')",0.69646186,0.56561977,1.3575482,1.3219893,0.7329993,0.5353914,0.1976079
66,0.10604727,-0.097778395,"('inactive', 'active')",-1.1475626,-1.2742409,1.348813,1.0683324,0.1024326,-0.101229,0.2036616
80,0.10025473,0.39282054,"('dominated', 'dominating')",0.16021681,0.3813007,-0.81274813,-0.8200751,-0.1840922,-0.015318,-0.1687742
58,-0.09448552,-0.39612463,"('undiscriminating', 'discriminating')",0.07279454,-0.10893913,-0.16551816,-0.38881367,-0.062403,-0.2979591,0.2355561
49,0.07700122,0.1784345,"('unable', 'able')",0.5936966,0.71772516,0.29533073,0.29976588,0.3220095,0.3986418,-0.0766323
25,0.06318316,-0.26272273,"('egoistic', 'altruistic')",1.3032255,1.1326766,1.6197094,1.5393273,0.9953727,0.8030938,0.1922789
50,-0.05347136,-0.0093536,"('clumsy', 'skillful')",0.08513622,-0.0064739063,0.35845184,0.22320682,0.1300389,0.0691264,0.0609125
79,0.052288666,-0.2328919,"('wavering', 'unwavering')",-1.3042622,-1.4576913,0.35519478,0.1615544,-0.2989262,-0.5096763,0.2107501
41,-0.04204054,-0.2272182,"('unforgiving', 'forgiving')",-0.3398713,-0.4103705,0.112738565,-0.10963632,-0.0897244,-0.249075,0.1593506
48,-0.04139835,-0.1735594,"('unintelligent', 'intelligent')",1.4823737,1.6434011,0.8719234,0.72549963,0.7709662,0.7317804,0.0391858
34,0.034242935,0.059325308,"('mean', 'honorable')",0.32617855,0.40035844,5.840668,6.218685,2.06703,2.226123,-0.159093
68,0.012041446,0.03188845,"('dependent', 'independent')",0.24715549,0.12624055,-0.06665215,-0.22800693,0.0641816,-0.0232926,0.0874742
76,-0.008165991,0.6903774,"('anxious', 'daring')",-0.49845988,-0.05314406,-0.008532602,0.41641617,-0.1717195,0.3512165,-0.522936
