,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
39,2.1030002,2.3167844,"('exploitative', 'cooperative')",1.4013777,1.6573111,1.2952695,1.351058,1.6359838,1.6600326,-0.02167461,0.024638094,1.2827913,1.4019649,-0.1191736
23,1.9822807,2.106651,"('insincere', 'sincere')",1.0309466,1.0860108,1.7061852,1.674337,0.20060462,0.23657754,3.6879106,3.6992278,1.7215855,1.7605608,-0.0389753
12,1.8542707,1.7885283,"('unsupportive', 'supportive')",0.9085415,0.85829145,0.994424,0.78459454,-0.31222337,-0.3948449,-1.2426848,-1.3558402,0.4404655,0.3361459,0.1043196
31,-1.8381435,-1.8184146,"('evil', 'good')",-1.2554116,-1.4100233,-2.273387,-2.373869,-1.6898648,-1.6490736,-1.688501,-1.8501525,-1.7490616,-1.8203066,0.071245
10,1.7612569,1.8952899,"('unsympathetic', 'sympathetic')",0.9834987,1.0801088,0.36379397,0.32717496,0.2228505,0.30951363,0.25684863,0.24525426,0.7176497,0.7714683,-0.0538186
44,-1.7500046,-1.8779833,"('prejudiced', 'unprejudiced')",0.45541066,0.45775735,-0.16202767,-0.119029775,1.3116349,1.3075353,-1.2945092,-1.2697738,-0.2878992,-0.3002989,0.0123997
35,-1.6791486,-1.7805133,"('corrupt', 'incorrupt')",-1.511257,-1.6498774,-2.28469,-2.2760777,-1.317278,-1.2477564,-0.4676126,-0.58303326,-1.4519973,-1.5074516,0.0554543
24,1.664772,1.8105305,"('dishonest', 'honest')",0.38401908,0.60761464,0.57902414,0.5822008,0.4616701,0.5438794,0.82086384,0.8068001,0.7820699,0.8702051,-0.0881352
62,1.6378254,1.8174933,"('incompetent', 'brilliant')",0.49783522,0.7157558,1.7208023,1.7321082,1.2236981,1.2743031,-0.25707385,-0.08494725,0.9646174,1.0909427,-0.1263253
7,1.6273673,1.6875448,"('insensitive', 'sensitive')",0.4524249,0.64123493,0.74013346,0.6625326,0.8644958,0.9017154,0.29590586,0.14877021,0.7960655,0.8083596,-0.0122941
11,1.623876,1.5923793,"('unhelpful', 'helpful')",1.0242807,1.105752,2.9716702,2.7933047,0.5579288,0.4828423,2.0221407,1.9246871,1.6399792,1.5797932,0.060186
30,1.6138065,1.9293181,"('intolerant', 'tolerant')",0.13078198,0.39002392,1.6300094,1.8014263,1.531316,1.6566365,0.8422065,1.1396295,1.1496242,1.3834068,-0.2337826
34,1.6078277,1.7060249,"('mean', 'honorable')",0.09016134,0.14945719,0.7782232,0.81576157,-0.22529972,-0.15327309,4.33864,4.459093,1.3179106,1.3954127,-0.0775021
60,1.5335163,1.848179,"('inefficient', 'efficient')",0.9085904,1.1524866,3.3893204,3.564345,2.1040971,2.235056,0.18245417,0.38883343,1.6235956,1.8377798,-0.2141842
83,1.4779785,1.5595518,"('powerless', 'powerful')",0.8581083,0.97028005,0.5900147,0.6302074,-0.5502216,-0.49095526,-0.86999357,-0.74099624,0.3011772,0.3856176,-0.0844404
65,1.4165356,1.5818412,"('insecure', 'secure')",1.1133493,1.3891261,1.8302538,1.9604002,1.3915209,1.4762511,-0.29976922,-0.031064704,1.0903781,1.2753108,-0.1849327
6,-1.3839685,-1.3040811,"('distant', 'open')",-1.8384379,-1.8522941,-1.6806585,-1.7132208,-1.7537864,-1.6427072,0.100271866,-0.06510919,-1.3113159,-1.3154825,0.0041666
9,1.288313,1.1618266,"('unaffectionate', 'caring')",-0.7456584,-0.8524463,-0.048053514,-0.26094878,-1.9844643,-1.9486567,0.72200257,0.57060623,-0.1535721,-0.2659238,0.1123517
4,-1.2796539,-1.513551,"('disliked', 'liked')",-1.4102962,-1.5820886,-1.8079222,-1.9004732,-0.6642763,-0.7548228,-3.7207255,-3.921692,-1.7765747,-1.9345255,0.1579508
5,-1.2794142,-1.2565573,"('distant', 'outgoing')",-1.9243699,-1.9432989,-1.3092401,-1.2892786,-1.4451091,-1.3625728,-0.5612997,-0.71151173,-1.3038867,-1.3126438,0.0087571
46,1.2620101,1.182363,"('uncompetitive', 'competitive')",2.0077443,1.9101409,1.8452902,1.6237725,1.4209956,1.375795,0.4893646,0.5720553,1.405081,1.3328254,0.0722556
29,-1.2518591,-1.1376498,"('unfair', 'fair')",-0.6910375,-0.5996614,-0.57348454,-0.5780757,-0.34727228,-0.39454013,-0.9544238,-1.1310723,-0.7636155,-0.7681998,0.0045843
61,1.2388415,1.4134443,"('illogical', 'logical')",0.033350557,0.18792558,1.7038112,1.6286198,0.46275264,0.5249578,-0.2672684,-0.2581387,0.6342975,0.6993617,-0.0650642
28,1.221226,1.3065451,"('disloyal', 'loyal')",0.68375874,0.74666417,0.2971968,0.16764626,-0.3387044,-0.24543518,1.2087075,1.0676103,0.6144369,0.6086061,0.0058308
38,1.2021594,1.1999028,"('untruthful', 'truthful')",0.39189684,0.39572036,0.5831936,0.5021681,-0.93423444,-0.9876016,-0.21351884,-0.33342335,0.2058993,0.1553533,0.050546
74,1.1875149,1.2282181,"('undedicated', 'dedicated')",0.9445677,0.8808172,0.4139769,0.24126479,0.5778233,0.64560336,0.7797925,0.67669314,0.7807351,0.7345193,0.0462158
78,1.1083513,1.0914732,"('nonresilient', 'resilient')",-0.09742961,-0.25562516,-0.09542228,-0.12234064,-0.84550095,-0.8280312,0.19947249,0.262181,0.0538942,0.0295315,0.0243627
56,1.0828884,1.37735,"('impractical', 'practical')",0.9691075,1.212133,2.0812416,2.2913115,0.95732665,1.0954525,0.10793089,0.2723002,1.0396989,1.2497094,-0.2100105
