,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
60,2.3372054,2.7035978,"('inefficient', 'efficient')",2.0204515,2.1081722,0.3875221,0.2086723,1.5817264,1.6734808,-0.0917544
56,2.300543,2.47183,"('impractical', 'practical')",0.76620257,0.7540286,0.20566376,-0.030136934,1.0908031,1.0652405,0.0255626
62,2.2632196,2.3629308,"('incompetent', 'brilliant')",1.3591176,1.3101329,0.5376267,0.3601364,1.3866547,1.3444001,0.0422546
31,-2.1710138,-2.344703,"('evil', 'good')",-1.0444218,-1.1200114,-0.96257263,-0.72371787,-1.3926694,-1.3961441,0.0034747
55,2.0731962,2.166689,"('incompetent', 'clever')",0.5103418,0.5500327,0.04054793,0.07108562,0.8746953,0.9292691,-0.0545738
36,-2.0706944,-2.412565,"('hostile', 'amicable')",-2.0027506,-2.1461422,-0.14060205,-0.041645065,-1.4046825,-1.5334508,0.1287683
76,1.9707705,2.0223334,"('anxious', 'daring')",-0.20357953,-0.24579763,0.42242497,0.27803367,0.729872,0.6848565,0.0450155
39,1.908014,1.9774042,"('exploitative', 'cooperative')",1.2612566,1.4342725,-0.018985808,0.14585312,1.0500949,1.1858433,-0.1357484
16,-1.8227898,-2.0791817,"('unpopular', 'popular')",-0.5669055,-0.6482172,0.5859124,0.6534369,-0.6012609,-0.6913207,0.0900598
77,1.7535338,1.826007,"('unmotivated', 'motivated')",0.6583526,0.63564444,-0.8851032,-1.0884668,0.5089277,0.4577282,0.0511995
84,1.7031814,1.6946208,"('inferior', 'superior')",0.5721748,0.64397585,0.8576126,1.0531396,1.044323,1.1305788,-0.0862558
24,1.6598564,1.7494928,"('dishonest', 'honest')",-1.1359669,-0.99211687,0.6844751,0.810274,0.4027882,0.5225499,-0.1197617
23,1.6395591,1.7958542,"('insincere', 'sincere')",0.97724795,0.9991022,5.7371044,5.6383166,2.7846371,2.8110911,-0.026454
30,1.5530282,1.8035051,"('intolerant', 'tolerant')",1.4974644,1.6375372,1.2515804,1.3342658,1.4340243,1.5917694,-0.1577451
46,1.5449326,1.2902023,"('uncompetitive', 'competitive')",0.9992472,1.0164385,-0.59168565,-0.701184,0.6508314,0.5351522,0.1156792
72,1.4850637,1.6401207,"('unambitious', 'ambitious')",-1.0429021,-1.0461433,-1.0526718,-1.0661309,-0.2035034,-0.1573845,-0.0461189
35,-1.4495215,-1.6961288,"('corrupt', 'incorrupt')",-1.5298157,-1.6300421,-0.56734276,-0.39498153,-1.1822267,-1.2403842,0.0581575
44,-1.4065367,-1.6519614,"('prejudiced', 'unprejudiced')",-0.5860558,-0.70492464,-1.5028547,-1.5591687,-1.1651491,-1.3053516,0.1402025
6,-1.3521246,-1.7625532,"('distant', 'open')",-1.6497991,-1.7349988,0.3252937,0.45068806,-0.8922099,-1.0156213,0.1234114
75,-1.3432438,-1.6521533,"('meek', 'impulsive')",-1.2299765,-1.3438004,-0.35617292,-0.41176626,-0.9764644,-1.1359066,0.1594422
52,-1.2983515,-1.2573287,"('irrational', 'rational')",-0.43871862,-0.6331891,-0.22431503,-0.114656955,-0.653795,-0.6683916,0.0145966
5,-1.2926067,-1.5897555,"('distant', 'outgoing')",-1.0898144,-1.2231956,0.018582474,0.14120471,-0.7879461,-0.8905821,0.102636
28,1.2442291,1.1676455,"('disloyal', 'loyal')",0.32183707,0.4244648,0.9112653,0.9204097,0.8257771,0.8375066,-0.0117295
81,1.2028189,1.5370975,"('submissive', 'aggressive')",0.7420232,0.7447518,-0.25826582,-0.4740058,0.5621921,0.6026145,-0.0404224
7,1.1876214,1.4813768,"('insensitive', 'sensitive')",0.37956476,0.48865294,0.7500756,0.74090546,0.7724206,0.903645,-0.1312244
13,1.1610858,1.326563,"('impolite', 'polite')",0.20706269,0.36704868,0.22714302,0.18409216,0.5317639,0.6259013,-0.0941374
48,1.0865047,1.1990182,"('unintelligent', 'intelligent')",0.71848476,0.7167727,0.77114624,0.8476943,0.8587119,0.9211617,-0.0624498
10,1.0841986,1.356069,"('unsympathetic', 'sympathetic')",-0.50287735,-0.39286616,-0.29799104,-0.35068232,0.0944434,0.2041735,-0.1097301
21,1.0840088,1.2925318,"('immoral', 'moral')",0.6221602,0.7170426,-0.7217606,-0.826063,0.3281361,0.3945038,-0.0663677
4,-1.0521221,-1.2165961,"('disliked', 'liked')",-1.1425886,-1.2552838,-5.844849,-5.9083157,-2.6798534,-2.7933985,0.1135451
69,-1.011449,-1.2949823,"('lazy', 'industrious')",0.3588835,0.30254382,-0.3863907,-0.30259347,-0.3463187,-0.4316773,0.0853586
27,-0.9937778,-0.5809699,"('hardhearted', 'softhearted')",-0.2067204,-0.118371695,1.4093051,1.6087364,0.0696023,0.3031316,-0.2335293
43,0.9631246,1.1530821,"('irresponsible', 'responsible')",-0.018972792,0.039442655,0.27605668,0.33370885,0.4067361,0.5087446,-0.1020085
1,-0.95728886,-1.0875007,"('unfriendly', 'friendly')",0.23434618,0.19732963,1.7930903,2.0021956,0.3567159,0.3706748,-0.0139589
80,0.95121247,1.0827125,"('dominated', 'dominating')",0.3448109,0.3723997,-1.1396865,-1.2765497,0.0521123,0.0595208,-0.0074085
45,0.9374604,0.93650925,"('incompetent', 'competent')",-0.0029741414,0.002396755,-0.12618786,-0.16715378,0.2694328,0.2572507,0.0121821
85,-0.9176312,-1.2836186,"('insignificant', 'prestigious')",-0.80635095,-1.0241284,0.21845546,0.49508017,-0.5018422,-0.6042222,0.10238
74,0.8983531,0.97651917,"('undedicated', 'dedicated')",0.47819638,0.48226687,-0.13627486,-0.02357744,0.4134249,0.4784029,-0.064978
61,0.8826348,0.7831054,"('illogical', 'logical')",0.7784826,0.6747453,0.18746442,0.13398302,0.6161939,0.5306112,0.0855827
20,0.8792612,0.8772193,"('rough', 'thoughtful')",0.5614139,0.48197883,0.83569,1.1009218,0.7587883,0.8200399,-0.0612516
73,0.8553658,0.5328957,"('helpless', 'self-reliant')",0.2679131,0.1802231,-2.9797664,-2.8991935,-0.6188292,-0.7286916,0.1098624
8,-0.8544826,-0.8792293,"('unaffectionate', 'affectionate')",-1.1145045,-1.08038,0.37727278,0.7407787,-0.5305714,-0.4062769,-0.1242945
59,-0.82563967,-0.92344683,"('foolish', 'wise')",-0.15757017,-0.14781617,0.21537797,0.46789214,-0.255944,-0.2011236,-0.0548204
78,-0.8134855,-0.61481076,"('nonresilient', 'resilient')",1.2352917,1.0516088,0.52705246,0.42622793,0.3162862,0.2876753,0.0286109
14,0.80988693,1.103558,"('antisocial', 'social')",0.8006551,0.9118921,-0.7535558,-0.84128845,0.2856621,0.3913872,-0.1057251
2,0.7937124,0.7095102,"('unlikable', 'likable')",0.66165113,0.6513248,0.53652304,0.69130045,0.6639622,0.6840452,-0.020083
25,-0.7902686,-0.71698743,"('egoistic', 'altruistic')",0.38586086,0.44582576,1.1011252,1.2061347,0.2322392,0.3116577,-0.0794185
19,-0.7488609,-0.9417699,"('inhospitable', 'hospitable')",-1.4423871,-1.5832224,0.036055148,0.1947292,-0.7183976,-0.7767544,0.0583568
67,0.7357498,0.9884655,"('doubtful', 'determined')",0.47103965,0.52354103,-0.3721564,-0.3842082,0.278211,0.3759328,-0.0977218
50,-0.6812725,-0.7097944,"('clumsy', 'skillful')",-0.23071659,-0.26678696,0.21581522,0.4193582,-0.232058,-0.185741,-0.046317
15,-0.67329204,-0.51469225,"('boring', 'funny')",-1.11632,-1.0601755,0.46800977,0.6076995,-0.4405341,-0.3223894,-0.1181447
57,-0.64808995,-0.74371797,"('unimaginative', 'imaginative')",-0.45146844,-0.46915552,-2.2938337,-2.4182687,-1.1311307,-1.2103807,0.07925
65,0.63322836,0.8281333,"('insecure', 'secure')",0.7019174,0.85979164,-0.34236857,-0.41037205,0.3309257,0.4258509,-0.0949252
82,0.62354773,0.34895515,"('poor', 'rich')",-0.26774558,-0.39126763,6.1460824,6.07708,2.1672948,2.0115891,0.1557057
70,0.595363,0.8177073,"('lethargic', 'energetic')",-0.09124401,-0.06165105,0.61181575,0.5081434,0.3719783,0.4213999,-0.0494216
22,0.5867777,0.555885,"('untrustworthy', 'trustworthy')",0.2996411,0.41741773,-0.8556079,-0.75753313,0.0102703,0.0719232,-0.0616529
3,0.53707397,0.7647451,"('repellent', 'pleasant')",0.65116704,0.776871,-0.038801715,-0.03417643,0.3831464,0.5024799,-0.1193335
17,-0.5291572,-0.6068498,"('nasty', 'nice')",-0.86145675,-0.784266,-0.5853842,-0.47480336,-0.6586661,-0.621973,-0.0366931
29,-0.5153518,-0.53886557,"('unfair', 'fair')",-0.3062295,-0.29346156,-0.6802643,-0.55716836,-0.5006152,-0.4631652,-0.03745
12,0.46454078,0.6343326,"('unsupportive', 'supportive')",0.39820358,0.36696625,-1.6031739,-1.5703408,-0.2468098,-0.1896806,-0.0571292
0,0.4564041,0.47308385,"('unsociable', 'sociable')",0.21315995,0.2299175,-0.3894791,-0.4541445,0.0933616,0.0829523,0.0104093
40,-0.44692183,-0.628833,"('stingy', 'generous')",-0.033102263,-0.0069785956,-1.3342519,-1.2947971,-0.6047587,-0.6435362,0.0387775
51,0.43477985,0.70719916,"('uneducated', 'educated')",-0.28628263,-0.3669262,0.54602396,0.4868017,0.2315071,0.2756915,-0.0441844
26,-0.4288518,-0.453362,"('hardhearted', 'benevolent')",0.33953086,0.37562144,1.0670089,1.4122722,0.325896,0.4448439,-0.1189479
87,0.41983792,0.3949286,"('unsuccessful', 'successful')",0.64554316,0.4794203,0.96935564,1.0767598,0.6782455,0.6503696,0.0278759
42,0.4066595,0.35982907,"('unreliable', 'reliable')",-0.9994405,-1.0674096,-2.9440205,-2.8984485,-1.1789338,-1.2020097,0.0230759
63,0.37694436,0.50286543,"('unperceptive', 'insightful')",0.6329763,0.51155657,1.3216954,1.1759096,0.7772053,0.7301105,0.0470948
88,-0.37113434,-0.18552536,"('low', 'eminent')",-0.4480922,-0.46751764,0.1564232,0.28849664,-0.2209344,-0.1215155,-0.0994189
58,0.3624797,0.08096369,"('undiscriminating', 'discriminating')",0.20200798,0.062947154,-0.051166013,-0.18443148,0.1711072,-0.0135069,0.1846141
18,-0.35671622,-0.5240222,"('disagreeable', 'welcoming')",-0.1692423,-0.07973133,-0.49969977,-0.38839862,-0.3418861,-0.3307174,-0.0111687
53,-0.3551796,-0.5407695,"('uncreative', 'creative')",-0.12079799,-0.21879521,1.1198063,1.0169898,0.2146096,0.0858084,0.1288012
37,0.32431486,0.51769936,"('fake', 'genuine')",-0.096661866,-0.007040549,0.5176223,0.61491203,0.2484251,0.3751903,-0.1267652
38,0.29660952,0.1646551,"('untruthful', 'truthful')",-0.55509126,-0.7311867,0.34315145,0.2553984,0.0282232,-0.1037111,0.1319343
68,0.2813924,0.26115602,"('dependent', 'independent')",0.5784115,0.5310161,-0.14821336,-0.22844502,0.2371968,0.187909,0.0492878
83,-0.27701962,-0.3766511,"('powerless', 'powerful')",-0.09676058,-0.16198972,-1.0153086,-1.1678367,-0.4630296,-0.5688258,0.1057962
9,-0.2566377,-0.20480496,"('unaffectionate', 'caring')",-0.27198288,-0.27831835,1.0820948,1.3416296,0.1844914,0.2861688,-0.1016774
66,-0.25551084,-0.5298008,"('inactive', 'active')",-1.4753352,-1.605357,0.9266655,0.96893656,-0.2680602,-0.3887404,0.1206802
11,-0.2469069,-0.117019124,"('unhelpful', 'helpful')",0.9541242,0.8411001,2.0810144,1.9612218,0.9294106,0.8951009,0.0343097
41,0.2418371,0.43561995,"('unforgiving', 'forgiving')",-0.62439394,-0.5160288,-0.009115169,0.054517306,-0.1305573,-0.0086305,-0.1219268
47,-0.23463921,-0.17271134,"('stupid', 'smart')",0.6314334,0.71367407,5.4861994,5.5018735,1.9609979,2.0142787,-0.0532808
54,0.21602273,0.2145811,"('incapable', 'capable')",-0.1679367,-0.26924092,1.222406,1.3055005,0.4234974,0.4169469,0.0065505
49,-0.16709307,-0.09034626,"('unable', 'able')",0.54018915,0.6781169,0.1562417,0.22336301,0.1764459,0.2703779,-0.093932
86,-0.12673102,-0.07304168,"('uninfluential', 'influential')",-0.2488288,-0.29767415,-0.12532315,-0.23975131,-0.166961,-0.203489,0.036528
33,-0.12499447,-0.15939444,"('wrong', 'right')",-0.03622705,-0.03413342,-0.4279395,-0.3188529,-0.196387,-0.1707936,-0.0255934
32,-0.12488815,-0.0020449758,"('unkind', 'kind')",-0.33736998,-0.2522003,0.7689663,0.8749896,0.1022361,0.2069148,-0.1046787
79,-0.10091208,-0.48792303,"('wavering', 'unwavering')",-1.9668705,-2.1514711,0.11506501,0.03062195,-0.6509059,-0.8695908,0.2186849
71,-0.061343648,-0.06539584,"('diffident', 'self-confident')",0.78042966,0.7495823,0.48021233,0.53235406,0.3997661,0.4055135,-0.0057474
64,0.04277537,0.13981143,"('shy', 'confident')",0.60139674,0.6159629,-6.1358852,-6.2634096,-1.830571,-1.8358784,0.0053074
34,0.011725914,0.047036774,"('mean', 'honorable')",0.23917128,0.13085562,5.8681226,5.7273026,2.0396733,1.9683983,0.071275
