,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
7,-0.83178383,-1.1872916,"('insensitive', 'sensitive')",0.4018439,-0.021686567,-0.21497,-0.6044891,0.3895191
10,-0.80044174,-0.8523459,"('unsympathetic', 'sympathetic')",-0.49882525,-0.7830972,-0.6496335,-0.8177215,0.168088
36,-0.8000013,-0.501251,"('hostile', 'amicable')",-0.3510427,-0.4300208,-0.575522,-0.4656359,-0.1098861
54,-0.7941261,-0.39993823,"('incapable', 'capable')",0.5716677,0.82311547,-0.1112292,0.2115886,-0.3228178
60,0.7757656,0.69224095,"('inefficient', 'efficient')",0.34681493,0.30774245,0.5612903,0.4999917,0.0612986
51,-0.7649927,-0.49672028,"('uneducated', 'educated')",0.41560376,0.35422263,-0.1746945,-0.0712488,-0.1034457
18,-0.7644336,-0.60029566,"('disagreeable', 'welcoming')",-0.4022414,-0.5721905,-0.5833375,-0.5862431,0.0029056
38,-0.75668883,-0.8387546,"('untruthful', 'truthful')",-0.11542775,-0.11724195,-0.4360583,-0.4779983,0.04194
58,-0.75633264,-0.88307583,"('undiscriminating', 'discriminating')",0.37273648,0.0898598,-0.1917981,-0.396608,0.2048099
87,0.7350256,0.5051013,"('unsuccessful', 'successful')",1.1246452,1.0358261,0.9298354,0.7704637,0.1593717
44,0.72462064,0.7841385,"('prejudiced', 'unprejudiced')",-1.4943509,-1.2787127,-0.3848651,-0.2472871,-0.137578
82,-0.7026512,-0.115429185,"('poor', 'rich')",6.0514684,6.0813127,2.6744087,2.9829416,-0.3085329
62,0.6933014,0.60679275,"('incompetent', 'brilliant')",0.7986651,0.7636646,0.7459832,0.6852287,0.0607545
2,0.6451505,1.1043684,"('unlikable', 'likable')",0.6866506,0.8614194,0.6659005,0.9828939,-0.3169934
81,0.64040637,0.4312725,"('submissive', 'aggressive')",-0.40084475,-0.14987186,0.1197808,0.1407003,-0.0209195
84,0.6263383,0.5340926,"('inferior', 'superior')",1.0924107,1.1099205,0.8593745,0.8220066,0.0373679
80,0.62150323,0.2090885,"('dominated', 'dominating')",-0.74447316,-0.8588714,-0.061485,-0.3248914,0.2634064
14,0.5844343,0.6913503,"('antisocial', 'social')",0.20789382,0.14922008,0.3961641,0.4202852,-0.0241211
33,-0.5783606,-0.69052064,"('wrong', 'right')",-0.5451951,-0.73697114,-0.5617778,-0.7137459,0.1519681
12,-0.55171865,-0.68505704,"('unsupportive', 'supportive')",-1.936012,-2.0497496,-1.2438654,-1.3674033,0.1235379
32,-0.53768194,-0.5460423,"('unkind', 'kind')",0.36377504,0.4307516,-0.0869534,-0.0576454,-0.029308
63,-0.53517246,-0.8543349,"('unperceptive', 'insightful')",0.8930241,0.457312,0.1789258,-0.1985115,0.3774373
35,-0.5098363,-0.49228972,"('corrupt', 'incorrupt')",-0.39233297,-0.518432,-0.4510846,-0.5053608,0.0542762
88,-0.5048186,-0.59857994,"('low', 'eminent')",-0.38942316,-0.34138778,-0.4471209,-0.4699839,0.022863
69,0.49462152,0.13676566,"('lazy', 'industrious')",-0.38009968,-0.457033,0.0572609,-0.1601337,0.2173946
85,-0.49129024,-0.17323895,"('insignificant', 'prestigious')",-0.11212447,-0.1967061,-0.3017074,-0.1849725,-0.1167349
42,0.48871312,0.8062102,"('unreliable', 'reliable')",-3.060973,-2.7919786,-1.28613,-0.9928842,-0.2932458
41,-0.48483682,-0.5886399,"('unforgiving', 'forgiving')",-0.104466856,-0.39474365,-0.2946518,-0.4916918,0.19704
64,0.48237398,0.347011,"('shy', 'confident')",-6.2508607,-5.860507,-2.8842432,-2.756748,-0.1274952
24,-0.46329957,-0.8264226,"('dishonest', 'honest')",0.52181214,0.33526513,0.0292563,-0.2455787,0.274835
76,0.44758406,0.76116985,"('anxious', 'daring')",-0.14458106,0.09165372,0.1515015,0.4264118,-0.2749103
39,0.43598142,-0.06930241,"('exploitative', 'cooperative')",-0.08724528,-0.22672899,0.1743681,-0.1480157,0.3223838
71,-0.42581528,-0.5084939,"('diffident', 'self-confident')",0.3661486,0.11900182,-0.0298333,-0.194746,0.1649127
78,-0.41606697,-0.1044711,"('nonresilient', 'resilient')",0.27538246,0.16073051,-0.0703423,0.0281297,-0.098472
37,-0.4128338,-0.8518121,"('fake', 'genuine')",0.22299945,-0.1697152,-0.0949172,-0.5107636,0.4158464
29,-0.4098739,-0.5025295,"('unfair', 'fair')",-0.35359105,-0.5122498,-0.3817325,-0.5073897,0.1256572
15,-0.40983623,-0.38851678,"('boring', 'funny')",0.03771103,0.107750475,-0.1860626,-0.1403832,-0.0456794
27,-0.39854798,-0.6971295,"('hardhearted', 'softhearted')",1.171546,0.59209025,0.386499,-0.0525196,0.4390186
67,0.35074475,0.28910288,"('doubtful', 'determined')",-0.22969577,-0.14318465,0.0605245,0.0729591,-0.0124346
59,-0.3354739,-0.6366079,"('foolish', 'wise')",-0.01421635,-0.14718844,-0.1748451,-0.3918982,0.2170531
70,-0.33194992,-0.27690834,"('lethargic', 'energetic')",0.25340506,0.20134953,-0.0392724,-0.0377794,-0.001493
46,-0.32396752,-0.24526304,"('uncompetitive', 'competitive')",-0.8640673,-0.84339464,-0.5940174,-0.5443288,-0.0496886
17,-0.319047,-0.5232436,"('nasty', 'nice')",-0.8025642,-0.8064786,-0.5608056,-0.6648611,0.1040555
61,-0.31639892,-0.6166874,"('illogical', 'logical')",0.6129756,0.3726596,0.1482883,-0.1220139,0.2703022
16,-0.31477997,-0.044685684,"('unpopular', 'popular')",0.34464657,0.56558967,0.0149333,0.260452,-0.2455187
50,-0.30692503,-0.038600992,"('clumsy', 'skillful')",-0.02632194,-0.14186671,-0.1666235,-0.0902339,-0.0763896
68,-0.29063258,-0.53999966,"('dependent', 'independent')",-0.49682394,-0.6557908,-0.3937283,-0.5978953,0.204167
55,0.28623855,0.28289476,"('incompetent', 'clever')",0.32910895,0.19062525,0.3076738,0.23676,0.0709138
77,-0.25318646,-0.20401916,"('unmotivated', 'motivated')",-0.771159,-0.71597856,-0.5121727,-0.4599988,-0.0521739
72,-0.25218973,-0.0044887476,"('unambitious', 'ambitious')",-0.36274195,-0.30054635,-0.3074659,-0.1525175,-0.1549484
56,0.22614613,0.09609206,"('impractical', 'practical')",-0.31986675,-0.2613213,-0.0468603,-0.0826146,0.0357543
45,-0.22316357,-0.56268364,"('incompetent', 'competent')",0.061601087,-0.29219332,-0.0807812,-0.4274385,0.3466573
34,-0.21388151,-0.4050515,"('mean', 'honorable')",5.52671,5.332262,2.6564143,2.4636052,0.1928091
49,-0.21335487,-0.06265645,"('unable', 'able')",-0.3985257,-0.32557842,-0.3059403,-0.1941174,-0.1118229
0,-0.21244486,-0.6312294,"('unsociable', 'sociable')",-0.12527883,-0.46308145,-0.1688618,-0.5471554,0.3782936
25,0.20738873,0.322335,"('egoistic', 'altruistic')",1.1598976,1.1528428,0.6836432,0.7375889,-0.0539457
47,-0.17200191,-0.2331467,"('stupid', 'smart')",5.251889,4.9013157,2.5399437,2.3340845,0.2058592
20,-0.15791458,-0.2281757,"('rough', 'thoughtful')",0.86763895,0.64523196,0.3548622,0.2085281,0.1463341
40,0.14883643,0.05257008,"('stingy', 'generous')",-1.6964089,-2.07287,-0.7737862,-1.01015,0.2363638
75,0.13563839,0.46518996,"('meek', 'impulsive')",-0.5976155,-0.28816015,-0.2309885,0.0885149,-0.3195034
3,0.12312323,0.24750856,"('repellent', 'pleasant')",0.55646193,0.67809224,0.3397926,0.4628004,-0.1230078
74,-0.09481136,-0.06497685,"('undedicated', 'dedicated')",-0.4202419,-0.52296335,-0.2575266,-0.2939701,0.0364435
22,-0.089555204,-0.3418454,"('untrustworthy', 'trustworthy')",-1.0403966,-1.3319339,-0.5649759,-0.8368896,0.2719137
65,-0.08505698,-0.1591186,"('insecure', 'secure')",-0.35426295,-0.3087902,-0.21966,-0.2339544,0.0142944
21,-0.072517134,-0.17262751,"('immoral', 'moral')",-0.39132446,-0.4554346,-0.2319208,-0.3140311,0.0821103
48,0.05590292,-0.081320465,"('unintelligent', 'intelligent')",0.7957098,0.6524666,0.4258063,0.2855731,0.1402332
26,-0.055722527,-0.08857045,"('hardhearted', 'benevolent')",1.327414,1.04926,0.6358458,0.4803448,0.155501
4,0.03965269,0.13314754,"('disliked', 'liked')",-6.63563,-6.3110747,-3.2979887,-3.0889635,-0.2090252
13,-0.033531394,-0.34159476,"('impolite', 'polite')",-0.43564308,-0.6147526,-0.2345872,-0.4781737,0.2435865
83,0.018075056,-0.2591285,"('powerless', 'powerful')",-0.91374266,-1.1103961,-0.4478338,-0.6847624,0.2369286
