,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-1.8713102,-1.8991486,"('distant', 'open')",-0.47332034,-0.79823303,-1.1723152,-1.3486907,0.1763755
19,-1.7974914,-1.6793047,"('inhospitable', 'hospitable')",-0.57110924,-0.5901323,-1.1843003,-1.1347185,-0.0495818
86,-1.5031047,-1.7449434,"('uninfluential', 'influential')",-0.28982157,-0.77231354,-0.8964632,-1.2586285,0.3621653
53,-1.4369451,-1.2548966,"('uncreative', 'creative')",0.3290118,0.21906015,-0.5539666,-0.5179182,-0.0360484
9,-1.3318354,-1.4623913,"('unaffectionate', 'caring')",1.0952544,0.7589412,-0.1182905,-0.351725,0.2334345
1,-1.2772124,-1.4489214,"('unfriendly', 'friendly')",1.3686022,0.97077674,0.0456949,-0.2390724,0.2847673
79,-1.2608043,-0.96120805,"('wavering', 'unwavering')",-0.57951725,-0.6177698,-0.9201608,-0.7894889,-0.1306719
8,-1.2431525,-1.004062,"('unaffectionate', 'affectionate')",0.6069911,0.45420185,-0.3180807,-0.2749301,-0.0431506
57,-1.2253608,-1.284098,"('unimaginative', 'imaginative')",-3.3055215,-3.2686193,-2.2654412,-2.2763586,0.0109174
5,-1.1654665,-1.2057896,"('distant', 'outgoing')",-0.42477477,-0.53935325,-0.7951207,-0.8725714,0.0774507
31,-1.137877,-1.2448195,"('evil', 'good')",-0.81409174,-1.0516964,-0.9759843,-1.148258,0.1722737
23,-1.0887456,-1.2663938,"('insincere', 'sincere')",5.5682297,5.15753,2.239742,1.9455681,0.2941739
73,0.9687584,0.8303712,"('helpless', 'self-reliant')",-3.0858264,-2.9444957,-1.058534,-1.0570623,-0.0014717
28,-0.95064056,-1.2270929,"('disloyal', 'loyal')",0.80155003,0.54646814,-0.0745453,-0.3403124,0.2657671
52,-0.92148817,-1.1786373,"('irrational', 'rational')",-0.16428499,-0.26281378,-0.5428866,-0.7207255,0.1778389
43,-0.9147447,-1.0067594,"('irresponsible', 'responsible')",0.29139155,0.23256347,-0.3116766,-0.387098,0.0754214
11,-0.895832,-1.2737464,"('unhelpful', 'helpful')",1.5882883,1.4957685,0.3462282,0.1110111,0.2352171
30,0.8630662,0.7926744,"('intolerant', 'tolerant')",0.9411495,0.9576321,0.9021078,0.8751533,0.0269545
66,-0.8545569,-1.0404167,"('inactive', 'active')",0.44156832,0.11903725,-0.2064943,-0.4606897,0.2541954
