,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
87,1.6261171,1.4746312,"('unsuccessful', 'successful')",0.7096269,0.65015185,0.17257763,-0.09645337,0.5013416,0.2600398,0.7524158,0.5720924,0.1803234
25,-1.4913642,-1.6028537,"('egoistic', 'altruistic')",0.446858,0.33623302,0.12058635,0.1713486,1.3549337,1.0562689,0.1077534,-0.0097508,0.1175042
39,1.2889581,1.2834798,"('exploitative', 'cooperative')",0.7732969,0.84242755,0.5141344,0.50121206,0.6242556,0.66700274,0.8001612,0.8235306,-0.0233694
79,-1.2746582,-1.2073456,"('wavering', 'unwavering')",-0.099924445,-0.07888145,0.49224225,0.5677888,-0.5844852,-0.7845713,-0.3667064,-0.3757524,0.009046
28,-1.1426916,-1.2429848,"('disloyal', 'loyal')",-0.56966186,-0.7333368,-1.5671302,-1.6603969,0.912728,0.7713924,-0.5916889,-0.7163315,0.1246426
5,-1.134771,-0.91357356,"('distant', 'outgoing')",0.5248618,0.69437134,1.3374112,1.5753505,-0.5366575,-0.88891983,0.0477111,0.1168071,-0.069096
35,-1.1099685,-1.0686585,"('corrupt', 'incorrupt')",0.23788218,0.22326836,2.1519434,2.312848,-0.7176271,-1.133645,0.1405575,0.0834532,0.0571043
6,-1.0885305,-1.0004034,"('distant', 'open')",0.46339992,0.5174325,1.0614747,1.2312312,-0.24292624,-0.72101396,0.0483544,0.0068116,0.0415428
73,1.0598029,1.3500276,"('helpless', 'self-reliant')",0.3914807,0.55710757,0.53597194,0.5113553,-3.6580696,-3.7175667,-0.4177035,-0.3247691,-0.0929344
60,1.0371777,1.1623952,"('inefficient', 'efficient')",0.02801413,0.17771071,-1.5142255,-1.5392445,0.31824872,0.9259435,-0.0326962,0.1817012,-0.2143974
3,-1.0185181,-1.123567,"('repellent', 'pleasant')",-1.3905053,-1.6956475,-1.539849,-1.6277751,0.6053729,0.71625084,-0.8358749,-0.9326847,0.0968098
47,1.0124103,1.118627,"('stupid', 'smart')",0.05638543,0.21512946,-0.124055155,-0.01316281,5.3125205,5.3502064,1.5643153,1.6677001,-0.1033848
8,-0.9133768,-0.9322747,"('unaffectionate', 'affectionate')",-0.10383569,0.017694842,-1.936671,-1.791656,0.4201712,0.011943981,-0.6334281,-0.673573,0.0401449
55,0.8674658,0.86304325,"('incompetent', 'clever')",-0.29847327,-0.36092445,-1.2022973,-1.3443481,0.4367497,0.7607387,-0.0491388,-0.0203726,-0.0287662
18,-0.83891654,-0.71254855,"('disagreeable', 'welcoming')",0.57716256,0.6773347,-0.97913104,-0.7809484,-0.81689787,-0.98330426,-0.5144457,-0.4498666,-0.0645791
46,0.81175935,0.7934444,"('uncompetitive', 'competitive')",-0.17521909,-0.29768127,-1.9564754,-2.0757864,-0.37323812,0.091694236,-0.4232933,-0.3720823,-0.051211
31,-0.8039513,-0.90986025,"('evil', 'good')",0.3335687,0.18166372,0.5242223,0.6530884,-1.0243913,-1.5866677,-0.2426379,-0.415444,0.1728061
80,0.80130935,0.55623674,"('dominated', 'dominating')",-0.958904,-1.1396779,-0.3476426,-0.65399754,-0.8970886,-0.72475934,-0.3505815,-0.4905495,0.139968
51,0.7808628,0.7656533,"('uneducated', 'educated')",-0.24186793,-0.33039236,-1.4332621,-1.4962025,0.24920788,0.46205324,-0.1612648,-0.1497221,-0.0115427
19,-0.7803008,-0.7688457,"('inhospitable', 'hospitable')",-0.065921634,-0.14043128,0.14865154,0.20790297,-0.4144792,-0.5542101,-0.2780125,-0.313896,0.0358835
58,0.758846,0.72242486,"('undiscriminating', 'discriminating')",-0.22617294,-0.44920713,-1.4159285,-1.4946486,0.010355439,-0.16614461,-0.218225,-0.3468938,0.1286688
77,-0.7560597,-0.7857283,"('unmotivated', 'motivated')",0.19160028,0.08757821,-1.1423823,-1.2723684,-0.87827724,-0.5994377,-0.6462798,-0.6424891,-0.0037907
36,-0.7524855,-0.7742935,"('hostile', 'amicable')",0.65270954,0.5759546,0.6304869,0.72626984,-0.16540484,-0.6683263,0.0913265,-0.0350988,0.1264253
83,0.745626,0.7247928,"('powerless', 'powerful')",0.14932615,0.17763545,-0.42066106,-0.42325762,-1.0210955,-0.80156964,-0.1367011,-0.0805998,-0.0561013
64,0.70345694,0.650895,"('shy', 'confident')",-0.023215547,-0.23732251,-0.8664924,-0.87048095,-6.4949923,-6.0378404,-1.6703109,-1.6236873,-0.0466236
11,0.68911576,0.6439087,"('unhelpful', 'helpful')",0.41110098,0.50210977,-1.4488467,-1.4797472,1.6899563,1.9360939,0.3353316,0.4005913,-0.0652597
74,0.6793435,0.88265157,"('undedicated', 'dedicated')",0.35215038,0.4529339,-0.2024566,-0.16198796,0.2773208,0.3410839,0.2765895,0.3786704,-0.1020809
62,0.6602946,0.65225387,"('incompetent', 'brilliant')",-0.63095045,-0.66194147,-1.4586164,-1.525678,-0.025476167,0.35913727,-0.3636871,-0.2940571,-0.06963
56,0.64345163,0.894719,"('impractical', 'practical')",-0.25766066,-0.11695803,-0.75660884,-0.6683526,-0.32530916,0.10224042,-0.1740318,0.0529122,-0.226944
54,-0.64181584,-0.6612197,"('incapable', 'capable')",0.6012571,0.61084497,-0.7007003,-0.6420119,0.64237255,0.5357609,-0.0247216,-0.0391564,0.0144348
65,0.6166966,0.63274854,"('insecure', 'secure')",-0.63785464,-0.7700958,-1.0391667,-1.1723086,0.23819306,0.65826905,-0.2055329,-0.1628467,-0.0426862
21,0.6063242,0.4512145,"('immoral', 'moral')",0.03441622,-0.12287635,-1.0724976,-1.140048,-0.6441654,-0.2661131,-0.2689807,-0.2694557,0.000475
32,0.5949853,0.60922384,"('unkind', 'kind')",0.15100066,0.33369982,-0.85748565,-0.77663034,0.8568016,1.0034403,0.1863255,0.2924334,-0.1061079
43,0.5821086,0.56673646,"('irresponsible', 'responsible')",-0.18368813,-0.19586581,-2.0041611,-2.0090544,0.6086995,0.84107584,-0.2492603,-0.199277,-0.0499833
48,-0.56600106,-0.6908127,"('unintelligent', 'intelligent')",-0.37211746,-0.4542297,-2.0923767,-2.1360815,-0.1943539,0.065341234,-0.8062122,-0.8039457,-0.0022665
71,0.55979824,0.46875218,"('diffident', 'self-confident')",1.9880636,2.040902,0.881064,0.91236305,0.5428265,0.40546757,0.992938,0.9568712,0.0360668
22,0.49479598,0.38673556,"('untrustworthy', 'trustworthy')",-0.4851884,-0.6348345,-0.8907737,-0.9654042,-0.67417544,-0.45434785,-0.3888354,-0.4169627,0.0281273
2,0.4837303,0.5163347,"('unlikable', 'likable')",0.20755021,0.16014439,-1.0491272,-0.9920733,0.10553026,0.13142002,-0.0630791,-0.0460435,-0.0170356
