,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
23,0.47495794,0.41523665,"('insincere', 'sincere')",0.3436372,0.36617562,-1.5860982,-1.6677326,6.088898,6.166139,1.3303487,1.3199546,0.0103941
69,-0.42866603,-0.42036596,"('lazy', 'industrious')",1.3295941,1.3602574,1.8334401,1.8747476,-1.0591002,-1.450969,0.418817,0.3409175,0.0778995
17,-0.4178455,-0.52598476,"('nasty', 'nice')",0.3237272,0.31688362,0.18817571,0.16385902,-0.7505542,-0.7683311,-0.1641242,-0.2033933,0.0392691
27,-0.40936342,-0.5874457,"('hardhearted', 'softhearted')",0.6829999,0.6149336,0.1752945,0.2827137,0.9322698,0.5224813,0.3453002,0.2081707,0.1371295
40,-0.40760523,-0.43179497,"('stingy', 'generous')",-0.1839089,-0.2568009,-1.1388632,-1.231258,-2.454551,-2.7872298,-1.0462321,-1.1767709,0.1305388
63,0.3488462,0.116822734,"('unperceptive', 'insightful')",-0.20560753,-0.37919408,-1.4733127,-1.5318526,0.42698446,0.62277067,-0.2257724,-0.2928633,0.0670909
42,-0.34336004,0.14700736,"('unreliable', 'reliable')",-0.45634207,-0.24558187,-0.20952845,-0.0063697807,-3.2536082,-2.848996,-1.0657097,-0.738485,-0.3272247
45,0.33698982,0.36161053,"('incompetent', 'competent')",-0.2982415,-0.45094323,-1.9439968,-2.057533,-0.19465765,-0.2442995,-0.5249765,-0.5977913,0.0728148
70,-0.30060914,-0.27207667,"('lethargic', 'energetic')",-1.1671482,-1.1988653,-0.8749057,-0.8973887,0.7271869,0.94967467,-0.403869,-0.354664,-0.049205
7,0.29165274,0.19643113,"('insensitive', 'sensitive')",0.11243774,0.0667522,-1.9458737,-2.0303555,0.340207,0.29949453,-0.3003941,-0.3669194,0.0665253
84,0.2915295,0.27239934,"('inferior', 'superior')",0.6042965,0.5842894,0.625744,0.5012635,0.9458394,0.8720767,0.6168523,0.5575072,0.0593451
61,-0.27921206,-0.5507905,"('illogical', 'logical')",-0.1848862,-0.46974376,-1.251663,-1.3087207,0.06825527,-0.14248537,-0.4118765,-0.6179351,0.2060586
10,-0.2766441,-0.31306243,"('unsympathetic', 'sympathetic')",-0.743107,-0.8927393,-2.8371878,-3.0842693,-0.07890231,0.1316103,-0.9839603,-1.0396152,0.0556549
76,-0.27434635,0.051711865,"('anxious', 'daring')",-0.64345914,-0.47077385,-0.35035414,-0.4165297,0.108739115,0.5016903,-0.2898551,-0.0834753,-0.2063798
82,-0.2564961,-0.017878365,"('poor', 'rich')",-1.396286,-1.2048588,-0.9031854,-0.806501,6.2043524,6.1125784,0.9120962,1.020835,-0.1087388
67,0.25501072,0.4226695,"('doubtful', 'determined')",-0.45892578,-0.43140772,0.29025686,0.30095553,-0.55293036,-0.5222619,-0.1166471,-0.0575112,-0.0591359
52,-0.2508876,-0.580978,"('irrational', 'rational')",0.7433964,0.61323774,-0.42637753,-0.43778914,-0.29110503,-0.780465,-0.0562434,-0.2964986,0.2402552
49,0.23408906,0.31348416,"('unable', 'able')",0.838586,0.7857472,-0.19018881,-0.10870054,-0.33938238,-0.25327346,0.135776,0.1843143,-0.0485383
12,0.22837351,0.37219608,"('unsupportive', 'supportive')",1.142745,1.2714291,-2.0798037,-1.9947273,-1.9581243,-1.8709664,-0.6667024,-0.5555171,-0.1111853
88,0.22608237,0.17486733,"('low', 'eminent')",-0.10201074,-0.11772844,-0.38479936,-0.36207086,-0.14614315,0.0053013116,-0.1017177,-0.0749077,-0.02681
37,0.22383621,0.12609741,"('fake', 'genuine')",0.4993664,0.40937167,-0.43723774,-0.5218665,0.13933328,-0.012541402,0.1063245,0.0002653,0.1060592
30,0.21319577,0.3060408,"('intolerant', 'tolerant')",-0.20346966,-0.2009806,-1.1059116,-1.092442,0.25805244,0.6006985,-0.2095332,-0.0966708,-0.1128624
68,-0.20552899,-0.400417,"('dependent', 'independent')",-0.3154631,-0.5336918,0.23788401,0.19348814,-1.1601081,-1.2000362,-0.3608041,-0.4851642,0.1243601
41,0.18829879,0.146764,"('unforgiving', 'forgiving')",0.26172382,0.15983455,-2.090898,-2.0802035,-0.2289265,-0.30883056,-0.4674505,-0.5206089,0.0531584
24,0.17451338,0.02726017,"('dishonest', 'honest')",-0.61938244,-0.7464083,-1.2678733,-1.3292874,0.5804041,0.4033911,-0.2830846,-0.4112611,0.1281765
85,0.17435274,0.14789894,"('insignificant', 'prestigious')",1.7151285,1.789451,0.5102995,0.5494311,-0.36468133,-0.8956579,0.5087749,0.3977808,0.1109941
81,0.1583214,0.09644395,"('submissive', 'aggressive')",-0.35370967,-0.28795728,-1.115729,-1.3245724,-0.64578533,-0.29535598,-0.4892257,-0.4528604,-0.0363653
78,-0.14989217,-0.380382,"('nonresilient', 'resilient')",1.0828242,0.93909657,-0.16153255,-0.18434395,0.3274804,0.47595394,0.27472,0.2125811,0.0621389
38,0.14610402,0.02142934,"('untruthful', 'truthful')",0.0705922,0.10579346,-1.25449,-1.1888714,-0.4205832,-0.41149774,-0.3645942,-0.3682866,0.0036924
0,-0.14574055,-0.31375736,"('unsociable', 'sociable')",-0.09830262,-0.22959268,-1.9588789,-2.1020327,-0.025675355,0.17623901,-0.5571494,-0.6172859,0.0601365
9,0.14527224,0.046383835,"('unaffectionate', 'caring')",0.822,0.84498715,-1.458355,-1.414539,1.137141,0.8614591,0.1615146,0.0845728,0.0769418
33,-0.14361823,-0.20220643,"('wrong', 'right')",0.33546048,0.30538687,0.8607625,0.8140212,-0.6769016,-1.0088335,0.0939258,-0.022908,0.1168338
15,0.13011605,0.010890013,"('boring', 'funny')",0.9019524,0.91308707,1.6916543,1.7490118,0.2376862,0.26406497,0.7403523,0.7342635,0.0060888
57,0.12588078,0.26267514,"('unimaginative', 'imaginative')",-0.77248037,-0.83622855,-1.6950119,-1.7427665,-3.156207,-2.9164743,-1.3744546,-1.3081986,-0.066256
50,-0.09948603,-0.052050527,"('clumsy', 'skillful')",0.2461927,0.2833576,0.16070545,0.2661519,-0.11845295,-0.10989079,0.0472398,0.096892,-0.0496522
86,-0.08789411,-0.3716513,"('uninfluential', 'influential')",-0.34908077,-0.63588417,-2.2718523,-2.413675,-0.40287352,-0.52990305,-0.7779251,-0.9877784,0.2098533
1,-0.07690519,-0.23317984,"('unfriendly', 'friendly')",1.5958965,1.5373911,-0.84603566,-0.7613253,1.5929918,1.138034,0.5664868,0.42023,0.1462568
44,0.074750654,0.19194433,"('prejudiced', 'unprejudiced')",-0.4907313,-0.3045662,1.2434212,1.3268845,-1.3905692,-1.2704285,-0.1407822,-0.0140415,-0.1267407
53,-0.071603104,0.12009078,"('uncreative', 'creative')",-0.28571117,-0.18075925,-0.79565436,-0.7248251,0.8298492,0.79160637,-0.0807799,0.0015282,-0.0823081
26,0.06105388,0.1003277,"('hardhearted', 'benevolent')",0.70503837,0.83918166,-0.48427305,-0.47329026,1.3263749,1.0919472,0.4020485,0.3895416,0.0125069
13,0.056841545,0.015807658,"('impolite', 'polite')",-0.4085124,-0.42323786,-1.1233301,-1.1486942,-0.38519594,-0.20802388,-0.4650492,-0.4410371,-0.0240121
66,-0.052019015,-0.053926818,"('inactive', 'active')",-0.599327,-0.6938055,0.5821769,0.52767843,0.4449709,-0.070111476,0.0939505,-0.0725413,0.1664918
59,0.04896337,-0.099943265,"('foolish', 'wise')",0.792072,0.8335934,0.88444036,0.9548235,-0.2566991,-0.6374619,0.3671942,0.262753,0.1044412
29,-0.047997147,-0.002917909,"('unfair', 'fair')",-0.00057542324,-0.066527,0.15556443,0.2103443,-0.81089264,-1.0340575,-0.1759752,-0.2232895,0.0473143
14,-0.03876718,-0.04876174,"('antisocial', 'social')",-0.42087865,-0.5321738,-1.7931738,-1.8709538,-0.27484557,-0.17026949,-0.6319163,-0.6555397,0.0236234
72,-0.03470081,0.2698702,"('unambitious', 'ambitious')",-1.2127572,-0.9374538,-2.1219559,-2.0659583,-0.6218083,-0.4490565,-0.9978055,-0.7956496,-0.2021559
75,0.03056639,0.20920852,"('meek', 'impulsive')",-0.24444453,-0.10764235,0.61366934,0.754888,-0.8840576,-0.92595965,-0.1210666,-0.0173764,-0.1036902
4,0.03009909,0.18223967,"('disliked', 'liked')",-0.17306794,-0.23035894,0.1853644,0.22757003,-7.5252247,-7.5423865,-1.8707073,-1.840734,-0.0299733
34,-0.02346902,-0.06255225,"('mean', 'honorable')",0.34721643,0.31383204,-0.30146408,-0.23994036,5.4621806,5.299074,1.3711159,1.3276035,0.0435124
16,-0.012601994,0.0064282343,"('unpopular', 'popular')",0.5269888,0.6894995,0.4979778,0.6367322,-0.041531295,-0.18298255,0.2427083,0.2874193,-0.044711
20,0.0045225173,0.0017261803,"('rough', 'thoughtful')",0.46707082,0.38198733,-0.182885,-0.25645486,0.48854846,0.37738237,0.1943142,0.1261603,0.0681539
