,tjx_male,tjx_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
30,0.5854585,0.41688094,"('intolerant', 'tolerant')",2.6066494,2.0626273,0.91640127,0.98673093,1.369503,1.155413,0.21409
25,-0.5696072,-0.4898818,"('egoistic', 'altruistic')",0.24957174,0.30080605,1.3259199,1.2611357,0.3352948,0.3573533,-0.0220585
32,-0.5668296,-0.5895188,"('unkind', 'kind')",1.1401272,0.8021361,1.3004978,1.2530878,0.6245984,0.4885684,0.13603
85,-0.5575404,-0.526794,"('insignificant', 'prestigious')",-0.9066097,-0.91366893,-0.08890113,-0.3263445,-0.5176838,-0.5889358,0.071252
22,0.5432436,0.5042695,"('untrustworthy', 'trustworthy')",1.0571526,0.9046051,-0.57390904,-0.31771436,0.3421624,0.3637201,-0.0215577
40,-0.5370011,-0.40282643,"('stingy', 'generous')",0.56977457,0.7913982,-0.7042668,-0.47666958,-0.2238311,-0.0293659,-0.1944652
87,0.51044506,0.4223159,"('unsuccessful', 'successful')",2.1547182,1.9172143,0.9775088,1.0211502,1.214224,1.1202269,0.0939971
80,0.47712675,0.47643417,"('dominated', 'dominating')",1.6188754,1.4479157,-0.686169,-0.51551664,0.4699444,0.469611,0.0003334
13,0.45453042,0.2401841,"('impolite', 'polite')",1.1228234,0.6760353,0.2541346,0.10960093,0.6104961,0.3419401,0.268556
81,0.4458037,0.13273266,"('submissive', 'aggressive')",2.1480432,1.3754001,0.0756391,-0.17279741,0.8898286,0.4451118,0.4447168
69,-0.44280976,-0.32548216,"('lazy', 'industrious')",-1.1150434,-0.7348402,-1.2799468,-1.297058,-0.9459333,-0.7857935,-0.1601398
64,0.43921062,0.35513774,"('shy', 'confident')",1.0838771,0.94695014,-6.038523,-6.080031,-1.5051451,-1.5926477,0.0875026
5,-0.43403494,-0.09291686,"('distant', 'outgoing')",-1.7939768,-1.3121178,-0.67870915,-0.47804588,-0.9689069,-0.6276935,-0.3412134
21,0.43202552,0.096490696,"('immoral', 'moral')",1.8464597,1.3202443,-0.50391096,-0.5696912,0.5915248,0.282348,0.3091768
19,-0.40108117,-0.2500622,"('inhospitable', 'hospitable')",-1.1716092,-1.0121338,-0.2849295,-0.15835157,-0.6192066,-0.4735159,-0.1456907
34,-0.3743708,-0.5389798,"('mean', 'honorable')",0.86493146,0.60583746,6.186345,6.0203967,2.2256352,2.0290848,0.1965504
77,-0.37121758,-0.7340621,"('unmotivated', 'motivated')",0.3626738,0.0768307,-1.1267276,-1.2437068,-0.3784238,-0.6336461,0.2552223
84,0.3594791,0.34867057,"('inferior', 'superior')",-0.5658531,-0.46101743,0.24843091,0.36711016,0.014019,0.0849211,-0.0709021
55,0.350254,-0.012482619,"('incompetent', 'clever')",2.2490418,1.6940451,0.57998735,0.5946771,1.059761,0.7587465,0.3010145
44,0.3354225,0.26585844,"('prejudiced', 'unprejudiced')",-0.8460206,-0.7605523,-1.3580133,-1.4951837,-0.6228704,-0.6632925,0.0404221
12,-0.31139398,-0.20900786,"('unsupportive', 'supportive')",1.327731,1.376652,-1.2267646,-1.0505525,-0.0701425,0.0390306,-0.1091731
20,-0.30624893,-0.2762027,"('rough', 'thoughtful')",-0.14757293,-0.09105724,0.5576513,0.7125744,0.0346098,0.1151048,-0.080495
58,-0.29989475,-0.35310197,"('undiscriminating', 'discriminating')",0.801458,0.8318982,0.24137884,0.3398465,0.2476474,0.2728809,-0.0252335
37,-0.29420215,-0.1668188,"('fake', 'genuine')",0.036058594,0.08883986,0.8603353,1.0752312,0.2007306,0.3324174,-0.1316868
4,0.28162962,0.43232495,"('disliked', 'liked')",-0.22569571,-0.054988004,-5.9467607,-5.731988,-1.9636089,-1.7848837,-0.1787252
41,-0.27849737,-0.45658293,"('unforgiving', 'forgiving')",0.32121295,0.09520323,0.20763561,0.11499868,0.0834504,-0.082127,0.1655774
75,0.26319093,0.45582595,"('meek', 'impulsive')",-1.3393302,-1.0048708,-0.6045694,-0.51602656,-0.5602362,-0.3550238,-0.2052124
68,-0.2527817,-0.30885395,"('dependent', 'independent')",-0.15118995,-0.22370133,-0.26041922,-0.16763169,-0.2214636,-0.2333957,0.0119321
29,0.23729186,0.46355608,"('unfair', 'fair')",-1.9474357,-1.7061651,-0.90002334,-0.7101489,-0.8700558,-0.6509193,-0.2191365
82,-0.23605573,-0.37192574,"('poor', 'rich')",0.9556983,0.5401636,6.518861,6.4573913,2.4128345,2.208543,0.2042915
71,-0.22188382,-0.09852618,"('diffident', 'self-confident')",-0.05642557,0.018820062,0.18436351,0.219962,-0.0313153,0.046752,-0.0780673
43,0.21207827,0.20532416,"('irresponsible', 'responsible')",0.8030137,0.5535867,0.8060509,0.8362592,0.6070476,0.5317233,0.0753243
51,0.20765996,-0.11031504,"('uneducated', 'educated')",1.671291,1.1128206,1.144313,1.031022,1.0077546,0.6778425,0.3299121
74,-0.20530012,-0.17680925,"('undedicated', 'dedicated')",1.3202127,1.1664008,0.65001583,0.648721,0.5883095,0.5461042,0.0422053
76,-0.20223342,-0.32230034,"('anxious', 'daring')",1.4526634,1.1068109,0.44518802,0.4762305,0.565206,0.420247,0.144959
24,0.15945369,0.35650986,"('dishonest', 'honest')",-0.19211599,-0.120770104,1.1994442,1.3418037,0.3889273,0.5258478,-0.1369205
52,0.14606838,0.17969184,"('irrational', 'rational')",-1.9201485,-1.8299469,-0.39693972,-0.52503353,-0.7236733,-0.7250962,0.0014229
7,-0.13749158,-0.16984701,"('insensitive', 'sensitive')",1.0495478,0.8548318,1.0571959,1.2718712,0.6564174,0.6522853,0.0041321
45,0.123142,0.084491,"('incompetent', 'competent')",1.3405765,1.1752993,-0.03171805,0.14886278,0.4773335,0.469551,0.0077825
16,-0.117954545,-0.27459037,"('unpopular', 'popular')",-1.0976309,-1.2788097,0.4390789,0.32101715,-0.2588355,-0.4107943,0.1519588
15,0.11495211,0.23492447,"('boring', 'funny')",-0.5865852,-0.6046792,0.24817961,0.3992641,-0.0744845,0.0098364,-0.0843209
70,0.08721427,0.014224365,"('lethargic', 'energetic')",1.8721652,1.4625219,1.2812325,1.3540598,1.080204,0.9436021,0.1366019
61,-0.06636141,-0.08030823,"('illogical', 'logical')",-0.3107744,-0.43689764,0.23406956,0.21310614,-0.0476888,-0.1013666,0.0536778
14,0.05178216,-0.18203817,"('antisocial', 'social')",2.0031385,1.5817145,-0.3687469,-0.41043246,0.5620579,0.329748,0.2323099
65,-0.047849953,-0.36541402,"('insecure', 'secure')",0.90673333,0.43488804,0.27062246,0.29493263,0.376502,0.1214689,0.2550331
17,-0.039743513,-0.111960344,"('nasty', 'nice')",-0.97836256,-1.0936306,-0.5530242,-0.65662485,-0.5237101,-0.6207386,0.0970285
83,-0.039147593,-0.15227388,"('powerless', 'powerful')",-0.14297509,-0.21055473,-0.87090194,-0.8484446,-0.3510082,-0.4037577,0.0527495
50,-0.039053716,-0.14991789,"('clumsy', 'skillful')",-0.7780389,-0.84179175,0.120898776,0.24769753,-0.2320646,-0.248004,0.0159394
47,0.038687497,0.1284644,"('stupid', 'smart')",0.4791478,0.29803377,5.0569763,5.0178223,1.8582705,1.8147736,0.0434969
63,0.03075746,-0.086319625,"('unperceptive', 'insightful')",2.146598,1.8645438,1.4220041,1.5877295,1.1997865,1.1219846,0.0778019
11,0.029997006,-0.19637421,"('unhelpful', 'helpful')",1.7266148,1.197151,2.791673,2.603277,1.5160948,1.2013512,0.3147436
3,0.029674955,-0.2757212,"('repellent', 'pleasant')",1.1319205,0.9397075,0.7929731,0.8396564,0.6515229,0.5012143,0.1503086
46,-0.024833027,-0.42309436,"('uncompetitive', 'competitive')",2.468541,2.0269442,0.026096854,-0.06633849,0.8232683,0.5125037,0.3107646
33,-0.01970376,0.22992262,"('wrong', 'right')",-0.8771768,-0.48647094,-0.6804004,-0.62055266,-0.5257603,-0.292367,-0.2333933
