,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
56,-1.2968531,-1.3374444,"('impractical', 'practical')",-0.42471227,-0.6086039,-1.1619077,-1.2134397,-1.2505674,-1.0862867,-1.0335101,-1.0614437,0.0279336
65,-1.259788,-1.1561991,"('insecure', 'secure')",-0.94746006,-0.91129595,-0.5770937,-0.557181,-0.8540789,-0.72047704,-0.9096051,-0.8362883,-0.0733168
28,-1.2040881,-1.5843172,"('disloyal', 'loyal')",-0.5297988,-0.63772494,-0.5495596,-0.7932687,0.07214121,-0.07797724,-0.5528263,-0.773322,0.2204957
9,1.1456716,0.85752213,"('unaffectionate', 'caring')",1.5618446,1.5730486,0.63726574,0.57931334,1.1570587,1.0886824,1.1254601,1.0246415,0.1008186
2,1.1290375,1.4899901,"('unlikable', 'likable')",0.5993173,0.78265136,1.3276868,1.4747112,0.74712354,0.89175344,0.9507913,1.1597764,-0.2089851
58,1.0819771,0.70699495,"('undiscriminating', 'discriminating')",0.5054516,0.25185227,0.7829735,0.653412,0.82477,0.7227532,0.7987931,0.5837531,0.21504
16,1.0785542,1.1533973,"('unpopular', 'popular')",0.1408593,0.2422514,1.2224649,1.3171836,0.81130636,0.82512474,0.8132962,0.8844893,-0.0711931
25,1.0783352,1.0945375,"('egoistic', 'altruistic')",1.4587873,1.6510715,1.2944006,1.3912532,1.8162421,1.8813152,1.4119413,1.5045444,-0.0926031
46,-1.077152,-1.3962425,"('uncompetitive', 'competitive')",-0.20818296,-0.39422455,-0.41786093,-0.5778128,-0.43762472,-0.5848129,-0.5352051,-0.7382732,0.2030681
11,-1.0265902,-0.9890947,"('unhelpful', 'helpful')",-0.9005068,-0.9938523,-1.5050362,-1.605294,1.6184306,1.6690193,-0.4534256,-0.4798054,0.0263798
42,1.003577,1.0774028,"('unreliable', 'reliable')",0.30034983,0.25700104,1.0213008,1.0680931,-2.7506194,-2.6920424,-0.1063479,-0.0723864,-0.0339615
21,-1.0002543,-0.88082874,"('immoral', 'moral')",-1.3237473,-1.412947,-0.59443575,-0.559436,-1.7733873,-1.7096672,-1.1729561,-1.1407198,-0.0322363
59,0.97346216,1.1264277,"('foolish', 'wise')",0.06883515,0.22825971,1.514827,1.681221,-0.09362812,-0.05214952,0.6158741,0.7459397,-0.1300656
76,-0.97163576,-0.7713835,"('anxious', 'daring')",-0.380148,-0.3461857,-0.08875313,0.004940912,-0.55444664,-0.34643224,-0.4987459,-0.3647651,-0.1339808
57,-0.94594896,-1.3529979,"('unimaginative', 'imaginative')",-1.1689563,-1.4561584,-0.8502756,-0.9798902,-3.207994,-3.2358086,-1.5432937,-1.7562139,0.2129202
40,0.927092,0.7380929,"('stingy', 'generous')",0.5834554,0.41383237,-0.15673076,-0.3405364,-2.0517418,-2.3128884,-0.1744813,-0.3753749,0.2008936
80,-0.9096111,-1.0048902,"('dominated', 'dominating')",-1.4363286,-1.4584826,-0.8067202,-0.9540395,-0.7538236,-0.7685895,-0.9766209,-1.0465004,0.0698795
84,0.8817159,0.7440825,"('inferior', 'superior')",0.78626007,0.6830353,0.9751175,1.0329775,0.75628066,0.8168594,0.8498435,0.8192387,0.0306048
48,-0.85421264,-1.2556835,"('unintelligent', 'intelligent')",-1.1815312,-1.3642039,-0.5664095,-0.82507735,-1.3521001,-1.542679,-0.9885634,-1.2469109,0.2583475
68,-0.8355435,-0.87926966,"('dependent', 'independent')",-1.5446931,-1.7160426,-1.3598729,-1.4570268,-1.3067532,-1.416679,-1.2617157,-1.3672545,0.1055388
29,0.8112335,0.74213475,"('unfair', 'fair')",0.13726549,-0.074532695,0.11286096,0.0413713,-0.612686,-0.67200696,0.1121685,0.0092416,0.1029269
27,0.7299266,0.5052897,"('hardhearted', 'softhearted')",0.31551695,0.30407318,0.1619452,-0.105850376,1.2242279,0.96676105,0.6079042,0.4175684,0.1903358
15,0.72178924,0.5482566,"('boring', 'funny')",1.0863757,1.0869446,0.880705,0.9630954,0.40463778,0.48742032,0.7733769,0.7714292,0.0019477
34,0.70496935,0.74833935,"('mean', 'honorable')",1.2756653,1.3013654,0.8389552,0.9615559,5.646725,5.738901,2.1165788,2.1875405,-0.0709617
3,-0.6862837,-0.8092185,"('repellent', 'pleasant')",-1.3022523,-1.3634644,-0.8531318,-0.9493665,0.48781034,0.48937416,-0.5884643,-0.6581688,0.0697045
8,0.6686209,0.25050855,"('unaffectionate', 'affectionate')",1.3944061,1.4100896,0.7219296,0.7097549,0.6401482,0.5134753,0.8562762,0.720957,0.1353192
7,-0.6431729,-0.89662004,"('insensitive', 'sensitive')",-1.140697,-1.2528694,-0.87086326,-0.96203786,-0.34954205,-0.40308765,-0.7510688,-0.8786537,0.1275849
75,0.620167,0.7043807,"('meek', 'impulsive')",-0.7237373,-0.57939833,0.35673267,0.448792,0.44450104,0.6128409,0.1744159,0.2966538,-0.1222379
53,0.5834204,0.4757178,"('uncreative', 'creative')",0.90380293,0.995937,1.1219962,1.2022274,1.4716884,1.4878857,1.020227,1.040442,-0.020215
87,0.5801408,0.6379134,"('unsuccessful', 'successful')",0.61346245,0.6901707,1.5824268,1.6432041,0.78564256,0.8052771,0.8904182,0.9441413,-0.0537231
83,0.57921267,0.44066572,"('powerless', 'powerful')",1.0778946,0.9776001,0.7633971,0.7555462,-1.02327,-1.0322666,0.3493086,0.2853863,0.0639223
23,-0.578319,-0.49530593,"('insincere', 'sincere')",-0.40392724,-0.3662199,-0.63900095,-0.62240994,4.704996,4.9325,0.7709372,0.862141,-0.0912038
24,-0.55242723,-0.76717675,"('dishonest', 'honest')",-0.6000493,-0.659268,-0.86054695,-0.91158384,-0.7567554,-0.58894,-0.6924447,-0.7317421,0.0392974
17,0.53983855,0.5579362,"('nasty', 'nice')",-0.23842992,-0.3414748,0.5818525,0.57020485,-0.026988301,-0.12925646,0.2140682,0.1643524,0.0497158
37,-0.52333844,-0.9160602,"('fake', 'genuine')",-0.5520175,-0.73126185,-1.067341,-1.1988369,-0.025283441,-0.23247685,-0.541995,-0.769659,0.227664
12,0.5153352,0.20182465,"('unsupportive', 'supportive')",0.55206007,0.387883,1.093939,0.96662164,-1.6562282,-1.8462634,0.1262765,-0.0724835,0.19876
39,0.50710315,0.75352955,"('exploitative', 'cooperative')",0.4748995,0.4979317,0.12514007,0.19545867,0.42504713,0.4367913,0.3830475,0.4709278,-0.0878803
20,-0.4986376,-0.5583115,"('rough', 'thoughtful')",-0.8730958,-0.8898429,0.4099268,0.36377946,0.26343215,0.20690225,-0.1745936,-0.2193682,0.0447746
61,0.4707714,0.23741084,"('illogical', 'logical')",0.40961426,0.27628925,0.9504702,0.8834988,0.091119245,0.19937402,0.4804938,0.3991432,0.0813506
50,0.33687118,0.05582528,"('clumsy', 'skillful')",-0.5081598,-0.4256172,1.6897503,1.5586494,0.919059,0.7468361,0.6093802,0.4839234,0.1254568
4,0.32822847,0.4195873,"('disliked', 'liked')",0.50360906,0.46174064,0.5862071,0.60127336,-6.227548,-6.268091,-1.2023759,-1.1963725,-0.0060034
63,-0.30991608,-0.6246316,"('unperceptive', 'insightful')",-0.059612185,-0.093141474,0.81410146,0.6958655,0.38533777,0.23258355,0.2074777,0.052669,0.1548087
72,-0.27080286,-0.44149363,"('unambitious', 'ambitious')",0.3314375,0.2432245,-0.96483237,-1.0132108,-1.3781217,-1.2496703,-0.5705799,-0.6152875,0.0447076
54,0.26849145,0.27384576,"('incapable', 'capable')",1.5283905,1.6822879,1.5747888,1.7282702,0.97457576,1.1336238,1.0865617,1.2045069,-0.1179452
74,0.26333132,-0.006598294,"('undedicated', 'dedicated')",0.15644044,0.0024456978,0.29616067,0.18162042,-0.021234557,-0.18516387,0.1736745,-0.001924,0.1755985
64,-0.21135649,-0.05331704,"('shy', 'confident')",-0.865317,-0.8620173,-0.49396065,-0.5048331,-5.9318767,-5.8204694,-1.8756278,-1.8101592,-0.0654686
88,-0.2026918,-0.394857,"('low', 'eminent')",-0.77553856,-0.77124125,-0.42060986,-0.38393632,-1.1618816,-1.038216,-0.6401805,-0.6470627,0.0068822
44,0.17011084,0.8503718,"('prejudiced', 'unprejudiced')",-1.1639768,-0.84764594,-1.3883171,-1.1089722,-1.4310887,-1.1559899,-0.9533179,-0.565559,-0.3877589
47,-0.11778884,-0.06446394,"('stupid', 'smart')",-0.12452623,-0.13147554,0.44125015,0.47526288,4.0262475,4.1472507,1.0562956,1.1066436,-0.050348
38,-0.09796564,-0.1425108,"('untruthful', 'truthful')",-0.5975182,-0.5839491,-0.2735249,-0.27514088,0.2841987,0.42364734,-0.1712025,-0.1444883,-0.0267142
78,0.09737641,-0.15906835,"('nonresilient', 'resilient')",1.1849614,1.0711732,1.0237689,0.7841609,1.6431088,1.2385381,0.9873039,0.733701,0.2536029
32,-0.079986565,-0.19303548,"('unkind', 'kind')",0.20970008,0.16860858,-0.065671876,-0.15149607,0.1734301,0.22660655,0.0593679,0.0126709,0.046697
41,0.075925544,-0.124502994,"('unforgiving', 'forgiving')",-0.14617752,-0.4872711,-0.18638963,-0.31545886,-0.2601132,-0.36521286,-0.1291887,-0.3231115,0.1939228
18,0.06298822,0.2784772,"('disagreeable', 'welcoming')",-0.02089167,-0.06504256,0.5580451,0.6426182,-0.99713653,-1.0008705,-0.0992487,-0.0362044,-0.0630443
19,0.041279748,-0.09530485,"('inhospitable', 'hospitable')",0.71121365,0.7114247,0.18040875,0.11122908,0.4842283,0.50554985,0.3542826,0.3082247,0.0460579
67,0.010354338,0.09741985,"('doubtful', 'determined')",0.0054965885,-0.06514052,-0.1809551,-0.13228838,-0.92173016,-0.7891153,-0.2717086,-0.2222811,-0.0494275
