,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.8087819,2.6726477,"('insignificant', 'prestigious')",1.7674845,1.9937187,2.813707,2.9697702,1.3763177,1.2467537,2.1915729,2.2207227,-0.0291498
60,-2.1818016,-2.1987233,"('inefficient', 'efficient')",-1.1544263,-1.3801819,-1.662543,-1.7289244,-1.2050645,-1.005671,-1.5509589,-1.5783751,0.0274162
55,-2.1488867,-2.4210098,"('incompetent', 'clever')",-1.9791898,-2.283858,-1.6139737,-1.8250953,-1.4419048,-1.5085495,-1.7959888,-2.0096281,0.2136393
71,2.0259442,1.9599268,"('diffident', 'self-confident')",2.5389209,2.62997,1.2527579,1.3192946,0.7235964,0.64120054,1.6353049,1.637598,-0.0022931
0,-1.893963,-2.193964,"('unsociable', 'sociable')",-1.066589,-1.5029306,-0.52228117,-0.77170575,-0.51982117,-0.58058184,-1.0006635,-1.2622955,0.261632
14,-1.8905015,-1.9636875,"('antisocial', 'social')",-1.4205263,-1.7194697,-0.7098963,-0.8578801,-1.6798697,-1.7157884,-1.4251984,-1.5642065,0.1390081
81,-1.8415546,-2.0015583,"('submissive', 'aggressive')",-2.006012,-2.161257,-0.85073173,-0.971579,-2.1152682,-2.006449,-1.7033917,-1.7852108,0.0818191
1,1.8316815,1.3216904,"('unfriendly', 'friendly')",2.0464842,1.840848,1.4850552,1.412987,1.8143069,1.6870395,1.794382,1.5656412,0.2287408
36,1.8298751,1.7276925,"('hostile', 'amicable')",2.151185,2.263657,1.7114707,1.882464,1.334961,1.3106961,1.7568729,1.7961274,-0.0392545
66,1.80259,1.6763407,"('inactive', 'active')",1.5625607,1.6890944,2.6279192,2.7082117,2.554809,2.4512918,2.1369696,2.1312346,0.005735
5,1.783032,1.7639492,"('distant', 'outgoing')",2.3833313,2.4716454,1.7017578,1.8448567,0.516804,0.6675314,1.5962312,1.6869957,-0.0907645
45,-1.7764171,-2.3863664,"('incompetent', 'competent')",-1.7225475,-2.1610804,-1.3100598,-1.7464762,-1.5263848,-1.6550462,-1.5838524,-1.9872422,0.4033898
52,1.7754744,1.6930779,"('irrational', 'rational')",0.12622723,0.14003862,1.1722082,1.2594944,0.39709032,0.42536077,0.86775,0.8794929,-0.0117429
69,1.7115092,1.6896598,"('lazy', 'industrious')",1.5983202,1.77268,1.2249795,1.3545941,0.31727338,0.30059534,1.2130206,1.2793823,-0.0663617
86,-1.634467,-2.2550411,"('uninfluential', 'influential')",-0.65133727,-1.032704,-0.55126226,-0.8959119,-1.0270654,-1.1473398,-0.966033,-1.3327491,0.3667161
13,-1.6209049,-1.4713582,"('impolite', 'polite')",-1.1483576,-1.1603646,-1.2184769,-1.2157596,-0.777427,-0.66439444,-1.1912917,-1.1279693,-0.0633224
70,-1.6023855,-1.787321,"('lethargic', 'energetic')",-1.5505705,-1.7022326,-0.8157974,-0.91077054,-0.6668736,-0.60588443,-1.1589067,-1.2515521,0.0926454
33,1.5760007,1.4189938,"('wrong', 'right')",2.1504114,2.1252108,1.8531607,1.8477134,-0.15210244,-0.14140391,1.3568676,1.3126285,0.0442391
51,-1.573708,-1.7743851,"('uneducated', 'educated')",-1.9314989,-2.1718907,-0.6585273,-0.7957383,-0.69791454,-0.7971,-1.2154123,-1.3847785,0.1693662
6,1.5502998,1.4989854,"('distant', 'open')",2.3652766,2.493256,1.6202563,1.8297818,0.7526975,0.90207,1.5721326,1.6810234,-0.1088908
26,1.541136,1.531445,"('hardhearted', 'benevolent')",3.3107977,3.2092278,2.5055313,2.4696128,1.4461956,1.3233427,2.2009151,2.1334071,0.067508
82,-1.5403938,-1.6466016,"('poor', 'rich')",-1.7008383,-1.6399671,-1.339954,-1.3776162,4.3115554,4.499187,-0.0674077,-0.0412494,-0.0261583
43,-1.5184005,-1.5233724,"('irresponsible', 'responsible')",-1.1427687,-1.234358,-1.3544912,-1.3569273,-0.34635544,-0.2663732,-1.0905039,-1.0952578,0.0047539
73,1.5087863,1.7868849,"('helpless', 'self-reliant')",0.2601987,0.4129644,-0.121598765,-0.06843053,-3.4062748,-3.2940238,-0.4397221,-0.2906512,-0.1490709
62,-1.4745151,-1.3315703,"('incompetent', 'brilliant')",-1.9563948,-2.099591,-1.6290458,-1.6467628,-1.0950261,-0.87668675,-1.5387454,-1.4886527,-0.0500927
35,1.4511436,1.5035136,"('corrupt', 'incorrupt')",1.6964095,1.9384208,1.326913,1.4432604,0.717558,0.6953522,1.2980059,1.3951367,-0.0971308
79,1.4482384,1.3814571,"('wavering', 'unwavering')",1.7099096,1.7433795,1.7388649,1.8028995,0.76218605,0.70510066,1.4147997,1.4082091,0.0065906
10,-1.4367616,-1.9338783,"('unsympathetic', 'sympathetic')",-1.8221391,-2.151657,-1.3192059,-1.6045523,-0.45979363,-0.62545395,-1.259475,-1.5788854,0.3194104
22,-1.4216807,-1.5177704,"('untrustworthy', 'trustworthy')",-1.4638457,-1.6252558,-1.441685,-1.4922459,-2.007677,-1.9587309,-1.5837221,-1.6485007,0.0647786
30,-1.3487443,-1.2461282,"('intolerant', 'tolerant')",-2.2319245,-2.3581867,-1.2220931,-1.1904796,-1.2895192,-1.1196216,-1.5230703,-1.4786041,-0.0444662
77,-1.3253882,-1.4500289,"('unmotivated', 'motivated')",-0.14935835,-0.19759615,0.060270164,0.103840336,-0.20348676,-0.1181374,-0.4044908,-0.4154805,0.0109897
31,1.3122971,1.1489725,"('evil', 'good')",1.432676,1.3879474,1.2305137,1.2142698,-0.25259548,-0.3894156,0.9307228,0.8404436,0.0902792
49,-1.2987363,-1.230461,"('unable', 'able')",-0.61087656,-0.6781315,-0.3743891,-0.34722176,-0.6534159,-0.6464168,-0.7343545,-0.7255578,-0.0087967
