,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.45475084,-0.1780068,"('nonresilient', 'resilient')",-0.34060103,-0.2684289,1.6180217,1.8339446,0.41712794,0.6943882,0.3099495,0.5204743,-0.2105248
31,-0.45447072,-0.76379913,"('evil', 'good')",1.2532784,0.99877834,-0.6883815,-0.6074563,-0.9751683,-1.1688209,-0.2161855,-0.3853245,0.169139
57,-0.41990912,-0.7302759,"('unimaginative', 'imaginative')",-2.7541416,-2.583378,-0.090036266,-0.17519948,-2.5077736,-2.6195617,-1.4429651,-1.5271038,0.0841387
64,-0.4018939,-0.67940027,"('shy', 'confident')",-1.5194286,-1.4608532,-0.5326192,-0.61786693,-6.681775,-6.8264585,-2.2839293,-2.3961449,0.1122156
24,-0.3892849,-0.5439149,"('dishonest', 'honest')",0.020484734,-0.08257373,0.05482343,0.0010498986,0.9598924,1.0470861,0.1614789,0.1054118,0.0560671
50,0.35742503,0.24088739,"('clumsy', 'skillful')",0.22408633,0.10365032,0.16222845,0.12959462,0.24122816,0.3895555,0.246242,0.215922,0.03032
21,0.35433,-0.035727218,"('immoral', 'moral')",-0.698817,-0.7942559,1.1121873,0.81127065,-0.35588416,-0.44040206,0.102954,-0.1147786,0.2177326
74,-0.33229494,-0.44856745,"('undedicated', 'dedicated')",0.21116343,0.07518719,0.3929855,0.51876825,-0.13218726,-0.33071142,0.0349167,-0.0463309,0.0812476
40,0.30605122,0.20596263,"('stingy', 'generous')",0.7965333,0.72538716,0.5614334,0.5569121,-1.4704286,-1.7559581,0.0483973,-0.066924,0.1153213
80,-0.30304876,-0.5636769,"('dominated', 'dominating')",-1.9291619,-1.8701129,-0.254285,-0.38742563,-1.1977491,-1.1745979,-0.9210612,-0.9989533,0.0778921
52,-0.2807519,-0.74947983,"('irrational', 'rational')",1.5546625,1.2353338,-0.42883047,-0.51966184,-0.4126782,-0.61554784,0.1081005,-0.1623389,0.2704394
34,0.27645963,0.21099931,"('mean', 'honorable')",0.75831944,0.82114816,0.07934569,0.012940895,6.0148635,6.168833,1.7822471,1.8034803,-0.0212332
69,0.26737314,0.29112884,"('lazy', 'industrious')",1.7204247,1.4917461,0.6619535,1.0153068,-0.39572325,-0.5365702,0.563507,0.5654029,-0.0018959
54,0.22269315,-0.012943624,"('incapable', 'capable')",0.4211739,0.6412136,0.007869696,0.08940418,1.03415,1.3485335,0.4214717,0.5165519,-0.0950802
11,0.21498546,0.10850465,"('unhelpful', 'helpful')",-1.1536995,-0.85242254,0.93102664,0.98361534,2.1780567,2.447335,0.5425923,0.6717581,-0.1291658
62,-0.20683357,0.036580373,"('incompetent', 'brilliant')",-1.5833544,-1.1960945,0.92830026,1.1664765,0.3366372,0.92927337,-0.1313126,0.2340589,-0.3653715
29,-0.2034258,-0.20594905,"('unfair', 'fair')",0.26025826,0.3891553,0.0073771067,0.29407644,-0.4494586,-0.4424913,-0.0963123,0.0086979,-0.1050102
16,-0.20013323,-0.3869348,"('unpopular', 'popular')",0.60259914,0.44268,-0.033078443,-0.004930336,0.5340325,0.38928252,0.225855,0.1100243,0.1158307
15,0.16657425,-0.16305573,"('boring', 'funny')",0.74508953,0.47103068,0.41468942,0.34592855,0.39669076,0.31325233,0.430761,0.241789,0.188972
70,-0.16489428,-0.23052806,"('lethargic', 'energetic')",-1.2711712,-1.0600684,-0.27776045,-0.19916433,0.6754272,0.7876504,-0.2595997,-0.1755276,-0.0840721
13,-0.14622259,-0.36032715,"('impolite', 'polite')",-1.3922035,-1.3118862,0.9118383,0.6326965,0.33432806,0.287754,-0.0730649,-0.1879407,0.1148758
19,0.14512807,0.07961054,"('inhospitable', 'hospitable')",1.0472012,1.2456142,0.1995583,0.43635562,0.026490508,0.19486575,0.3545945,0.4891115,-0.134517
82,-0.14292626,-0.12316435,"('poor', 'rich')",-1.5493668,-1.2686279,0.17040408,0.1867792,6.206535,6.5754447,1.1711614,1.342608,-0.1714466
25,-0.13136578,-0.32022,"('egoistic', 'altruistic')",0.53570765,0.15475471,-0.29189298,-0.22930479,1.3188925,1.1324064,0.3578354,0.1844091,0.1734263
38,-0.12791027,0.09034966,"('untruthful', 'truthful')",0.93735456,1.270161,0.22643444,0.55979896,0.08700929,0.4760929,0.280722,0.5991006,-0.3183786
56,-0.11814128,0.12633617,"('impractical', 'practical')",-0.99412405,-0.65906125,1.4333956,1.5029277,-0.07511523,0.20402218,0.0615038,0.2935562,-0.2320524
63,0.10390774,-0.10233,"('unperceptive', 'insightful')",-0.21025936,-0.009735461,0.41576043,0.59252477,1.0872641,1.4008644,0.3491682,0.4703309,-0.1211627
66,-0.08448167,-0.21282297,"('inactive', 'active')",0.7602064,0.8355913,-0.61775476,-0.5981579,0.74716026,0.5993402,0.2012826,0.1559877,0.0452949
71,-0.08318059,-0.13098991,"('diffident', 'self-confident')",1.4353834,1.6334358,1.6897404,1.770639,0.7061588,0.89619905,0.9370255,1.042321,-0.1052955
87,-0.07081069,-0.6053205,"('unsuccessful', 'successful')",0.19686013,0.14154078,0.54715735,0.4021487,0.77889824,0.8352138,0.3630263,0.1933957,0.1696306
33,0.065476716,0.10632157,"('wrong', 'right')",1.4009885,1.3618246,0.5198307,0.5366719,-0.53830576,-0.3984997,0.3619975,0.4015796,-0.0395821
9,0.02673944,0.298828,"('unaffectionate', 'caring')",1.0173186,1.131389,1.4711905,1.7150141,1.3139689,1.6433314,0.9573044,1.1971407,-0.2398363
67,-0.026311837,-0.1557554,"('doubtful', 'determined')",-0.38913733,-0.4061636,-0.0028239638,-0.102801055,-0.37200755,-0.36602998,-0.1975702,-0.2576875,0.0601173
6,0.018777201,0.07586167,"('distant', 'open')",1.7264392,1.7306837,-0.38564435,0.1131769,0.28082225,0.41730076,0.4100986,0.5842558,-0.1741572
27,0.015802613,0.6677312,"('hardhearted', 'softhearted')",1.3482966,1.3132534,0.74987406,1.0807533,1.4162772,1.4479556,0.8825626,1.1274234,-0.2448608
8,-0.013413493,0.027905881,"('unaffectionate', 'affectionate')",1.8372186,1.7044892,0.08044116,0.06274183,0.727834,0.9306468,0.65802,0.681446,-0.023426
65,0.0034258924,-0.29163814,"('insecure', 'secure')",-2.5115044,-2.4786894,-0.44148597,-0.7167093,-0.14108942,-0.063040346,-0.7726635,-0.8875193,0.1148558
39,-0.0021360777,-0.024047442,"('exploitative', 'cooperative')",-0.054622255,-0.031251773,0.30850622,0.35473493,0.22410733,0.22286277,0.1189638,0.1305746,-0.0116108
