,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
79,1.999032,1.8062265,"('wavering', 'unwavering')",2.851446,2.736717,-0.7967082,-0.71017003,-0.020556398,0.13035995,1.0083034,0.9907833,0.0175201
55,-1.5901324,-1.431957,"('incompetent', 'clever')",-2.7770991,-2.5715306,-0.2934501,-0.51524866,0.1266023,0.113007575,-1.1335198,-1.1014322,-0.0320876
86,-1.5028801,-1.8421439,"('uninfluential', 'influential')",-1.4939647,-1.678392,0.45037317,0.22252655,-0.17964089,-0.26965773,-0.6815281,-0.8919168,0.2103887
77,-1.4931676,-1.4464056,"('unmotivated', 'motivated')",-0.884921,-0.52097267,0.27652305,0.2787729,-0.92039263,-0.7657675,-0.7554896,-0.6135933,-0.1418963
41,1.4640247,0.95323694,"('unforgiving', 'forgiving')",1.085009,0.80040115,1.394245,1.2549062,0.1065159,-0.104815066,1.0124487,0.7259323,0.2865164
35,1.435959,1.478948,"('corrupt', 'incorrupt')",2.728948,2.6837301,-1.4082919,-1.0882427,-0.38433477,-0.51637536,0.5930701,0.6395151,-0.046445
61,-1.4347718,-1.8695766,"('illogical', 'logical')",-0.79083,-1.0185137,0.32820827,0.24702413,0.16716512,0.049100753,-0.4325571,-0.6479914,0.2154343
73,1.4204466,1.6656277,"('helpless', 'self-reliant')",1.5489231,1.7552696,0.06332052,0.05666368,-3.314309,-3.192517,-0.0704046,0.071261,-0.1416656
44,1.4053063,1.7521385,"('prejudiced', 'unprejudiced')",-0.20644042,0.11639199,-0.8913362,-0.54247224,-1.4633396,-1.4368489,-0.2889525,-0.0276977,-0.2612548
10,-1.4046863,-1.3256031,"('unsympathetic', 'sympathetic')",-2.481094,-2.1775863,-0.32396606,-0.44040853,-0.23912008,-0.1984307,-1.1122166,-1.0355072,-0.0767094
46,-1.3684559,-1.4580307,"('uncompetitive', 'competitive')",-2.2276342,-1.8816314,0.018738188,-0.049457215,-0.61144155,-0.63229144,-1.0471983,-1.0053527,-0.0418456
18,1.3485819,1.1431853,"('disagreeable', 'welcoming')",1.9630979,1.6871798,0.30404365,0.27800673,-0.05120964,0.01084891,0.8911285,0.7798052,0.1113233
14,-1.3250583,-1.5732101,"('antisocial', 'social')",-1.5913777,-1.7993172,0.67360413,0.40899083,-0.4651682,-0.7352164,-0.6770001,-0.9246882,0.2476881
48,-1.294202,-1.1287982,"('unintelligent', 'intelligent')",-1.5148818,-1.5465499,1.0439352,0.93584704,0.9103822,0.94601727,-0.2136916,-0.198371,-0.0153206
53,-1.2874447,-1.4358481,"('uncreative', 'creative')",-1.100162,-1.1127211,-0.54000103,-0.44776624,0.7568597,0.72139364,-0.5426869,-0.5687355,0.0260486
83,-1.2698615,-1.4094306,"('powerless', 'powerful')",-1.4236673,-1.3723829,0.10450161,0.018791717,-1.4939305,-1.3867557,-1.0207393,-1.0374444,0.0167051
60,-1.2606164,-1.1256444,"('inefficient', 'efficient')",-1.8432069,-1.6352096,0.6231862,0.6698598,0.3368559,0.5744426,-0.5359453,-0.3791379,-0.1568074
81,-1.1769459,-1.8738182,"('submissive', 'aggressive')",-3.2232683,-3.144604,0.43460944,0.22064866,-0.52184933,-0.46936965,-1.1218635,-1.3167858,0.1949223
3,-1.1183841,-1.1786003,"('repellent', 'pleasant')",-0.8770171,-0.88441885,-0.679497,-0.63140136,0.32643464,0.18139675,-0.5871159,-0.628256,0.0411401
59,1.0816916,0.8396143,"('foolish', 'wise')",2.90228,2.7325733,0.64183384,0.6819282,0.54362375,0.6208789,1.2923573,1.2187486,0.0736087
4,1.008036,0.93022746,"('disliked', 'liked')",1.796903,1.7048594,0.027140211,0.26245907,-6.32215,-6.5172443,-0.8725178,-0.9049246,0.0324068
36,0.90391743,0.71663386,"('hostile', 'amicable')",2.4524677,2.1081681,-0.9052387,-0.83707625,-0.054570112,-0.3974484,0.5991441,0.3975693,0.2015748
76,0.86233246,0.8761944,"('anxious', 'daring')",-1.295185,-1.0536602,-0.43362695,-0.38676754,0.35929585,0.5139103,-0.1267959,-0.0125808,-0.1142151
0,-0.84490037,-1.5330299,"('unsociable', 'sociable')",-1.0460426,-1.3543634,1.1349428,0.68848246,-0.06911781,-0.27208212,-0.2062795,-0.6177483,0.4114688
88,-0.8278929,-1.4100789,"('low', 'eminent')",-1.1978105,-1.4835528,-0.42924,-0.6054457,0.38100612,0.24231668,-0.5184844,-0.8141901,0.2957057
1,-0.81227773,-0.93224233,"('unfriendly', 'friendly')",0.9340815,0.78051764,0.86466575,0.7707019,2.0478764,2.0029497,0.7585865,0.6554817,0.1031048
2,0.7707486,0.24373782,"('unlikable', 'likable')",1.1967648,0.98015016,1.2289798,1.0535985,0.56334984,0.5334448,0.9399607,0.7027328,0.2372279
30,-0.7243074,-0.6668948,"('intolerant', 'tolerant')",-1.0678656,-0.9111575,0.18182221,0.061246637,1.3444921,1.3167121,-0.0664647,-0.0500234,-0.0164413
23,0.7063542,0.41264966,"('insincere', 'sincere')",0.07254734,0.1844166,0.750978,0.6710702,6.0640287,6.351385,1.8984771,1.9048804,-0.0064033
42,0.6978453,0.7829689,"('unreliable', 'reliable')",-0.1693334,0.054281976,0.4232946,0.47882083,-2.6830635,-2.4414039,-0.4328142,-0.2813331,-0.1514811
47,-0.6732892,-0.6708572,"('stupid', 'smart')",-1.2046436,-1.1691339,0.9435517,0.72752374,5.492038,5.625017,1.1394142,1.1281375,0.0112767
75,0.6714822,0.8862173,"('meek', 'impulsive')",0.61455435,1.0538366,-0.11532748,0.06682391,-0.5988966,-0.45000347,0.1429531,0.3892186,-0.2462655
49,-0.6641228,-0.24754304,"('unable', 'able')",-0.55573046,-0.32429242,-0.07120954,0.20484547,0.18833391,0.6550009,-0.2756822,0.0720027,-0.3476849
32,0.6557466,0.52952284,"('unkind', 'kind')",-0.55956,-0.46350777,1.9577355,2.0044754,1.6426013,1.6554058,0.9241309,0.931474,-0.0073431
68,-0.6197272,-0.34363672,"('dependent', 'independent')",-0.40751022,-0.24374263,-0.8256772,-0.653157,-0.5718569,-0.46552485,-0.6061929,-0.4265153,-0.1796776
45,-0.6019008,-0.46242863,"('incompetent', 'competent')",-1.383241,-1.2072108,0.47820544,0.43686697,-0.19126615,-0.22931266,-0.4245507,-0.3655213,-0.0590294
12,0.5972944,0.7121211,"('unsupportive', 'supportive')",0.78081447,0.9839816,2.0426946,2.4552495,-1.5468096,-1.3113295,0.4684985,0.7100058,-0.2415073
5,0.5847025,0.40093064,"('distant', 'outgoing')",1.8703849,1.842122,-0.3538416,0.043300398,-0.042478018,0.18548366,0.5146919,0.6179591,-0.1032672
43,-0.573431,-0.3414265,"('irresponsible', 'responsible')",-1.2116835,-0.8677854,1.196649,1.2797105,0.60063124,0.6724512,0.0030414,0.1857375,-0.1826961
26,0.5707158,0.08415909,"('hardhearted', 'benevolent')",0.77728045,0.2748351,1.6669445,1.2013655,1.9988878,1.5923277,1.2534571,0.7881719,0.4652852
85,0.56652683,0.21644755,"('insignificant', 'prestigious')",3.3808002,2.9725633,0.4717572,0.25913227,0.2604801,0.08677547,1.1698911,0.8837296,0.2861615
7,-0.5417508,-0.76097435,"('insensitive', 'sensitive')",-0.55015576,-0.5246991,-0.24889158,-0.2027868,0.80528605,0.8268687,-0.133878,-0.1653979,0.0315199
17,0.5346471,0.38689482,"('nasty', 'nice')",0.69075966,0.6437246,-0.79439974,-0.68681,-0.4643065,-0.4508735,-0.0083249,-0.026766,0.0184411
84,-0.52906454,-0.5961181,"('inferior', 'superior')",-0.80768955,-0.8927735,0.7380291,0.6897965,0.57837313,0.7542933,-0.005088,-0.0112004,0.0061124
72,-0.5263751,-0.57001054,"('unambitious', 'ambitious')",-0.24451943,-0.11667575,0.099624485,0.24856131,-0.78405625,-0.3555474,-0.3638316,-0.1984181,-0.1654135
20,-0.5220044,-0.3665371,"('rough', 'thoughtful')",-1.1584946,-1.1500462,-0.23481305,-0.21837209,1.104674,0.99278843,-0.2026595,-0.1855417,-0.0171178
22,0.5167192,0.3472951,"('untrustworthy', 'trustworthy')",-0.5840127,-0.44052818,0.0054881144,-0.07050453,-0.5667939,-0.5586146,-0.1571498,-0.1805881,0.0234383
58,-0.49188927,-0.75121295,"('undiscriminating', 'discriminating')",-0.60479325,-0.49659598,-0.938184,-1.0321395,-0.4567183,-0.48390165,-0.6228962,-0.6909626,0.0680664
37,0.4793224,0.5879932,"('fake', 'genuine')",-0.5876115,-0.3399068,-0.10372781,-0.28878558,0.43305427,0.49201474,0.0552593,0.1128289,-0.0575696
28,-0.462089,-0.6518623,"('disloyal', 'loyal')",-0.68261635,-0.72275454,-0.4653033,-0.5099752,0.7383583,0.8758622,-0.2179126,-0.2521825,0.0342699
51,-0.45989558,-0.91706485,"('uneducated', 'educated')",-1.2457415,-1.1643027,0.68574476,0.48944423,0.41110778,0.23247814,-0.1521961,-0.3398613,0.1876652
