,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
77,-0.69457877,-0.5308119,"('unmotivated', 'motivated')",0.11453959,0.23823754,0.1637409,0.21413775,-0.22097558,-0.12057353,-0.95931333,-0.836522,-0.3193174,-0.2071064,-0.112211
50,-0.6914056,-0.76885253,"('clumsy', 'skillful')",-0.05881873,-0.16932902,0.34682655,0.30123055,0.3815349,0.40788418,0.65333927,0.7117781,0.1262953,0.0965423,0.029753
7,-0.6629937,-0.598037,"('insensitive', 'sensitive')",-0.19768445,-0.20390296,0.4749783,0.48822418,-0.29127908,-0.24173635,0.8921121,0.9003806,0.0430266,0.0689857,-0.0259591
78,-0.6600422,-0.6606197,"('nonresilient', 'resilient')",0.2717417,0.28894067,0.34718168,0.359245,0.14374149,0.29347166,0.53820616,0.61135554,0.1281658,0.1784786,-0.0503128
69,0.6498667,0.48615745,"('lazy', 'industrious')",0.58997786,0.55078703,0.57534164,0.58317405,1.5008577,1.587308,0.29010424,0.11599674,0.7212296,0.6646847,0.0565449
75,0.62474614,0.45567107,"('meek', 'impulsive')",0.9790491,0.94911414,-0.3502813,-0.41501954,-0.19765419,-0.28069985,-0.18663827,-0.24012536,0.1738443,0.0937881,0.0800562
36,0.6003756,0.32524523,"('hostile', 'amicable')",-0.36190176,-0.67856514,-0.5137017,-0.71096426,-0.11240247,-0.25835472,1.5024354,1.3545878,0.222961,0.0063898,0.2165712
84,0.5645539,0.58806,"('inferior', 'superior')",0.16274251,0.21125418,0.7769614,0.845744,0.9086996,0.9885167,0.69822484,0.7472609,0.6222364,0.6761672,-0.0539308
17,0.5607394,0.6050886,"('nasty', 'nice')",-0.19561665,-0.20275904,-0.16645417,-0.15562814,-0.15858448,-0.17299762,-0.5654811,-0.68019,-0.1050794,-0.1212972,0.0162178
79,0.5287637,0.28981802,"('wavering', 'unwavering')",0.07721665,-0.14565568,0.15222745,0.015088668,-0.531451,-0.6134846,0.74742544,0.53696847,0.1948364,0.016547,0.1782894
8,0.5011106,0.24323586,"('unaffectionate', 'affectionate')",0.07194909,-0.13297278,0.98477906,0.89633656,-0.81414086,-0.94211304,1.464133,1.3275266,0.4415662,0.2784026,0.1631636
13,-0.49203807,-0.3487798,"('impolite', 'polite')",-0.7565865,-0.73145294,-0.3287599,-0.24979678,-0.18593013,-0.19969204,-0.51300776,-0.44695997,-0.4552645,-0.3953363,-0.0599282
61,0.48896128,0.6046098,"('illogical', 'logical')",-0.50840044,-0.5230618,0.40866548,0.43504977,-0.17004599,-0.14530301,0.29433158,0.29632014,0.1027024,0.133523,-0.0308206
39,0.48560885,0.6072018,"('exploitative', 'cooperative')",-0.22545274,-0.21518171,0.3845906,0.39346373,0.6176528,0.59714216,0.0667338,0.06501042,0.2658267,0.2895273,-0.0237006
67,-0.48413488,-0.38027623,"('doubtful', 'determined')",-0.25620228,-0.042502023,0.32284808,0.466168,0.38642266,0.4575811,-0.4826997,-0.47743228,-0.1027532,0.0047077,-0.1074609
26,0.44851393,0.42740178,"('hardhearted', 'benevolent')",-0.84275866,-1.0228511,1.21157,1.1357249,1.5542053,1.472429,1.8989477,1.8010051,0.8540956,0.7627419,0.0913537
64,-0.44630268,-0.24688356,"('shy', 'confident')",-0.53832006,-0.33421576,-0.39792675,-0.2631526,0.67963314,0.7779198,-7.1523557,-7.13157,-1.5710545,-1.4395803,-0.1314742
29,0.4241174,0.44619444,"('unfair', 'fair')",0.5218254,0.53002334,0.13211548,0.19908643,-0.026879683,0.0744161,-0.15600583,-0.19996496,0.1790345,0.2099511,-0.0309166
2,-0.41675356,-0.435651,"('unlikable', 'likable')",-0.35351557,-0.35265,-0.0334881,-0.00081685465,0.9887548,0.96164584,0.82980067,0.7774454,0.2029596,0.1899947,0.0129649
66,-0.37426552,-0.3999942,"('inactive', 'active')",-0.3171991,-0.4257515,0.323272,0.23826194,0.37715596,0.42048746,1.7821631,1.671696,0.3582253,0.3009399,0.0572854
87,-0.3433273,-0.23202069,"('unsuccessful', 'successful')",-0.24948251,-0.2265832,0.9764709,0.958278,1.0856551,1.1163182,0.7095661,0.7481072,0.4357765,0.4728199,-0.0370434
44,0.321768,0.36958367,"('prejudiced', 'unprejudiced')",-0.06883791,-0.0018367209,-0.8754142,-0.83867145,-0.53899044,-0.5101824,-1.5856296,-1.5780183,-0.5494208,-0.511825,-0.0375958
38,-0.31665137,-0.39342293,"('untruthful', 'truthful')",0.21680611,0.094717346,0.15735507,0.1246143,-0.7088083,-0.83345664,0.29152966,0.18452285,-0.0719538,-0.164605,0.0926512
37,-0.28874606,-0.2572648,"('fake', 'genuine')",-0.3487936,-0.4166424,-0.4806249,-0.5596334,-0.81078815,-0.8546407,0.37716419,0.33034286,-0.3103577,-0.3515677,0.04121
27,0.2685926,0.26987582,"('hardhearted', 'softhearted')",-0.10810516,-0.1802977,-0.5710752,-0.5794964,-0.4939331,-0.47667634,1.7039709,1.7617333,0.15989,0.1590277,0.0008623
40,0.25709397,0.17293294,"('stingy', 'generous')",0.5538859,0.5440586,0.63732237,0.6329089,0.3707834,0.36777198,-1.430487,-1.529043,0.0777197,0.0377259,0.0399938
80,-0.25048947,-0.10666935,"('dominated', 'dominating')",-0.18021062,-0.07343594,-0.10819942,-0.06369299,0.37982053,0.5019991,-2.0060914,-1.8271767,-0.4330341,-0.3137952,-0.1192389
30,-0.24022138,-0.10625936,"('intolerant', 'tolerant')",-0.51164204,-0.4881297,0.061286148,0.1353295,0.13011524,0.1193426,0.6830398,0.75731695,0.0245156,0.08352,-0.0590044
19,-0.23769677,-0.27558786,"('inhospitable', 'hospitable')",-0.77800745,-0.83727044,-0.9499744,-1.0129305,-1.265783,-1.300393,0.3120045,0.19695248,-0.5838914,-0.6458458,0.0619544
74,-0.19513582,-0.1344504,"('undedicated', 'dedicated')",-0.06968488,-0.08345274,-0.4639608,-0.49256083,-0.45895177,-0.4794215,-0.09345509,-0.087067634,-0.2562376,-0.2553906,-0.000847
42,0.18209982,0.20825174,"('unreliable', 'reliable')",0.29989886,0.26642954,0.6457123,0.6571835,0.854135,0.8993808,-2.9530532,-2.9189112,-0.1942414,-0.1775331,-0.0167083
28,-0.16113943,-0.2577318,"('disloyal', 'loyal')",0.2846918,0.19769837,0.9287681,0.84181184,-0.10228961,-0.15599306,1.3788149,1.3313751,0.4657691,0.3914321,0.074337
41,-0.13614407,-0.14648642,"('unforgiving', 'forgiving')",-0.007854167,-0.055887647,0.1886389,0.20956826,0.28737462,0.19181506,0.112362504,0.034364153,0.0888756,0.0466747,0.0422009
16,-0.12547475,-0.15116964,"('unpopular', 'popular')",0.27668682,0.17222837,0.35095325,0.36329556,0.3409232,0.32989857,1.1674476,1.1109079,0.4021072,0.3650321,0.0370751
12,0.07959656,0.0643684,"('unsupportive', 'supportive')",0.44643795,0.4733047,1.1313986,1.1070086,-0.4685455,-0.49151844,-1.7694423,-1.8283855,-0.1161109,-0.1350445,0.0189336
54,-0.07498561,-0.17031229,"('incapable', 'capable')",0.040319033,-0.070174105,0.44912264,0.43275243,-0.600012,-0.60717916,1.2929896,1.2431428,0.2214867,0.1656459,0.0558408
71,0.06879575,0.08774558,"('diffident', 'self-confident')",1.1166748,1.1040388,1.8521643,1.8555942,-0.29644454,-0.35390586,0.814758,0.7574205,0.7111897,0.6901786,0.0210111
53,-0.024155214,-0.18182716,"('uncreative', 'creative')",-0.30607966,-0.5091444,2.2728124,2.2122915,0.8630505,0.7753139,1.7725323,1.6092755,0.9156321,0.7811818,0.1344503
15,0.012675144,-0.048367273,"('boring', 'funny')",-0.30079126,-0.4441571,-0.15324613,-0.26422417,-0.010025844,-0.0879101,0.5300074,0.42482913,0.0157239,-0.0839659,0.0996898
24,0.00014513731,0.088680364,"('dishonest', 'honest')",-0.19819704,-0.34859982,0.04782948,0.046732612,-0.39317417,-0.496211,0.88944274,0.87738156,0.0692092,0.0335967,0.0356125
