,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,2.0406935,1.7221994,"('insignificant', 'prestigious')",0.04333107,-0.23874871,1.6576005,1.5208299,0.09424324,-0.0028951205,1.4662963,1.2573669,1.060433,0.8517505,0.2086825
51,-1.9279333,-1.7915679,"('uneducated', 'educated')",-1.120369,-0.9426052,-1.1013384,-1.0212258,-0.7554715,-0.54222524,-0.21325752,-0.08015564,-1.0236739,-0.875556,-0.1481179
81,-1.8917776,-1.7739803,"('submissive', 'aggressive')",-1.2157797,-1.0805303,-1.0134302,-0.90946853,-1.0544183,-0.8839351,-1.8776234,-1.5895433,-1.4106058,-1.2474915,-0.1631143
65,-1.8499359,-1.7096729,"('insecure', 'secure')",-1.8491421,-1.8475751,-0.13832276,-0.07929864,0.12103742,0.1658676,-0.8850201,-0.7441332,-0.9202767,-0.8429625,-0.0773142
46,-1.8159765,-1.636375,"('uncompetitive', 'competitive')",0.20961407,0.29678783,0.07760261,0.06836092,-0.17675707,-0.14021152,-1.1588558,-1.0512173,-0.5728745,-0.492531,-0.0803435
70,-1.7640355,-1.6535459,"('lethargic', 'energetic')",-0.39939663,-0.37129888,-0.25136444,-0.24446751,-0.45107433,-0.5061657,0.42686206,0.48875394,-0.4878018,-0.4573448,-0.030457
86,-1.7542183,-1.666107,"('uninfluential', 'influential')",-0.98130226,-0.98086685,0.12496586,0.14495835,-0.68791765,-0.66658646,-0.22194017,-0.116851196,-0.7040825,-0.6570906,-0.0469919
34,-1.6791686,-1.679132,"('mean', 'honorable')",-0.7266177,-0.7953733,0.069191866,0.08274077,-0.044853427,-0.06292935,6.4711657,6.4982576,0.8179436,0.8087128,0.0092308
10,-1.6769373,-1.4990722,"('unsympathetic', 'sympathetic')",-1.2419252,-1.16589,-0.57026273,-0.53739506,-1.1282681,-1.0470196,-0.6650174,-0.50662667,-1.0564822,-0.9512007,-0.1052815
55,-1.6709815,-1.4947237,"('incompetent', 'clever')",-1.2234443,-1.097457,-1.1173836,-1.0065627,-0.43255594,-0.32293168,-0.768298,-0.57213235,-1.0425327,-0.8987616,-0.1437711
0,-1.6086588,-1.4703858,"('unsociable', 'sociable')",-1.208824,-1.122327,-0.09010852,-0.005111018,-0.36604062,-0.38643155,-0.72489744,-0.6680254,-0.7997059,-0.7304562,-0.0692497
5,1.5808407,1.5424584,"('distant', 'outgoing')",0.464295,0.40619832,0.31843406,0.3145297,-0.014472503,-0.031474337,0.6417249,0.51064277,0.5981644,0.548471,0.0496934
52,1.5801203,1.4723237,"('irrational', 'rational')",0.36588836,0.17169884,0.8756705,0.78798085,-0.07503775,-0.14786705,0.85794866,0.7656527,0.720918,0.6099578,0.1109602
35,1.5479729,1.288043,"('corrupt', 'incorrupt')",0.6579909,0.48420048,-0.40182632,-0.5169786,-0.041076444,-0.07774473,0.7273904,0.613002,0.4980903,0.3581044,0.1399859
43,-1.5060966,-1.2756294,"('irresponsible', 'responsible')",-0.21230164,-0.14092886,0.9777277,1.0797993,0.17202356,0.211766,0.6676538,0.68343484,0.0198014,0.1116884,-0.091887
33,1.4548279,1.421549,"('wrong', 'right')",0.4796626,0.4677142,1.5831267,1.6193252,0.8205349,0.81487894,0.31259084,0.23046404,0.9301485,0.9107862,0.0193623
11,-1.4381362,-1.3511697,"('unhelpful', 'helpful')",-0.12243663,-0.07795051,0.17847028,0.16969475,-0.4191447,-0.44264537,1.7688305,1.7814139,-0.0064834,0.0158686,-0.022352
68,-1.3903029,-1.280299,"('dependent', 'independent')",-1.5718012,-1.445913,-2.039348,-1.9123915,-2.0635493,-1.8671589,-0.8979936,-0.7913061,-1.592599,-1.4594137,-0.1331853
21,-1.3670704,-1.0264151,"('immoral', 'moral')",-0.96489847,-0.8176539,0.44398096,0.54188925,-0.036375202,0.15462893,-1.244819,-1.0501982,-0.6338364,-0.4395498,-0.1942866
6,1.3335294,1.222808,"('distant', 'open')",0.43030024,0.30489975,0.056428164,0.015195757,-0.4954698,-0.5233655,1.3921573,1.2410887,0.543389,0.4521254,0.0912636
73,1.2518868,1.1632171,"('helpless', 'self-reliant')",1.0117785,0.9603857,0.26645264,0.21403682,0.7654147,0.74223256,-3.577364,-3.5954962,-0.0563663,-0.1031248,0.0467585
56,-1.2416213,-1.0672332,"('impractical', 'practical')",-0.7142262,-0.5543708,1.3081968,1.3925279,-0.18079132,-0.11367504,-0.7077519,-0.6643535,-0.3072388,-0.2014209,-0.1058179
49,-1.2316589,-1.1438019,"('unable', 'able')",-1.491894,-1.4934111,-0.8944391,-0.8526087,-1.4163387,-1.3331933,-0.8069235,-0.7136532,-1.1682508,-1.1073337,-0.0609171
63,-1.2193998,-1.1743025,"('unperceptive', 'insightful')",0.36814538,0.41873774,0.6953266,0.73468745,-0.18297188,-0.17867692,0.6295639,0.7219265,0.0581328,0.1044745,-0.0463417
82,-1.1905152,-1.2172662,"('poor', 'rich')",-0.43090844,-0.43407562,0.29546803,0.3400995,0.4576783,0.44722068,6.5051303,6.526762,1.1273706,1.132548,-0.0051774
83,-1.1554235,-1.1087744,"('powerless', 'powerful')",-0.9749943,-0.93593603,0.36155343,0.42065123,-1.2828959,-1.2261169,-1.6239549,-1.4749893,-0.935143,-0.8650331,-0.0701099
23,-1.1343697,-1.0998482,"('insincere', 'sincere')",-0.49951163,-0.57117885,0.707814,0.6620638,-0.59539086,-0.7354643,5.7438836,5.788724,0.8444851,0.8088593,0.0356258
45,-1.1188405,-0.95190555,"('incompetent', 'competent')",-0.5525495,-0.52659357,0.10651583,0.14022177,-0.051765565,-0.09518537,-0.31519857,-0.2799091,-0.3863676,-0.3426744,-0.0436932
60,-1.1074319,-0.8633751,"('inefficient', 'efficient')",-0.50246006,-0.33651328,0.1575878,0.32965276,-0.3104784,-0.22204202,-0.7262484,-0.5732772,-0.4978062,-0.333111,-0.1646952
48,-1.1066115,-1.0278308,"('unintelligent', 'intelligent')",-1.4386733,-1.479401,-0.5093485,-0.44144028,-1.2381849,-1.1387955,0.15084127,0.267062,-0.8283954,-0.7640811,-0.0643143
88,-1.0411222,-1.1112062,"('low', 'eminent')",-1.3699985,-1.4687893,-0.5577129,-0.5922874,-1.0564132,-1.1208906,-0.08446778,-0.08590783,-0.8219429,-0.8758163,0.0538734
47,-0.9711916,-0.978598,"('stupid', 'smart')",-0.54437613,-0.5909409,0.36823094,0.37889266,0.74214137,0.6560425,5.8619113,5.9403653,1.0913431,1.0811523,0.0101908
32,-0.9561317,-0.8712866,"('unkind', 'kind')",-0.87575746,-0.89099604,0.38448536,0.3766253,0.0037316382,0.0025519468,0.75610363,0.79899263,-0.1375137,-0.1168226,-0.0206911
57,-0.9317709,-0.9638772,"('unimaginative', 'imaginative')",-0.8314873,-0.93743426,0.1796912,0.07593017,-0.41695282,-0.49584463,-2.8086286,-2.9272733,-0.9618297,-1.0496998,0.0878701
20,-0.9247917,-0.8770457,"('rough', 'thoughtful')",-1.1786498,-1.1621989,-0.5414046,-0.5277024,-0.258361,-0.18975976,0.8721921,0.89596975,-0.406203,-0.3721474,-0.0340556
9,0.89438534,0.7556952,"('unaffectionate', 'caring')",0.40765423,0.26112106,1.6093643,1.5477945,-0.25863308,-0.35716623,1.8716552,1.8302025,0.9048852,0.8075294,0.0973558
14,-0.86443275,-0.6479485,"('antisocial', 'social')",-1.0754966,-0.86263865,0.31816658,0.46166047,-0.017877974,0.07252608,-1.1613004,-1.0894111,-0.5601882,-0.4131623,-0.1470259
76,-0.8524926,-0.8145643,"('anxious', 'daring')",-0.28388304,-0.26254398,-0.08650935,-0.10510309,0.38668662,0.46594042,-0.6499194,-0.57258886,-0.2972236,-0.257772,-0.0394516
25,0.8387406,0.6414262,"('egoistic', 'altruistic')",0.29478502,0.082546495,1.3966767,1.4015741,1.1102684,1.0837848,1.957282,1.9025342,1.1195505,1.0223732,0.0971773
72,-0.8158886,-0.85021955,"('unambitious', 'ambitious')",-0.9738101,-0.97681016,-0.020571863,0.0528055,-0.8803647,-0.93214405,-1.1314033,-1.0555258,-0.7644077,-0.7523788,-0.0120289
4,0.7833081,0.7116569,"('disliked', 'liked')",0.3673721,0.30831397,-0.1187916,-0.20194885,-0.20670351,-0.29290766,-6.5736527,-6.8211193,-1.1496935,-1.259201,0.1095075
1,0.77821803,0.59701204,"('unfriendly', 'friendly')",-0.044953976,-0.33877793,1.306134,1.2409844,0.2334554,0.0050028786,2.8358855,2.631907,1.0217478,0.8272257,0.1945221
22,-0.7776364,-0.7084368,"('untrustworthy', 'trustworthy')",0.3240013,0.29022205,-0.6052625,-0.5706436,0.4350017,0.38294578,-1.0683357,-1.0406811,-0.3384463,-0.3293187,-0.0091276
62,-0.7517207,-0.58033264,"('incompetent', 'brilliant')",-0.22816148,-0.06890128,-0.20548908,-0.097193606,-0.6707672,-0.6202708,-0.5034518,-0.34443504,-0.4719181,-0.3422266,-0.1296915
58,-0.7362551,-0.68426144,"('undiscriminating', 'discriminating')",-1.0194757,-1.1519563,0.52698827,0.4654134,0.8230348,0.7178929,0.09438453,-0.010176016,-0.0622647,-0.1326175,0.0703528
18,0.736189,0.75300574,"('disagreeable', 'welcoming')",0.342328,0.33096957,-0.21557304,-0.11846337,-0.49583894,-0.5146327,-0.15064664,-0.16667214,0.0432917,0.0568414,-0.0135497
3,-0.7265105,-0.53530824,"('repellent', 'pleasant')",-0.045819513,0.02157903,-0.1195495,-0.07103169,0.82918006,0.85956925,-0.025601074,0.102944225,-0.0176601,0.0755505,-0.0932106
59,0.717922,0.6936618,"('foolish', 'wise')",1.0625787,0.967929,1.6570123,1.6641482,1.1258639,1.1206007,1.170977,1.0788478,1.1468708,1.1050375,0.0418333
31,0.7024862,0.5306586,"('evil', 'good')",0.08311021,-0.14695062,-0.74856293,-0.83171,0.19743079,0.066845834,-0.3043121,-0.47590068,-0.0139696,-0.1714114,0.1574418
