,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
69,1.9330031,1.603611,"('lazy', 'industrious')",2.809168,2.7870514,1.5433754,1.7321315,-0.9008745,-0.9481785,1.346168,1.2936537,0.0525143
14,-1.6342022,-0.58889604,"('antisocial', 'social')",-2.1016536,-1.3256003,-0.18567316,0.38606566,-0.2637739,-0.083384305,-1.0463257,-0.4029537,-0.643372
47,-1.3870302,-1.0703108,"('stupid', 'smart')",-1.7988834,-1.3472544,-0.5256922,-0.3881095,4.919795,5.101845,0.3020473,0.5740425,-0.2719952
74,1.3478093,1.0642797,"('undedicated', 'dedicated')",1.0579455,0.81921756,1.5548297,1.3300457,0.43779534,0.1766112,1.099595,0.8475385,0.2520565
13,-1.267293,-1.2836342,"('impolite', 'polite')",-1.3385522,-1.2692924,-0.8304994,-0.98238647,-0.17513369,-0.17725083,-0.9028696,-0.928141,0.0252714
33,1.2450073,0.585526,"('wrong', 'right')",2.1686523,1.6691468,2.0874527,1.8435303,-0.5010717,-0.72570264,1.25001,0.8431251,0.4068849
17,-1.1835473,-1.2493281,"('nasty', 'nice')",-0.397996,-0.32812038,-1.2021234,-0.8674703,-0.35968438,-0.2955096,-0.7858378,-0.6851071,-0.1007307
76,-1.1789107,-0.90111893,"('anxious', 'daring')",-2.7319553,-2.453112,-0.8858533,-0.8759227,-0.4206466,-0.31128788,-1.3043416,-1.1353604,-0.1689812
58,1.1564486,1.4837997,"('undiscriminating', 'discriminating')",0.7171793,0.68082243,0.98516583,0.96649426,0.36622292,0.40282783,0.8062541,0.883486,-0.0772319
73,1.1294999,1.0896357,"('helpless', 'self-reliant')",0.9979825,0.7608575,0.40624905,0.3420817,-3.6612353,-3.3874116,-0.281876,-0.2987092,0.0168332
45,-1.1119193,-0.7166717,"('incompetent', 'competent')",-1.201025,-0.81723464,-0.27140823,-0.079749286,-0.42869374,-0.30103323,-0.7532616,-0.4786722,-0.2745894
55,-1.1042612,-0.5029645,"('incompetent', 'clever')",-2.7764077,-2.2883368,-0.9298115,-1.0203776,0.16565403,0.26802486,-1.1612065,-0.8859135,-0.275293
22,-1.0986415,-0.7560771,"('untrustworthy', 'trustworthy')",-1.6069876,-1.5233575,-1.378655,-1.2754186,-0.83827335,-0.6843352,-1.2306393,-1.0597972,-0.1708421
25,1.0835084,0.7173368,"('egoistic', 'altruistic')",1.6119343,1.4947951,1.0249772,0.8260415,1.3326174,1.3828871,1.2632593,1.1052651,0.1579942
10,-1.0803913,-1.0503488,"('unsympathetic', 'sympathetic')",-2.2531502,-2.1313481,-0.67759776,-0.93304837,0.1415116,0.18452477,-0.9674068,-0.9825551,0.0151483
71,1.0584053,0.8470981,"('diffident', 'self-confident')",2.5450618,2.3061092,1.0107443,0.9009601,0.06328195,0.006417282,1.1693733,1.0151461,0.1542272
60,-1.0452584,-0.95501703,"('inefficient', 'efficient')",-1.8189639,-1.5437782,-0.1844437,-0.44560903,-0.2505662,-0.27032304,-0.8248081,-0.8036819,-0.0211262
44,-1.032482,-1.1290532,"('prejudiced', 'unprejudiced')",-1.3368487,-1.2643486,-1.826276,-1.6970828,-1.8302108,-1.9557793,-1.5064543,-1.5115659,0.0051116
12,1.0266851,0.766713,"('unsupportive', 'supportive')",1.3973516,1.170559,1.2578768,1.0868047,-1.4303625,-1.4586897,0.5628877,0.3913468,0.1715409
