,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,male-female
33,0.7597631,0.6365771,"('wrong', 'right')",0.74574506,0.5833503,1.152183,1.1449366,-0.36584225,-0.3134466,0.5729622,0.5128543,0.0601079
38,0.73897827,1.0389999,"('untruthful', 'truthful')",-0.39750683,0.042675585,0.42383772,0.59200174,0.13769343,0.5028992,0.2257507,0.5441441,-0.3183934
73,0.72509897,0.785902,"('helpless', 'self-reliant')",1.9364545,2.1284146,0.8297376,1.0239252,-3.5591302,-3.059607,-0.0169598,0.2196587,-0.2366185
22,-0.69941694,-0.51001966,"('untrustworthy', 'trustworthy')",-0.6885176,-0.38334304,-0.39173132,-0.34079784,-0.68529916,-0.62961316,-0.6162412,-0.4659434,-0.1502978
20,-0.6889329,-0.5866638,"('rough', 'thoughtful')",-0.8224204,-0.52144647,-0.57398456,-0.5285164,0.6289209,0.6165469,-0.3641042,-0.2550199,-0.1090843
42,0.6589554,0.8250739,"('unreliable', 'reliable')",1.0199512,1.3196696,0.59642947,0.62968504,-3.255419,-3.035457,-0.2450207,-0.0652571,-0.1797636
85,0.6214435,0.37539518,"('insignificant', 'prestigious')",0.8852239,0.7129546,1.4192535,1.449239,-0.6970279,-0.7202915,0.5572233,0.4543243,0.102899
39,0.6119246,0.7913432,"('exploitative', 'cooperative')",-0.95323277,-0.63161784,-0.16745964,0.19306684,0.2771788,0.52210146,-0.0578973,0.2187234,-0.2766207
28,0.6042305,0.63944566,"('disloyal', 'loyal')",-1.5839492,-1.6070524,-0.19269222,-0.38580677,1.0033464,1.0992478,-0.0422661,-0.0635414,0.0212753
70,-0.6028613,-0.19002727,"('lethargic', 'energetic')",-0.33489984,0.034159213,-1.0234166,-0.7287178,0.6435816,0.72240996,-0.329399,-0.040544,-0.288855
7,0.5816373,0.83754003,"('insensitive', 'sensitive')",-1.2543977,-0.89323556,-0.8611444,-0.7965424,0.7977888,0.9090758,-0.184029,0.0142095,-0.1982385
6,0.5789722,0.6488041,"('distant', 'open')",-0.009599831,-0.014774548,1.31919,1.2765769,-0.4194023,-0.30591148,0.36729,0.4011737,-0.0338837
21,0.57214874,0.66797596,"('immoral', 'moral')",-1.183883,-1.0646669,-0.5564229,-0.64678454,-0.92769766,-0.8148818,-0.5239637,-0.4645893,-0.0593744
36,0.567029,-0.061925493,"('hostile', 'amicable')",0.07933144,-0.6315811,0.9613451,0.58887815,-0.43255693,-0.8121814,0.2937872,-0.2292025,0.5229897
10,-0.54878235,-0.41789043,"('unsympathetic', 'sympathetic')",-2.273934,-2.330603,-1.1466789,-1.2962784,-0.15929803,-0.33925882,-1.0321733,-1.0960076,0.0638343
48,-0.526286,-0.3804657,"('unintelligent', 'intelligent')",-1.033583,-1.0044931,0.063658565,0.062751494,0.5872121,0.41920552,-0.2272496,-0.2257504,-0.0014992
67,-0.5125167,-0.71666986,"('doubtful', 'determined')",0.3600731,0.070590675,-0.10297083,-0.27437618,-0.68101525,-1.0106934,-0.2341074,-0.4827872,0.2486798
0,0.484272,0.3841707,"('unsociable', 'sociable')",-1.2563913,-1.7344736,-1.130638,-1.4927096,-0.49151817,-0.70414287,-0.5985689,-0.8867888,0.2882199
31,-0.4837574,-0.74720615,"('evil', 'good')",1.3345169,1.4023021,1.279923,1.3675367,-0.9085098,-0.9686963,0.3055432,0.2634841,0.0420591
58,0.48198235,0.3020495,"('undiscriminating', 'discriminating')",0.67741793,0.43226716,0.33440894,0.11505298,0.3522203,0.12981841,0.4615074,0.244797,0.2167104
25,0.47515422,0.574683,"('egoistic', 'altruistic')",0.667265,0.80452514,0.9353026,1.3296585,1.1265988,1.358548,0.8010802,1.0168537,-0.2157735
57,-0.47291404,-0.50461787,"('unimaginative', 'imaginative')",-1.2172673,-1.4246557,-0.48950943,-0.7186337,-3.046387,-3.1531546,-1.3065194,-1.4502654,0.143746
82,-0.46112493,-0.0077999253,"('poor', 'rich')",-1.4071586,-1.1631707,0.090795,0.21192253,6.8765955,6.85081,1.2747767,1.4729404,-0.1981637
45,-0.4532687,-0.3242919,"('incompetent', 'competent')",-1.5737218,-1.5076536,-1.0176729,-1.0811521,-0.15346402,-0.2773797,-0.7995319,-0.7976193,-0.0019126
66,0.4267929,0.033694383,"('inactive', 'active')",0.0819591,-0.47408563,0.9126941,0.45260245,0.48680544,-0.1920655,0.4770629,-0.0449636,0.5220265
27,0.40842095,0.6141567,"('hardhearted', 'softhearted')",-0.08281263,0.027331665,0.62669575,0.7733716,1.4492042,1.4155701,0.6003771,0.7076075,-0.1072304
69,0.38989344,0.26300833,"('lazy', 'industrious')",1.245544,0.85523045,1.1961406,1.0029845,-1.1369336,-1.0684212,0.4236611,0.2632006,0.1604605
80,0.31947213,0.36339554,"('dominated', 'dominating')",0.118185736,0.11861562,-0.4457647,-0.6121676,-0.23477641,-0.32557952,-0.0607208,-0.113934,0.0532132
49,-0.30339608,0.11567521,"('unable', 'able')",-1.5702962,-1.4319876,-0.5259064,-0.6918347,-0.39826328,-0.14378022,-0.6994655,-0.5379819,-0.1614836
76,-0.29033485,-0.18745604,"('anxious', 'daring')",-0.3117413,-0.28365827,-0.55761534,-0.6397621,-0.21643126,-0.4722669,-0.3440307,-0.3957858,0.0517551
29,0.2782352,0.15406524,"('unfair', 'fair')",-0.6979035,-0.4540386,-0.81903696,-0.78600997,-0.3642786,-0.6051268,-0.400746,-0.4227775,0.0220315
52,0.26990223,-0.24226853,"('irrational', 'rational')",-0.6125077,-0.7968408,0.39441794,0.30224067,-0.26532105,-0.19961724,-0.0533771,-0.2341215,0.1807444
43,0.26667017,0.61705303,"('irresponsible', 'responsible')",-1.610008,-1.0900918,-1.3423337,-1.180303,0.54147434,0.5336229,-0.5360492,-0.2799297,-0.2561195
47,0.26550898,0.33486104,"('stupid', 'smart')",-0.47616377,-0.4980823,-1.420997,-1.431259,5.4271536,5.229354,0.9488754,0.9087184,0.040157
30,0.26518494,0.34706178,"('intolerant', 'tolerant')",0.21290997,0.3824075,-0.2819259,-0.20810077,0.49741253,0.59342355,0.1733954,0.278698,-0.1053026
60,-0.25353074,0.24271974,"('inefficient', 'efficient')",-2.0211143,-1.5636246,-1.2995667,-0.95812696,-0.2910548,-0.029201467,-0.9663166,-0.5770583,-0.3892583
74,0.24870533,0.42100245,"('undedicated', 'dedicated')",-0.24806386,0.24503025,0.50010514,0.6072764,-0.07803303,-0.24080458,0.1056784,0.2581261,-0.1524477
3,-0.24812421,-0.11892882,"('repellent', 'pleasant')",-1.3246552,-1.2212193,-1.290352,-1.023571,0.8858615,1.0263816,-0.4943175,-0.3343343,-0.1599832
18,-0.23498842,-0.17318201,"('disagreeable', 'welcoming')",1.0206726,1.1238605,1.239819,1.368437,-0.6079039,-0.462349,0.3543998,0.4641917,-0.1097919
16,-0.23259015,-0.20892891,"('unpopular', 'popular')",-0.59816825,-0.6632457,-0.40141493,-0.48669064,-0.12747374,-0.21131685,-0.3399118,-0.3925455,0.0526337
72,-0.22744615,-0.13512267,"('unambitious', 'ambitious')",-0.3752847,-0.08329373,0.31155875,0.6185525,-0.041293025,0.12131739,-0.0831163,0.1303634,-0.2134797
24,0.20396923,0.4948197,"('dishonest', 'honest')",-1.2532157,-0.75520915,-0.2405926,0.0936388,0.97412586,1.1419685,-0.0789283,0.2438045,-0.3227328
4,-0.19337656,-0.21186817,"('disliked', 'liked')",1.3808918,1.338419,0.8901681,0.9379245,-7.34497,-7.113018,-1.3168217,-1.2621357,-0.054686
46,0.18982269,0.34279382,"('uncompetitive', 'competitive')",-1.9586216,-1.8499914,-1.5344914,-1.6653861,-1.2244045,-1.3430222,-1.1319237,-1.1289015,-0.0030222
81,0.16298112,0.22739363,"('submissive', 'aggressive')",-0.10926287,-0.38383153,-0.051896423,-0.35750043,-0.6822227,-0.86832356,-0.1701002,-0.3455655,0.1754653
77,-0.15758653,0.21665993,"('unmotivated', 'motivated')",-2.1164625,-1.9984301,-1.2987489,-1.2987745,-1.8311466,-1.4446024,-1.3509861,-1.1312867,-0.2196994
84,-0.15683232,-0.17144506,"('inferior', 'superior')",-1.0774509,-0.62883663,-0.47995055,-0.36784413,0.3285528,0.39523217,-0.3464202,-0.1932234,-0.1531968
86,-0.14497444,-0.15863982,"('uninfluential', 'influential')",-1.1028408,-1.4795812,0.44688672,0.0222141,0.20519537,-0.24845986,-0.1489333,-0.4661167,0.3171834
17,-0.12372436,-0.14422841,"('nasty', 'nice')",-0.30551556,-0.29929572,-0.09046734,-0.08260709,-0.4737588,-0.5077893,-0.2483665,-0.2584801,0.0101136
65,-0.11008048,-0.094479896,"('insecure', 'secure')",-0.49411717,-0.63355905,-0.5694113,-0.7613613,-0.043115396,-0.09718745,-0.3041811,-0.3966469,0.0924658
19,0.10251112,0.1981573,"('inhospitable', 'hospitable')",-0.052167766,-0.08596584,1.1057713,1.0470926,-0.052602984,-0.096231245,0.2758779,0.2657632,0.0101147
59,0.0950561,0.076041564,"('foolish', 'wise')",0.24416272,0.41461465,0.9352547,1.0687382,-0.17072397,0.09087795,0.2759374,0.4125681,-0.1366307
51,-0.059699833,-0.08778435,"('uneducated', 'educated')",0.28261185,0.3573866,0.9496929,0.8850651,0.88507676,0.46957543,0.5144204,0.4060607,0.1083597
79,0.05729787,0.028848233,"('wavering', 'unwavering')",0.61665785,0.39442584,1.5275884,1.2765281,-0.3765546,-0.3700095,0.4562474,0.3324482,0.1237992
55,0.051621806,0.0809767,"('incompetent', 'clever')",-0.94855446,-0.89364916,-0.9501437,-1.012459,0.43299258,0.2738939,-0.353521,-0.3878094,0.0342884
11,0.044139497,0.4862085,"('unhelpful', 'helpful')",-1.7206162,-1.2733827,-0.3703862,-0.228299,2.3156927,2.444677,0.0672075,0.357301,-0.2900935
53,-0.016651541,0.062432803,"('uncreative', 'creative')",-1.6095237,-1.5392333,0.04953918,0.028788894,0.41471982,0.33126152,-0.290479,-0.2791875,-0.0112915
