,intuit_male,intuit_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.1276245,-2.3321903,"('uninfluential', 'influential')",-0.3737353,-0.4271446,-1.25068,-1.3796674,0.1289874
1,-1.9549167,-1.3022254,"('unfriendly', 'friendly')",0.73451865,1.1115596,-0.610199,-0.0953329,-0.5148661
8,-1.8652633,-1.2065752,"('unaffectionate', 'affectionate')",-0.21849611,0.1988759,-1.0418798,-0.5038496,-0.5380302
9,-1.4862317,-0.9698593,"('unaffectionate', 'caring')",0.50191516,0.88861024,-0.4921583,-0.0406245,-0.4515338
53,-1.4628032,-1.4181298,"('uncreative', 'creative')",0.36694428,0.43522108,-0.5479295,-0.4914544,-0.0564751
45,-1.4358503,-1.6750755,"('incompetent', 'competent')",-0.5574955,-0.47005975,-0.9966729,-1.0725677,0.0758948
28,-1.4022905,-1.0660431,"('disloyal', 'loyal')",0.41834855,0.72515255,-0.491971,-0.1704453,-0.3215257
72,-1.3219733,-0.8648818,"('unambitious', 'ambitious')",-1.154806,-0.7981387,-1.2383897,-0.8315102,-0.4068795
31,-1.3172324,-0.3905583,"('evil', 'good')",-1.7310306,-1.4911478,-1.5241315,-0.940853,-0.5832785
24,-1.3017416,-1.1931293,"('dishonest', 'honest')",0.55486006,0.75659716,-0.3734408,-0.2182661,-0.1551747
43,-1.2951782,-1.7188271,"('irresponsible', 'responsible')",0.32342577,0.09019835,-0.4858762,-0.8143144,0.3284382
19,-1.2073741,-0.9932677,"('inhospitable', 'hospitable')",-0.2932593,-0.14840722,-0.7503167,-0.5708375,-0.1794792
0,-1.1831207,-1.8905132,"('unsociable', 'sociable')",-0.5788784,-0.6384369,-0.8809996,-1.2644751,0.3834755
12,-1.1453081,-1.2813226,"('unsupportive', 'supportive')",-1.8526276,-1.6523166,-1.4989679,-1.4668195,-0.0321484
57,-1.1044211,-1.5267566,"('unimaginative', 'imaginative')",-2.8404186,-2.7918653,-1.9724199,-2.1593111,0.1868912
44,1.0840418,0.74367553,"('prejudiced', 'unprejudiced')",-1.2577811,-1.3512828,-0.0868697,-0.3038037,0.216934
10,-1.0560011,-1.8959745,"('unsympathetic', 'sympathetic')",-0.22682154,-0.36970675,-0.6414113,-1.1328406,0.4914293
22,-1.0499946,-1.1887244,"('untrustworthy', 'trustworthy')",-1.3594176,-1.1938549,-1.2047061,-1.1912897,-0.0134164
63,-0.9997292,-1.1983448,"('unperceptive', 'insightful')",1.0281366,1.1238464,0.0142037,-0.0372492,0.0514529
69,0.99676365,1.292724,"('lazy', 'industrious')",-0.405961,-0.22730488,0.2954013,0.5327096,-0.2373083
23,-0.962515,-1.075176,"('insincere', 'sincere')",5.9566135,5.8073554,2.4970493,2.3660898,0.1309595
81,0.90520805,0.02085127,"('submissive', 'aggressive')",0.16722125,0.050797038,0.5362146,0.0358242,0.5003904
58,-0.83088404,-0.49633402,"('undiscriminating', 'discriminating')",-0.2897321,-0.32226616,-0.5603081,-0.4093001,-0.151008
41,-0.8281888,-0.4041233,"('unforgiving', 'forgiving')",-0.3525098,-0.29554042,-0.5903493,-0.3498319,-0.2405174
6,-0.7765714,-0.11671254,"('distant', 'open')",-0.30580938,-0.050961573,-0.5411904,-0.0838371,-0.4573533
52,-0.7741619,-0.012618592,"('irrational', 'rational')",-0.49632543,-0.25555366,-0.6352437,-0.1340861,-0.5011576
7,-0.75843495,-0.90757483,"('insensitive', 'sensitive')",0.42393374,0.5959382,-0.1672506,-0.1558183,-0.0114323
55,-0.74073154,-1.2644002,"('incompetent', 'clever')",0.08719078,0.16823038,-0.3267704,-0.5480849,0.2213145
76,0.7354239,-0.040248077,"('anxious', 'daring')",0.83571994,0.7185316,0.7855719,0.3391418,0.4464301
82,-0.7152725,-0.8292765,"('poor', 'rich')",5.889671,5.7097626,2.5871992,2.440243,0.1469562
40,-0.71336466,-0.27522293,"('stingy', 'generous')",-1.8393576,-1.3934283,-1.2763611,-0.8343256,-0.4420355
38,-0.7129874,-0.6153014,"('untruthful', 'truthful')",0.3050576,0.4378115,-0.2039649,-0.0887449,-0.11522
85,-0.70124304,-0.054545615,"('insignificant', 'prestigious')",0.25900006,0.27789137,-0.2211215,0.1116729,-0.3327944
46,-0.6542074,-1.6140535,"('uncompetitive', 'competitive')",-0.51961434,-0.8412327,-0.5869108,-1.2276431,0.6407323
74,-0.6338633,-0.766831,"('undedicated', 'dedicated')",-0.40627325,-0.5734488,-0.5200683,-0.6701399,0.1500716
5,-0.6324814,-0.20249371,"('distant', 'outgoing')",-0.60074466,-0.2959399,-0.616613,-0.2492168,-0.3673962
70,-0.61976194,-1.2558295,"('lethargic', 'energetic')",0.6660069,0.52082354,0.0231225,-0.367503,0.3906255
51,-0.61791104,-0.8625703,"('uneducated', 'educated')",0.97708154,0.877844,0.1795852,0.0076368,0.1719484
36,-0.60941607,-0.12006711,"('hostile', 'amicable')",-0.38664082,-0.39779395,-0.4980285,-0.2589305,-0.239098
49,0.5982311,0.4993383,"('unable', 'able')",-0.1583803,0.08011679,0.2199254,0.2897275,-0.0698021
84,0.5955472,0.77766365,"('inferior', 'superior')",1.0200139,1.2290068,0.8077806,1.0033352,-0.1955546
64,-0.5917687,-0.777623,"('shy', 'confident')",-6.4761987,-6.218275,-3.5339837,-3.4979491,-0.0360346
59,-0.5772811,0.34592205,"('foolish', 'wise')",0.027977776,0.437149,-0.2746517,0.3915355,-0.6661872
4,-0.5667658,-0.47446054,"('disliked', 'liked')",-6.3352437,-6.1006894,-3.4510047,-3.287575,-0.1634297
65,-0.5614066,-0.94999117,"('insecure', 'secure')",-0.28404605,-0.36443427,-0.4227263,-0.6572127,0.2344864
80,0.5418743,-0.40567786,"('dominated', 'dominating')",-0.7417239,-0.98086447,-0.0999248,-0.6932712,0.5933464
88,-0.5124479,-0.81579286,"('low', 'eminent')",0.20533739,0.17212412,-0.1535552,-0.3218344,0.1682792
16,-0.5079226,-0.09364974,"('unpopular', 'popular')",0.3829105,0.3434685,-0.062506,0.1249094,-0.1874154
87,0.5027032,-0.1408701,"('unsuccessful', 'successful')",0.70666337,0.63968724,0.6046833,0.2494086,0.3552747
