,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
24,-1.7839134,-2.219212,"('dishonest', 'honest')",-0.63245654,-1.0306462,-0.4284631,-0.7279792,0.22568175,0.0032462478,-0.6547878,-0.9936478,0.33886
65,-1.7837361,-1.8553084,"('insecure', 'secure')",0.849512,0.524633,-1.4303321,-1.0764252,-0.7592845,-0.7855215,-0.7809602,-0.7981555,0.0171953
0,-1.7734046,-2.2874644,"('unsociable', 'sociable')",0.31642765,0.17352566,-0.18749285,-0.3322237,-0.7339853,-0.7928554,-0.5946138,-0.8097545,0.2151407
11,-1.7497697,-2.2119298,"('unhelpful', 'helpful')",-0.9248776,-1.193483,-1.0217795,-1.0672269,1.419489,1.1998879,-0.5692345,-0.818188,0.2489535
63,-1.7246947,-2.1628282,"('unperceptive', 'insightful')",1.0216024,0.7911588,-0.95727557,-1.2373445,1.4247501,1.11709,-0.0589045,-0.372981,0.3140765
1,-1.7060063,-2.3743343,"('unfriendly', 'friendly')",-0.7955342,-0.83081716,-0.71669495,-1.2585102,1.78166,1.356381,-0.3591439,-0.7768202,0.4176763
44,1.6960462,1.9493284,"('prejudiced', 'unprejudiced')",-1.4408362,-1.3871735,-1.0484222,-0.89906263,-1.4629043,-1.5062973,-0.5640291,-0.4608013,-0.1032278
57,-1.6735584,-2.353934,"('unimaginative', 'imaginative')",-0.07989725,-0.12029366,-0.38644353,-0.8658879,-1.888274,-2.1429956,-1.0070434,-1.3707778,0.3637344
41,-1.6621797,-2.0992837,"('unforgiving', 'forgiving')",-0.93664145,-0.8182427,0.036486268,-0.23182653,-0.092693135,-0.08916875,-0.663757,-0.8096305,0.1458735
14,-1.6307017,-1.623806,"('antisocial', 'social')",0.92947406,0.75844854,-0.3991642,-0.24804467,-1.0902401,-0.92021346,-0.547658,-0.5084039,-0.0392541
53,-1.6229603,-1.8995317,"('uncreative', 'creative')",0.12748578,0.21073501,0.33064702,-0.014360255,0.73956126,0.6339427,-0.1063166,-0.2673036,0.160987
21,-1.61989,-1.8806736,"('immoral', 'moral')",0.3420094,0.1738948,-2.4158196,-2.3281014,-1.5404402,-1.5478929,-1.3085351,-1.3956933,0.0871582
3,-1.6106515,-1.6681978,"('repellent', 'pleasant')",0.32371056,0.12862164,-1.0042089,-0.8130344,-0.24874587,-0.1849568,-0.6349739,-0.6343918,-0.0005821
7,-1.5398487,-1.9122165,"('insensitive', 'sensitive')",-0.15448493,-0.32869077,-0.4796602,-0.5750327,0.47717836,0.43603644,-0.4242039,-0.5949759,0.170772
45,-1.5205455,-2.245527,"('incompetent', 'competent')",0.6419465,0.3215655,0.3526371,-0.08353047,-0.42883903,-0.609471,-0.2387002,-0.6542408,0.4155406
12,-1.5144496,-1.868829,"('unsupportive', 'supportive')",0.61021817,0.6320554,0.17847602,0.095060945,-0.9886577,-1.1896622,-0.4286033,-0.5828437,0.1542404
69,1.5110244,2.1599712,"('lazy', 'industrious')",0.35557002,0.96196014,0.5772552,1.0442952,-0.22287652,0.09948606,0.5552433,1.0664281,-0.5111848
9,-1.4921308,-2.043142,"('unaffectionate', 'caring')",-0.5997213,-0.64378,0.7209876,0.33973265,1.0552638,0.9352386,-0.0789002,-0.3529877,0.2740875
81,-1.4841135,-1.2470677,"('submissive', 'aggressive')",0.48581323,0.32354367,-1.9704642,-1.6587318,-1.2450476,-0.9525854,-1.053453,-0.8837103,-0.1697427
13,-1.4750769,-1.7253689,"('impolite', 'polite')",0.28748924,-0.040747724,0.2553227,0.10936437,-0.68691564,-0.70940685,-0.4047952,-0.5915397,0.1867445
49,-1.4363929,-1.6119411,"('unable', 'able')",-0.1612006,-0.061973885,-0.6898006,-0.9319551,-0.70138663,-0.6247969,-0.7471952,-0.8076668,0.0604716
30,-1.3479793,-1.7035928,"('intolerant', 'tolerant')",-0.41691548,-0.5568835,0.21398093,0.043010842,0.9508795,0.9584936,-0.1500086,-0.314743,0.1647344
75,1.3183293,1.4230505,"('meek', 'impulsive')",-0.7769073,-0.6854235,0.25336578,0.21852326,0.004751466,-0.07355666,0.1998848,0.2206484,-0.0207636
19,1.2101158,0.94776064,"('inhospitable', 'hospitable')",-0.8628145,-0.7788789,0.71675205,0.3800218,0.306584,0.22779489,0.3426593,0.1941746,0.1484847
34,-1.208684,-1.5152787,"('mean', 'honorable')",-0.37158114,-0.52559984,-0.45952737,-0.44667897,4.9737315,4.841083,0.7334847,0.5883814,0.1451033
40,-1.2057055,-1.6466008,"('stingy', 'generous')",-0.37220198,-0.43867764,0.18236881,0.12103164,-1.0256118,-1.3426173,-0.6052877,-0.8267161,0.2214284
78,-1.198824,-1.3211398,"('nonresilient', 'resilient')",0.480573,0.57349646,-1.2895647,-1.1993434,0.701456,0.6497346,-0.3265899,-0.324313,-0.0022769
77,-1.1857313,-1.267989,"('unmotivated', 'motivated')",0.12898533,0.068449326,-0.56008935,-0.68487287,-0.9863259,-1.0269978,-0.6507903,-0.7278526,0.0770623
61,-1.1458232,-1.3030227,"('illogical', 'logical')",0.35690615,0.27342293,-0.14406857,-0.28426108,-0.22926603,-0.2537941,-0.2905629,-0.3919137,0.1013508
33,1.1312925,1.104151,"('wrong', 'right')",-0.18253994,0.053601876,0.87615156,0.85418403,-0.3016424,-0.4441483,0.3808154,0.3919472,-0.0111318
47,-1.095846,-1.1144936,"('stupid', 'smart')",-0.023280405,-0.18075813,-0.6584877,-0.582708,3.9303308,4.051368,0.5381792,0.5433521,-0.0051729
38,-1.0040766,-1.5133815,"('untruthful', 'truthful')",-1.6058788,-1.6342459,0.10296178,-0.22246128,-0.023961714,-0.29488087,-0.6327388,-0.9162424,0.2835036
39,-0.99661636,-1.0157014,"('exploitative', 'cooperative')",-0.31816092,-0.44110677,1.3762896,1.4871148,-0.06283075,-0.121230856,-0.0003296,-0.0227311,0.0224015
36,0.9771676,0.86417896,"('hostile', 'amicable')",-0.6596669,-0.17498173,0.78723526,0.69551593,0.46774417,0.51522714,0.3931201,0.4749851,-0.081865
4,0.96445465,0.7226749,"('disliked', 'liked')",-0.11291209,0.019036952,-0.050265703,-0.5302634,-5.0925145,-5.364108,-1.0728095,-1.2881649,0.2153554
5,0.934403,0.9271154,"('distant', 'outgoing')",-0.6484792,-0.3895965,0.17353271,0.16906595,0.23507404,0.21206796,0.1736326,0.2296632,-0.0560306
6,0.9233749,0.8771436,"('distant', 'open')",-0.6631589,-0.3195366,0.55351907,0.45415437,0.4296415,0.46155587,0.3108441,0.3683293,-0.0574852
82,-0.91367775,-0.89261895,"('poor', 'rich')",-0.04529379,-0.068404175,-0.42065287,-0.2807243,4.7830048,4.8134174,0.8508451,0.8929175,-0.0420724
74,-0.8853508,-1.1298145,"('undedicated', 'dedicated')",0.57663524,0.58030194,-0.3045498,-0.52849966,-0.010368173,-0.06392179,-0.1559084,-0.2854835,0.1295751
22,-0.833939,-1.1608708,"('untrustworthy', 'trustworthy')",-0.045141228,-0.19752796,-0.62286395,-0.7046305,-0.7994532,-1.0415851,-0.5753493,-0.7761536,0.2008043
88,-0.8280539,-1.0064247,"('low', 'eminent')",-0.19772789,-0.18754005,-0.38623548,-0.5285678,0.45081332,0.45405227,-0.240301,-0.3171201,0.0768191
70,-0.8271544,-1.3187877,"('lethargic', 'energetic')",0.8517145,0.47442317,-0.50107473,-0.59819376,0.81968457,0.7192874,0.0857925,-0.1808177,0.2666102
56,-0.8060465,-1.2122564,"('impractical', 'practical')",-0.32933623,-0.6028522,0.2760507,0.109583706,-0.63757396,-0.80880845,-0.3742265,-0.6285833,0.2543568
18,-0.8033297,-0.7630528,"('disagreeable', 'welcoming')",0.10504639,0.27636433,-0.23726901,-0.23888755,-0.54835606,-0.5984299,-0.3709771,-0.3310015,-0.0399756
83,-0.77192885,-0.9311183,"('powerless', 'powerful')",-0.14373595,-0.3003279,-1.0119156,-0.8607537,-1.0095489,-1.1543691,-0.7342823,-0.8116423,0.07736
27,-0.76548606,-1.2113289,"('hardhearted', 'softhearted')",-0.7277561,-0.96048117,-0.118921205,-0.4019723,1.2428825,1.0670761,-0.0923202,-0.3766766,0.2843564
79,0.657536,0.8661573,"('wavering', 'unwavering')",-0.08839288,0.28360063,0.34160402,0.48244518,0.48880237,0.5804909,0.3498874,0.5531735,-0.2032861
42,0.6540809,0.59155804,"('unreliable', 'reliable')",0.89077693,1.0120819,-0.4108481,-0.2889231,-2.2706075,-2.3735936,-0.2841494,-0.2647192,-0.0194302
58,-0.65227336,-1.2583238,"('undiscriminating', 'discriminating')",-0.062044,-0.20680714,0.09122136,-0.34775752,0.41916692,0.073256336,-0.0509823,-0.434908,0.3839257
67,0.6428773,1.0871636,"('doubtful', 'determined')",-0.30548808,-0.12040647,-0.13800111,0.24458158,-0.3415994,-0.20584765,-0.0355528,0.2513728,-0.2869256
2,-0.6352608,-0.6898242,"('unlikable', 'likable')",0.5964929,0.56077933,-0.076989695,-0.039975334,0.13736504,0.16988544,0.0054019,0.0002163,0.0051856
85,0.6206437,0.7549914,"('insignificant', 'prestigious')",-0.511613,0.05421502,1.0390911,1.0474501,0.6710103,0.5984001,0.454783,0.6137642,-0.1589812
80,-0.6139829,-0.5675945,"('dominated', 'dominating')",0.38607657,0.20394182,-0.701145,-0.6308927,-1.6551282,-1.4725277,-0.6460449,-0.6167683,-0.0292766
26,-0.6062549,-0.7365707,"('hardhearted', 'benevolent')",1.3213168,1.5924156,1.1192557,1.0065472,2.0777192,2.3032477,0.9780092,1.04141,-0.0634008
8,-0.58550906,-0.89262104,"('unaffectionate', 'affectionate')",-0.76466733,-0.6543163,1.6504974,1.4033294,1.0157342,0.87209666,0.3290138,0.1821222,0.1468916
50,0.56460845,0.7290834,"('clumsy', 'skillful')",1.580111,1.7051607,-1.2168181,-0.79455703,0.8962066,0.7742134,0.456027,0.6034751,-0.1474481
59,0.49892658,0.8218146,"('foolish', 'wise')",0.45045257,0.7467599,-0.6940109,-0.38139606,0.47456253,0.50147206,0.1824827,0.4221626,-0.2396799
51,-0.46468136,-0.5755672,"('uneducated', 'educated')",0.8315804,0.7974219,-0.09011574,-0.039253585,0.53791386,0.4299335,0.2036743,0.1531336,0.0505407
15,0.46281758,0.2497362,"('boring', 'funny')",0.24787739,0.21250245,0.73717785,0.5690848,0.5342972,0.5351489,0.4955425,0.3916181,0.1039244
20,-0.461904,-0.70580673,"('rough', 'thoughtful')",0.646262,0.43243632,0.1117098,0.014354281,1.1123819,0.8665998,0.3521124,0.1518959,0.2002165
31,0.42867258,0.40932697,"('evil', 'good')",-1.1521543,-0.81078297,-0.058865264,-0.4666073,-0.5071739,-0.6513128,-0.3223802,-0.379844,0.0574638
64,-0.42177263,-0.22931084,"('shy', 'confident')",0.7169837,0.64243174,-1.7733005,-1.5072707,-5.546255,-5.65127,-1.7560861,-1.6863549,-0.0697312
25,0.40215272,0.54728585,"('egoistic', 'altruistic')",-0.20232396,0.021552239,1.7051951,1.6488879,1.1222377,1.112768,0.7568154,0.8326235,-0.0758081
76,-0.36730158,-0.4115759,"('anxious', 'daring')",1.8448458,1.5856221,0.1200532,0.1677279,-0.17499308,-0.06800549,0.3556511,0.3184422,0.0372089
68,-0.31742036,-0.38613474,"('dependent', 'independent')",0.04346264,-0.14839268,-0.8898654,-0.9348762,-0.38270363,-0.63449776,-0.3866317,-0.5259753,0.1393436
54,-0.30967453,-0.26642063,"('incapable', 'capable')",-0.29333282,-0.10985284,0.43137318,0.495241,1.0356714,1.1716022,0.2160093,0.3226424,-0.1066331
29,0.283637,0.23588416,"('unfair', 'fair')",-0.40194118,-0.39273685,0.18678357,0.17637368,-0.4374611,-0.59552974,-0.0922454,-0.1440022,0.0517568
66,-0.2808391,-0.16105749,"('inactive', 'active')",0.9093234,1.0229924,1.0715048,1.2359155,0.53513193,0.73247284,0.5587803,0.7075808,-0.1488005
37,-0.25319302,-0.678137,"('fake', 'genuine')",0.17307635,-0.23924929,-0.6138954,-0.91101146,0.42861557,0.10181925,-0.0663491,-0.4316446,0.3652955
84,0.19212443,0.25638708,"('inferior', 'superior')",1.3359447,1.4031453,1.1113001,1.1886162,1.2927568,1.2000809,0.9830315,1.0120573,-0.0290258
16,-0.15171798,-0.10601665,"('unpopular', 'popular')",-0.045232058,0.17283325,-0.900782,-0.81138784,-0.23538281,-0.17392698,-0.3332787,-0.2296245,-0.1036542
71,0.13914542,0.12249726,"('diffident', 'self-confident')",-0.24547628,-0.076871954,1.1880319,1.2567314,0.30169687,0.21053818,0.3458495,0.3782237,-0.0323742
52,0.13739821,0.32517853,"('irrational', 'rational')",-0.07458527,0.17971954,0.8085429,0.72846085,0.18900715,0.12699895,0.2650907,0.3400894,-0.0749987
17,0.050179236,0.037022486,"('nasty', 'nice')",0.17205295,0.2204973,0.11178628,0.094213724,-0.78998226,-0.69848764,-0.1139909,-0.0866885,-0.0273024
87,-0.0023839064,0.07853948,"('unsuccessful', 'successful')",2.55778,2.4705014,0.7401015,0.95909077,0.7399479,0.7931297,1.0088614,1.0753152,-0.0664538
