,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
70,-2.0789225,-2.0145247,"('lethargic', 'energetic')",-1.7651294,-1.8808314,-2.0939562,-1.9237603,0.4730283,0.47158957,-1.366245,-1.3368818,-0.0293632
86,-2.0730608,-1.7368256,"('uninfluential', 'influential')",-1.7736359,-1.5302569,-0.48790115,-0.1656692,-0.3891136,-0.2322649,-1.1809278,-0.9162542,-0.2646736
7,-2.0381896,-1.7661258,"('insensitive', 'sensitive')",-2.4031255,-2.3403735,-2.1433783,-1.8939207,0.12138857,0.1837677,-1.6158262,-1.454163,-0.1616632
45,-1.98828,-1.6749667,"('incompetent', 'competent')",-2.3912127,-2.2964482,-2.1086411,-1.7680371,-0.78182596,-0.4692067,-1.81749,-1.5521648,-0.2653252
11,-1.9768368,-1.8166429,"('unhelpful', 'helpful')",-2.8933609,-2.782439,-1.3793837,-1.2471782,2.669436,2.5990665,-0.8950363,-0.8117984,-0.0832379
28,-1.961413,-1.7910581,"('disloyal', 'loyal')",-1.6798712,-1.5595106,-1.4921336,-1.2493542,0.93487155,0.96450084,-1.0496366,-0.9088556,-0.140781
43,-1.9314531,-1.7912204,"('irresponsible', 'responsible')",-3.379746,-3.4879773,-1.5026062,-1.1822947,0.8513282,0.7697926,-1.4906193,-1.422925,-0.0676943
35,1.9078053,1.6120197,"('corrupt', 'incorrupt')",2.396319,2.3103702,1.1070908,0.97722083,-0.54271644,-0.4980227,1.2171247,1.1003971,0.1167276
62,-1.8342495,-1.697289,"('incompetent', 'brilliant')",-2.8849952,-2.85098,-1.0273979,-0.890495,-0.050721277,-0.14727928,-1.4493411,-1.3965108,-0.0528303
79,1.7673583,1.6879432,"('wavering', 'unwavering')",2.0775857,2.0221586,1.1378843,1.1001699,-0.31401813,-0.18522117,1.1672025,1.1562626,0.0109399
33,1.6930208,1.4609954,"('wrong', 'right')",0.72303545,0.69827455,1.5382521,1.4645067,-1.1632723,-1.1071949,0.697759,0.6291455,0.0686135
75,1.689972,1.664181,"('meek', 'impulsive')",0.95335555,0.8262814,0.3900175,0.2618236,-0.42282116,-0.31919822,0.652631,0.608272,0.044359
84,1.6838369,1.5390732,"('inferior', 'superior')",1.1375967,1.0655473,0.64699894,0.5503763,0.86307144,0.7125924,1.082876,0.9668973,0.1159787
66,1.6768479,1.5015275,"('inactive', 'active')",1.9468817,1.9099551,1.4437662,1.3485386,0.78409123,0.93536335,1.4628968,1.4238461,0.0390507
82,-1.5708791,-1.4841434,"('poor', 'rich')",-1.305727,-1.5140712,-1.4722335,-1.347349,6.2804146,6.123207,0.4828937,0.4444108,0.0384829
36,1.4304672,1.3693643,"('hostile', 'amicable')",1.9697965,1.9852774,1.7938918,1.6597679,-0.5326083,-0.20728254,1.1653869,1.2017817,-0.0363948
41,-1.4238201,-1.2535374,"('unforgiving', 'forgiving')",-2.0185516,-2.0886202,-0.91231954,-0.7773624,-0.04862961,0.10769826,-1.1008303,-1.0029554,-0.0978749
76,-1.4002278,-1.5535396,"('anxious', 'daring')",-0.3942243,-0.5491574,-1.7598655,-1.6493368,0.4456513,0.34787843,-0.7771665,-0.8510388,0.0738723
50,1.3999761,1.4429288,"('clumsy', 'skillful')",2.2397099,2.1547084,-0.17726451,-0.11212923,0.17784482,0.15748928,0.9100666,0.9107493,-0.0006827
72,-1.3630131,-1.3522038,"('unambitious', 'ambitious')",-1.876496,-1.9847494,-0.40027875,-0.57147574,-0.59108925,-0.85120016,-1.0577192,-1.1899073,0.1321881
46,-1.3498707,-1.060999,"('uncompetitive', 'competitive')",-1.3205225,-1.1489193,-1.3555554,-0.99271286,-0.6542263,-0.33801904,-1.1700437,-0.8851627,-0.284881
56,-1.2115204,-0.98202354,"('impractical', 'practical')",-2.2927227,-2.142946,-0.7245269,-0.47014755,0.13895446,0.32980773,-1.0224539,-0.8163273,-0.2061266
32,-1.1857184,-0.91648996,"('unkind', 'kind')",-2.3525295,-2.464162,-1.6018314,-1.3429929,0.9774881,1.076337,-1.0406479,-0.911827,-0.1288209
24,-1.1829443,-1.161123,"('dishonest', 'honest')",-2.4549942,-2.5515957,-0.7601343,-0.4244759,0.80251896,0.60540867,-0.8988885,-0.8829465,-0.015942
53,-1.1498202,-1.0766782,"('uncreative', 'creative')",0.15554559,0.25490448,0.4063085,0.5543884,1.1750039,1.3818163,0.1467595,0.2786078,-0.1318483
27,-1.0860378,-1.3147248,"('hardhearted', 'softhearted')",-1.5937953,-1.8895481,-0.9367824,-0.9111805,0.61657506,0.45606473,-0.7500101,-0.9148471,0.164837
88,-1.07113,-0.7960262,"('low', 'eminent')",-0.83513653,-0.8600714,-1.5185434,-1.2533113,-0.49966556,-0.454937,-0.9811189,-0.8410865,-0.1400324
63,-1.0605657,-0.97867817,"('unperceptive', 'insightful')",-0.7930603,-0.7817136,-1.0855758,-0.97651047,0.47774598,0.62226725,-0.615364,-0.5286587,-0.0867053
17,-1.0602231,-0.99567485,"('nasty', 'nice')",0.093315616,0.11412892,-0.17714575,-0.0233818,-0.49041525,-0.35593098,-0.4086171,-0.3152147,-0.0934024
47,-1.0445881,-0.97672313,"('stupid', 'smart')",-0.9380929,-0.94951946,-1.4306809,-1.2132554,5.2221084,5.160181,0.4521866,0.5051708,-0.0529842
29,1.015507,0.7388299,"('unfair', 'fair')",0.3990716,0.3392645,0.3205526,0.250165,-0.5094304,-0.79344404,0.3064252,0.1337039,0.1727213
59,1.0107075,0.98509043,"('foolish', 'wise')",1.4412798,1.4186485,0.07952387,0.07779175,-0.26938647,-0.17029876,0.5655311,0.577808,-0.0122769
22,-1.0092525,-0.825731,"('untrustworthy', 'trustworthy')",-1.4073863,-1.2946495,-2.0419748,-1.6825887,-1.0816792,-0.8778771,-1.3850732,-1.1702116,-0.2148616
77,-1.0083976,-0.79260164,"('unmotivated', 'motivated')",-0.5537659,-0.4444666,0.20667937,0.2654617,-1.0658818,-1.1234972,-0.6053415,-0.5237759,-0.0815656
71,0.99806935,0.89971066,"('diffident', 'self-confident')",-0.5419601,-0.49110234,1.8337319,1.8611515,0.3383134,0.499404,0.6570386,0.6922909,-0.0352523
19,0.9767961,0.9081787,"('inhospitable', 'hospitable')",0.77871144,0.7805463,1.2198675,1.1246176,0.1259774,0.118860565,0.7753381,0.7330508,0.0422873
4,0.97390985,0.9438797,"('disliked', 'liked')",1.1823007,1.241241,0.9370653,0.9080987,-7.21859,-6.6394405,-1.0313284,-0.8865553,-0.1447731
54,0.96569824,0.735273,"('incapable', 'capable')",0.12721479,-0.021117687,1.2101473,1.1490072,0.93658507,0.8960415,0.8099114,0.689801,0.1201104
44,0.93844926,0.67320955,"('prejudiced', 'unprejudiced')",-0.34624875,-0.4253103,-0.8705812,-1.0899581,-1.4175959,-1.5486894,-0.4239941,-0.5976871,0.173693
39,-0.9144617,-1.0014663,"('exploitative', 'cooperative')",-0.8265325,-0.8003302,-0.5150839,-0.30615842,0.443953,0.4442666,-0.4530313,-0.4159221,-0.0371092
51,-0.8172456,-0.61856025,"('uneducated', 'educated')",-0.7472937,-0.6592278,-0.36277544,-0.31542212,1.1414851,1.0593827,-0.1964574,-0.1334569,-0.0630005
31,0.78678876,0.7919679,"('evil', 'good')",1.5906047,1.5612924,1.4558148,1.4044045,-1.4104689,-1.2459934,0.6056849,0.6279178,-0.0222329
52,0.772844,0.6837632,"('irrational', 'rational')",1.4997215,1.4921358,0.6646941,0.60591745,-0.652881,-0.69963825,0.5710946,0.5205445,0.0505501
16,0.76451194,0.7992253,"('unpopular', 'popular')",0.78634644,0.66866416,0.22602946,0.1287463,-0.13152492,0.020293422,0.4113407,0.4042323,0.0071084
12,-0.7587875,-0.74907714,"('unsupportive', 'supportive')",-0.52659655,-0.6226021,0.114871845,0.24301806,-1.7355273,-1.6198202,-0.7265099,-0.6871204,-0.0393895
83,0.5420492,0.47649974,"('powerless', 'powerful')",-0.33206937,-0.2267771,1.1673905,0.9540248,-0.82607114,-0.97187775,0.1378248,0.0579674,0.0798574
87,0.5411675,0.549618,"('unsuccessful', 'successful')",0.9991902,1.0784315,0.39950228,0.50988936,0.16714168,0.45923853,0.5267504,0.6492944,-0.122544
42,0.51698756,0.32728046,"('unreliable', 'reliable')",0.8371002,0.73275447,-0.4071391,-0.16172005,-2.3415942,-2.1980476,-0.3486614,-0.3249332,-0.0237282
2,0.49907315,0.51583713,"('unlikable', 'likable')",0.75933343,0.7571317,1.7682451,1.824489,0.72813594,0.9310249,0.938697,1.0071207,-0.0684237
49,-0.48837137,-0.4257992,"('unable', 'able')",-0.5956283,-0.57251424,-0.7476017,-0.6711454,-0.38059404,-0.4222415,-0.5530488,-0.5229251,-0.0301237
18,-0.45838988,-0.57675123,"('disagreeable', 'welcoming')",0.88458717,0.7534205,-0.07969665,-0.09355574,-1.2626493,-1.4019485,-0.2290372,-0.3297087,0.1006715
8,-0.39676648,-0.42520136,"('unaffectionate', 'affectionate')",-0.2260836,-0.40919536,1.7920364,1.7605685,0.53904986,0.52411366,0.4270591,0.3625714,0.0644877
67,0.375292,0.18158379,"('doubtful', 'determined')",-0.56926304,-0.48145634,0.058559,-0.10061987,-0.019765466,-0.3368562,-0.0387944,-0.1843372,0.1455428
20,-0.3604857,-0.33496243,"('rough', 'thoughtful')",1.0328177,0.9019602,-0.39452925,-0.44244152,0.6103228,0.58625484,0.2220314,0.1777028,0.0443286
25,0.34616393,0.10686757,"('egoistic', 'altruistic')",1.1898519,1.1062315,1.6649929,1.6758562,0.81731325,0.9263176,1.0045805,0.9538182,0.0507623
15,0.33128083,0.24210066,"('boring', 'funny')",0.6008131,0.5065848,0.2548187,0.2879191,0.55680066,0.56866306,0.4359283,0.4013169,0.0346114
9,-0.3215779,-0.28603065,"('unaffectionate', 'caring')",-0.7912237,-0.89752495,1.9223456,1.9131975,1.2771959,1.2068287,0.521685,0.4841177,0.0375673
78,-0.31139582,-0.1369005,"('nonresilient', 'resilient')",0.24299619,0.19679458,0.8042616,0.7292984,0.4579768,0.4389067,0.2984597,0.3070248,-0.0085651
38,-0.27901813,-0.26613283,"('untruthful', 'truthful')",-1.6096047,-1.6804031,0.41000763,0.38560987,0.099405244,0.102834955,-0.3448025,-0.3645228,0.0197203
61,-0.26331308,-0.22222105,"('illogical', 'logical')",-0.35935488,-0.17757648,0.77440554,0.8549354,-0.20106354,-0.22733054,-0.0123315,0.0569518,-0.0692833
34,-0.26143727,-0.21981315,"('mean', 'honorable')",-0.568758,-0.66447085,0.0155899,0.01770787,5.649119,5.480045,1.2086284,1.1533672,0.0552612
1,-0.23260053,-0.12123568,"('unfriendly', 'friendly')",-0.7636457,-0.8183776,0.8181245,0.879179,1.3524274,1.5207133,0.2935764,0.3650697,-0.0714933
64,0.18177958,0.2864814,"('shy', 'confident')",0.61062115,0.68602353,0.4277601,0.47412753,-6.079831,-5.7863345,-1.2149175,-1.0849255,-0.129992
58,-0.1814207,-0.3095826,"('undiscriminating', 'discriminating')",-0.8243607,-0.8551572,0.3143011,0.23075177,0.35909247,0.5317235,-0.083097,-0.1005661,0.0174691
26,-0.14821054,-0.24031302,"('hardhearted', 'benevolent')",1.0257226,0.8701441,1.3190159,1.4356005,1.1380854,1.4747633,0.8336533,0.8850487,-0.0513954
74,-0.14471425,-0.094849765,"('undedicated', 'dedicated')",-0.10853012,-0.2327686,0.09995641,0.25683177,0.3973721,0.63409156,0.061021,0.1408262,-0.0798052
37,-0.103307895,-0.13338551,"('fake', 'genuine')",-0.8726154,-0.9071654,-0.76615584,-0.67694116,0.43035707,0.23507261,-0.3279305,-0.3706049,0.0426744
40,-0.0891255,-0.2777145,"('stingy', 'generous')",-0.1456064,-0.39642003,-0.27698466,-0.31915778,-2.4973485,-2.4956758,-0.7522663,-0.872242,0.1199757
80,0.06287808,0.24705407,"('dominated', 'dominating')",-0.31054187,-0.122391075,-1.5079646,-1.359552,-0.25151607,-0.2933635,-0.5017861,-0.3820632,-0.1197229
68,-0.024337023,0.15195748,"('dependent', 'independent')",-1.1000745,-0.9609236,-0.7743111,-0.67961067,-1.2626522,-1.3733642,-0.7903437,-0.7154853,-0.0748584
