,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
62,-0.7196338,-0.25212786,"('incompetent', 'brilliant')",0.40692496,0.6283373,0.3486417,0.13771619,0.0119776,0.1713086,-0.159331
17,-0.6818501,-0.57175905,"('nasty', 'nice')",-0.9108809,-0.9062268,-0.6663335,-0.5896612,-0.7530215,-0.6892157,-0.0638058
51,0.67666054,0.37596893,"('uneducated', 'educated')",0.17337859,0.03472888,1.0862927,0.61453867,0.645444,0.3417455,0.3036985
7,0.671031,0.7129801,"('insensitive', 'sensitive')",0.6435963,1.1198456,0.88272655,0.7041599,0.7324513,0.8456619,-0.1132106
60,-0.6566113,-0.5068492,"('inefficient', 'efficient')",1.4409469,2.1130512,0.67437756,0.36681324,0.4862377,0.6576717,-0.171434
81,-0.65052885,-0.62267834,"('submissive', 'aggressive')",1.4467909,1.8712054,0.17584087,-0.101717085,0.3240343,0.38227,-0.0582357
80,0.623591,0.5125478,"('dominated', 'dominating')",0.3516218,0.346478,-0.21824045,-0.7181281,0.2523241,0.0469659,0.2053582
75,0.6115452,0.8743958,"('meek', 'impulsive')",0.4580454,0.17612684,-0.19855458,0.04212766,0.2903453,0.3642167,-0.0738714
49,-0.60888493,-0.61408657,"('unable', 'able')",0.020329855,0.0061202124,-0.13934578,-0.10973855,-0.2426336,-0.239235,-0.0033986
25,0.59235156,0.7188629,"('egoistic', 'altruistic')",0.5807246,0.5214896,0.88931316,1.1741939,0.6874631,0.8048488,-0.1173857
86,0.57336366,0.48145008,"('uninfluential', 'influential')",0.59683126,0.6225218,0.04638027,-0.28591728,0.405525,0.2726849,0.1328401
32,0.5552295,0.4658232,"('unkind', 'kind')",-0.23022917,0.12488636,1.0373536,0.8931966,0.454118,0.4946354,-0.0405174
69,0.55401146,0.57246923,"('lazy', 'industrious')",0.84406704,0.5931681,-1.0479214,-0.5452825,0.116719,0.2067849,-0.0900659
19,0.5303809,0.6735887,"('inhospitable', 'hospitable')",-0.7930224,-0.88210094,-0.27841288,-0.1059468,-0.1803515,-0.1048197,-0.0755318
47,-0.48340055,-0.6028501,"('stupid', 'smart')",0.12195806,0.52246124,5.2745485,5.2051644,1.637702,1.7082585,-0.0705565
50,0.45148906,0.47828972,"('clumsy', 'skillful')",-0.41671193,-0.34777027,0.33187175,0.50380695,0.1222163,0.2114421,-0.0892258
67,0.44140553,0.40639693,"('doubtful', 'determined')",-0.19177371,-0.28077555,-0.15742235,-0.38656795,0.0307365,-0.0869822,0.1177187
30,0.42338222,0.4767867,"('intolerant', 'tolerant')",0.9571518,1.2392702,1.2461743,1.1856503,0.8755694,0.9672357,-0.0916663
83,0.36105523,0.27986044,"('powerless', 'powerful')",1.2376742,1.1189069,-0.86446756,-1.0754589,0.244754,0.1077694,0.1369846
88,0.35481843,0.25206876,"('low', 'eminent')",-0.109266415,-0.31130624,0.37413177,0.2991729,0.2065613,0.0799785,0.1265828
11,-0.3341617,-0.2160602,"('unhelpful', 'helpful')",0.063662976,0.47593033,2.4385347,2.1971622,0.7226787,0.8190107,-0.096332
61,0.31395736,0.15848231,"('illogical', 'logical')",1.1294241,1.1580082,0.013198793,-0.16445318,0.4855267,0.3840125,0.1015142
18,-0.31279296,0.11513746,"('disagreeable', 'welcoming')",-0.84879035,-0.8469871,-0.87813574,-0.7749906,-0.6799064,-0.5022801,-0.1776263
43,-0.31238967,-0.31129876,"('irresponsible', 'responsible')",0.54993486,0.97650355,0.71636987,0.46627656,0.3179717,0.3771604,-0.0591887
15,0.31198803,0.26439038,"('boring', 'funny')",-0.26223886,-0.41742,0.0947777,0.23339738,0.0481756,0.0267893,0.0213863
36,0.3100479,0.18868387,"('hostile', 'amicable')",-0.68590575,-1.035148,-0.61851794,-0.16358945,-0.3314586,-0.3366845,0.0052259
23,-0.27961627,-0.16205001,"('insincere', 'sincere')",-0.37294462,0.063704364,5.5829897,5.4127007,1.6434763,1.7714516,-0.1279753
64,-0.21538042,-0.29707947,"('shy', 'confident')",1.0456735,1.0271062,-5.7026687,-5.8895664,-1.6241252,-1.7198466,0.0957214
76,-0.20321485,-0.068232074,"('anxious', 'daring')",-0.0011713654,0.34160218,0.9019694,0.79195505,0.2325277,0.3551084,-0.1225807
4,-0.1957297,-0.24763785,"('disliked', 'liked')",0.59205717,0.23519751,-6.1291065,-6.1724315,-1.9109263,-2.0616239,0.1506976
21,0.19372317,0.17095041,"('immoral', 'moral')",0.8991107,1.1823999,-0.41049606,-0.7784899,0.2274459,0.1916201,0.0358258
70,0.17918628,0.17861155,"('lethargic', 'energetic')",-0.0009640418,0.51504254,1.2580262,0.9629017,0.4787495,0.5521853,-0.0734358
20,-0.17346099,-0.4281485,"('rough', 'thoughtful')",-0.019371856,0.1876738,0.89497614,0.8953548,0.2340478,0.2182934,0.0157544
10,0.14700402,0.021326493,"('unsympathetic', 'sympathetic')",-0.79873466,-0.41388956,0.5151351,-0.117483646,-0.0455318,-0.1700156,0.1244838
31,0.14130278,0.17772296,"('evil', 'good')",-0.94629943,-1.3598843,-1.7961093,-1.4095105,-0.8670353,-0.8638906,-0.0031447
46,-0.1395294,-0.2603377,"('uncompetitive', 'competitive')",0.12953287,0.4864543,0.29081008,-0.22949721,0.0936045,-0.0011269,0.0947314
87,-0.1287152,0.00045880675,"('unsuccessful', 'successful')",-0.21536899,-0.30995783,0.47660977,0.49299303,0.0441752,0.0611647,-0.0169895
56,-0.120626695,0.021844974,"('impractical', 'practical')",0.7692546,1.1293662,0.1876912,-0.1333549,0.278773,0.3392854,-0.0605124
41,-0.12010421,-0.21895815,"('unforgiving', 'forgiving')",-0.65097594,-0.67955977,-0.15763307,-0.24816576,-0.3095711,-0.3822279,0.0726568
13,-0.10951133,-0.05818896,"('impolite', 'polite')",-0.17075002,0.03510815,0.32148904,0.0082978755,0.0137426,-0.0049276,0.0186702
35,-0.102615505,0.082106955,"('corrupt', 'incorrupt')",-0.7437911,-0.9563385,-0.86359316,-0.35127681,-0.5699999,-0.4085028,-0.1614971
42,-0.09925416,0.07781018,"('unreliable', 'reliable')",-0.2026056,0.0767802,-2.3220372,-2.3720393,-0.8746324,-0.7391496,-0.1354828
52,-0.08988413,-0.039651033,"('irrational', 'rational')",-0.37041253,-0.72730464,-0.9954407,-0.7146889,-0.4852458,-0.4938815,0.0086357
2,0.085650355,0.4369371,"('unlikable', 'likable')",0.84913254,1.0716212,0.3663077,0.49012998,0.4336969,0.6662294,-0.2325325
48,-0.07479379,-0.36747774,"('unintelligent', 'intelligent')",1.2910931,1.3041304,0.8066295,0.41106504,0.6743096,0.4492393,0.2250703
57,0.07448743,-0.033123262,"('unimaginative', 'imaginative')",0.5528644,0.75705737,-2.261445,-2.4541862,-0.5446978,-0.5767507,0.0320529
78,0.05644937,-0.029558042,"('nonresilient', 'resilient')",0.22049825,0.16692308,0.45691198,0.2769247,0.2446199,0.1380966,0.1065233
28,0.048741814,0.03802778,"('disloyal', 'loyal')",-0.4110693,-0.31569695,0.96055555,0.72931594,0.1994094,0.1505489,0.0488605
38,0.044356428,0.21639621,"('untruthful', 'truthful')",0.17128316,0.111018434,-0.1444614,-0.018815909,0.0237261,0.1028662,-0.0791401
77,0.030361991,0.30695307,"('unmotivated', 'motivated')",0.5866648,0.8887209,-0.8439768,-0.9501335,-0.07565,0.0818468,-0.1574968
58,-0.022718187,-0.3278222,"('undiscriminating', 'discriminating')",1.1625972,0.91912144,0.34477204,-0.008653887,0.4948837,0.1942151,0.3006686
34,-0.003798033,0.004858002,"('mean', 'honorable')",0.3655747,0.54607904,5.881692,5.949123,2.0811563,2.1666867,-0.0855304
