,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
81,-2.1494107,-2.2325928,"('submissive', 'aggressive')",0.32169533,0.11767812,-0.9138577,-1.0574573,0.1435996
71,2.1065872,2.2367802,"('diffident', 'self-confident')",0.60731196,0.9075119,1.3569496,1.5721461,-0.2151965
69,2.0451612,2.134641,"('lazy', 'industrious')",1.1247852,1.3740528,1.5849732,1.7543468,-0.1693736
85,1.9817339,1.88118,"('insignificant', 'prestigious')",0.79916,1.2724341,1.3904469,1.576807,-0.1863601
84,1.9263786,1.444277,"('inferior', 'superior')",0.9117712,0.85860807,1.4190749,1.1514425,0.2676324
82,-1.9089131,-1.5368509,"('poor', 'rich')",-0.77012706,-0.67460793,-1.3395201,-1.1057295,-0.2337906
59,1.8830984,1.9830381,"('foolish', 'wise')",1.0468333,1.2027996,1.4649658,1.5929189,-0.1279531
70,-1.7630174,-1.3050336,"('lethargic', 'energetic')",-0.52662486,-0.34103593,-1.1448212,-0.8230348,-0.3217864
6,1.5821303,2.0533895,"('distant', 'open')",0.3298123,0.7446716,0.9559713,1.3990306,-0.4430593
51,-1.5226821,-1.1740693,"('uneducated', 'educated')",-0.3345545,-0.37760955,-0.9286183,-0.7758394,-0.1527789
14,-1.4746828,-1.4567556,"('antisocial', 'social')",0.8247812,0.4353851,-0.3249508,-0.5106853,0.1857345
10,-1.4461025,-1.2494905,"('unsympathetic', 'sympathetic')",-0.5708958,-0.68877125,-1.0084991,-0.9691309,-0.0393682
35,1.4072307,1.383637,"('corrupt', 'incorrupt')",0.20001757,0.30819923,0.8036242,0.8459181,-0.0422939
21,-1.3654976,-1.320525,"('immoral', 'moral')",0.6527754,0.46568084,-0.3563611,-0.4274221,0.071061
36,1.3309971,1.2672004,"('hostile', 'amicable')",0.5038618,0.6338839,0.9174294,0.9505421,-0.0331127
76,-1.3124865,-0.81532264,"('anxious', 'daring')",0.71802574,0.86183727,-0.2972304,0.0232573,-0.3204877
57,-1.2502601,-1.1557317,"('unimaginative', 'imaginative')",-0.97984827,-0.9978597,-1.1150541,-1.0767957,-0.0382584
66,-1.2222354,-1.1920702,"('inactive', 'active')",0.8605324,1.1039718,-0.1808515,-0.0440492,-0.1368023
45,-1.2097658,-1.0682205,"('incompetent', 'competent')",0.2120257,0.09467688,-0.49887,-0.4867718,-0.0120982
22,-1.2053978,-0.85687953,"('untrustworthy', 'trustworthy')",-0.19901502,-0.20267387,-0.7022064,-0.5297767,-0.1724297
33,1.1997615,1.2769113,"('wrong', 'right')",0.48591012,0.79003626,0.8428358,1.0334737,-0.1906379
18,-1.1960667,-0.8698298,"('disagreeable', 'welcoming')",0.303125,0.55884475,-0.4464709,-0.1554925,-0.2909784
13,-1.1707239,-1.3582788,"('impolite', 'polite')",-0.009162419,-0.30741906,-0.5899432,-0.8328489,0.2429057
73,1.1429741,0.91073126,"('helpless', 'self-reliant')",-0.0627413,0.03410113,0.5401164,0.4724162,0.0677002
20,-1.1341816,-1.0157497,"('rough', 'thoughtful')",0.25921655,0.086739875,-0.4374825,-0.4645049,0.0270224
75,-1.0879487,-1.2349854,"('meek', 'impulsive')",-1.0816075,-0.8640713,-1.0847781,-1.0495284,-0.0352497
31,1.0275232,1.0331235,"('evil', 'good')",0.0799918,0.3636999,0.5537575,0.6984117,-0.1446542
3,-0.9769655,-0.67493254,"('repellent', 'pleasant')",-0.527224,-0.72034,-0.7520947,-0.6976362,-0.0544585
43,-0.94962186,-0.66114706,"('irresponsible', 'responsible')",-0.17570448,-0.21522895,-0.5626632,-0.438188,-0.1244752
5,0.93635225,1.1426555,"('distant', 'outgoing')",0.39354587,0.6912782,0.6649491,0.9169669,-0.2520178
55,-0.92843634,-1.0785048,"('incompetent', 'clever')",0.23977725,-0.034789473,-0.3443295,-0.5566471,0.2123176
67,0.91319287,0.93046784,"('doubtful', 'determined')",0.053287406,-0.111944534,0.4832401,0.4092616,0.0739785
