,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
86,-0.8936027,-0.97682345,"('uninfluential', 'influential')",-0.14333358,-0.14911298,-0.5184681,-0.5629682,0.0445001
39,0.88757896,0.9634937,"('exploitative', 'cooperative')",0.6731074,0.42559183,0.7803432,0.6945428,0.0858004
72,-0.8688631,-0.7075926,"('unambitious', 'ambitious')",-1.2595565,-1.14006,-1.0642098,-0.9238263,-0.1403835
62,-0.8582096,-0.90229326,"('incompetent', 'brilliant')",-0.09548079,-0.12762384,-0.4768452,-0.5149586,0.0381134
29,0.85277057,0.8883667,"('unfair', 'fair')",-0.46209893,-0.49085146,0.1953358,0.1987576,-0.0034218
60,-0.8502541,-0.69159496,"('inefficient', 'efficient')",0.7863268,0.3848325,-0.0319636,-0.1533812,0.1214176
26,0.819214,0.7920759,"('hardhearted', 'benevolent')",1.7932011,1.7906129,1.3062075,1.2913444,0.0148631
1,0.7795867,1.0535378,"('unfriendly', 'friendly')",0.45684022,0.67175937,0.6182134,0.8626486,-0.2444352
44,-0.7531898,-0.7924151,"('prejudiced', 'unprejudiced')",-1.396892,-1.4196916,-1.0750408,-1.1060534,0.0310126
68,-0.73427147,-0.84745425,"('dependent', 'independent')",-1.0297967,-1.2051806,-0.8820341,-1.0263175,0.1442834
15,0.70176804,0.81002223,"('boring', 'funny')",1.1371789,1.3799438,0.9194735,1.0949831,-0.1755096
25,0.6975953,1.1641517,"('egoistic', 'altruistic')",0.40133598,0.5678139,0.5494657,0.8659828,-0.3165171
30,-0.6962087,-0.609005,"('intolerant', 'tolerant')",-0.42989364,-0.55422074,-0.5630512,-0.5816128,0.0185616
52,0.656815,0.5597318,"('irrational', 'rational')",0.67601943,0.8029127,0.6664172,0.6813222,-0.014905
46,-0.6208291,-0.7209738,"('uncompetitive', 'competitive')",0.39868233,0.45772052,-0.1110734,-0.1316266,0.0205532
64,-0.6190737,-0.66209364,"('shy', 'confident')",0.3245153,0.31103826,-0.1472792,-0.1755277,0.0282485
9,0.60927874,0.6483028,"('unaffectionate', 'caring')",0.65937215,0.70975804,0.6343254,0.6790304,-0.044705
2,0.60220087,0.88757503,"('unlikable', 'likable')",1.3044271,1.3196268,0.953314,1.103601,-0.150287
80,-0.5781606,-0.48498583,"('dominated', 'dominating')",-0.036750443,0.026514947,-0.3074555,-0.2292354,-0.0782201
42,-0.57019025,0.1277798,"('unreliable', 'reliable')",0.5620034,0.873373,-0.0040934,0.5005764,-0.5046698
27,-0.5650555,-0.107885554,"('hardhearted', 'softhearted')",-0.8887128,-0.6405263,-0.7268841,-0.3742059,-0.3526782
41,-0.55383635,-0.2780919,"('unforgiving', 'forgiving')",-0.16776974,-0.14241862,-0.360803,-0.2102553,-0.1505477
49,-0.5165586,-0.9236851,"('unable', 'able')",0.2320024,0.17019594,-0.1422781,-0.3767446,0.2344665
12,0.4980254,0.9224708,"('unsupportive', 'supportive')",0.5484759,0.92671686,0.5232506,0.9245938,-0.4013432
61,0.46547312,0.46566528,"('illogical', 'logical')",1.027484,0.86717844,0.7464786,0.6664219,0.0800567
58,-0.4631911,-0.6072813,"('undiscriminating', 'discriminating')",-0.6568419,-0.48281336,-0.5600165,-0.5450473,-0.0149692
0,-0.44873634,-0.42705145,"('unsociable', 'sociable')",0.7690166,0.48817948,0.1601401,0.030564,0.1295761
53,0.43689245,0.568481,"('uncreative', 'creative')",0.0046925023,0.1495023,0.2207925,0.3589917,-0.1381992
38,0.421668,0.48074436,"('untruthful', 'truthful')",-0.8920377,-0.8126511,-0.2351848,-0.1659534,-0.0692314
74,0.39032614,0.60577965,"('undedicated', 'dedicated')",0.6985792,0.60142165,0.5444527,0.6036006,-0.0591479
79,0.3758664,0.5330515,"('wavering', 'unwavering')",0.019658588,0.3652779,0.1977625,0.4491647,-0.2514022
23,-0.34871823,-0.050129827,"('insincere', 'sincere')",-0.35050774,-0.56062824,-0.349613,-0.305379,-0.044234
4,0.3349867,0.51484853,"('disliked', 'liked')",0.2525328,0.52296484,0.2937598,0.5189067,-0.2251469
19,0.31768498,0.3215199,"('inhospitable', 'hospitable')",-0.70835614,-0.5117508,-0.1953356,-0.0951155,-0.1002201
34,-0.30556357,-0.12759745,"('mean', 'honorable')",0.3562994,0.4623461,0.0253679,0.1673743,-0.1420064
47,-0.28303623,0.12132874,"('stupid', 'smart')",0.68427634,0.621842,0.2006201,0.3715854,-0.1709653
65,-0.28067446,-0.1863724,"('insecure', 'secure')",0.09728485,-0.21303466,-0.0916948,-0.1997035,0.1080087
40,-0.27936342,0.31407785,"('stingy', 'generous')",-1.2410924,-0.76355976,-0.7602279,-0.224741,-0.5354869
7,-0.27470985,0.10485628,"('insensitive', 'sensitive')",-0.5552681,-0.42013314,-0.414989,-0.1576384,-0.2573506
17,0.26470092,0.13740854,"('nasty', 'nice')",0.25253427,0.07119804,0.2586176,0.1043033,0.1543143
83,0.25753963,-0.16965911,"('powerless', 'powerful')",-0.09935309,-0.054240912,0.0790933,-0.11195,0.1910433
50,0.23729688,0.4048556,"('clumsy', 'skillful')",1.1222045,1.3043848,0.6797507,0.8546202,-0.1748695
8,0.2156424,0.115570314,"('unaffectionate', 'affectionate')",0.5167687,0.5825963,0.3662055,0.3490833,0.0171222
28,-0.21027721,-0.3348295,"('disloyal', 'loyal')",0.17361985,-0.12170456,-0.0183287,-0.228267,0.2099383
54,-0.20936075,-0.23135671,"('incapable', 'capable')",0.3972515,0.5514373,0.0939454,0.1600403,-0.0660949
63,0.19501288,0.44191515,"('unperceptive', 'insightful')",0.55233335,0.8973518,0.3736731,0.6696335,-0.2959604
32,0.1857075,0.5933257,"('unkind', 'kind')",0.51745784,0.5032185,0.3515827,0.5482721,-0.1966894
78,0.17716753,0.45509306,"('nonresilient', 'resilient')",-0.06836484,0.35768637,0.0544013,0.4063897,-0.3519884
24,-0.1754635,0.33384538,"('dishonest', 'honest')",0.43143517,0.374527,0.1279858,0.3541862,-0.2262004
11,0.15480348,0.017560031,"('unhelpful', 'helpful')",-0.4815541,-0.6426153,-0.1633753,-0.3125277,0.1491524
37,-0.14704604,0.081352025,"('fake', 'genuine')",-0.039838444,-0.063922346,-0.0934422,0.0087148,-0.102157
16,0.14084126,0.45419073,"('unpopular', 'popular')",0.09177572,0.44642484,0.1163085,0.4503078,-0.3339993
88,-0.10972236,-0.2453826,"('low', 'eminent')",0.20431943,0.08185819,0.0472985,-0.0817622,0.1290607
77,-0.105574965,-0.18618664,"('unmotivated', 'motivated')",0.26267612,0.17938286,0.0785506,-0.0034019,0.0819525
56,-0.07374301,-0.020302732,"('impractical', 'practical')",0.26041216,0.0441692,0.0933346,0.0119332,0.0814014
48,0.049157783,-0.16161385,"('unintelligent', 'intelligent')",-0.012861349,-0.120544605,0.0181482,-0.1410792,0.1592274
87,0.01625108,-0.0002711825,"('unsuccessful', 'successful')",2.4165087,2.4584527,1.2163799,1.2290908,-0.0127109
