,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.01491,-1.8771427,"('unfriendly', 'friendly')",-1.4249146,-1.3566126,1.456772,1.5767183,-0.6610175,-0.5523456,-0.1086719
19,-1.8443934,-1.8110353,"('inhospitable', 'hospitable')",0.42654198,0.2970523,0.049234867,-0.10498628,-0.4562055,-0.5396564,0.0834509
85,-1.7513263,-1.8294102,"('insignificant', 'prestigious')",0.7584574,0.56447273,-0.35902318,-0.19454801,-0.4506307,-0.4864951,0.0358644
8,-1.7155035,-1.8097768,"('unaffectionate', 'affectionate')",-0.79964125,-1.0078366,0.20819269,0.22239462,-0.7689841,-0.8650729,0.0960888
42,1.6816509,1.6204098,"('unreliable', 'reliable')",1.0764709,1.0659574,-1.451604,-1.579809,0.4355059,0.3688528,0.0666531
9,-1.478073,-1.1830573,"('unaffectionate', 'caring')",-1.1765125,-1.026664,0.8198762,0.96090114,-0.6115697,-0.4162734,-0.1952963
6,-1.4325104,-1.3074392,"('distant', 'open')",0.3129758,0.33505204,0.2223885,0.3127727,-0.2990487,-0.2198715,-0.0791772
27,-1.4313421,-1.1166679,"('hardhearted', 'softhearted')",-0.24948816,-0.3354997,1.514245,1.5346829,-0.0555284,0.0275051,-0.0830335
25,-1.4295977,-1.3330082,"('egoistic', 'altruistic')",-0.4676185,-0.47326833,0.8406785,1.1669787,-0.3521792,-0.2130993,-0.1390799
5,-1.4277807,-1.3294964,"('distant', 'outgoing')",0.5774253,0.5995137,-0.6259941,-0.40924597,-0.4921165,-0.3797429,-0.1123736
53,-1.4215525,-1.3266195,"('uncreative', 'creative')",-0.9498375,-0.91310376,1.4514116,1.3681792,-0.3066595,-0.2905147,-0.0161448
31,-1.3609815,-1.7391666,"('evil', 'good')",0.7269361,0.5105637,-1.7074374,-1.5464528,-0.7804942,-0.9250185,0.1445243
67,1.3260072,1.0674512,"('doubtful', 'determined')",1.0344416,0.79239213,0.11685349,-0.19584525,0.8257674,0.554666,0.2711014
80,1.3245498,1.4125038,"('dominated', 'dominating')",-0.8711894,-0.6978155,-0.8662379,-0.96532774,-0.1376258,-0.0835465,-0.0540793
36,-1.3151069,-1.8812407,"('hostile', 'amicable')",0.65184116,0.11643772,-0.4739167,-0.51768756,-0.3790608,-0.7608302,0.3817694
37,1.0713602,0.8158878,"('fake', 'genuine')",0.4654216,0.35625172,1.0866541,0.63002557,0.8744787,0.6007217,0.273757
35,-0.97505254,-1.3235627,"('corrupt', 'incorrupt')",1.7928239,1.3778647,-0.78913075,-0.82200575,0.0095469,-0.2559013,0.2654482
16,-0.95261806,-1.2408048,"('unpopular', 'popular')",-0.034451902,-0.3040375,0.05411901,0.09906119,-0.3109837,-0.481927,0.1709433
78,-0.9435219,-0.84958553,"('nonresilient', 'resilient')",-0.93078333,-0.5837775,0.57832617,0.6037231,-0.431993,-0.2765466,-0.1554464
73,0.9151973,0.8994329,"('helpless', 'self-reliant')",1.7325268,1.7434723,-2.7799838,-2.7909985,-0.0440865,-0.0493644,0.0052779
79,-0.9144028,-1.3469566,"('wavering', 'unwavering')",1.2674979,0.7764494,0.3341503,0.06975157,0.2290818,-0.1669186,0.3960004
76,0.90020436,1.0649592,"('anxious', 'daring')",-0.5459381,-0.32837865,1.2001276,1.1136184,0.5181313,0.616733,-0.0986017
18,-0.89709705,-0.7452737,"('disagreeable', 'welcoming')",-0.32155946,-0.20149717,-0.7463195,-0.33349866,-0.654992,-0.4267565,-0.2282355
66,-0.87563634,-0.8722652,"('inactive', 'active')",0.14426565,0.020069055,0.83951724,0.9272874,0.0360488,0.0250304,0.0110184
44,0.85235286,0.85488534,"('prejudiced', 'unprejudiced')",0.19552447,0.047352467,-1.8448746,-1.5871311,-0.2656658,-0.2282978,-0.037368
