,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
56,0.849646,1.3116804,"('impractical', 'practical')",-0.75020254,-0.16203167,0.32889968,0.47284916,0.142781,0.5408326,-0.3980516
77,-0.8454121,-0.5995315,"('unmotivated', 'motivated')",-1.3369123,-1.1288105,-0.9942067,-0.976048,-1.0588437,-0.9014633,-0.1573804
14,0.8437987,1.1315811,"('antisocial', 'social')",-1.4172372,-1.0977601,-1.0462744,-0.63806003,-0.5399043,-0.201413,-0.3384913
86,-0.79457235,-0.8584213,"('uninfluential', 'influential')",-1.6933924,-1.5694008,0.440661,0.21598881,-0.6824346,-0.7372777,0.0548431
62,0.75880045,1.2325262,"('incompetent', 'brilliant')",-1.4600327,-0.85705924,0.14814296,0.5240545,-0.1843631,0.2998405,-0.4842036
38,-0.72113127,-0.5450271,"('untruthful', 'truthful')",-0.4093036,-0.20650674,-0.06645271,0.09936505,-0.3989625,-0.2173896,-0.1815729
39,0.71839887,1.2445486,"('exploitative', 'cooperative')",-0.47367132,-0.041600388,-0.27556407,-0.04454851,-0.0102788,0.3861332,-0.396412
12,-0.69721216,-0.42957455,"('unsupportive', 'supportive')",-0.69345295,-0.39729163,-0.9902121,-0.999846,-0.7936257,-0.608904,-0.1847217
81,0.68168795,1.1317056,"('submissive', 'aggressive')",-0.8448649,-0.6623947,-0.44075444,-0.35941535,-0.2013105,0.0366319,-0.2379424
65,0.6603476,0.98363525,"('insecure', 'secure')",-1.0070039,-0.8550211,-0.21001494,0.19371219,-0.1855571,0.1074421,-0.2929992
17,-0.6555638,-0.62479687,"('nasty', 'nice')",-0.4474755,-0.48222023,-0.94307065,-0.91163605,-0.6820366,-0.6728844,-0.0091522
64,0.6474618,0.9406275,"('shy', 'confident')",-0.042317145,0.23161058,-5.4122434,-5.189519,-1.6023663,-1.3390935,-0.2632728
68,0.6376437,0.56631994,"('dependent', 'independent')",0.29070964,0.26575136,-0.44373894,-0.37374896,0.1615381,0.1527741,0.008764
72,-0.6369076,-0.4348445,"('unambitious', 'ambitious')",-0.9955509,-0.9421538,-0.706568,-0.66959363,-0.7796755,-0.6821973,-0.0974782
28,-0.61737055,-0.64636856,"('disloyal', 'loyal')",-0.4180536,-0.6481657,1.447597,0.97186303,0.137391,-0.1075571,0.2449481
84,0.61415553,0.4271107,"('inferior', 'superior')",0.41375196,0.36869448,1.1485281,1.2709916,0.7254785,0.6889323,0.0365462
10,-0.60380757,-0.1438661,"('unsympathetic', 'sympathetic')",-2.2138734,-1.9124277,0.9010015,0.6267833,-0.6388931,-0.4765035,-0.1623896
32,-0.59820294,-0.28474867,"('unkind', 'kind')",-1.1256799,-0.92211956,1.2525558,1.2943739,-0.157109,0.0291686,-0.1862776
7,0.5933691,1.0474491,"('insensitive', 'sensitive')",-0.76802605,-0.47096145,0.9122632,0.9991169,0.2458688,0.5252015,-0.2793327
41,-0.57085305,-0.23711121,"('unforgiving', 'forgiving')",-0.7052417,-0.6455587,-0.4261001,-0.035154074,-0.5673983,-0.3059413,-0.261457
52,-0.554519,-0.7276067,"('irrational', 'rational')",-0.056795392,-0.45864975,-0.49306387,-0.5589367,-0.3681261,-0.581731,0.2136049
70,0.55437046,0.72915024,"('lethargic', 'energetic')",-0.34855288,-0.13513014,1.478448,1.5787765,0.5614219,0.7242656,-0.1628437
54,-0.5492384,-0.50611275,"('incapable', 'capable')",-0.20262587,-0.24013609,0.5138622,0.8133214,-0.079334,0.0223575,-0.1016915
43,0.53728646,0.92876387,"('irresponsible', 'responsible')",-0.95045865,-0.5841374,1.0064284,1.085263,0.1977521,0.4766298,-0.2788777
29,0.5346671,0.6006504,"('unfair', 'fair')",0.42607132,0.60199666,-0.6472993,-0.5734648,0.1044797,0.2097274,-0.1052477
46,0.5331861,0.5610527,"('uncompetitive', 'competitive')",-1.778658,-1.4706299,0.5398896,0.35093525,-0.2351941,-0.186214,-0.0489801
60,0.504799,1.3881048,"('inefficient', 'efficient')",-1.9511995,-1.1812258,0.22690888,0.6884914,-0.4064972,0.2984568,-0.704954
21,0.50399405,0.8056871,"('immoral', 'moral')",-1.2812557,-1.0006506,-0.9422123,-0.75011283,-0.573158,-0.3150254,-0.2581326
59,-0.49372113,-0.61345613,"('foolish', 'wise')",1.1663809,1.0963011,-0.26507956,0.050666757,0.1358601,0.1778372,-0.0419771
88,-0.49172503,-0.48560542,"('low', 'eminent')",-0.47292012,-0.4911088,0.7259614,0.4800267,-0.0795613,-0.1655625,0.0860012
49,-0.48147655,-0.36944935,"('unable', 'able')",-1.285381,-1.0266334,-0.78009903,-0.3338349,-0.8489855,-0.5766392,-0.2723463
48,-0.46848813,-0.3304428,"('unintelligent', 'intelligent')",-1.610481,-1.4814494,0.46189764,0.4562454,-0.5390239,-0.4518822,-0.0871417
82,-0.4680974,-0.36918575,"('poor', 'rich')",0.055129975,0.080163464,5.473663,5.72196,1.6868985,1.8109792,-0.1240807
0,-0.46543628,-0.3261775,"('unsociable', 'sociable')",-1.5424216,-1.578398,-0.35627893,-0.393794,-0.7880456,-0.7661231,-0.0219225
74,0.42237332,0.34753373,"('undedicated', 'dedicated')",0.47415328,0.65704906,0.8753663,0.7673288,0.5906309,0.5906372,-6.3e-06
2,0.4206342,0.5705008,"('unlikable', 'likable')",0.10182141,0.09769195,0.42392167,0.797073,0.3154591,0.4884219,-0.1729628
13,0.3785646,0.7443102,"('impolite', 'polite')",-0.9925879,-0.548821,0.020074941,0.2117477,-0.1979828,0.1357456,-0.3337284
69,0.34302387,0.061935645,"('lazy', 'industrious')",1.6449013,1.4781206,-0.7980638,-0.5576627,0.3966204,0.3274645,0.0691559
4,-0.3196212,-0.63551444,"('disliked', 'liked')",0.49530852,0.41613805,-5.355429,-5.458816,-1.7265806,-1.8927309,0.1661503
83,0.31587315,0.11349472,"('powerless', 'powerful')",-0.81788385,-0.8686304,-0.5314588,-0.7095302,-0.3444898,-0.488222,0.1437322
26,-0.31283042,-0.47120938,"('hardhearted', 'benevolent')",-0.11673403,-0.3727739,1.6498804,1.6012311,0.406772,0.2524159,0.1543561
11,0.30791909,0.47554287,"('unhelpful', 'helpful')",-0.8592941,-0.7840322,2.435968,2.089463,0.6281976,0.5936579,0.0345397
57,-0.26737288,-0.39041463,"('unimaginative', 'imaginative')",-1.3888454,-1.3153195,-1.5888777,-1.7986522,-1.0816987,-1.1681288,0.0864301
50,0.25722772,-0.25299734,"('clumsy', 'skillful')",1.4757907,1.0481892,0.7886099,0.44799992,0.8405428,0.4143972,0.4261456
55,0.25548127,0.524071,"('incompetent', 'clever')",-1.5621299,-1.3242296,0.13047858,0.1934694,-0.3920567,-0.2022297,-0.189827
63,-0.24590725,-0.14513847,"('unperceptive', 'insightful')",-0.64552397,-0.45469725,1.5772059,1.6925347,0.2285916,0.364233,-0.1356414
40,0.2275941,0.23369247,"('stingy', 'generous')",0.13107292,0.14440641,-0.94987625,-0.9099487,-0.1970697,-0.1772833,-0.0197864
45,0.20780376,0.35085973,"('incompetent', 'competent')",-0.644478,-0.56974584,0.19114384,0.19509988,-0.0818435,-0.0079287,-0.0739148
51,0.19205838,0.08768016,"('uneducated', 'educated')",0.3334894,0.18020414,0.70119786,0.49448016,0.4089152,0.2541215,0.1547937
3,-0.18352322,0.027994733,"('repellent', 'pleasant')",-0.89486754,-0.69601446,0.13601975,0.067919046,-0.3141237,-0.2000335,-0.1140902
75,-0.16477288,-0.4916075,"('meek', 'impulsive')",1.3667444,1.024136,-0.60476035,-0.4959811,0.1990704,0.0121825,0.1868879
61,-0.16259839,0.21220878,"('illogical', 'logical')",-1.1520512,-0.9411733,0.24231553,0.30550843,-0.3574447,-0.141152,-0.2162927
20,-0.16158031,-0.053246226,"('rough', 'thoughtful')",-0.24221972,-0.10439074,1.0604811,0.9477857,0.2188937,0.2633829,-0.0444892
47,-0.15303902,-0.083310984,"('stupid', 'smart')",-0.30359456,-0.13506682,4.0140033,4.377098,1.1857899,1.3862402,-0.2004503
87,0.14482664,0.13662905,"('unsuccessful', 'successful')",-0.47303084,-0.47295257,0.4721948,0.63493365,0.0479969,0.0995367,-0.0515398
22,-0.13010539,-0.006756544,"('untrustworthy', 'trustworthy')",-0.11123099,0.071151756,-1.1355027,-0.7089887,-0.4589463,-0.2148645,-0.2440818
71,0.115807675,0.08207978,"('diffident', 'self-confident')",-0.0389342,-0.13404363,0.4714272,0.40938622,0.1827669,0.1191408,0.0636261
30,0.10959409,0.504189,"('intolerant', 'tolerant')",-0.589327,-0.37633997,1.0850078,1.3825922,0.2017583,0.5034804,-0.3017221
23,0.10067301,0.40717706,"('insincere', 'sincere')",-1.1726446,-0.8525652,5.163043,5.195264,1.3636904,1.5832918,-0.2196014
15,0.08903308,-0.13830958,"('boring', 'funny')",0.036569826,-0.197371,0.2412229,0.21929279,0.1222753,-0.0387959,0.1610712
24,0.055714954,0.5655425,"('dishonest', 'honest')",-1.0878778,-0.6800253,0.92698485,1.0402185,-0.0350593,0.3085786,-0.3436379
34,0.054663077,0.13641165,"('mean', 'honorable')",-0.64914244,-0.57026786,5.398323,5.6977935,1.6012812,1.7546458,-0.1533646
58,0.029297158,-0.17216863,"('undiscriminating', 'discriminating')",-0.66838455,-0.83436054,0.58844924,0.2787925,-0.0168794,-0.2425789,0.2256995
33,-0.0033494085,-0.17532301,"('wrong', 'right')",0.85574543,0.91187143,-0.7358155,-0.8178468,0.0388602,-0.0270995,0.0659597
