,xilinx_male,xilinx_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.6804974,-2.6058316,"('unsympathetic', 'sympathetic')",-0.5690615,-0.7147337,-1.6247795,-1.6602826,0.0355031
45,-1.9268444,-1.8661269,"('incompetent', 'competent')",-0.548926,-0.662351,-1.2378852,-1.264239,0.0263538
46,-1.80105,-1.7597716,"('uncompetitive', 'competitive')",-0.51100105,-0.7408216,-1.1560255,-1.2502966,0.0942711
70,-1.7594217,-1.6000899,"('lethargic', 'energetic')",0.29469216,0.2167808,-0.7323648,-0.6916546,-0.0407102
69,1.589374,1.4877212,"('lazy', 'industrious')",-0.7054057,-0.42431295,0.4419841,0.5317041,-0.08972
13,-1.4957291,-1.4094192,"('impolite', 'polite')",-0.4585958,-0.6464109,-0.9771625,-1.027915,0.0507525
21,-1.3420916,-1.4506941,"('immoral', 'moral')",-0.3367365,-0.6655496,-0.839414,-1.0581218,0.2187078
0,-1.3415604,-1.3250998,"('unsociable', 'sociable')",-0.26567593,-0.27311906,-0.8036181,-0.7991095,-0.0045086
57,-1.3296088,-1.168993,"('unimaginative', 'imaginative')",-2.430693,-2.3480825,-1.8801508,-1.7585378,-0.121613
43,-1.2873131,-1.3441678,"('irresponsible', 'responsible')",0.2918309,0.06754095,-0.4977411,-0.6383134,0.1405723
86,-1.2825682,-1.0979145,"('uninfluential', 'influential')",-0.30570626,-0.057353374,-0.7941372,-0.5776339,-0.2165033
85,1.2744335,1.1536349,"('insignificant', 'prestigious')",0.8252068,1.1078383,1.0498202,1.1307366,-0.0809164
35,1.2510834,1.1141444,"('corrupt', 'incorrupt')",-0.20659944,0.04056742,0.522242,0.5773559,-0.0551139
7,-1.2091087,-1.0014352,"('insensitive', 'sensitive')",0.2871009,0.4265447,-0.4610039,-0.2874452,-0.1735587
60,-1.2020288,-1.0902953,"('inefficient', 'efficient')",0.058736857,-0.07475438,-0.571646,-0.5825248,0.0108788
51,-1.1861786,-1.1769185,"('uneducated', 'educated')",0.82036436,0.8577503,-0.1829071,-0.1595841,-0.023323
72,-1.1635934,-1.2129738,"('unambitious', 'ambitious')",-1.2672508,-1.1771069,-1.2154222,-1.1950403,-0.0203819
39,1.1635406,1.3420113,"('exploitative', 'cooperative')",0.32161722,0.26300132,0.7425789,0.8025063,-0.0599274
76,-1.1398906,-1.3729633,"('anxious', 'daring')",0.3343134,0.018522449,-0.4027886,-0.6772204,0.2744318
63,-1.1241179,-1.0529518,"('unperceptive', 'insightful')",0.67112446,0.8002878,-0.2264967,-0.126332,-0.1001647
55,-1.122337,-1.1367565,"('incompetent', 'clever')",0.12566987,-0.075514294,-0.4983336,-0.6061354,0.1078018
59,1.0879198,1.1467792,"('foolish', 'wise')",0.2736952,0.47069946,0.6808075,0.8087393,-0.1279318
31,1.0799451,1.0796804,"('evil', 'good')",-1.2061348,-0.8798792,-0.0630949,0.0999006,-0.1629955
36,1.0621148,0.78133124,"('hostile', 'amicable')",0.5385498,0.63469046,0.8003323,0.7080109,0.0923214
28,-1.0266314,-0.8408285,"('disloyal', 'loyal')",0.7803984,0.7995013,-0.1231165,-0.0206636,-0.1024529
27,-0.99996907,-0.69329107,"('hardhearted', 'softhearted')",0.7361644,1.2328722,-0.1319023,0.2697906,-0.4016929
23,-0.99898493,-0.98316336,"('insincere', 'sincere')",5.5297217,5.1598477,2.2653685,2.0883422,0.1770263
24,-0.9669046,-0.9542844,"('dishonest', 'honest')",0.5474511,0.40924835,-0.2097268,-0.272518,0.0627912
73,0.9639641,1.0521895,"('helpless', 'self-reliant')",-3.0817056,-2.905104,-1.0588708,-0.9264572,-0.1324136
65,-0.9392983,-0.9391037,"('insecure', 'secure')",-0.17488469,-0.3726923,-0.5570915,-0.655898,0.0988065
75,0.93899286,0.72572696,"('meek', 'impulsive')",-0.357972,-0.37791562,0.2905104,0.1739057,0.1166047
11,-0.9130307,-0.95259076,"('unhelpful', 'helpful')",1.7883863,1.4175278,0.4376778,0.2324685,0.2052093
54,0.8779013,0.4924394,"('incapable', 'capable')",1.2453551,1.1282611,1.0616282,0.8103502,0.251278
81,-0.87644064,-1.046809,"('submissive', 'aggressive')",-0.5590861,-1.0339087,-0.7177634,-1.0403588,0.3225954
78,-0.87171054,-0.66768736,"('nonresilient', 'resilient')",0.26464027,0.5563556,-0.3035351,-0.0556659,-0.2478692
52,0.8340193,0.72186565,"('irrational', 'rational')",0.29264775,0.27439475,0.5633335,0.4981302,0.0652033
14,-0.8240078,-0.8500162,"('antisocial', 'social')",-0.47453287,-0.8070281,-0.6492704,-0.8285221,0.1792517
42,-0.8239079,-0.89116925,"('unreliable', 'reliable')",-3.3088367,-3.301754,-2.0663724,-2.0964615,0.0300891
2,0.79017735,0.44735014,"('unlikable', 'likable')",0.86251765,0.54766864,0.8263475,0.4975094,0.3288381
56,-0.7730239,-0.99238557,"('impractical', 'practical')",0.08448763,-0.31436062,-0.3442681,-0.6533731,0.309105
3,-0.7398309,-0.6672037,"('repellent', 'pleasant')",0.3451369,0.031871773,-0.197347,-0.317666,0.120319
80,-0.7327483,-0.5490012,"('dominated', 'dominating')",-1.3402873,-1.4228643,-1.0365179,-0.9859328,-0.0505851
58,-0.7139431,-0.461561,"('undiscriminating', 'discriminating')",-0.061975002,0.13348445,-0.3879591,-0.1640383,-0.2239208
84,0.67898905,0.8183046,"('inferior', 'superior')",1.1426027,1.2620779,0.9107959,1.0401913,-0.1293954
38,-0.66774535,-0.8377149,"('untruthful', 'truthful')",-0.21892239,-0.36155427,-0.4433339,-0.5996346,0.1563007
71,0.6426319,0.74289614,"('diffident', 'self-confident')",0.4882525,0.7154126,0.5654422,0.7291543,-0.1637121
12,-0.6350095,-0.5705687,"('unsupportive', 'supportive')",-1.9017025,-1.7100827,-1.2683561,-1.1403257,-0.1280304
32,-0.6091808,-0.8637946,"('unkind', 'kind')",0.93160516,0.6403307,0.1612122,-0.111732,0.2729442
62,-0.5978003,-0.6463978,"('incompetent', 'brilliant')",-0.016277306,-0.2794173,-0.3070388,-0.4629076,0.1558688
83,0.5783437,0.6007045,"('powerless', 'powerful')",-0.7283845,-0.777562,-0.0750204,-0.0884288,0.0134084
82,-0.56757694,-0.81620014,"('poor', 'rich')",5.9204073,5.6224837,2.6764152,2.4031417,0.2732735
25,0.5570039,0.47642565,"('egoistic', 'altruistic')",1.448998,1.5169153,1.003001,0.9966705,0.0063305
5,0.55475086,0.40440822,"('distant', 'outgoing')",-0.567166,-0.2801117,-0.0062076,0.0621483,-0.0683559
6,0.54877716,0.49872324,"('distant', 'open')",-0.09565233,0.1954484,0.2265624,0.3470858,-0.1205234
77,-0.54320437,-0.5351815,"('unmotivated', 'motivated')",-1.0812498,-1.0926484,-0.8122271,-0.813915,0.0016879
33,0.54206306,0.5232573,"('wrong', 'right')",-0.9324722,-0.7076021,-0.1952046,-0.0921724,-0.1030322
37,-0.52471495,-0.35688922,"('fake', 'genuine')",-0.08254285,0.08514441,-0.3036289,-0.1358724,-0.1677565
44,0.48540115,0.32093883,"('prejudiced', 'unprejudiced')",-1.1488705,-1.2953304,-0.3317347,-0.4871958,0.1554611
20,0.4646834,0.49632338,"('rough', 'thoughtful')",1.1464956,1.2892332,0.8055895,0.8927783,-0.0871888
15,0.45128763,0.20814125,"('boring', 'funny')",0.5180682,0.46099967,0.4846779,0.3345705,0.1501074
22,-0.44864482,-0.41356674,"('untrustworthy', 'trustworthy')",-0.9241129,-0.93047917,-0.6863788,-0.6720229,-0.0143559
49,0.4176174,0.2947002,"('unable', 'able')",0.08694776,0.117154196,0.2522826,0.2059272,0.0463554
66,-0.3905921,-0.4703607,"('inactive', 'active')",0.54526216,0.84182405,0.077335,0.1857317,-0.1083967
64,-0.36416772,-0.21703899,"('shy', 'confident')",-6.0544066,-6.054413,-3.2092872,-3.135726,-0.0735612
41,-0.3524651,-0.38328752,"('unforgiving', 'forgiving')",0.18923461,0.073622555,-0.0816152,-0.1548325,0.0732173
74,-0.3364226,-0.37669247,"('undedicated', 'dedicated')",0.043668456,0.027576983,-0.1463771,-0.1745577,0.0281806
50,0.30306548,0.25463626,"('clumsy', 'skillful')",0.07458286,0.16827914,0.1888242,0.2114577,-0.0226335
48,-0.30079097,-0.13287333,"('unintelligent', 'intelligent')",0.8864678,0.9954504,0.2928384,0.4312885,-0.1384501
26,0.29931593,0.3807646,"('hardhearted', 'benevolent')",1.677408,1.7331365,0.988362,1.0569506,-0.0685886
9,-0.28011665,-0.3016996,"('unaffectionate', 'caring')",0.8639285,1.0087701,0.2919059,0.3535352,-0.0616293
87,-0.27312505,-0.32033655,"('unsuccessful', 'successful')",0.82616657,0.892466,0.2765208,0.2860647,-0.0095439
30,-0.2510916,-0.25221652,"('intolerant', 'tolerant')",1.25621,1.0127904,0.5025592,0.380287,0.1222722
17,-0.22380981,-0.2576075,"('nasty', 'nice')",-0.43806353,-0.39812133,-0.3309367,-0.3278644,-0.0030723
1,0.21858877,0.39691943,"('unfriendly', 'friendly')",1.2563076,1.5519698,0.7374482,0.9744446,-0.2369964
47,-0.21245427,-0.29553005,"('stupid', 'smart')",5.390653,5.0320063,2.5890994,2.3682382,0.2208612
8,-0.20759797,-0.28624043,"('unaffectionate', 'affectionate')",0.43356133,0.65405214,0.1129817,0.1839059,-0.0709242
53,-0.17065474,-0.17388618,"('uncreative', 'creative')",0.7577227,0.8781613,0.293534,0.3521376,-0.0586036
61,-0.16309413,-0.19685364,"('illogical', 'logical')",0.3019876,0.3368979,0.0694467,0.0700221,-0.0005754
16,0.15687364,0.0035148747,"('unpopular', 'popular')",0.66872257,0.6143305,0.4127981,0.3089227,0.1038754
34,-0.15405628,-0.24992429,"('mean', 'honorable')",6.1064334,6.003253,2.9761887,2.8766644,0.0995243
88,-0.14945203,-0.3547778,"('low', 'eminent')",0.42588395,0.1847773,0.138216,-0.0850003,0.2232163
4,-0.1271898,-0.13271254,"('disliked', 'liked')",-6.116549,-5.8364964,-3.1218693,-2.9846044,-0.1372649
29,0.1100516,0.09190162,"('unfair', 'fair')",-0.50089836,-0.33245403,-0.1954234,-0.1202762,-0.0751472
67,0.109531105,0.1351018,"('doubtful', 'determined')",-0.42331892,-0.6526725,-0.1568939,-0.2587854,0.1018915
79,0.10804301,-0.20285478,"('wavering', 'unwavering')",-0.018057525,0.09469565,0.0449927,-0.0540796,0.0990723
18,0.10551892,0.1110511,"('disagreeable', 'welcoming')",-0.4281299,-0.27666438,-0.1613055,-0.0828066,-0.0784989
68,-0.09546576,-0.08017328,"('dependent', 'independent')",-0.4379725,-0.13622111,-0.2667191,-0.1081972,-0.1585219
19,-0.052873224,-0.22280921,"('inhospitable', 'hospitable')",-0.07346105,0.18752743,-0.0631671,-0.0176409,-0.0455262
40,-0.0032437965,0.3062532,"('stingy', 'generous')",-1.8628689,-1.3538628,-0.9330564,-0.5238048,-0.4092516
