,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
44,-0.47255182,-0.11649474,"('prejudiced', 'unprejudiced')",-1.6653575,-1.376299,-1.6631655,-1.3928474,-1.267025,-0.9618804,-0.3051446
58,0.46634418,0.28336585,"('undiscriminating', 'discriminating')",0.7000542,0.7510939,0.21507019,0.010366378,0.4604895,0.3482754,0.1122141
11,0.46446657,0.7211123,"('unhelpful', 'helpful')",-0.044600844,0.14568521,2.114558,2.166625,0.8448079,1.0111408,-0.1663329
40,0.4574501,0.20685223,"('stingy', 'generous')",-0.00654676,-0.033959344,-1.8264241,-2.4573157,-0.4585069,-0.7614743,0.3029674
64,0.4431822,0.6505368,"('shy', 'confident')",0.7269971,0.9825399,-6.1755285,-6.0550594,-1.6684497,-1.4739943,-0.1944554
26,0.44307563,0.06543724,"('hardhearted', 'benevolent')",0.3724284,0.24882275,1.1969244,1.1867635,0.6708095,0.5003412,0.1704683
45,-0.43938217,-0.60426635,"('incompetent', 'competent')",0.28881764,0.21675713,0.058752693,-0.23368062,-0.0306039,-0.2070633,0.1764594
60,0.43820655,0.876753,"('inefficient', 'efficient')",2.3323538,2.3089566,0.25537404,0.3249529,1.0086447,1.1702208,-0.1615761
82,-0.43445516,-0.1719742,"('poor', 'rich')",-0.20284787,-0.23959826,6.313063,6.3844166,1.8919201,1.990948,-0.0990279
88,0.43242523,0.13091473,"('low', 'eminent')",-1.259961,-1.1770059,-0.38300508,-0.45627508,-0.4035136,-0.5007888,0.0972752
25,-0.42021888,-0.4617374,"('egoistic', 'altruistic')",-0.4069892,-0.4883795,1.1461579,1.1753234,0.1063166,0.0750688,0.0312478
3,-0.40940458,-0.56356704,"('repellent', 'pleasant')",-0.025017578,-0.22311904,0.94629127,0.5797671,0.170623,-0.068973,0.239596
54,-0.39826185,-0.04450565,"('incapable', 'capable')",-0.6716589,-0.32847437,0.7024928,0.9666333,-0.122476,0.1978844,-0.3203604
20,0.39162996,0.25381413,"('rough', 'thoughtful')",0.39048487,0.3653617,1.0296781,0.7105486,0.603931,0.4432414,0.1606896
67,0.38809463,0.7909609,"('doubtful', 'determined')",0.37182203,0.64973384,-0.42473936,-0.18999077,0.1117258,0.4169014,-0.3051756
49,-0.38359314,-0.3014679,"('unable', 'able')",-0.5249674,-0.3413926,-0.2266414,-0.06916483,-0.3784006,-0.2373418,-0.1410588
41,-0.35946262,-0.5593012,"('unforgiving', 'forgiving')",-0.22050211,-0.08160274,-0.050066315,-0.21531042,-0.2100103,-0.2854048,0.0753945
65,0.33100182,0.17061003,"('insecure', 'secure')",1.4449849,1.1546429,0.066755325,-0.100362465,0.6142473,0.4082969,0.2059504
22,-0.30468887,-0.24258205,"('untrustworthy', 'trustworthy')",0.5641159,0.49832702,-0.62289935,-1.0273544,-0.1211574,-0.2572031,0.1360457
57,-0.30035883,-0.6248326,"('unimaginative', 'imaginative')",-0.10583315,0.084917516,-3.0899603,-3.3717775,-1.1653841,-1.3038975,0.1385134
55,0.29776683,0.29808772,"('incompetent', 'clever')",1.5434847,1.3933218,0.5010102,0.18549877,0.7807539,0.6256361,0.1551178
69,-0.27890435,-0.33310112,"('lazy', 'industrious')",-0.9051098,-0.56919414,-0.6496197,-0.38739344,-0.6112113,-0.4298962,-0.1813151
7,0.27823007,0.22537938,"('insensitive', 'sensitive')",0.6995844,0.63337314,0.24965642,-0.099935465,0.409157,0.252939,0.156218
37,-0.27494532,-0.18498728,"('fake', 'genuine')",-0.88965195,-0.9317751,-0.011860818,-0.10350174,-0.3921527,-0.4067547,0.014602
43,0.27167618,0.7329418,"('irresponsible', 'responsible')",0.3091308,0.58394176,0.12887236,0.1225428,0.2365598,0.4798088,-0.243249
86,0.26933533,0.1595265,"('uninfluential', 'influential')",0.94396484,0.75262845,-0.33017054,-0.60176504,0.2943766,0.1034633,0.1909133
61,0.26207745,0.2314271,"('illogical', 'logical')",0.19524655,0.23966123,0.5751828,0.40185878,0.3441689,0.2909824,0.0531865
63,0.25437787,0.5181456,"('unperceptive', 'insightful')",0.51196265,0.8165497,0.608866,0.41602144,0.4584022,0.5835723,-0.1251701
0,-0.24899988,-0.40600175,"('unsociable', 'sociable')",0.52536917,0.4649868,-0.029528707,-0.30963713,0.0822802,-0.0835507,0.1658309
87,0.24868786,0.30207127,"('unsuccessful', 'successful')",0.2791892,0.3682194,0.76481116,0.7704418,0.4308961,0.4802442,-0.0493481
52,-0.23475914,-0.5972706,"('irrational', 'rational')",-1.3444858,-1.4463549,0.18409532,0.13088055,-0.4650498,-0.6375816,0.1725318
62,0.2342883,0.5003836,"('incompetent', 'brilliant')",1.2477041,1.406329,0.8204502,0.85283554,0.7674809,0.9198494,-0.1523685
46,-0.18338038,0.028525034,"('uncompetitive', 'competitive')",0.68409073,0.8627689,-1.1326276,-1.3614213,-0.2106391,-0.1567091,-0.05393
18,0.16867355,0.5581546,"('disagreeable', 'welcoming')",-0.8627474,-0.73365915,-0.58872277,-0.52732635,-0.4275989,-0.234277,-0.1933219
23,0.1528017,0.315518,"('insincere', 'sincere')",0.8549098,0.8650311,6.1657434,5.93113,2.3911516,2.3705597,0.0205919
15,0.14806813,-0.02503229,"('boring', 'funny')",0.24615462,0.25747672,-0.05893818,-0.13187969,0.1117615,0.0335216,0.0782399
30,0.1477138,0.44783303,"('intolerant', 'tolerant')",1.2041198,1.2843788,0.57900774,0.6038176,0.6436138,0.7786765,-0.1350627
32,-0.12120063,-0.1251663,"('unkind', 'kind')",0.1411623,0.17782381,0.70222837,0.5927274,0.24073,0.2151283,0.0256017
9,0.113756455,0.17630604,"('unaffectionate', 'caring')",-0.2606846,-0.29200077,1.4445151,1.3893821,0.432529,0.4245625,0.0079665
74,0.10047087,0.30681178,"('undedicated', 'dedicated')",0.24267513,0.40446177,-0.9273325,-0.8595396,-0.1947289,-0.049422,-0.1453069
71,0.08069116,0.44912827,"('diffident', 'self-confident')",0.910208,1.0553583,0.47636497,0.45188212,0.4890881,0.6521229,-0.1630348
17,-0.07563336,-0.18518415,"('nasty', 'nice')",-0.9429579,-0.7629547,-0.33321884,-0.4267603,-0.4506034,-0.4582997,0.0076963
42,0.06239488,0.24912985,"('unreliable', 'reliable')",-0.3519758,0.019298697,-3.070425,-3.097354,-1.120002,-0.9429751,-0.1770269
70,0.058640186,0.4532813,"('lethargic', 'energetic')",0.04668886,0.23889676,-0.03387829,-0.080778755,0.0238169,0.2037998,-0.1799829
79,-0.05854424,-0.3225618,"('wavering', 'unwavering')",-2.0478318,-1.8857491,-0.49204275,-0.5310191,-0.8661396,-0.9131099,0.0469703
33,0.05718577,0.18364352,"('wrong', 'right')",0.17105144,0.19098248,-0.24318945,-0.3095884,-0.0049841,0.0216792,-0.0266633
13,0.029265556,0.28705755,"('impolite', 'polite')",0.60266745,0.5196965,-0.39069295,-0.5508465,0.0804134,0.0853025,-0.0048891
2,0.008293074,0.29294658,"('unlikable', 'likable')",0.26173404,0.5905504,0.57060724,0.75366473,0.2802114,0.5457206,-0.2655092
83,-0.005270034,0.069370784,"('powerless', 'powerful')",1.2004662,1.5504913,-0.79158133,-0.71771836,0.1345383,0.3007146,-0.1661763
38,-0.004581103,0.3335372,"('untruthful', 'truthful')",-0.53420997,-0.18970755,0.07173574,0.12678492,-0.1556851,0.0902049,-0.24589
