,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
52,-3.4858506,-3.811418,"('irrational', 'rational')",-1.2264119,-1.1972102,-2.3561313,-2.5043142,0.1481829
60,3.4018924,4.121964,"('inefficient', 'efficient')",1.3445615,1.3900409,2.3732269,2.7560024,-0.3827755
31,-2.818395,-3.1939347,"('evil', 'good')",-1.7706006,-1.7318305,-2.2944977,-2.4628825,0.1683848
56,2.6696057,3.1905923,"('impractical', 'practical')",0.7068204,0.88630784,1.6882131,2.03845,-0.3502369
75,-2.4795609,-2.4175723,"('meek', 'impulsive')",-0.97730184,-0.7974874,-1.7284313,-1.6075299,-0.1209014
23,2.4403348,2.7321587,"('insincere', 'sincere')",6.662896,6.621965,4.5516157,4.677062,-0.1254463
36,-2.373482,-3.1788347,"('hostile', 'amicable')",-1.0396477,-1.0976598,-1.7065649,-2.1382473,0.4316824
6,-2.1571453,-2.724675,"('distant', 'open')",-0.4690478,-0.5580442,-1.3130965,-1.6413596,0.3282631
7,2.1292489,2.287983,"('insensitive', 'sensitive')",1.2636882,1.2204663,1.6964686,1.7542245,-0.0577559
10,1.9786311,2.3565261,"('unsympathetic', 'sympathetic')",0.2008956,0.2194682,1.0897634,1.2879971,-0.1982337
48,1.9432118,2.1502662,"('unintelligent', 'intelligent')",1.3405097,1.365018,1.6418607,1.757642,-0.1157813
5,-1.9172487,-2.374332,"('distant', 'outgoing')",-0.6548678,-0.7170001,-1.2860583,-1.545666,0.2596077
62,1.9077848,2.7392147,"('incompetent', 'brilliant')",0.8403,1.1684806,1.3740424,1.9538476,-0.5798052
4,-1.9067907,-2.215165,"('disliked', 'liked')",-6.7076726,-6.6405873,-4.3072319,-4.427876,0.1206441
16,-1.8288882,-1.9673958,"('unpopular', 'popular')",0.00051257387,0.013536066,-0.9141878,-0.9769298,0.062742
35,-1.8053155,-2.4648142,"('corrupt', 'incorrupt')",-0.92324823,-0.9963122,-1.3642819,-1.7305632,0.3662813
81,1.8042569,2.4173007,"('submissive', 'aggressive')",0.20652524,0.45852667,1.0053911,1.4379137,-0.4325226
66,-1.7552357,-2.0856442,"('inactive', 'active')",0.25827178,0.033422347,-0.7484819,-1.026111,0.2776291
43,1.7522318,1.9807135,"('irresponsible', 'responsible')",1.2347466,1.0093712,1.4934893,1.4950423,-0.001553
13,1.655002,2.1095655,"('impolite', 'polite')",0.15591145,0.13816898,0.9054567,1.1238673,-0.2184106
59,-1.6499231,-1.9328569,"('foolish', 'wise')",0.19201264,0.17282422,-0.7289552,-0.8800163,0.1510611
30,1.6442333,2.0292006,"('intolerant', 'tolerant')",1.5615168,1.6409886,1.602875,1.8350946,-0.2322196
55,1.6172787,2.2688577,"('incompetent', 'clever')",0.63515335,0.6544268,1.1262161,1.4616423,-0.3354262
44,-1.5234016,-1.4148542,"('prejudiced', 'unprejudiced')",-1.5468986,-1.6595715,-1.5351501,-1.5372128,0.0020627
86,1.5145295,1.5351381,"('uninfluential', 'influential')",0.35410172,0.25691986,0.9343156,0.896029,0.0382866
70,1.5063335,1.913398,"('lethargic', 'energetic')",1.1034487,1.1403884,1.3048911,1.5268931,-0.222002
24,1.4990549,1.7394898,"('dishonest', 'honest')",1.032954,1.1032509,1.2660044,1.4213703,-0.1553659
65,1.4562355,1.8982067,"('insecure', 'secure')",0.24943823,0.1839067,0.8528368,1.0410568,-0.18822
72,1.452473,1.6144693,"('unambitious', 'ambitious')",-0.6775137,-0.65489894,0.3874797,0.4797852,-0.0923055
63,1.4459908,1.5916854,"('unperceptive', 'insightful')",1.8567259,1.7265068,1.6513584,1.6590961,-0.0077377
21,1.4288453,1.7630986,"('immoral', 'moral')",0.07405257,-0.052059885,0.7514489,0.8555194,-0.1040705
32,1.3889579,1.3031687,"('unkind', 'kind')",1.4218462,1.1192521,1.4054019,1.2112104,0.1941915
14,1.3655238,1.8630334,"('antisocial', 'social')",-0.33898157,-0.31885618,0.5132711,0.7720886,-0.2588175
19,-1.3530352,-1.7545677,"('inhospitable', 'hospitable')",-0.12189568,-0.23496015,-0.7374654,-0.994764,0.2572986
76,1.3371637,1.6243136,"('anxious', 'daring')",0.9018264,0.8126391,1.119495,1.2184763,-0.0989813
51,1.2520822,1.4069016,"('uneducated', 'educated')",0.8332756,0.86701506,1.042679,1.1369584,-0.0942794
80,1.1533847,1.5941821,"('dominated', 'dominating')",-0.8721691,-0.76610285,0.1406078,0.4140396,-0.2734318
0,1.1432197,1.3263217,"('unsociable', 'sociable')",0.24332207,0.10905347,0.6932709,0.7176876,-0.0244167
85,-1.1317847,-1.908518,"('insignificant', 'prestigious')",-0.5139198,-0.7101438,-0.8228523,-1.3093309,0.4864786
27,1.0910305,1.0493759,"('hardhearted', 'softhearted')",1.631027,1.4491668,1.3610287,1.2492714,0.1117573
12,1.0538878,1.177268,"('unsupportive', 'supportive')",-1.2549832,-1.2960913,-0.1005477,-0.0594116,-0.0411361
29,-1.0435752,-1.1724956,"('unfair', 'fair')",-0.26232606,-0.6035339,-0.6529506,-0.8880148,0.2350642
57,-1.0188465,-0.83020836,"('unimaginative', 'imaginative')",-2.799977,-2.7098734,-1.9094118,-1.7700409,-0.1393709
17,-1.0030897,-0.91631234,"('nasty', 'nice')",-0.45772138,-0.33747286,-0.7304055,-0.6268926,-0.1035129
78,0.99195474,0.87166363,"('nonresilient', 'resilient')",0.8100356,0.643418,0.9009951,0.7575408,0.1434543
39,0.9556505,1.3349121,"('exploitative', 'cooperative')",-0.09729731,0.12744175,0.4291766,0.7311769,-0.3020003
64,-0.94882846,-0.900988,"('shy', 'confident')",-6.3741355,-6.3644257,-3.6614819,-3.6327069,-0.028775
61,0.9384033,1.1595328,"('illogical', 'logical')",0.3490833,0.2443296,0.6437433,0.7019312,-0.0581879
69,-0.806842,-1.2651287,"('lazy', 'industrious')",-0.69229704,-0.85799325,-0.7495695,-1.061561,0.3119915
88,0.7852938,0.90465355,"('low', 'eminent')",0.30173746,0.30160326,0.5435156,0.6031284,-0.0596128
11,0.78502774,1.2809247,"('unhelpful', 'helpful')",2.6539266,2.70668,1.7194772,1.9938023,-0.2743251
28,0.75559884,0.6779284,"('disloyal', 'loyal')",1.1208955,1.1277521,0.9382472,0.9028403,0.0354069
42,0.7426107,0.8388403,"('unreliable', 'reliable')",-2.7201583,-2.8871586,-0.9887738,-1.0241592,0.0353854
79,-0.6905442,-1.5588458,"('wavering', 'unwavering')",-0.16100444,-0.36116454,-0.4257743,-0.9600052,0.5342309
9,0.679784,0.31521693,"('unaffectionate', 'caring')",1.041815,0.98128295,0.8607996,0.6482499,0.2125497
68,0.6743264,0.9580309,"('dependent', 'independent')",0.27904224,0.17360708,0.4766843,0.565819,-0.0891347
71,0.6597802,0.31027672,"('diffident', 'self-confident')",0.6167244,0.38619393,0.6382523,0.3482353,0.290017
34,0.6313097,0.7712882,"('mean', 'honorable')",6.0791216,6.130321,3.3552155,3.4508047,-0.0955892
1,-0.61173195,-1.206544,"('unfriendly', 'friendly')",1.2532784,1.1267889,0.3207732,-0.0398776,0.3606508
77,0.5990752,0.927624,"('unmotivated', 'motivated')",-0.7343204,-0.6404889,-0.0676226,0.1435675,-0.2111901
15,-0.5919726,-0.7892291,"('boring', 'funny')",0.010155782,0.06772431,-0.2909084,-0.3607524,0.069844
8,-0.5768173,-1.1986777,"('unaffectionate', 'affectionate')",0.3297306,0.20741619,-0.1235433,-0.4956307,0.3720874
50,-0.57670563,-0.7978423,"('clumsy', 'skillful')",0.3526303,0.14631099,-0.1120377,-0.3257657,0.213728
3,0.54151607,0.9683244,"('repellent', 'pleasant')",0.052551456,0.09219032,0.2970338,0.5302573,-0.2332235
49,0.539791,0.9290542,"('unable', 'able')",0.15725365,0.29034725,0.3485223,0.6097007,-0.2611784
38,0.50164276,0.6700929,"('untruthful', 'truthful')",0.24179602,0.43854624,0.3717194,0.5543196,-0.1826002
46,0.48829594,1.1039124,"('uncompetitive', 'competitive')",-0.07183792,-0.15054442,0.208229,0.476684,-0.268455
25,-0.47299486,-0.9678924,"('egoistic', 'altruistic')",0.9584416,0.8902705,0.2427234,-0.038811,0.2815344
41,0.42816088,0.50055337,"('unforgiving', 'forgiving')",-0.007725142,-0.105228886,0.2102179,0.1976622,0.0125557
73,-0.41627774,-0.44625613,"('helpless', 'self-reliant')",-3.4401762,-3.2515106,-1.9282269,-1.8488834,-0.0793435
20,0.41065237,0.7347901,"('rough', 'thoughtful')",1.0636418,1.0525819,0.7371471,0.893686,-0.1565389
37,-0.3629545,-0.34572724,"('fake', 'genuine')",0.40444735,0.4706389,0.0207464,0.0624558,-0.0417094
22,0.3125633,0.56456214,"('untrustworthy', 'trustworthy')",-0.6752426,-0.5807487,-0.1813397,-0.0080933,-0.1732464
54,0.30169314,0.06782025,"('incapable', 'capable')",0.9519801,1.0169462,0.6268367,0.5423832,0.0844535
47,0.29543853,0.5220482,"('stupid', 'smart')",5.448256,5.8294773,2.8718472,3.1757627,-0.3039155
74,0.28573686,0.49244773,"('undedicated', 'dedicated')",0.18931332,0.08570909,0.2375251,0.2890784,-0.0515533
45,0.26213783,0.80224186,"('incompetent', 'competent')",0.19956754,0.23558955,0.2308527,0.5189157,-0.288063
2,-0.23816895,-0.11672495,"('unlikable', 'likable')",0.115822405,-0.028205298,-0.0611733,-0.0724651,0.0112918
53,-0.23509611,-0.61617464,"('uncreative', 'creative')",0.60625887,0.5979413,0.1855814,-0.0091167,0.1946981
