,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,0.17167349,-0.30475485,"('hardhearted', 'benevolent')",1.0844381,0.89012533,0.6280558,0.2926852,0.3353706
40,0.14806055,-0.2067957,"('stingy', 'generous')",-1.8586521,-1.88847,-0.8552958,-1.0476329,0.1923371
87,-0.115809485,0.0191583,"('unsuccessful', 'successful')",0.75299084,0.71828765,0.3185907,0.368723,-0.0501323
83,-0.087406784,-0.061342612,"('powerless', 'powerful')",-0.7798484,-0.7453901,-0.4336276,-0.4033664,-0.0302612
84,0.0860507,0.20175262,"('inferior', 'superior')",0.88628334,0.8443084,0.486167,0.5230305,-0.0368635
33,-0.08508379,-0.40734985,"('wrong', 'right')",-0.7712058,-0.8223586,-0.4281448,-0.6148542,0.1867094
67,0.07299137,0.2505473,"('doubtful', 'determined')",-0.24671875,-0.29070804,-0.0868637,-0.0200804,-0.0667833
18,-0.0710278,-0.31001535,"('disagreeable', 'welcoming')",-0.21495315,-0.4188424,-0.1429905,-0.3644289,0.2214384
82,-0.028073635,0.26815024,"('poor', 'rich')",6.067132,6.2347836,3.0195291,3.251467,-0.2319379
58,-0.004349217,0.020251695,"('undiscriminating', 'discriminating')",0.12774263,0.047207855,0.0616967,0.0337298,0.0279669
