,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
10,-0.86275715,-0.71696144,"('unsympathetic', 'sympathetic')",0.39889905,0.48330462,0.24890414,-0.011339512,-0.0716513,-0.0816654,0.0100141
14,0.8183246,0.98516023,"('antisocial', 'social')",1.6199276,1.5193304,-0.72935987,-0.6762744,0.5696308,0.6094054,-0.0397746
41,-0.7818876,-0.49014017,"('unforgiving', 'forgiving')",0.78382427,0.85385466,-0.024673264,0.04385641,-0.0075789,0.135857,-0.1434359
30,0.77111006,0.9701372,"('intolerant', 'tolerant')",1.3250052,1.5057731,1.2175962,1.2722305,1.1045704,1.2493803,-0.1448099
5,-0.76243097,-0.6454123,"('distant', 'outgoing')",-0.9239382,-0.8891163,-0.7465206,-0.38308394,-0.8109632,-0.6392042,-0.171759
52,-0.7596452,-0.6297292,"('irrational', 'rational')",-0.93532073,-0.8665472,-0.5596887,-0.28695425,-0.7515515,-0.5944102,-0.1571413
36,-0.74842626,-0.6063808,"('hostile', 'amicable')",-1.1674204,-1.1152815,-0.074267365,0.33500946,-0.6633713,-0.4622176,-0.2011537
83,0.74711674,0.9213416,"('powerless', 'powerful')",0.12862663,0.1661036,-1.0131902,-0.9317256,-0.0458156,0.0519065,-0.0977221
84,0.74107826,0.78489554,"('inferior', 'superior')",0.6414999,0.6860918,0.7629696,0.68881434,0.7151826,0.7199339,-0.0047513
35,-0.7309081,-0.7606178,"('corrupt', 'incorrupt')",-1.6104254,-1.5940427,-0.76668566,-0.39168048,-1.0360064,-0.915447,-0.1205594
24,-0.6890451,-0.60455567,"('dishonest', 'honest')",0.3364145,0.2724979,0.79636854,0.97605956,0.1479127,0.2146673,-0.0667546
15,-0.6844839,-0.4560192,"('boring', 'funny')",-0.082222745,0.10779658,0.14356321,0.35321954,-0.2077145,0.0016656,-0.2093801
60,0.67827404,0.7345776,"('inefficient', 'efficient')",3.0478466,3.1010935,0.43634292,0.14621286,1.3874877,1.3272947,0.060193
55,-0.6641296,-0.6712914,"('incompetent', 'clever')",1.5267801,1.4259483,0.14986563,-0.09251972,0.3375054,0.2207124,0.116793
75,-0.63428235,-0.5434123,"('meek', 'impulsive')",-1.712583,-1.7275941,-0.6056904,-0.47780466,-0.9841852,-0.9162704,-0.0679148
28,-0.5840805,-0.40319526,"('disloyal', 'loyal')",0.23280004,0.30835012,1.0694083,1.1441977,0.2393759,0.3497842,-0.1104083
42,0.5786388,0.81073034,"('unreliable', 'reliable')",0.15739223,0.13648604,-2.7329059,-2.7189283,-0.6656249,-0.5905706,-0.0750543
19,-0.54353476,-0.3574923,"('inhospitable', 'hospitable')",-0.9346053,-0.7440098,-0.2862573,0.01610389,-0.5881325,-0.3617994,-0.2263331
79,-0.5245714,-0.32845742,"('wavering', 'unwavering')",-1.1639322,-1.0022339,0.017132318,0.33344334,-0.5571238,-0.332416,-0.2247078
71,-0.5215074,-0.43632007,"('diffident', 'self-confident')",1.3350857,1.3589609,0.067248166,0.120779425,0.2936088,0.3478067,-0.0541979
38,-0.4896435,-0.14601898,"('untruthful', 'truthful')",0.46327537,0.44241515,-0.04323686,0.088054225,-0.0232017,0.1281501,-0.1513518
64,0.48349988,0.48450455,"('shy', 'confident')",-0.0025622547,-0.31624752,-6.7294884,-6.7369556,-2.0828503,-2.1895661,0.1067158
11,-0.47890276,-0.19541927,"('unhelpful', 'helpful')",0.87792355,0.95334923,2.7208781,2.5548,1.0399663,1.1042434,-0.0642771
74,0.44410193,0.66175365,"('undedicated', 'dedicated')",1.845525,1.8709925,0.27261317,0.29183933,0.85408,0.9415286,-0.0874486
46,0.4307932,0.39733952,"('uncompetitive', 'competitive')",0.8309967,0.78971356,-0.11343369,-0.49800125,0.3827854,0.229684,0.1531014
72,-0.41840747,-0.3820583,"('unambitious', 'ambitious')",1.1408969,1.2608101,-0.8697129,-0.80884415,-0.0490745,0.0233026,-0.0723771
77,0.41468254,0.34318283,"('unmotivated', 'motivated')",-0.46113732,-0.5851834,-1.3024415,-1.4837134,-0.4496321,-0.575238,0.1256059
33,-0.40568486,-0.4368976,"('wrong', 'right')",0.11130679,-0.050613932,-1.027351,-0.9348051,-0.4405764,-0.4741056,0.0335292
32,0.40016577,0.52864814,"('unkind', 'kind')",0.72517926,0.76992244,1.1452253,1.325497,0.7568568,0.8746893,-0.1178325
23,0.38465074,0.4708205,"('insincere', 'sincere')",1.0965723,1.254009,6.2921233,6.1271515,2.5911155,2.6173271,-0.0262116
59,-0.33091247,-0.25847012,"('foolish', 'wise')",-0.74907887,-0.8162607,-0.02917482,0.17455234,-0.369722,-0.3000595,-0.0696625
7,0.3078903,0.2980179,"('insensitive', 'sensitive')",0.8601533,0.9086538,0.5751602,0.24240911,0.581068,0.4830269,0.0980411
66,-0.29725727,-0.38350654,"('inactive', 'active')",-1.2322487,-1.2404921,0.52099067,0.5078969,-0.3361718,-0.3720339,0.0358621
40,-0.29462394,-0.5277458,"('stingy', 'generous')",-0.10889894,-0.30847082,-2.071543,-2.2236595,-0.825022,-1.0199587,0.1949367
13,-0.288219,-0.030648967,"('impolite', 'polite')",1.3847735,1.5444709,0.0666905,-0.131835,0.3877483,0.4606623,-0.072914
87,0.287771,0.35705072,"('unsuccessful', 'successful')",0.94758993,1.0333371,0.23531592,0.17017844,0.4902256,0.5201887,-0.0299631
3,-0.27638736,-0.29931748,"('repellent', 'pleasant')",-0.2984277,-0.2604597,0.21029396,0.14772002,-0.121507,-0.1373524,0.0158454
58,-0.27057612,-0.14034489,"('undiscriminating', 'discriminating')",0.30386636,0.43949836,0.020301376,-0.09371236,0.0178639,0.0684804,-0.0506165
50,-0.23580332,-0.17628959,"('clumsy', 'skillful')",-0.7781373,-0.6609823,0.26018128,0.18024127,-0.2512531,-0.2190102,-0.0322429
76,-0.22267902,-0.1669249,"('anxious', 'daring')",0.6980608,0.91301507,0.60877985,0.66389334,0.3613872,0.4699945,-0.1086073
37,0.21489367,0.09798493,"('fake', 'genuine')",0.16931394,0.14743784,0.47768703,0.470498,0.2872982,0.2386403,0.0486579
63,-0.21137592,-0.02837599,"('unperceptive', 'insightful')",1.1428698,1.2131939,0.9230945,0.68186617,0.6181961,0.622228,-0.0040319
49,-0.1958501,-0.15246251,"('unable', 'able')",-0.002013851,0.04997959,-0.46640137,-0.41106674,-0.2214218,-0.1711832,-0.0502386
2,0.15618294,0.40653357,"('unlikable', 'likable')",0.620985,0.576751,0.4718219,0.7024098,0.4163299,0.5618982,-0.1455683
44,0.15223205,0.05096821,"('prejudiced', 'unprejudiced')",-1.1314591,-1.2445782,-1.429307,-1.3101131,-0.8028447,-0.8345744,0.0317297
51,0.14969511,0.05880908,"('uneducated', 'educated')",0.3272633,0.19732174,0.7300103,0.4520428,0.4023229,0.2360579,0.166265
21,-0.1474038,0.08620295,"('immoral', 'moral')",0.69335026,0.7043626,-0.84672743,-0.9119377,-0.1002603,-0.0404574,-0.0598029
43,-0.13994005,0.06136278,"('irresponsible', 'responsible')",2.030657,1.9538164,0.7828905,0.682915,0.8912025,0.8993647,-0.0081622
70,-0.13682252,-0.09193018,"('lethargic', 'energetic')",0.24632677,0.32935676,0.7579602,0.5265664,0.2891548,0.2546643,0.0344905
12,-0.1323034,-0.08125122,"('unsupportive', 'supportive')",1.0626577,0.99393845,-1.824898,-1.9101163,-0.2981812,-0.3324764,0.0342952
88,-0.12879911,-0.11774749,"('low', 'eminent')",-0.27932796,-0.2465934,0.28921542,0.44619647,-0.0396372,0.0272852,-0.0669224
69,0.11619905,0.010519856,"('lazy', 'industrious')",-0.5357523,-0.83544356,-1.1955311,-1.1327056,-0.5383615,-0.6525431,0.1141816
20,0.111984305,-0.014099189,"('rough', 'thoughtful')",0.78276587,0.7049312,0.8131651,0.71346015,0.5693051,0.4680974,0.1012077
34,0.10974118,0.2455928,"('mean', 'honorable')",0.6059703,0.7127362,6.366558,6.374084,2.3607566,2.4441376,-0.083381
4,-0.10937087,-0.07852151,"('disliked', 'liked')",-0.7115559,-0.8183675,-6.996307,-6.8244367,-2.6057445,-2.5737753,-0.0319692
47,0.107029706,0.13153352,"('stupid', 'smart')",0.5082803,0.64491326,5.6872735,5.5632033,2.1008612,2.1132167,-0.0123555
81,0.09369218,0.30839264,"('submissive', 'aggressive')",1.2736716,1.1987749,-0.30348647,-0.5004788,0.3546258,0.3355629,0.0190629
62,-0.08547028,0.024443502,"('incompetent', 'brilliant')",1.8735561,1.8489983,0.09608024,-0.010062618,0.6280553,0.6211264,0.0069289
17,0.061795168,0.05864476,"('nasty', 'nice')",-0.6119577,-0.5670902,-0.79838246,-0.60362464,-0.449515,-0.37069,-0.078825
0,0.059065238,0.0026437081,"('unsociable', 'sociable')",2.1010354,2.0507193,-0.41132355,-0.62334114,0.5829257,0.476674,0.1062517
26,0.04166346,0.119007535,"('hardhearted', 'benevolent')",2.0672026,2.079045,1.3470857,1.550154,1.1519839,1.2494022,-0.0974183
65,0.014051316,0.23491067,"('insecure', 'secure')",1.6050668,1.7156084,0.20423597,0.07244435,0.6077847,0.6743212,-0.0665365
