,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
32,-0.6538655,-0.6330837,"('unkind', 'kind')",0.3258075,0.34046477,-0.164029,-0.1463095,-0.0177195
38,-0.6480852,-0.7630115,"('untruthful', 'truthful')",0.16360429,0.02333169,-0.2422404,-0.3698399,0.1275995
58,-0.6348331,-0.8837112,"('undiscriminating', 'discriminating')",1.1983851,1.0682943,0.281776,0.0922915,0.1894845
85,-0.6072226,-0.72265285,"('insignificant', 'prestigious')",0.28338903,-0.1208532,-0.1619168,-0.421753,0.2598362
70,-0.6021147,-0.6013831,"('lethargic', 'energetic')",0.27410072,0.36564103,-0.164007,-0.117871,-0.046136
43,-0.5951382,-0.6409094,"('irresponsible', 'responsible')",0.9982838,1.0610553,0.2015728,0.210073,-0.0085002
52,-0.5921413,-0.5693778,"('irrational', 'rational')",-0.18024331,-0.37196848,-0.3861923,-0.4706731,0.0844808
46,-0.57357013,-0.742276,"('uncompetitive', 'competitive')",-0.3297407,-0.26729307,-0.4516554,-0.5047845,0.0531291
41,-0.56544155,-0.8215431,"('unforgiving', 'forgiving')",0.62220365,0.56940776,0.028381,-0.1260677,0.1544487
74,-0.5506113,-0.6911237,"('undedicated', 'dedicated')",0.6951948,0.70441526,0.0722917,0.0066458,0.0656459
18,-0.50432354,-0.6289581,"('disagreeable', 'welcoming')",-1.1991682,-1.321553,-0.8517458,-0.9752555,0.1235097
7,-0.49173668,-0.40846616,"('insensitive', 'sensitive')",0.7580192,0.85754526,0.1331413,0.2245395,-0.0913982
29,-0.48732144,-0.627211,"('unfair', 'fair')",-0.4565534,-0.69285333,-0.4719374,-0.6600322,0.1880948
55,-0.48527494,-0.7180216,"('incompetent', 'clever')",0.091267034,0.21093336,-0.197004,-0.2535441,0.0565401
14,0.43127486,0.43723065,"('antisocial', 'social')",0.84634745,1.0169266,0.6388112,0.7270787,-0.0882675
76,-0.4221656,-0.31818092,"('anxious', 'daring')",-0.6027042,-0.40362895,-0.5124349,-0.3609049,-0.15153
72,-0.41633025,-0.45057726,"('unambitious', 'ambitious')",0.4972596,0.62405837,0.0404647,0.0867406,-0.0462759
3,-0.4040863,-0.20277989,"('repellent', 'pleasant')",-0.14869402,0.10135131,-0.2763902,-0.0507143,-0.2256759
4,0.3971522,0.21697406,"('disliked', 'liked')",-3.8756359,-4.2537026,-1.7392418,-2.0183642,0.2791224
39,0.3901519,0.4987244,"('exploitative', 'cooperative')",0.4829846,0.66529465,0.4365683,0.5820096,-0.1454413
45,-0.36934793,-0.5786239,"('incompetent', 'competent')",0.96573424,1.0309542,0.2981932,0.2261652,0.072028
6,-0.36882353,-0.52671707,"('distant', 'open')",-0.19181648,-0.5570587,-0.28032,-0.5418879,0.2615679
31,-0.35287485,-0.39983594,"('evil', 'good')",-0.24874006,-0.5955542,-0.3008074,-0.4976951,0.1968877
30,0.33615577,0.33234158,"('intolerant', 'tolerant')",0.5766895,0.70965374,0.4564226,0.5209976,-0.064575
83,0.33097562,0.22174072,"('powerless', 'powerful')",-0.5546359,-0.6555928,-0.1118301,-0.216926,0.1050959
47,-0.3303098,-0.29823384,"('stupid', 'smart')",4.17116,4.1740646,1.9204252,1.9379154,-0.0174902
75,0.3217582,0.27713683,"('meek', 'impulsive')",-1.0887163,-1.2715157,-0.383479,-0.4971895,0.1137105
65,-0.26235723,-0.1743935,"('insecure', 'secure')",0.029228076,0.2854271,-0.1165646,0.0555168,-0.1720814
34,-0.25615,-0.3387523,"('mean', 'honorable')",3.6541884,3.601945,1.6990192,1.6315963,0.0674229
68,-0.24598859,-0.19220442,"('dependent', 'independent')",-0.9574789,-1.0045903,-0.6017337,-0.5983974,-0.0033363
12,-0.24170013,-0.32400817,"('unsupportive', 'supportive')",-0.90183985,-0.9500414,-0.57177,-0.6370248,0.0652548
2,0.23323968,0.13049456,"('unlikable', 'likable')",0.071672074,-0.09803038,0.1524559,0.0162321,0.1362238
49,-0.22808477,-0.14711235,"('unable', 'able')",-0.4613913,-0.44781628,-0.344738,-0.2974643,-0.0472737
56,0.20947918,0.2282885,"('impractical', 'practical')",0.48648477,0.6397402,0.347982,0.4340144,-0.0860324
84,0.20631057,0.21642493,"('inferior', 'superior')",0.7656395,0.6691416,0.485975,0.4427833,0.0431917
35,0.19862768,0.20791297,"('corrupt', 'incorrupt')",-0.47754207,-0.76741576,-0.1394572,-0.2797514,0.1402942
67,0.19170694,0.27073348,"('doubtful', 'determined')",-0.74834293,-0.7080159,-0.278318,-0.2186412,-0.0596768
26,-0.18685147,-0.46203333,"('hardhearted', 'benevolent')",2.8141992,2.714981,1.3136739,1.1264739,0.1872
79,0.18121159,0.25468886,"('wavering', 'unwavering')",-0.3836218,-0.51537967,-0.1012051,-0.1303454,0.0291403
87,-0.17880912,-0.114991374,"('unsuccessful', 'successful')",1.4109085,1.417023,0.6160496,0.6510158,-0.0349662
22,-0.16714655,-0.4294026,"('untrustworthy', 'trustworthy')",-0.3919626,-0.42474633,-0.2795546,-0.4270745,0.1475199
42,0.13933556,0.1633,"('unreliable', 'reliable')",-2.130901,-2.2112572,-0.9957828,-1.0239786,0.0281958
40,0.13725656,-0.014750229,"('stingy', 'generous')",-1.2982206,-1.4453717,-0.580482,-0.730061,0.149579
17,-0.1326938,-0.027227405,"('nasty', 'nice')",-1.16015,-1.2055,-0.6464219,-0.6163637,-0.0300582
66,-0.13033283,-0.17643678,"('inactive', 'active')",0.6924111,0.4586506,0.2810391,0.1411069,0.1399322
33,0.08491817,-0.0136851,"('wrong', 'right')",0.103365034,-0.12370161,0.0941416,-0.0686934,0.162835
62,-0.084407896,-0.09754635,"('incompetent', 'brilliant')",0.13120514,0.30477184,0.0233986,0.1036128,-0.0802142
25,0.0530392,0.025314,"('egoistic', 'altruistic')",1.2668644,1.1322117,0.6599518,0.5787628,0.081189
5,-0.052905746,-0.15818062,"('distant', 'outgoing')",-0.011537403,-0.3546262,-0.0322216,-0.2564034,0.2241818
81,-0.050443977,0.009497158,"('submissive', 'aggressive')",-0.9229709,-0.68855906,-0.4867074,-0.3395309,-0.1471765
59,0.031252693,0.13234186,"('foolish', 'wise')",-0.2329571,-0.4121309,-0.1008522,-0.1398945,0.0390423
15,-0.018107686,-0.020629164,"('boring', 'funny')",-0.2289953,-0.34857878,-0.1235515,-0.184604,0.0610525
60,0.008753717,-0.026364774,"('inefficient', 'efficient')",-0.112808175,0.1445735,-0.0520272,0.0591044,-0.1111316
50,-0.002420485,0.1820692,"('clumsy', 'skillful')",-0.6215074,-0.799447,-0.3119639,-0.3086889,-0.003275
