,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
33,1.188485,0.982806,"('wrong', 'right')",1.7325197,1.6618379,0.030929726,-0.2105977,0.9839782,0.8113488,0.1726294
63,-1.1155112,-0.85658437,"('unperceptive', 'insightful')",0.027868671,0.11295831,0.67628646,0.5982103,-0.1371187,-0.0484719,-0.0886468
1,-1.0608461,-1.2891543,"('unfriendly', 'friendly')",1.255859,0.8424271,1.9832354,1.8269689,0.7260828,0.4600805,0.2660023
78,-1.0583028,-1.0873083,"('nonresilient', 'resilient')",0.10908033,0.0033820793,0.71115315,0.4221365,-0.0793564,-0.2205966,0.1412402
28,-1.0042213,-0.8519297,"('disloyal', 'loyal')",0.24838525,0.16866061,0.5965606,0.84222317,-0.0530918,0.0529847,-0.1060765
21,-0.9827403,-0.72140294,"('immoral', 'moral')",0.39176005,0.38294035,-1.0735412,-1.1192596,-0.5548405,-0.4859074,-0.0689331
70,-0.9290091,-0.4767601,"('lethargic', 'energetic')",-0.56669945,-0.46267316,0.36229888,0.54831725,-0.3778032,-0.130372,-0.2474312
12,-0.9201743,-0.5700305,"('unsupportive', 'supportive')",0.50550395,0.5967838,-1.5078303,-1.590681,-0.6408335,-0.5213092,-0.1195243
73,0.9132483,0.8055433,"('helpless', 'self-reliant')",0.2312094,0.115710825,-2.9291046,-3.2216887,-0.5948823,-0.7668115,0.1719292
62,-0.8883597,-0.61454403,"('incompetent', 'brilliant')",0.5958931,0.6351829,0.014199084,0.17197841,-0.0927559,0.0642058,-0.1569617
88,-0.863958,-1.0999529,"('low', 'eminent')",-0.1343235,-0.20395635,0.17733157,0.07920039,-0.27365,-0.4082363,0.1345863
4,0.8545571,0.8226535,"('disliked', 'liked')",-0.120113745,-0.062151045,-5.666087,-5.989276,-1.6438813,-1.7429245,0.0990432
3,-0.83555603,-0.8073179,"('repellent', 'pleasant')",-0.82641655,-0.8051327,0.028714146,0.06727494,-0.5444194,-0.5150586,-0.0293608
75,0.82714057,0.5125542,"('meek', 'impulsive')",-0.021092672,0.0031918846,-0.17867287,-0.29886025,0.209125,0.0722953,0.1368297
58,-0.82544136,-0.67065704,"('undiscriminating', 'discriminating')",0.65797126,0.6348152,-0.14628647,-0.12891996,-0.1045855,-0.0549206,-0.0496649
82,-0.8083414,-0.59878874,"('poor', 'rich')",-0.1946101,-0.16586687,5.5677347,5.956287,1.5215944,1.7305438,-0.2089494
30,-0.80397856,-0.37419474,"('intolerant', 'tolerant')",0.77336735,0.75243616,1.0867927,1.225096,0.3520605,0.5344458,-0.1823853
45,-0.80386525,-0.37077677,"('incompetent', 'competent')",-0.33784342,-0.18526193,-0.26222697,-0.2716129,-0.4679785,-0.2758839,-0.1920946
61,-0.7948158,-0.6467479,"('illogical', 'logical')",0.6360015,0.55030257,-0.13514058,0.016685857,-0.0979849,-0.0265865,-0.0713984
36,0.7738446,0.30635595,"('hostile', 'amicable')",-0.09606556,-0.32988924,0.3639512,0.19317749,0.3472434,0.0565481,0.2906953
56,-0.77274114,-0.30522084,"('impractical', 'practical')",0.13305497,0.41649872,-0.72909737,-0.2949466,-0.4562612,-0.0612229,-0.3950383
74,-0.7597716,-0.5814217,"('undedicated', 'dedicated')",0.40435088,0.5774493,-0.062471695,0.14394835,-0.1392975,0.0466587,-0.1859562
51,-0.7532885,-0.6009399,"('uneducated', 'educated')",-0.16858226,-0.14872634,0.32827953,0.41148305,-0.1978637,-0.1127277,-0.085136
23,-0.74125975,-0.45717645,"('insincere', 'sincere')",0.39011952,0.3964813,4.96338,5.2688084,1.5374133,1.7360377,-0.1986244
79,0.7295529,0.5396542,"('wavering', 'unwavering')",-0.9214935,-0.859962,0.11642766,0.14619228,-0.025171,-0.0580385,0.0328675
7,-0.7163936,-0.46412563,"('insensitive', 'sensitive')",0.5671998,0.58503425,0.6759898,0.69604135,0.1755987,0.2723167,-0.096718
68,-0.7140466,-0.7129875,"('dependent', 'independent')",-0.8348897,-0.8279384,-0.8028015,-0.84959996,-0.7839127,-0.7968419,0.0129292
67,0.69902885,0.8604271,"('doubtful', 'determined')",0.507564,0.8931388,-0.31550595,-0.276689,0.2970289,0.4922923,-0.1952634
66,0.6975697,0.55195093,"('inactive', 'active')",-0.45618802,-0.36061618,1.148653,1.0956666,0.4633449,0.4290005,0.0343444
32,-0.6939044,-0.4357625,"('unkind', 'kind')",-0.31809467,-0.31205854,0.62985045,0.80696744,-0.1273829,0.0197155,-0.1470984
14,-0.65130913,-0.45896432,"('antisocial', 'social')",0.06275071,0.22626024,-0.90210485,-0.65779805,-0.4968878,-0.296834,-0.2000538
72,-0.64796615,-0.6876193,"('unambitious', 'ambitious')",0.27017206,0.23044835,-0.95080864,-0.8743811,-0.4428676,-0.4438507,0.0009831
39,0.62365294,0.74991757,"('exploitative', 'cooperative')",1.2532055,1.2146786,0.05684927,0.04534838,0.6445692,0.6699816,-0.0254124
50,0.6003204,0.60109204,"('clumsy', 'skillful')",-0.05479746,0.03387255,0.5075327,0.26288348,0.3510185,0.2992827,0.0517358
49,-0.5995278,-0.6014974,"('unable', 'able')",-0.016606562,-0.18336496,-0.29064885,-0.36096415,-0.3022611,-0.3819422,0.0796811
9,-0.5853315,-0.77831155,"('unaffectionate', 'caring')",1.0046632,0.7596674,1.2338353,1.0821276,0.5510557,0.3544945,0.1965612
25,0.5415742,0.23875229,"('egoistic', 'altruistic')",0.82940835,0.6251724,1.5614882,1.5282673,0.9774903,0.7973973,0.180093
2,0.5221164,0.5531544,"('unlikable', 'likable')",0.27832666,0.3535257,0.40720126,0.6859195,0.4025481,0.5308665,-0.1283184
17,0.52107424,0.52352107,"('nasty', 'nice')",0.20183459,0.18745717,-0.29520172,-0.27986553,0.142569,0.1437042,-0.0011352
5,0.50770026,0.21580389,"('distant', 'outgoing')",-0.19459084,-0.33731303,-0.003491819,-0.09870015,0.1032059,-0.0734031,0.176609
38,-0.46360195,-0.16765317,"('untruthful', 'truthful')",-0.36505306,-0.34162992,-0.12794138,-0.048560485,-0.3188655,-0.1859479,-0.1329176
85,0.46320462,-0.15957442,"('insignificant', 'prestigious')",0.5356612,0.35825446,1.0198915,0.57200813,0.6729191,0.2568961,0.416023
18,-0.4611238,-0.40837297,"('disagreeable', 'welcoming')",-0.3416373,-0.3908907,-0.50204706,-0.41314837,-0.434936,-0.4041373,-0.0307987
8,-0.45292082,-0.76903033,"('unaffectionate', 'affectionate')",0.53223735,0.24409491,0.7986586,0.65336555,0.2926584,0.04281,0.2498484
41,0.4515398,0.6722683,"('unforgiving', 'forgiving')",-0.076126345,-0.2426644,-0.21657848,-0.05104818,0.052945,0.1261852,-0.0732402
71,0.45003536,0.33955285,"('diffident', 'self-confident')",1.5051699,1.6170822,0.7898752,0.5520412,0.9150268,0.8362254,0.0788014
87,0.4478758,0.52107203,"('unsuccessful', 'successful')",0.62075895,0.8304178,0.7722427,0.59341514,0.6136258,0.6483016,-0.0346758
27,-0.43548205,-0.3920476,"('hardhearted', 'softhearted')",-0.30528858,-0.42701438,1.5990794,1.5541219,0.2861029,0.24502,0.0410829
13,-0.43291602,-0.35184717,"('impolite', 'polite')",0.32194835,0.23542991,-0.23477346,-0.1584432,-0.115247,-0.0916201,-0.0236269
59,0.39816836,0.34555092,"('foolish', 'wise')",0.86915517,0.8782879,0.6557709,0.49565184,0.6410315,0.5731635,0.067868
15,0.37256244,0.24095207,"('boring', 'funny')",0.57815725,0.58996403,0.5432097,0.47442377,0.4979765,0.4351133,0.0628632
37,0.35402212,0.56760174,"('fake', 'genuine')",-0.2504286,-0.3898924,0.18568966,0.20234224,0.0964277,0.1266839,-0.0302562
20,-0.29209363,-0.42865345,"('rough', 'thoughtful')",0.61082095,0.44792998,1.3021674,1.0629394,0.5402982,0.3607386,0.1795596
54,-0.22122374,-0.43313813,"('incapable', 'capable')",0.7174382,0.54003626,1.0759232,1.0690027,0.5240459,0.391967,0.1320789
34,-0.2095122,-0.023962747,"('mean', 'honorable')",0.4663135,0.5262669,5.359991,5.6618285,1.8722641,2.0547109,-0.1824468
42,-0.20130269,0.25394958,"('unreliable', 'reliable')",-1.570385,-1.3195636,-2.9112206,-2.8588338,-1.5609694,-1.3081493,-0.2528201
22,-0.19198214,0.055458114,"('untrustworthy', 'trustworthy')",-0.47336727,-0.54210913,-1.1743019,-1.1771104,-0.6132171,-0.5545871,-0.05863
31,0.18677814,-0.082061626,"('evil', 'good')",-0.03982897,-0.081513055,-0.5597578,-0.6899829,-0.1376029,-0.2845192,0.1469163
29,0.16034803,0.18885444,"('unfair', 'fair')",-0.03981915,-0.09369038,-0.60216093,-0.713122,-0.160544,-0.205986,0.045442
26,-0.149397,-0.25292757,"('hardhearted', 'benevolent')",1.2732283,1.2341808,1.884416,1.7059442,1.0027491,0.8957325,0.1070166
6,0.14350931,-0.13102552,"('distant', 'open')",-0.5640991,-0.7013586,0.5764939,0.52128625,0.0519681,-0.1036993,0.1556674
52,0.13211434,-0.23730823,"('irrational', 'rational')",1.0503035,0.81323296,0.22562502,-0.05877748,0.4693476,0.1723824,0.2969652
76,-0.1276267,0.11100309,"('anxious', 'daring')",-0.42988473,-0.27772918,-0.039371446,0.009965118,-0.198961,-0.0522537,-0.1467073
16,0.11839388,-0.043874983,"('unpopular', 'popular')",0.16876897,0.13737938,0.9779035,0.8198133,0.4216888,0.3044392,0.1172496
80,-0.094137415,0.1263489,"('dominated', 'dominating')",-0.78014064,-0.51234245,-1.3876504,-1.2760701,-0.7539762,-0.5540212,-0.199955
64,0.046783887,0.08718469,"('shy', 'confident')",-0.65045494,-0.6068197,-6.4429936,-6.619908,-2.3488882,-2.3798477,0.0309595
47,-0.043378722,0.052564997,"('stupid', 'smart')",0.75085354,0.7627471,5.1414104,5.3161073,1.9496284,2.0438064,-0.094178
24,-0.04126118,0.29907382,"('dishonest', 'honest')",0.108308844,0.03571517,0.46288115,0.72332674,0.1766429,0.3527052,-0.1760623
19,0.03775397,-0.047558412,"('inhospitable', 'hospitable')",-0.47623104,-0.50001454,0.019376535,0.09824158,-0.1397002,-0.1497771,0.0100769
40,0.016679697,0.13715093,"('stingy', 'generous')",-0.29571778,-0.40723237,-1.1668869,-1.4396704,-0.481975,-0.5699173,0.0879423
84,-0.006107404,-0.09783231,"('inferior', 'superior')",1.3542039,1.3628831,1.0420493,0.7674307,0.7967153,0.6774938,0.1192215
