,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.4686198,2.5888865,"('lazy', 'industrious')",0.705802,0.85656565,2.3413398,2.2779984,-0.3227473,-0.3709118,1.2982535,1.3381348,-0.0398813
35,2.2278254,2.3301127,"('corrupt', 'incorrupt')",0.12672965,0.2953397,0.9488386,0.7950764,0.19564357,0.05900423,0.8747594,0.8698833,0.0048761
85,1.9891329,2.0064478,"('insignificant', 'prestigious')",1.7056005,2.0289962,1.5923457,1.6629763,1.1017637,1.0476918,1.5972106,1.6865281,-0.0893175
33,1.8697115,1.7141558,"('wrong', 'right')",0.21843591,0.35798383,0.3691899,0.29894638,-0.113853626,-0.40190625,0.5858709,0.492295,0.0935759
3,-1.7426798,-1.5071186,"('repellent', 'pleasant')",-0.72769237,-0.60565376,0.35939595,0.6544975,-0.10015745,0.07681945,-0.5527834,-0.3453639,-0.2074195
46,-1.6836047,-1.6700017,"('uncompetitive', 'competitive')",-0.037875555,-0.10557927,-0.7691227,-0.6317231,-0.8219512,-0.79224336,-0.8281385,-0.7998868,-0.0282517
6,1.4907837,1.3433964,"('distant', 'open')",0.46195993,0.35741416,0.1785593,0.008394793,0.90232617,0.59935945,0.7584072,0.5771412,0.181266
59,1.4861773,1.4687101,"('foolish', 'wise')",1.2095685,1.1114553,-0.011150066,-0.09931718,0.7259655,0.64266187,0.8526403,0.7808775,0.0717628
5,1.439127,1.4011805,"('distant', 'outgoing')",0.2674872,0.21132442,0.57471377,0.44896084,0.38664392,0.0064659305,0.666993,0.5169829,0.1500101
10,-1.413163,-1.4095987,"('unsympathetic', 'sympathetic')",-0.23558223,-0.3165393,-1.5074813,-1.390944,-0.46786574,-0.2812042,-0.9060231,-0.8495716,-0.0564515
2,1.3885188,1.673126,"('unlikable', 'likable')",1.7136307,1.7598009,1.7588365,1.8738626,0.9511538,1.1936585,1.4530349,1.6251119,-0.172077
72,-1.3731614,-1.6258417,"('unambitious', 'ambitious')",-0.5320541,-0.7094104,-0.4036329,-0.5391588,-0.53730714,-0.63965666,-0.7115389,-0.8785169,0.166978
70,-1.321237,-1.2763638,"('lethargic', 'energetic')",0.57625335,0.39404643,-1.6381712,-1.4835478,0.384004,0.56418043,-0.4997877,-0.4504212,-0.0493665
86,-1.3126402,-1.3162254,"('uninfluential', 'influential')",0.0325936,-0.058370057,-1.2498984,-1.2487783,0.3523904,0.39474052,-0.5443887,-0.5571584,0.0127697
71,1.3040882,1.3569678,"('diffident', 'self-confident')",0.19072971,0.123438746,-0.08373724,-0.043379728,0.8865918,0.73638105,0.5744181,0.5433519,0.0310662
57,-1.2320083,-1.2613919,"('unimaginative', 'imaginative')",-0.3982554,-0.45128995,-0.89943755,-0.81832445,-2.7422469,-2.6602805,-1.317987,-1.2978218,-0.0201652
82,-1.1869576,-1.0527402,"('poor', 'rich')",0.017226756,-0.20068836,-0.9447748,-0.73985505,6.3536386,6.4672337,1.0597832,1.1184875,-0.0587043
73,1.1593065,1.0312479,"('helpless', 'self-reliant')",-0.30616266,-0.44644713,1.2950299,1.1444098,-3.3739765,-3.4254634,-0.3064507,-0.4240632,0.1176125
21,-1.1583437,-0.7477735,"('immoral', 'moral')",0.1242339,0.31267232,-2.009266,-1.6083415,-0.9486856,-0.70111376,-0.9980153,-0.6861391,-0.3118762
