,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
66,1.1501293,1.135647,"('inactive', 'active')",1.4414432,1.2494478,1.487036,1.3005285,1.3163368,1.1136725,1.3487363,1.199824,0.1489123
15,1.1405439,1.2386595,"('boring', 'funny')",0.47987145,0.6210943,-0.18749167,-0.14915305,0.6073919,0.76078284,0.5100789,0.6178459,-0.107767
11,-1.1156596,-1.1928517,"('unhelpful', 'helpful')",-0.6698767,-0.70098895,-0.7916045,-0.62083703,2.025422,2.0425467,-0.1379297,-0.1180327,-0.019897
81,-1.0688912,-0.8378084,"('submissive', 'aggressive')",0.49054784,0.35631633,-0.96697176,-0.83316207,-1.1312356,-0.9152838,-0.6691377,-0.5574845,-0.1116532
23,-1.0459138,-0.9812658,"('insincere', 'sincere')",-0.24970147,-0.27894154,-1.5767912,-1.3903171,5.9682302,5.939064,0.7739559,0.8221349,-0.048179
51,-0.98358595,-0.89771813,"('uneducated', 'educated')",0.9186148,0.6654391,-0.8517437,-0.83571965,0.7599484,0.74072754,-0.0391916,-0.0818178,0.0426262
45,-0.9720393,-0.87528914,"('incompetent', 'competent')",0.034089223,-0.10163599,-1.8934196,-1.7339985,-0.3658447,-0.19070774,-0.7993036,-0.7254078,-0.0738958
22,-0.95317894,-0.9868164,"('untrustworthy', 'trustworthy')",-0.27637574,-0.43118936,-1.0183598,-0.881945,-1.0182866,-0.95921123,-0.8165503,-0.8147905,-0.0017598
63,-0.94288135,-1.0523324,"('unperceptive', 'insightful')",1.0914581,0.9207336,-1.1141442,-1.0708691,1.5466996,1.3575999,0.145283,0.038783,0.1065
19,0.9288367,1.0498848,"('inhospitable', 'hospitable')",-0.7020091,-0.7085229,-0.44292042,-0.47847074,-0.060195796,-0.15428415,-0.0690721,-0.0728483,0.0037762
13,-0.87295544,-0.74390227,"('impolite', 'polite')",-0.27762347,-0.3322381,-0.5668609,-0.41551405,-0.29366535,-0.23488191,-0.5027763,-0.4316341,-0.0711422
36,0.8675061,0.9393407,"('hostile', 'amicable')",-0.39478213,-0.2436382,0.8369649,0.7926764,0.63520443,0.60795903,0.4862233,0.5240844,-0.0378611
60,-0.80817324,-0.6317967,"('inefficient', 'efficient')",0.31713828,0.32026142,-1.1143706,-0.8354657,0.19254759,0.33281368,-0.3532145,-0.2035468,-0.1496677
26,0.773287,0.6919939,"('hardhearted', 'benevolent')",2.1012757,2.1171706,1.4652518,1.5267773,1.7543288,1.8771069,1.5235358,1.5532622,-0.0297264
55,-0.76501155,-0.90481985,"('incompetent', 'clever')",0.63571817,0.38342524,-1.0737851,-0.93622124,0.036044497,0.23315525,-0.2917585,-0.3061152,0.0143567
25,0.76488173,0.8097233,"('egoistic', 'altruistic')",0.85344136,1.1109443,1.1311319,1.2189945,1.6233444,1.7542539,1.0931998,1.223479,-0.1302792
87,0.7611151,0.8578433,"('unsuccessful', 'successful')",2.0920436,1.9119008,1.5654993,1.5692462,1.1455244,1.1607528,1.3910457,1.3749357,0.01611
84,0.7534696,0.704937,"('inferior', 'superior')",1.196406,1.123842,0.69964707,0.65272593,0.71328735,0.6268506,0.8407025,0.7770889,0.0636136
54,0.75258875,0.79490405,"('incapable', 'capable')",0.7477435,0.8464736,-0.028392728,0.11538305,1.3998246,1.4674995,0.717941,0.8060651,-0.0881241
65,-0.72673607,-0.4485244,"('insecure', 'secure')",0.3560173,0.3802998,-1.1161479,-0.93580604,-0.81160307,-0.5493232,-0.5746174,-0.3883384,-0.186279
24,-0.69599366,-0.6298075,"('dishonest', 'honest')",-0.07750477,-0.19712919,-1.4662766,-1.4866906,0.87070364,0.90299267,-0.3422679,-0.3526586,0.0103907
0,-0.68554705,-0.6262911,"('unsociable', 'sociable')",0.5414529,0.4155436,-0.28746969,-0.15282883,-0.20177178,-0.2024287,-0.1583339,-0.1415013,-0.0168326
48,-0.683839,-0.93724334,"('unintelligent', 'intelligent')",0.23760775,0.038037166,-1.8923749,-1.9691167,0.93376875,0.89967674,-0.3512093,-0.4921615,0.1409522
31,0.67126775,0.63189834,"('evil', 'good')",-0.3341765,-0.31132424,0.77641,0.5311736,-0.75291944,-0.9020458,0.0901454,-0.0125745,0.1027199
88,-0.6491229,-0.33548227,"('low', 'eminent')",0.20491679,0.49532396,-1.1307656,-0.7925529,0.31675583,0.5658288,-0.314554,-0.0167206,-0.2978334
7,-0.6488046,-0.5617432,"('insensitive', 'sensitive')",-0.25125006,-0.21249725,-1.4399251,-1.1559101,0.6747447,0.6974332,-0.4163087,-0.3081793,-0.1081294
52,0.57759225,0.5479284,"('irrational', 'rational')",0.09066892,0.17690936,-0.2710736,-0.49060723,0.35951513,0.34390667,0.1891757,0.1445343,0.0446414
32,-0.57171226,-0.43087688,"('unkind', 'kind')",0.42238322,0.3389433,-1.0215157,-0.8850522,1.0489202,1.1298879,-0.0304812,0.0382255,-0.0687067
43,-0.5669718,-0.69464135,"('irresponsible', 'responsible')",0.12967893,-0.004764512,-0.92145,-0.82927275,0.520199,0.5452404,-0.209636,-0.2458596,0.0362236
67,0.55668414,0.69828105,"('doubtful', 'determined')",0.14907008,0.29285365,-0.094094455,0.0068622157,-0.49191442,-0.4343283,0.0299363,0.1409172,-0.1109809
76,-0.5471731,-0.3236864,"('anxious', 'daring')",1.3123981,1.1882484,-0.2340266,-0.15397003,-0.33202296,-0.11121241,0.0497939,0.1498449,-0.100051
68,-0.5458567,-0.3210909,"('dependent', 'independent')",-0.65232056,-0.7068532,-1.6167305,-1.5434027,-0.34360993,-0.45221418,-0.7896295,-0.7558903,-0.0337392
42,0.5355422,0.47347844,"('unreliable', 'reliable')",0.9319655,0.78736246,-0.20061839,-0.21480167,-3.0568492,-2.7973015,-0.44749,-0.4378156,-0.0096744
39,0.53324383,0.7752625,"('exploitative', 'cooperative')",0.3097268,0.49509934,0.94003165,1.1486926,-0.1100412,0.1420555,0.4182402,0.6402775,-0.2220373
14,-0.52872765,-0.39740202,"('antisocial', 'social')",1.0689417,0.96125364,-0.030757092,0.2480163,-0.9256531,-0.6956295,-0.104049,0.0290596,-0.1331086
74,0.51597005,0.50229514,"('undedicated', 'dedicated')",0.61755687,0.56482655,-0.15094255,-0.053917773,0.2624358,0.39149892,0.311255,0.3511757,-0.0399207
62,-0.47125545,-0.61130697,"('incompetent', 'brilliant')",0.11495219,-0.057067588,-0.7245183,-0.7212286,0.6712332,0.6326789,-0.1023971,-0.1892311,0.086834
1,0.46428087,0.3416762,"('unfriendly', 'friendly')",0.33850816,0.43626326,-0.16637744,-0.18426357,2.6931643,2.5191624,0.832394,0.7782096,0.0541844
29,0.46298334,0.36624786,"('unfair', 'fair')",0.094629005,-0.07979461,-0.80074173,-0.888021,-0.58013153,-0.7450034,-0.2058152,-0.3366428,0.1308276
28,-0.46114773,-0.48422956,"('disloyal', 'loyal')",0.03124993,-0.025035085,-1.1474416,-1.1155539,0.9618634,0.9792833,-0.153869,-0.1613838,0.0075148
17,-0.43630493,-0.2235959,"('nasty', 'nice')",-0.23182197,-0.016070202,-0.29573032,-0.11746358,-0.9021103,-0.8011183,-0.4664919,-0.289562,-0.1769299
41,-0.40695676,-0.37270334,"('unforgiving', 'forgiving')",-0.06652663,-0.0682617,-0.18985549,-0.2052685,-0.021073446,-0.0663447,-0.1711031,-0.1781446,0.0070415
50,0.40542674,0.37620005,"('clumsy', 'skillful')",1.383452,1.296994,0.34335086,0.28106174,0.6443305,0.7182966,0.69414,0.6681381,0.0260019
20,-0.3991325,-0.39132062,"('rough', 'thoughtful')",1.1188042,1.0382783,-0.1685732,-0.043383833,0.80479515,0.9121895,0.3389734,0.3789409,-0.0399675
4,0.39502847,0.35316777,"('disliked', 'liked')",-0.00018938258,-0.17649676,-0.35876283,-0.56487894,-6.3957305,-6.5131025,-1.5899136,-1.7253276,0.135414
44,-0.33564556,-0.16002402,"('prejudiced', 'unprejudiced')",-1.1561584,-0.89764166,-0.6569265,-0.4325266,-1.7959402,-1.6028404,-0.9861677,-0.7732582,-0.2129095
38,-0.3228333,-0.5276918,"('untruthful', 'truthful')",-0.71064746,-0.72103417,-0.55942917,-0.5056114,0.41797405,0.1645081,-0.293734,-0.3974573,0.1037233
79,0.30500755,0.28866547,"('wavering', 'unwavering')",-0.22526869,-0.2204996,-0.5349998,-0.65626836,0.2830997,0.113525994,-0.0430403,-0.1186441,0.0756038
78,-0.25764176,-0.5419415,"('nonresilient', 'resilient')",0.3318722,0.26476982,0.7581928,0.6423096,0.9586253,0.8283169,0.4477621,0.2983637,0.1493984
61,-0.25351572,0.019250814,"('illogical', 'logical')",0.2505798,0.3667598,-0.5255717,-0.29558766,0.2515724,0.2831759,-0.0692338,0.0933997,-0.1626335
34,-0.238747,-0.042359762,"('mean', 'honorable')",0.5374719,0.63173765,0.2059551,0.37739724,6.35972,6.28992,1.7161001,1.8141737,-0.0980736
37,0.22744045,0.26472065,"('fake', 'genuine')",0.12016692,-0.048380382,-0.62032896,-0.7351774,0.40707684,0.32512912,0.0335888,-0.048427,0.0820158
53,-0.21343389,-0.03629717,"('uncreative', 'creative')",0.58309686,0.58605266,0.27134335,0.3764398,1.4053863,1.4226261,0.5115982,0.5872054,-0.0756072
27,-0.19100553,-0.5155051,"('hardhearted', 'softhearted')",-0.36062828,-0.6184972,-0.75366855,-0.95518225,1.5676593,1.2745136,0.0655892,-0.2036677,0.2692569
40,0.18768425,-0.324825,"('stingy', 'generous')",0.18001704,-0.22438055,-0.11449459,-0.5622453,-1.3673551,-1.6542561,-0.2785371,-0.6914268,0.4128897
12,0.17719486,-0.22624174,"('unsupportive', 'supportive')",0.7254849,0.41682836,-0.7531749,-0.9093547,-1.4410081,-1.5936233,-0.3228758,-0.5780978,0.255222
80,-0.1497689,-0.35697407,"('dominated', 'dominating')",-0.0627155,-0.35813424,-0.19908419,-0.33554706,-1.4651167,-1.4266417,-0.4691713,-0.6193243,0.150153
9,0.14214264,-0.110334046,"('unaffectionate', 'caring')",0.37068987,0.31350845,0.108409725,-0.027133595,2.1846774,1.9706718,0.7014799,0.5366781,0.1648018
8,0.12990755,-0.08568026,"('unaffectionate', 'affectionate')",0.6286,0.6846454,0.02291463,-0.07092917,1.5871557,1.3872994,0.5921445,0.4788339,0.1133106
64,-0.12388925,-0.052023627,"('shy', 'confident')",-0.10723519,-0.14109167,0.17602558,0.10678255,-7.021052,-6.835779,-1.7690377,-1.730528,-0.0385097
49,-0.100175366,0.029566996,"('unable', 'able')",0.40766442,0.47903425,-0.44831473,-0.37187418,0.03465479,0.11486055,-0.0265427,0.0628969,-0.0894396
56,-0.09062508,-0.017877098,"('impractical', 'practical')",-0.12140613,-0.07280202,-0.7366669,-0.46713334,-0.091531396,0.08537184,-0.2600574,-0.1181102,-0.1419472
75,0.06645253,0.042127244,"('meek', 'impulsive')",-0.108612806,-0.06518409,0.6245583,0.6461017,-0.26056808,-0.39310306,0.0804575,0.0574854,0.0229721
58,-0.060831934,-0.2688091,"('undiscriminating', 'discriminating')",0.0028287917,-0.16942687,0.50076014,0.2298134,0.058726612,-0.09568825,0.1253709,-0.0760277,0.2013986
47,-0.041029327,0.09425608,"('stupid', 'smart')",0.6486633,0.51500976,-0.47360012,-0.3436719,5.491288,5.5383763,1.4063305,1.4509926,-0.0446621
77,0.035284854,0.045924347,"('unmotivated', 'motivated')",0.1527644,0.1499218,0.2537983,0.3462104,-0.64622456,-0.73243177,-0.0510942,-0.0475938,-0.0035004
83,-0.02346833,0.0013116449,"('powerless', 'powerful')",0.6495468,0.6862723,0.12341507,0.032666706,-0.78705776,-0.75494266,-0.0093911,-0.008673,-0.0007181
30,0.013284817,0.14726256,"('intolerant', 'tolerant')",0.13811335,0.08801694,-0.63757414,-0.5418225,1.0090494,1.1108133,0.1307184,0.2010676,-0.0703492
16,-0.009642862,-0.080975525,"('unpopular', 'popular')",0.6273468,0.5211518,0.5123817,0.42556468,1.0866983,1.0313509,0.554196,0.4742729,0.0799231
18,-0.007148996,0.03631803,"('disagreeable', 'welcoming')",0.68303514,0.6247044,-0.62119824,-0.57784843,-0.1860719,-0.22744206,-0.032846,-0.036067,0.003221
