,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.283887,-2.1692812,"('unfriendly', 'friendly')",-0.23030315,-0.025924819,-0.47144514,-0.46095875,1.7837013,1.715581,-0.3004834,-0.235146,-0.0653374
86,-1.9368634,-1.954021,"('uninfluential', 'influential')",-0.53706473,-0.50909513,0.6026405,0.58881295,-0.27770492,-0.23099175,-0.5372481,-0.5263237,-0.0109244
9,-1.9327778,-1.8398533,"('unaffectionate', 'caring')",0.5605655,0.5498739,0.12488969,0.17826638,0.9875782,0.99313295,-0.0649361,-0.029645,-0.0352911
8,-1.9289355,-1.8721358,"('unaffectionate', 'affectionate')",-0.11208051,-0.0133565795,-0.5464006,-0.529015,0.3187855,0.21871643,-0.5671578,-0.5489478,-0.01821
19,-1.8994055,-1.83121,"('inhospitable', 'hospitable')",-0.4018672,-0.35692656,-0.6484988,-0.47687623,-0.10288666,-0.07416924,-0.7631645,-0.6847955,-0.078369
53,-1.8068204,-1.6773502,"('uncreative', 'creative')",-0.6554973,-0.48408034,0.10750623,0.11360106,1.1979338,1.3264688,-0.2892194,-0.1803402,-0.1088792
6,-1.708314,-1.6020069,"('distant', 'open')",-1.8290699,-1.6103407,-1.5223765,-1.440997,0.15598436,0.15807778,-1.2259439,-1.1238167,-0.1021272
5,-1.6268016,-1.615617,"('distant', 'outgoing')",-1.2982333,-1.2528844,-1.1981239,-1.1668983,-0.26404497,-0.3479547,-1.0968009,-1.0958385,-0.0009624
79,-1.5398062,-1.4520022,"('wavering', 'unwavering')",-0.6365628,-0.6212126,-1.6857486,-1.706529,0.009071564,-0.110557854,-0.9632615,-0.9725754,0.0093139
10,-1.4258145,-1.524181,"('unsympathetic', 'sympathetic')",-0.0444659,-0.022476953,-0.14639583,-0.22348224,0.09144471,0.098947436,-0.3813079,-0.4177982,0.0364903
31,-1.3221349,-1.161002,"('evil', 'good')",-2.1852214,-2.0335603,-1.8638064,-1.7642475,-1.5519825,-1.6834646,-1.7307862,-1.6605686,-0.0702176
28,-1.3033354,-1.2124814,"('disloyal', 'loyal')",-0.1295466,-0.03700161,0.4847825,0.58610034,1.0166506,1.2043846,0.0171377,0.1352505,-0.1181128
54,-1.2959969,-1.1175106,"('incapable', 'capable')",0.30467403,0.3347577,0.10676473,0.17091537,0.9464557,1.029751,0.0154744,0.1044784,-0.089004
67,1.2289664,1.2757854,"('doubtful', 'determined')",1.2196839,1.1993985,-0.6014506,-0.50685287,-0.28286943,-0.253634,0.3910826,0.4286743,-0.0375917
12,-1.2096767,-1.1195529,"('unsupportive', 'supportive')",0.74451923,0.78986615,0.38891304,0.44038215,-1.7209395,-1.7382933,-0.449296,-0.4068995,-0.0423965
36,-1.2005402,-1.1522202,"('hostile', 'amicable')",-1.1922349,-1.022002,-1.8229041,-1.8035538,-0.25085256,-0.2512762,-1.1166329,-1.057263,-0.0593699
78,-1.1146139,-1.0569017,"('nonresilient', 'resilient')",-1.1501447,-0.8411635,0.9393547,1.1324859,0.5338895,0.5590273,-0.1978786,-0.051638,-0.1462406
3,-1.0947257,-1.1795156,"('repellent', 'pleasant')",-1.1628082,-1.2344239,-0.477926,-0.48980957,0.050221503,0.04457652,-0.6713096,-0.7147931,0.0434835
82,-1.0407064,-0.9832515,"('poor', 'rich')",-0.81882495,-0.6445372,0.38377437,0.41190398,6.2525773,6.3334064,1.194205,1.2793804,-0.0851754
57,-1.0320787,-1.0910143,"('unimaginative', 'imaginative')",-1.594703,-1.6781042,-0.0064517576,-0.15480515,-2.3134494,-2.3430052,-1.2366707,-1.3167322,0.0800615
69,0.9850289,1.1127594,"('lazy', 'industrious')",0.3756737,0.62576014,0.5429911,0.72353005,-0.6138417,-0.56154764,0.322463,0.4751255,-0.1526625
44,0.97651595,0.8655056,"('prejudiced', 'unprejudiced')",-0.2517957,-0.2923097,-0.0005980171,0.021171916,-1.3389969,-1.375373,-0.1537187,-0.1952513,0.0415326
7,-0.9709391,-0.93599635,"('insensitive', 'sensitive')",0.8231473,0.81109446,0.23428802,0.36436766,0.73541397,0.73737615,0.2054776,0.2442105,-0.0387329
23,-0.962165,-1.0318295,"('insincere', 'sincere')",1.3312712,1.2280442,0.3529332,0.27790225,5.6552835,5.569196,1.5943307,1.5108283,0.0835024
63,-0.94282687,-0.86941046,"('unperceptive', 'insightful')",-0.4059542,-0.50822,0.6325179,0.60497826,1.1288195,1.0681901,0.1031391,0.0738845,0.0292546
0,-0.87233645,-1.0196953,"('unsociable', 'sociable')",0.7555394,0.5344007,1.084902,0.9842835,-0.41869614,-0.3971831,0.1373522,0.0254515,0.1119007
73,0.8639718,0.80299264,"('helpless', 'self-reliant')",1.160727,0.9855462,-0.19305114,-0.38302496,-3.255157,-3.4241164,-0.3558773,-0.5046506,0.1487733
85,-0.85393775,-0.6697463,"('insignificant', 'prestigious')",-0.4296059,-0.29560244,-0.040960625,0.044426434,0.03543669,-0.0344264,-0.3222669,-0.2388372,-0.0834297
25,-0.8429459,-0.6189725,"('egoistic', 'altruistic')",0.017126642,0.23624593,-0.09416336,0.08127368,0.9487999,1.0398929,0.0072043,0.18461,-0.1774057
