,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
66,-0.82331,-0.84332657,"('inactive', 'active')",-0.57905734,-0.7543158,-0.480456,-0.5131433,0.8596376,0.8269774,-0.2557964,-0.3209521,0.0651557
18,-0.8056734,-0.6530995,"('disagreeable', 'welcoming')",0.14332023,0.44229287,-0.34165302,-0.2729156,-0.4064508,-0.30871996,-0.3526142,-0.1981106,-0.1545036
45,-0.8004148,-0.84059966,"('incompetent', 'competent')",0.34372452,0.43286633,0.94244766,0.92433244,-0.25725672,-0.27310315,0.0571252,0.060874,-0.0037488
84,0.791982,0.76566356,"('inferior', 'superior')",2.09935,1.9866385,1.2817506,1.2472439,1.1541328,1.1208752,1.3318038,1.2801054,0.0516984
81,0.7726612,0.7855679,"('submissive', 'aggressive')",-0.17340246,-0.3088707,1.4774165,1.4064771,-0.28136465,-0.2092558,0.4488277,0.4184796,0.0303481
52,-0.75293666,-0.7845885,"('irrational', 'rational')",-0.56937057,-0.6426436,-0.65631306,-0.7269547,-0.4514059,-0.491902,-0.6075066,-0.6615222,0.0540156
38,-0.7477528,-0.71726865,"('untruthful', 'truthful')",-0.055059146,0.09845207,0.2033473,0.25567704,0.30621314,0.3258717,-0.0733129,-0.009317,-0.0639959
77,-0.7030766,-0.609129,"('unmotivated', 'motivated')",-0.019163376,0.02697808,1.394579,1.4499857,-1.0567212,-1.0131925,-0.0960955,-0.0363394,-0.0597561
61,-0.69759935,-0.69735056,"('illogical', 'logical')",-0.39019448,-0.36618584,0.83417594,0.75113404,-0.07739674,0.016138041,-0.0827537,-0.0740661,-0.0086876
35,0.69588655,0.7471249,"('corrupt', 'incorrupt')",-0.3291826,-0.3800741,-1.0756115,-0.9221168,-0.51861584,-0.52005357,-0.3068808,-0.2687799,-0.0381009
2,0.6479073,0.7091092,"('unlikable', 'likable')",1.0722635,1.1694523,0.4836965,0.4426992,0.4114396,0.3901656,0.6538267,0.6778566,-0.0240299
80,0.647865,0.5194769,"('dominated', 'dominating')",0.28552476,0.11659321,0.880895,0.87178314,-1.2779415,-1.2226026,0.1340858,0.0713127,0.0627731
43,-0.63643146,-0.66018045,"('irresponsible', 'responsible')",0.8771263,0.9034272,0.7549632,0.76649874,0.73883665,0.74107635,0.4336237,0.4377055,-0.0040818
88,-0.62471294,-0.5474517,"('low', 'eminent')",-1.3183372,-1.3151107,0.16258419,0.0058958502,0.4230898,0.36098048,-0.339344,-0.3739215,0.0345775
4,-0.6042568,-0.49570262,"('disliked', 'liked')",-1.1593623,-1.0299455,-0.45430312,-0.34719196,-5.896981,-5.947926,-2.0287256,-1.9551915,-0.0735341
27,-0.59924537,-0.5671919,"('hardhearted', 'softhearted')",-1.2795786,-1.1131889,-1.1521118,-0.9713945,1.3122944,1.2772615,-0.4296604,-0.3436285,-0.0860319
26,-0.5943452,-0.6396369,"('hardhearted', 'benevolent')",1.0821601,1.0354629,0.88377964,0.8422657,1.3279158,1.3218967,0.6748776,0.6399971,0.0348805
74,-0.5771325,-0.5744853,"('undedicated', 'dedicated')",0.731751,0.77031606,-0.00240592,0.11353885,0.063332856,0.20111601,0.0538864,0.1276214,-0.073735
24,-0.57491356,-0.5626761,"('dishonest', 'honest')",0.20542759,0.18985459,-0.093066186,-0.19842203,0.8192331,0.78878325,0.0891702,0.0543849,0.0347853
60,0.5524175,0.4398894,"('inefficient', 'efficient')",0.8963579,1.02408,1.7554026,1.6718715,0.60915506,0.70282185,0.9533333,0.9596657,-0.0063324
70,-0.47123545,-0.49116424,"('lethargic', 'energetic')",0.09740089,-0.08071696,0.18120918,0.25030673,0.9389726,0.92307186,0.1865868,0.1503744,0.0362124
62,0.47077215,0.42142844,"('incompetent', 'brilliant')",0.9976895,0.95558727,2.065209,1.9047066,0.26915672,0.25891855,0.9507068,0.8851602,0.0655466
16,-0.46492925,-0.3214877,"('unpopular', 'popular')",-0.682676,-0.47247303,-0.013907969,-0.0032202955,0.49177182,0.5926834,-0.1674354,-0.0511244,-0.116311
56,0.4595959,0.38197088,"('impractical', 'practical')",1.191999,1.0676583,1.3950121,1.3624843,0.16066355,0.09716833,0.8018177,0.7273204,0.0744973
50,-0.4587439,-0.34912276,"('clumsy', 'skillful')",0.8308075,1.1354533,-0.17639014,-0.09204845,0.27486622,0.2783129,0.1176349,0.2431487,-0.1255138
51,-0.39161414,-0.45434856,"('uneducated', 'educated')",-0.113036856,-0.19138548,0.8344127,0.8738768,0.47831222,0.47367692,0.2020185,0.1754549,0.0265636
71,-0.39017394,-0.14046843,"('diffident', 'self-confident')",0.95410585,1.0905232,1.4663904,1.6357917,0.46841505,0.35512897,0.6246843,0.7352439,-0.1105596
39,0.37598735,0.39102894,"('exploitative', 'cooperative')",2.4416387,2.3568008,1.3787832,1.4999893,0.116722085,0.24763305,1.0782828,1.123863,-0.0455802
75,0.36958432,0.35693434,"('meek', 'impulsive')",-0.64894557,-0.77603716,-0.83464503,-0.9207388,-0.55135095,-0.7303275,-0.4163393,-0.5175422,0.1012029
64,0.35726848,0.3258037,"('shy', 'confident')",0.7248883,0.5910835,0.35106754,0.22170988,-6.1667414,-6.1694727,-1.1833793,-1.2577189,0.0743396
32,-0.34380782,-0.1940434,"('unkind', 'kind')",-0.00974751,0.34047124,0.7587529,0.86255574,1.1907508,1.2496151,0.3989871,0.5646497,-0.1656626
30,0.33346885,0.32003802,"('intolerant', 'tolerant')",0.50512433,0.52260804,0.81192774,0.752817,1.3242868,1.359633,0.7437019,0.738774,0.0049279
13,0.325841,0.31261814,"('impolite', 'polite')",0.87460226,0.8237944,0.81049645,0.7967393,0.26390463,0.2575875,0.568711,0.5476848,0.0210262
37,-0.32377234,-0.42971277,"('fake', 'genuine')",0.97461194,0.7666813,-0.11585605,-0.121709995,0.4213822,0.40676674,0.2390914,0.1555063,0.0835851
46,-0.2857546,-0.2906859,"('uncompetitive', 'competitive')",0.49240416,0.64222366,0.22348927,0.24308085,-0.29195,-0.22559687,0.0345472,0.0922554,-0.0577082
76,0.2732055,0.15314746,"('anxious', 'daring')",-0.3245731,-0.45534563,0.45662165,0.36329636,0.49316457,0.5945459,0.2246047,0.163911,0.0606937
14,0.2731408,0.123762876,"('antisocial', 'social')",0.65347075,0.47359255,1.4659231,1.3844471,-0.70318955,-0.6502915,0.4223363,0.3328778,0.0894585
29,-0.24880312,-0.31996873,"('unfair', 'fair')",0.35883045,0.24258317,-0.10369117,-0.12851752,-0.54246706,-0.608417,-0.1340327,-0.20358,0.0695473
47,0.20871049,0.21137345,"('stupid', 'smart')",0.018136233,0.13251635,0.62116826,0.56756645,5.1890326,5.0507436,1.5092618,1.4905499,0.0187119
20,-0.20578286,-0.38967752,"('rough', 'thoughtful')",0.98171335,0.7548183,2.3018441,2.3142686,1.1473397,1.0956005,1.0562786,0.9437525,0.1125261
11,-0.20307232,-0.20428649,"('unhelpful', 'helpful')",0.07408443,-0.013123273,0.8180228,0.7271992,2.2710707,2.2851398,0.7400264,0.6987323,0.0412941
55,-0.19673106,-0.28197587,"('incompetent', 'clever')",0.6022944,0.5785731,2.1563451,2.0595977,-0.011203088,0.07498711,0.6376764,0.6077955,0.0298809
40,-0.19242644,-0.18543455,"('stingy', 'generous')",-0.019707091,0.03490486,-0.059267804,0.03276871,-1.5382078,-1.665842,-0.4524023,-0.4459008,-0.0065015
33,0.14637491,0.1947304,"('wrong', 'right')",0.90558785,0.94160885,-0.025555074,0.028628424,-0.8996879,-0.9857172,0.03168,0.0448126,-0.0131326
34,-0.1356858,-0.07499394,"('mean', 'honorable')",-0.7606526,-0.5843956,0.34277356,0.37691137,6.1940517,6.266786,1.4101217,1.4960769,-0.0859552
72,0.13204205,0.038844816,"('unambitious', 'ambitious')",0.42967165,0.3160906,0.41893697,0.2677916,-0.9775975,-1.0422657,0.0007633,-0.1048847,0.105648
58,0.13106629,-0.05493099,"('undiscriminating', 'discriminating')",-0.31667572,-0.50190413,0.26267666,0.11303127,0.06528541,0.017605912,0.0355882,-0.1065495,0.1421377
49,-0.121667854,-0.052274518,"('unable', 'able')",-0.41984347,-0.277055,0.056129575,0.11765024,0.024337865,0.16230118,-0.115261,-0.0123445,-0.1029165
48,-0.10736107,-0.17588967,"('unintelligent', 'intelligent')",-0.10187873,-0.019487258,2.222153,2.0873954,0.6828422,0.66025615,0.6739389,0.6380687,0.0358702
83,0.09790745,-0.013748866,"('powerless', 'powerful')",-0.16487165,-0.17983906,0.16791815,0.12986271,-1.2240496,-1.1549325,-0.2807739,-0.3046644,0.0238905
15,0.06105731,0.048801094,"('boring', 'funny')",-0.20514604,-0.35287124,0.34751198,0.2865517,0.4529886,0.31402692,0.164103,0.0741271,0.0899759
21,0.051829416,-0.093718566,"('immoral', 'moral')",-0.16588947,-0.28860044,1.3055538,1.1614795,-0.8998832,-0.9535683,0.0729026,-0.0436019,0.1165045
41,0.045581628,0.104418814,"('unforgiving', 'forgiving')",0.5883851,0.635158,0.51136863,0.54794055,-0.058002032,0.033877343,0.2718334,0.3303487,-0.0585153
68,0.043593496,-0.03378042,"('dependent', 'independent')",-0.26005855,-0.3690346,0.056725666,0.080971695,-0.41095257,-0.38507277,-0.142673,-0.176729,0.034056
59,-0.041713275,0.06443405,"('foolish', 'wise')",0.5599157,0.6473747,-0.33269417,-0.36895302,0.10730986,0.015300261,0.0732045,0.089539,-0.0163345
65,0.031566627,-0.0967277,"('insecure', 'secure')",0.82136464,0.7330102,0.3700177,0.31573653,-0.067585886,-0.025369082,0.2888408,0.2316625,0.0571783
42,0.019015588,0.090076506,"('unreliable', 'reliable')",-0.16430607,0.012932826,-0.03571547,0.1158572,-2.8127933,-2.6897779,-0.7484498,-0.6177278,-0.130722
87,0.018620618,-0.08838336,"('unsuccessful', 'successful')",0.18227905,-0.1335467,0.3808025,0.21862662,0.46271783,0.36676002,0.261105,0.0908641,0.1702409
22,-0.013807777,-0.03108862,"('untrustworthy', 'trustworthy')",-0.28539652,-0.26037145,0.5933361,0.5426266,-1.0778897,-1.1038214,-0.1959395,-0.2131637,0.0172242
17,0.0032195523,0.0035400614,"('nasty', 'nice')",-0.032770693,-0.14474906,-0.5138919,-0.5688635,-0.7541976,-0.7830679,-0.3244101,-0.3732851,0.048875
