,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
78,-0.83206636,-0.8012294,"('nonresilient', 'resilient')",0.6903663,0.73141193,-0.07085,-0.0349087,-0.0359413
32,-0.8179194,-0.42659628,"('unkind', 'kind')",0.11013229,0.67487866,-0.3538935,0.1241412,-0.4780347
20,-0.8070717,-0.9675173,"('rough', 'thoughtful')",1.0547111,1.1315606,0.1238197,0.0820216,0.0417981
69,0.78135383,0.9538506,"('lazy', 'industrious')",0.12890676,0.09129542,0.4551303,0.522573,-0.0674427
28,-0.76793385,-0.7719868,"('disloyal', 'loyal')",0.29152885,0.5703122,-0.2382025,-0.1008373,-0.1373652
13,-0.7622978,-0.5931579,"('impolite', 'polite')",-0.6170149,-0.33978927,-0.6896564,-0.4664736,-0.2231828
16,-0.75431085,-0.5885593,"('unpopular', 'popular')",-0.48630905,-0.27954018,-0.6203099,-0.4340498,-0.1862601
82,-0.7517804,-0.9559174,"('poor', 'rich')",3.427836,3.8784466,1.3380277,1.4612646,-0.1232369
41,-0.72966135,-0.28363505,"('unforgiving', 'forgiving')",0.1614286,0.5605595,-0.2841164,0.1384622,-0.4225786
26,-0.7140199,-0.78076226,"('hardhearted', 'benevolent')",2.6388006,2.9875479,0.9623904,1.1033928,-0.1410024
58,-0.70916617,-0.8313755,"('undiscriminating', 'discriminating')",1.0604178,1.1217697,0.1756258,0.1451971,0.0304287
54,-0.69878256,-0.92266816,"('incapable', 'capable')",0.4693849,0.60454196,-0.1146988,-0.1590631,0.0443643
52,-0.6955081,-0.7683555,"('irrational', 'rational')",-0.4649354,-0.28619072,-0.5802218,-0.5272731,-0.0529487
31,-0.6863809,-0.84574735,"('evil', 'good')",-0.3109287,-0.41324633,-0.4986548,-0.6294968,0.130842
8,-0.6768158,-0.9183778,"('unaffectionate', 'affectionate')",0.58898157,0.6352126,-0.0439171,-0.1415826,0.0976655
64,0.6742707,0.9349912,"('shy', 'confident')",-3.0657542,-3.5751076,-1.1957418,-1.3200582,0.1243164
75,0.6441589,0.08329074,"('meek', 'impulsive')",-0.72341794,-1.2574246,-0.0396295,-0.5870669,0.5474374
3,-0.62572104,-0.36224172,"('repellent', 'pleasant')",-0.59606564,-0.4954103,-0.6108934,-0.428826,-0.1820674
43,-0.60430324,-0.07037157,"('irresponsible', 'responsible')",1.025616,1.53419,0.2106564,0.7319093,-0.5212529
18,-0.5997324,-0.27092308,"('disagreeable', 'welcoming')",-1.3494495,-0.84680456,-0.974591,-0.5588638,-0.4157272
46,-0.59202975,-0.34484026,"('uncompetitive', 'competitive')",-0.21859507,-0.118628174,-0.4053124,-0.2317342,-0.1735782
7,-0.5592513,-0.06313721,"('insensitive', 'sensitive')",0.46705368,0.8772872,-0.0460988,0.407075,-0.4531738
55,-0.5428792,-0.44728416,"('incompetent', 'clever')",-0.07277309,0.16651863,-0.3078262,-0.1403828,-0.1674434
42,0.5303729,0.7907842,"('unreliable', 'reliable')",-1.0073366,-1.1081758,-0.2384818,-0.1586958,-0.079786
74,-0.52934724,-0.39248973,"('undedicated', 'dedicated')",0.9425787,1.2253053,0.2066157,0.4164078,-0.2097921
38,-0.5192938,-0.65058106,"('untruthful', 'truthful')",0.21683447,0.18077043,-0.1512296,-0.2349053,0.0836757
6,-0.4239024,-0.7795974,"('distant', 'open')",-0.1251719,-0.20032345,-0.2745371,-0.4899604,0.2154233
70,-0.41769138,-0.42629892,"('lethargic', 'energetic')",0.36544698,0.45891592,-0.0261222,0.0163085,-0.0424307
30,0.3898146,0.60649514,"('intolerant', 'tolerant')",0.61178136,0.70019895,0.500798,0.653347,-0.152549
67,0.3733751,0.7106849,"('doubtful', 'determined')",-0.3469924,-0.2579231,0.0131913,0.2263809,-0.2131896
56,0.37234968,0.6946067,"('impractical', 'practical')",1.0103304,0.96264726,0.6913401,0.828627,-0.1372869
29,-0.37120467,-0.34115154,"('unfair', 'fair')",-0.3302831,-0.49690083,-0.3507439,-0.4190262,0.0682823
12,-0.35977286,-0.16972634,"('unsupportive', 'supportive')",-0.4964214,-0.5088039,-0.4280971,-0.3392651,-0.088832
4,0.34132484,0.10413596,"('disliked', 'liked')",-2.994313,-3.8418982,-1.3264941,-1.8688811,0.542387
87,-0.32959425,-0.01642958,"('unsuccessful', 'successful')",1.6251915,1.8945969,0.6477986,0.9390837,-0.2912851
66,-0.30555198,-0.49716386,"('inactive', 'active')",0.50968146,0.50592715,0.1020647,0.0043816,0.0976831
65,-0.29075187,0.052198414,"('insecure', 'secure')",0.25770897,0.49378875,-0.0165215,0.2729936,-0.2895151
34,-0.280121,-0.12587702,"('mean', 'honorable')",2.8314695,3.4328194,1.2756742,1.6534712,-0.377797
25,-0.26624715,-0.2534987,"('egoistic', 'altruistic')",0.7200912,1.1226859,0.226922,0.4345936,-0.2076716
47,-0.26427236,0.024371669,"('stupid', 'smart')",3.4067795,4.2575207,1.5712535,2.1409461,-0.5696926
14,0.25874868,0.768551,"('antisocial', 'social')",0.88378876,1.0848235,0.5712687,0.9266872,-0.3554185
45,-0.2527198,-0.46164408,"('incompetent', 'competent')",1.2042863,1.1235269,0.4757833,0.3309414,0.1448419
35,0.24552907,0.060448274,"('corrupt', 'incorrupt')",-0.659701,-0.66799146,-0.207086,-0.3037716,0.0966856
22,-0.23845764,-0.26060575,"('untrustworthy', 'trustworthy')",-0.2879697,-0.27973557,-0.2632137,-0.2701707,0.006957
5,-0.22461483,-0.5820061,"('distant', 'outgoing')",0.10144244,-0.09392707,-0.0615862,-0.3379666,0.2763804
68,-0.2193365,-0.14085858,"('dependent', 'independent')",-1.0198056,-1.1201373,-0.619571,-0.6304979,0.0109269
84,0.21099201,0.22044972,"('inferior', 'superior')",0.68447244,0.6610922,0.4477322,0.440771,0.0069612
83,0.20986779,0.045142487,"('powerless', 'powerful')",-0.266605,-0.38472986,-0.0283686,-0.1697937,0.1414251
62,0.17106985,0.014302121,"('incompetent', 'brilliant')",0.7842293,0.47078788,0.4776496,0.242545,0.2351046
17,-0.16487382,-0.06295717,"('nasty', 'nice')",-1.3812243,-1.3091922,-0.7730491,-0.6860747,-0.0869744
50,0.16281796,0.5426209,"('clumsy', 'skillful')",-0.57193524,-0.14023212,-0.2045586,0.2011944,-0.405753
81,0.14187065,0.44274125,"('submissive', 'aggressive')",-0.51277685,-0.46981305,-0.1854531,-0.0135359,-0.1719172
60,0.13294369,0.69853216,"('inefficient', 'efficient')",0.21239744,0.4624312,0.1726706,0.5804816,-0.407811
15,-0.12564863,-0.39231205,"('boring', 'funny')",-0.30595693,-0.35965025,-0.2158028,-0.3759812,0.1601784
40,0.11197732,-0.24503136,"('stingy', 'generous')",-1.3196903,-1.6765827,-0.6038565,-0.960807,0.3569505
33,-0.10880235,-0.150424,"('wrong', 'right')",0.09225054,0.08361453,-0.0082759,-0.0334047,0.0251288
49,-0.09950632,-0.106446296,"('unable', 'able')",-0.38592845,-0.26179627,-0.2427174,-0.1841213,-0.0585961
2,0.07082382,0.598658,"('unlikable', 'likable')",0.23666668,0.6047253,0.1537452,0.6016917,-0.4479465
39,0.06426631,0.38760814,"('exploitative', 'cooperative')",0.42544144,0.7403314,0.2448539,0.5639698,-0.3191159
59,0.061827198,0.29363042,"('foolish', 'wise')",-0.1499913,0.022348061,-0.0440821,0.1579892,-0.2020713
79,0.039713383,-0.018184181,"('wavering', 'unwavering')",-0.4211433,-0.46568835,-0.190715,-0.2419363,0.0512213
72,-0.02782107,-0.08098242,"('unambitious', 'ambitious')",1.0834503,0.87967294,0.5278146,0.3993453,0.1284693
76,-0.016775034,0.16404857,"('anxious', 'daring')",-0.2892419,-0.043218885,-0.1530085,0.0604148,-0.2134233
