,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.902472,-1.6060829,"('hostile', 'amicable')",-1.3339432,-1.5204437,-1.0291176,-1.1633135,-0.7197941,-0.62306243,-1.2463318,-1.2282257,-0.0181061
1,-1.675796,-1.2787925,"('unfriendly', 'friendly')",-1.6082383,-1.6615243,-2.418636,-2.3168283,0.7636905,0.7269786,-1.2347449,-1.1325415,-0.1022034
4,-1.4965057,-1.3215579,"('disliked', 'liked')",0.21893224,0.21857494,0.52842736,0.35911196,-6.1846023,-5.9344177,-1.7334371,-1.6695722,-0.0638649
39,1.4766371,1.3697592,"('exploitative', 'cooperative')",0.24418885,0.39898595,0.2845975,0.06939719,0.2532134,0.2805481,0.5646592,0.5296726,0.0349866
16,-1.4643168,-1.2456741,"('unpopular', 'popular')",-0.24673975,-0.18344286,-0.9418545,-0.93643194,-0.059320457,-0.07527104,-0.6780579,-0.610205,-0.0678529
82,-1.3807143,-1.043182,"('poor', 'rich')",-0.16930838,-0.04589198,-0.40674663,-0.19099289,4.9029207,4.8525553,0.7365378,0.8931221,-0.1565843
67,1.3761499,1.3288726,"('doubtful', 'determined')",-0.036382988,-0.048124295,0.49368396,0.5493755,-0.18615755,-0.2317335,0.4118233,0.3995975,0.0122258
31,-1.2991796,-1.1959022,"('evil', 'good')",-1.0987105,-1.241362,-0.80151665,-0.96749824,-0.8312401,-0.8088668,-1.0076617,-1.0534073,0.0457456
41,-1.1946052,-0.80504453,"('unforgiving', 'forgiving')",-0.8343768,-0.7239773,-1.0757216,-1.1041226,-0.11511511,-0.008725945,-0.8049548,-0.6604676,-0.1444872
18,-1.1742829,-0.82728636,"('disagreeable', 'welcoming')",0.2577776,0.4969734,-0.3909968,-0.21529004,-0.99450564,-0.9787274,-0.5755019,-0.3810826,-0.1944193
78,-1.1606823,-0.9748473,"('nonresilient', 'resilient')",0.29212326,0.2637444,-0.6876616,-0.51206446,0.4297635,0.38718677,-0.2816143,-0.2089952,-0.0726191
84,1.1450194,0.901774,"('inferior', 'superior')",0.83147395,0.8220029,0.01334,-0.13091469,1.4230869,1.4216762,0.8532301,0.7536346,0.0995955
52,-1.1440461,-1.2380648,"('irrational', 'rational')",-0.5991394,-0.72388697,-0.22201437,-0.24838927,0.055075873,0.043742217,-0.477531,-0.5416497,0.0641187
53,-1.0913899,-0.8945698,"('uncreative', 'creative')",-0.4796613,-0.45085263,-1.3751915,-1.3315505,-0.12324092,-0.18808016,-0.7673709,-0.7162632,-0.0511077
64,-1.0829105,-1.4405437,"('shy', 'confident')",0.6322235,0.7359203,0.8838032,0.8052479,-5.4243274,-5.279438,-1.2478029,-1.2947034,0.0469005
73,1.0653044,0.68725646,"('helpless', 'self-reliant')",0.37086838,0.33503798,1.1816,0.9021389,-2.7079453,-2.582761,-0.0225432,-0.164582,0.1420388
32,-1.0500795,-0.3930535,"('unkind', 'kind')",-0.65295804,-0.32574898,-1.8581029,-1.4699,0.029457338,0.14449856,-0.8829208,-0.511051,-0.3718698
80,1.0188552,0.7804855,"('dominated', 'dominating')",0.8608488,0.93727994,0.8384291,0.75623554,-0.4238468,-0.47382295,0.5735716,0.5000445,0.0735271
62,1.0002838,0.903852,"('incompetent', 'brilliant')",0.21696647,0.40524974,-0.19140252,-0.2249249,0.77343976,0.74395466,0.4498219,0.4570329,-0.007211
74,0.9768055,1.3551958,"('undedicated', 'dedicated')",-0.013259493,0.22714633,-0.5173224,-0.33462694,-0.7451025,-0.6464137,-0.0747197,0.1503254,-0.2250451
5,-0.97653896,-0.94208974,"('distant', 'outgoing')",-0.60125434,-0.74465084,0.3607184,0.2654463,-0.195138,-0.19677167,-0.3530532,-0.4045165,0.0514633
88,-0.971069,-0.60691065,"('low', 'eminent')",-0.29231158,-0.20083563,-1.3774328,-1.1989268,-0.76591754,-0.6242062,-0.8516827,-0.6577199,-0.1939628
24,0.9706757,1.0343939,"('dishonest', 'honest')",-0.33327913,-0.19913355,0.45026806,0.52117366,0.4889835,0.48958448,0.394162,0.4615046,-0.0673426
56,0.96883506,1.0433564,"('impractical', 'practical')",0.08515554,0.3336271,0.21904445,0.319246,-0.28683043,-0.31517714,0.2465512,0.3452631,-0.0987119
27,-0.88327736,-0.95056355,"('hardhearted', 'softhearted')",-1.0459895,-1.1761451,-0.21172135,-0.3457666,0.6759668,0.5063887,-0.3662554,-0.4915216,0.1252662
61,0.8442186,0.70524716,"('illogical', 'logical')",0.2646996,0.3372993,0.10582128,-0.047885604,0.5029549,0.35860106,0.4294236,0.3383155,0.0911081
48,-0.83959883,-0.6124995,"('unintelligent', 'intelligent')",-0.32716736,-0.21026331,-1.2635463,-1.1313831,0.68588376,0.6399633,-0.4361072,-0.3285456,-0.1075616
34,-0.83190924,-0.70230734,"('mean', 'honorable')",-0.4832756,-0.3907882,-0.2776569,-0.1956038,4.859185,4.7762012,0.8165859,0.8718755,-0.0552896
37,0.79226846,0.81550115,"('fake', 'genuine')",-0.14222245,-0.00855761,-0.055032674,0.053783633,-0.1629637,-0.08005958,0.1080124,0.1951669,-0.0871545
87,0.7643465,0.6988509,"('unsuccessful', 'successful')",2.028925,2.1631005,0.5597235,0.43547675,0.79162186,0.97338533,1.0361542,1.0677034,-0.0315492
40,-0.708743,-0.4806,"('stingy', 'generous')",-0.121727094,-0.0012961105,-0.61862,-0.6625676,-2.0883086,-2.058194,-0.8843496,-0.8006644,-0.0836852
63,-0.7004387,-0.54923445,"('unperceptive', 'insightful')",0.38233897,0.45566767,-1.3067245,-1.2036229,0.80929065,0.75434196,-0.2038834,-0.1357119,-0.0681715
69,0.68218386,0.49985465,"('lazy', 'industrious')",0.88393754,0.79866064,0.6816481,0.40799016,-0.41258916,-0.33069566,0.458795,0.3439525,0.1148425
