,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
35,-1.3659726,-1.3063856,"('corrupt', 'incorrupt')",-2.2443085,-1.9972597,-1.0958859,-0.9073247,-1.5687222,-1.4036566,-0.1650656
68,-1.3560263,-1.1823812,"('dependent', 'independent')",-0.12291699,0.09180721,-1.1196721,-0.9999683,-0.8662051,-0.6968474,-0.1693577
43,1.3470949,1.405337,"('irresponsible', 'responsible')",1.8644092,1.8484403,0.6809743,0.6285428,1.2974927,1.2941066,0.0033861
45,1.3052843,1.3199927,"('incompetent', 'competent')",1.8331745,1.720779,0.060749386,-0.08073749,1.0664027,0.986678,0.0797247
70,1.2942672,1.1965281,"('lethargic', 'energetic')",2.2954671,2.0428026,1.0168216,0.7425426,1.5355186,1.3272912,0.2082274
30,1.2684795,1.3570877,"('intolerant', 'tolerant')",1.8016617,1.7900913,0.42813152,0.47252986,1.166091,1.2065697,-0.0404787
16,-1.2676032,-1.4515095,"('unpopular', 'popular')",-0.6328133,-0.5833676,-0.4012933,-0.31699502,-0.7672366,-0.7839573,0.0167207
53,-1.2294677,-1.0878491,"('uncreative', 'creative')",-0.34160614,-0.19793811,0.14012149,0.2470991,-0.4769841,-0.3462294,-0.1307547
55,1.2181109,1.3058494,"('incompetent', 'clever')",1.9076238,1.7872028,0.69989496,0.5822756,1.2752099,1.2251093,0.0501006
67,1.1330255,1.0078259,"('doubtful', 'determined')",0.5918522,0.55190575,-0.9363308,-0.9692385,0.262849,0.196831,0.066018
52,-1.1182947,-1.2633802,"('irrational', 'rational')",-1.4822195,-1.4183962,-0.3709731,-0.24908768,-0.9904958,-0.9769547,-0.0135411
71,1.1082406,1.0542568,"('diffident', 'self-confident')",0.66790754,0.5473292,0.12198436,0.19761238,0.6327108,0.5997328,0.032978
63,1.0624609,1.0451585,"('unperceptive', 'insightful')",2.3342426,2.2147386,0.42103243,0.3818255,1.2725786,1.2139076,0.058671
1,-1.0431559,-0.7960993,"('unfriendly', 'friendly')",-0.38910738,-0.19922388,1.1177182,1.4380136,-0.1048483,0.1475635,-0.2524118
24,1.0270635,1.1616948,"('dishonest', 'honest')",0.4290798,0.5978664,0.9648784,1.1187994,0.8070072,0.9594536,-0.1524464
13,1.0247164,1.0731711,"('impolite', 'polite')",0.7029151,0.49378335,-0.39232352,-0.2901718,0.4451027,0.4255943,0.0195084
85,-0.9762496,-1.0975661,"('insignificant', 'prestigious')",-2.0671492,-1.9285963,-1.1745533,-0.9858053,-1.4059841,-1.3373226,-0.0686615
75,-0.9134567,-1.0110859,"('meek', 'impulsive')",-1.5162841,-1.545177,-0.91860634,-0.8671176,-1.1161157,-1.1411269,0.0250112
39,0.9109465,0.8099049,"('exploitative', 'cooperative')",1.9396342,1.9474365,0.49988067,0.4377571,1.1168205,1.0650328,0.0517877
22,0.8953704,0.71415794,"('untrustworthy', 'trustworthy')",1.7806897,1.520805,-0.23794964,-0.36538124,0.8127035,0.6231939,0.1895096
50,-0.8438226,-1.0401065,"('clumsy', 'skillful')",-0.41813508,-0.47654355,-0.060338736,-0.009321917,-0.4407655,-0.5086573,0.0678918
48,0.8361818,0.8756653,"('unintelligent', 'intelligent')",0.47666064,0.5073132,0.1754407,0.21448094,0.4960944,0.5324864,-0.036392
82,-0.83258426,-0.6507174,"('poor', 'rich')",0.12352338,0.20317906,6.655022,6.804096,1.981987,2.1188526,-0.1368656
77,0.7993316,0.85759574,"('unmotivated', 'motivated')",0.93332684,0.92463434,-1.5539901,-1.5102817,0.0595561,0.0906495,-0.0310934
41,0.7801381,0.7430437,"('unforgiving', 'forgiving')",1.7320085,1.7801751,-0.07048799,-0.13982739,0.8138862,0.7944638,0.0194224
33,0.773751,0.65043026,"('wrong', 'right')",0.12444296,-0.004751079,-0.56014454,-0.51535964,0.1126831,0.0434398,0.0692433
76,0.7723852,0.6222681,"('anxious', 'daring')",0.5417701,0.34407303,0.11253768,-0.12269059,0.4755643,0.2812169,0.1943474
58,0.7527965,0.9213302,"('undiscriminating', 'discriminating')",0.8378232,1.0717605,-0.123377174,-0.09803103,0.4890808,0.6316866,-0.1426058
46,0.7476218,0.7526868,"('uncompetitive', 'competitive')",1.9578851,1.8867676,-0.9668805,-1.0555863,0.5795421,0.527956,0.0515861
57,0.7364425,0.84162027,"('unimaginative', 'imaginative')",1.392076,1.3958071,-2.7427368,-2.764847,-0.2047394,-0.1758065,-0.0289329
74,0.69483006,0.80207616,"('undedicated', 'dedicated')",1.391462,1.4194787,-0.14569707,-0.24933778,0.646865,0.6574057,-0.0105407
54,-0.6801987,-0.7546416,"('incapable', 'capable')",-0.49679542,-0.59418464,0.8678612,1.0565103,-0.1030443,-0.0974386,-0.0056057
32,0.66277647,0.57397825,"('unkind', 'kind')",1.5242629,1.3585025,1.1320813,1.0635859,1.1063735,0.9986889,0.1076846
26,0.6627069,0.52900594,"('hardhearted', 'benevolent')",0.83607197,0.7679803,1.1019161,1.0182003,0.8668983,0.7717288,0.0951695
8,-0.6338514,-0.5614425,"('unaffectionate', 'affectionate')",-0.67916167,-0.54440683,1.0785489,1.1984535,-0.0781547,0.0308681,-0.1090228
59,-0.6313213,-0.8805197,"('foolish', 'wise')",-0.43523476,-0.39364076,-0.24737494,0.01312219,-0.437977,-0.4203461,-0.0176309
42,0.622708,0.36932886,"('unreliable', 'reliable')",1.0400366,0.8125772,-2.7271197,-2.822375,-0.3547917,-0.546823,0.1920313
73,0.6142963,0.7517661,"('helpless', 'self-reliant')",-0.81732875,-0.6086616,-3.2377584,-2.969737,-1.1469303,-0.9422108,-0.2047195
65,0.60837555,0.47658563,"('insecure', 'secure')",1.4624313,1.3031483,0.6466198,0.5609862,0.9058089,0.7802401,0.1255688
80,0.5998388,0.5230037,"('dominated', 'dominating')",1.4581401,1.1531872,-0.46549684,-0.6109446,0.5308274,0.3550821,0.1757453
29,-0.59601235,-0.64832467,"('unfair', 'fair')",-0.71845734,-0.64943993,-0.7132407,-0.8202808,-0.6759035,-0.7060151,0.0301116
51,-0.59588766,-0.60490555,"('uneducated', 'educated')",0.56461185,0.43027636,-0.08903289,-0.119813405,-0.0401029,-0.0981475,0.0580446
20,0.56695074,0.7837685,"('rough', 'thoughtful')",-0.040602714,0.14341474,0.3939472,0.28429046,0.3067651,0.4038246,-0.0970595
28,0.5092953,0.63355625,"('disloyal', 'loyal')",0.01811969,0.059568457,1.1161171,1.1676362,0.547844,0.6202536,-0.0724096
69,-0.48672166,-0.6700822,"('lazy', 'industrious')",-0.6286395,-0.58526653,-1.6739606,-1.5782048,-0.929774,-0.9445178,0.0147438
38,0.47951373,0.59660584,"('untruthful', 'truthful')",0.22164932,0.2553125,-0.7124137,-0.50517666,-0.0037502,0.1155806,-0.1193308
61,0.46631676,0.49329087,"('illogical', 'logical')",1.2972258,1.2149423,0.15473162,0.15299246,0.6394248,0.6204086,0.0190162
18,-0.45119596,-0.46304366,"('disagreeable', 'welcoming')",0.28055018,0.30493334,-0.5504055,-0.42186314,-0.2403504,-0.1933245,-0.0470259
47,0.43313494,0.5867767,"('stupid', 'smart')",0.5879526,0.6214037,5.6385536,5.6056952,2.2198804,2.2712919,-0.0514115
17,-0.4268788,-0.3953344,"('nasty', 'nice')",-0.59046245,-0.42833528,-0.6878821,-0.48675966,-0.5684078,-0.4368098,-0.131598
84,-0.40843478,-0.49534023,"('inferior', 'superior')",-1.1082721,-1.1185926,0.027427342,0.0023098122,-0.4964265,-0.5372077,0.0407812
0,0.40168926,0.37046072,"('unsociable', 'sociable')",1.7211437,1.6360658,-0.03715846,-0.17371477,0.6952248,0.6109372,0.0842876
40,0.35927385,0.20455362,"('stingy', 'generous')",0.7404709,0.67031777,-1.7184772,-1.7978591,-0.2062442,-0.3076626,0.1014184
88,-0.28760162,-0.23044497,"('low', 'eminent')",-0.09442498,-0.07346905,-0.45521796,-0.35315177,-0.2790815,-0.2190219,-0.0600596
15,-0.26046374,-0.54243696,"('boring', 'funny')",-0.15543348,-0.3265689,0.042007133,0.023453154,-0.12463,-0.2818509,0.1572209
87,0.21536578,0.074451305,"('unsuccessful', 'successful')",1.3899544,1.2551314,0.2716868,0.31872597,0.625669,0.5494362,0.0762328
78,0.19321975,0.13181531,"('nonresilient', 'resilient')",0.85152256,0.8158712,-0.56169754,-0.5449202,0.1610149,0.1342554,0.0267595
9,0.19317539,0.33694687,"('unaffectionate', 'caring')",0.7029067,0.88442045,1.5176514,1.7130506,0.8045778,0.9781393,-0.1735615
64,0.16235541,-0.07951459,"('shy', 'confident')",-0.27847078,-0.57333976,-6.3781185,-6.527339,-2.1647447,-2.3933978,0.2286531
27,0.122120485,0.25904652,"('hardhearted', 'softhearted')",1.4248968,1.4500636,1.5617049,1.4887527,1.0362407,1.0659543,-0.0297136
2,0.101397485,0.021097176,"('unlikable', 'likable')",0.472734,0.38977617,0.24061894,0.28312725,0.2715835,0.2313335,0.04025
44,-0.08990543,-0.21739301,"('prejudiced', 'unprejudiced')",-0.6842314,-0.8169826,-1.0539951,-1.3437754,-0.6093773,-0.792717,0.1833397
37,-0.068723395,0.053178202,"('fake', 'genuine')",-0.024937361,0.05796862,0.5584,0.54297936,0.1549131,0.2180421,-0.063129
86,-0.06788206,-0.09860511,"('uninfluential', 'influential')",1.1012592,0.9231854,0.3714159,0.22803554,0.4682643,0.350872,0.1173923
3,0.055810317,0.22196434,"('repellent', 'pleasant')",0.710027,0.8564143,1.1914674,1.0632844,0.6524349,0.7138877,-0.0614528
83,-0.038028527,-0.06164909,"('powerless', 'powerful')",-0.6194319,-0.5999016,-0.6999509,-0.7875397,-0.4524705,-0.4830302,0.0305597
34,0.025636647,0.25235674,"('mean', 'honorable')",-0.035057828,0.23490073,5.162633,5.364719,1.7177372,1.9506588,-0.2329216
25,-0.011010818,0.09949465,"('egoistic', 'altruistic')",-0.044738427,0.09668132,1.1113126,1.2434087,0.3518544,0.4798615,-0.1280071
