,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.888033,-2.805715,"('uninfluential', 'influential')",0.2679582,0.13963221,-0.96527004,-0.796807,-0.31071192,-0.40774494,-0.9740142,-0.9676587,-0.0063555
23,-2.6841412,-2.8282566,"('insincere', 'sincere')",-0.45646936,-0.76015174,-0.023482706,-0.085512646,4.8758345,4.657325,0.4279353,0.2458509,0.1820844
10,-2.344002,-2.3477242,"('unsympathetic', 'sympathetic')",0.54929453,0.21919627,-0.6731194,-0.7098783,-0.015541971,-0.2811321,-0.6208422,-0.7798846,0.1590424
35,2.1821127,2.2686014,"('corrupt', 'incorrupt')",-1.2059026,-0.7077836,0.27349022,0.32057407,-0.31281546,0.14227581,0.2342212,0.505917,-0.2716958
1,-2.1686506,-2.1987202,"('unfriendly', 'friendly')",-0.9372481,-0.82272446,-1.0671002,-0.8906021,1.7783582,1.8135254,-0.5986602,-0.5246304,-0.0740298
48,-2.072887,-2.1663628,"('unintelligent', 'intelligent')",-0.25155383,-0.44580898,-0.83612317,-0.9478519,0.33316243,0.15767406,-0.7068504,-0.8505874,0.143737
41,-2.0164862,-1.7102555,"('unforgiving', 'forgiving')",-0.8476598,-0.853484,-0.13109215,0.14307989,-0.18706322,-0.18526855,-0.7955753,-0.651482,-0.1440933
43,-1.9889343,-2.0285213,"('irresponsible', 'responsible')",0.51324207,0.16300161,0.22962223,0.13863455,0.6281989,0.43891823,-0.1544678,-0.3219917,0.1675239
73,1.9822265,1.9759611,"('helpless', 'self-reliant')",0.41013613,0.47276318,0.6254348,0.6703318,-2.2973752,-2.5416446,0.1801056,0.1443529,0.0357527
28,-1.97199,-1.9631898,"('disloyal', 'loyal')",-0.13594833,-0.2879339,-0.54290324,-0.41976783,0.5513593,0.4233845,-0.5248705,-0.5618768,0.0370063
32,-1.9549354,-1.8625157,"('unkind', 'kind')",-0.042604513,-0.21312068,-2.433994,-2.3720174,0.58146703,0.48907018,-0.9625167,-0.9896459,0.0271292
