,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
46,-1.9015454,-2.085981,"('uncompetitive', 'competitive')",2.0682309,1.6677072,-1.2312903,-1.2649684,-0.18435515,-0.59070796,-0.31224,-0.5684875,0.2562475
57,-1.8969681,-1.8184059,"('unimaginative', 'imaginative')",-0.009973854,-0.17645809,-0.57815975,-0.45325214,-1.9581385,-2.3594084,-1.11081,-1.2018812,0.0910712
63,-1.8670431,-1.8728005,"('unperceptive', 'insightful')",1.2900815,1.0062282,-0.98489213,-0.8942425,1.7149549,1.3548061,0.0382753,-0.1015022,0.1397775
72,-1.7694031,-1.7202566,"('unambitious', 'ambitious')",-0.28674835,-0.40623784,1.6192023,1.5039828,-0.846501,-0.9003485,-0.3208625,-0.380715,0.0598525
60,-1.7683165,-1.9347571,"('inefficient', 'efficient')",1.2077025,0.6664034,-0.14169481,-0.2110266,0.03731312,-0.3422653,-0.1662489,-0.4554114,0.2891625
11,-1.748221,-1.8574821,"('unhelpful', 'helpful')",-0.6662263,-0.9000393,-0.8936241,-0.9912313,1.7396575,1.4730133,-0.3921035,-0.5689348,0.1768313
0,-1.7467818,-1.7322721,"('unsociable', 'sociable')",0.43664983,0.25660333,-0.20497096,-0.13857085,-0.660377,-0.7394403,-0.54387,-0.58842,0.04455
53,-1.6862911,-1.6180708,"('uncreative', 'creative')",0.3402351,0.22645769,0.412013,0.43599522,0.9961555,0.8995714,0.0155281,-0.0140116,0.0295397
44,1.6575965,1.7315967,"('prejudiced', 'unprejudiced')",-1.7112646,-1.5628489,-1.1205331,-1.0417256,-1.593715,-1.4756851,-0.6919791,-0.5871657,-0.1048134
62,-1.6012574,-1.6217151,"('incompetent', 'brilliant')",0.46904197,0.114716776,0.7329415,0.6946513,0.4272972,0.050119743,0.0070058,-0.1905568,0.1975626
14,-1.5799382,-1.3682525,"('antisocial', 'social')",0.97279197,0.835202,-0.37991464,-0.34944066,-1.1194186,-1.2208426,-0.5266199,-0.5258335,-0.0007864
12,-1.5764662,-1.5402749,"('unsupportive', 'supportive')",0.95666796,0.8193676,0.17514609,0.1424335,-0.8791855,-1.1180853,-0.3309594,-0.4241398,0.0931804
9,-1.5676435,-1.6036165,"('unaffectionate', 'caring')",-0.4356351,-0.34925252,0.71151125,0.5870258,1.4006473,1.362476,0.02722,-0.0008418,0.0280618
45,-1.54288,-1.5912383,"('incompetent', 'competent')",0.7613932,0.43803567,0.3602696,0.33158132,-0.237025,-0.5325635,-0.1645606,-0.3385462,0.1739856
55,-1.5275114,-1.4750947,"('incompetent', 'clever')",1.3078419,0.86786276,0.4230973,0.4736508,-0.42978102,-0.69258416,-0.0565883,-0.2065413,0.149953
69,1.5046718,1.6829909,"('lazy', 'industrious')",0.27020594,0.6073114,0.62881744,0.71644634,-0.20125827,0.13708586,0.5506092,0.7859586,-0.2353494
65,-1.4973968,-1.551227,"('insecure', 'secure')",1.0827495,0.79990005,-1.2721299,-1.2338785,-0.49903154,-0.7900071,-0.5464522,-0.6938031,0.1473509
24,-1.4819034,-1.4082348,"('dishonest', 'honest')",-0.29946107,-0.4300982,-0.19459368,-0.08196004,0.42221436,0.4260414,-0.3884359,-0.3735629,-0.014873
3,-1.3830202,-1.343301,"('repellent', 'pleasant')",0.294171,0.08750669,-0.724291,-0.87032723,-0.08648429,-0.2847632,-0.4749061,-0.6027212,0.1278151
13,-1.363365,-1.2829726,"('impolite', 'polite')",0.50876796,0.24366781,0.48285365,0.2918165,-0.4777691,-0.74510586,-0.2123781,-0.3731485,0.1607704
21,-1.356306,-1.2414607,"('immoral', 'moral')",0.82154137,0.63006496,-2.1877203,-2.1250327,-1.2072229,-1.3253455,-0.9824269,-1.0154434,0.0330165
7,-1.3424101,-1.3483082,"('insensitive', 'sensitive')",0.23271853,-0.045624405,-0.28691256,-0.3123665,1.0012636,0.63846177,-0.0988351,-0.2669593,0.1681242
30,-1.3246593,-1.204404,"('intolerant', 'tolerant')",-0.221289,-0.4075739,0.3673969,0.44954023,1.044144,0.99950457,-0.0336019,-0.0407333,0.0071314
49,-1.3072983,-1.233113,"('unable', 'able')",0.025671944,-0.12448621,-0.5684657,-0.5801474,-0.3030707,-0.4329273,-0.5382907,-0.5926685,0.0543778
38,-1.1875817,-1.3461542,"('untruthful', 'truthful')",-1.6110902,-1.6433384,0.11292075,0.080369964,0.0574271,-0.045786746,-0.6570809,-0.7387274,0.0816465
81,-1.1835103,-1.0865376,"('submissive', 'aggressive')",0.6663494,0.3272563,-1.7495776,-1.6820139,-1.1130226,-1.4998338,-0.8449402,-0.9852822,0.140342
40,-1.0985026,-1.1070375,"('stingy', 'generous')",-0.07260518,-0.12937132,0.07480999,0.18931527,-0.8124291,-1.0937121,-0.4771817,-0.5352014,0.0580197
34,-1.0786663,-1.1719179,"('mean', 'honorable')",-0.12963645,-0.1743203,-0.33376768,-0.38677436,5.5523357,5.6797724,1.0025663,0.9866899,0.0158764
58,-1.0581095,-1.0378172,"('undiscriminating', 'discriminating')",-0.13077796,-0.08610028,-0.35453367,-0.12963998,0.2615481,0.2699408,-0.3204682,-0.2459042,-0.074564
61,-1.0318114,-0.8730261,"('illogical', 'logical')",0.6140774,0.5942591,-0.098661065,-0.007845821,0.03523781,0.06227768,-0.1202893,-0.0560838,-0.0642055
75,1.0247774,1.0214692,"('meek', 'impulsive')",-0.9818827,-0.8203791,0.061451748,0.07772353,-0.19279946,-0.10982448,-0.0221132,0.0422473,-0.0643605
26,-1.0159222,-0.704386,"('hardhearted', 'benevolent')",0.9939562,1.3362168,0.62950766,0.870109,1.6861076,2.1043465,0.5734123,0.9015716,-0.3281593
88,-0.93256944,-0.96376437,"('low', 'eminent')",-0.24711064,-0.20159936,-0.47291908,-0.47393376,0.11596323,0.1919712,-0.384159,-0.3618316,-0.0223274
33,0.9129457,0.9648154,"('wrong', 'right')",-0.15271834,0.09747763,0.632586,0.7433704,-0.35764763,-0.25900626,0.2587914,0.3866643,-0.1278729
42,0.8726646,1.0219057,"('unreliable', 'reliable')",1.3234107,1.2348671,-0.11402285,-0.005065687,-1.9866949,-2.262995,0.0238394,-0.002822,0.0266614
74,-0.8723191,-0.8420029,"('undedicated', 'dedicated')",0.8140159,0.6334611,-0.3123027,-0.23394404,0.17338103,0.12917186,-0.0493062,-0.0783285,0.0290223
78,-0.8635592,-1.1933705,"('nonresilient', 'resilient')",0.8050303,0.5107182,-0.92198706,-1.2383536,1.1563779,0.76798767,0.0439655,-0.2882546,0.3322201
47,-0.8563906,-0.77575266,"('stupid', 'smart')",0.112389445,0.1030713,-0.3884715,-0.36781615,4.5446987,4.7336736,0.8530566,0.923294,-0.0702374
77,-0.8532921,-1.0173092,"('unmotivated', 'motivated')",0.55172336,0.37930715,-0.21949187,-0.40307188,-0.6833194,-0.85318774,-0.301095,-0.4735654,0.1724704
18,-0.85102475,-0.64056337,"('disagreeable', 'welcoming')",0.3318533,0.44248956,-0.24964678,-0.25814143,-0.48844838,-0.39937407,-0.3143167,-0.2138973,-0.1004194
39,-0.836479,-0.67579865,"('exploitative', 'cooperative')",0.07048473,0.09015512,1.5314435,1.5572317,0.046242446,0.043853,0.2029229,0.2538603,-0.0509374
27,-0.83010256,-0.85872304,"('hardhearted', 'softhearted')",-0.57690614,-0.65880936,-0.16158304,-0.2382405,1.4082758,1.4581095,-0.040079,-0.0744158,0.0343368
5,0.80820304,0.870741,"('distant', 'outgoing')",-0.8105077,-0.4671699,0.03859297,0.20580897,0.22926241,0.40997958,0.0663877,0.2548399,-0.1884522
22,-0.8066391,-0.6872075,"('untrustworthy', 'trustworthy')",0.11809538,-0.073818214,-0.579875,-0.48395157,-0.7805445,-0.8594953,-0.5122408,-0.5261182,0.0138774
8,-0.7803711,-0.7203932,"('unaffectionate', 'affectionate')",-0.6259742,-0.4375693,1.4654819,1.3750596,1.1189451,1.2040613,0.2945204,0.3552896,-0.0607692
19,0.7698876,0.7733177,"('inhospitable', 'hospitable')",-1.255982,-1.0753106,0.46561962,0.5744195,-0.033582993,0.20562854,-0.0135144,0.1195138,-0.1330282
4,0.76941806,0.66682225,"('disliked', 'liked')",-0.14119029,-0.0978787,-0.26802772,-0.22016235,-5.345648,-5.636612,-1.246362,-1.3219577,0.0755957
6,0.75440323,0.8563366,"('distant', 'open')",-0.7584041,-0.44502708,0.38479826,0.5282605,0.5919113,0.8611027,0.2431772,0.4501682,-0.206991
82,-0.725422,-0.849929,"('poor', 'rich')",-0.014949955,-0.2501116,-0.23827738,-0.4067091,5.220118,5.082381,1.0603671,0.8939078,0.1664593
83,-0.69255704,-0.72538674,"('powerless', 'powerful')",-0.09136007,0.004328944,-1.06424,-0.96405655,-1.0553865,-1.0185139,-0.7258859,-0.6759071,-0.0499788
67,0.65042144,0.9366556,"('doubtful', 'determined')",-0.31286958,-0.15998115,-0.12453363,0.09883417,-0.3872264,-0.29465884,-0.043552,0.1452124,-0.1887644
2,-0.6103841,-0.38156536,"('unlikable', 'likable')",0.8735149,0.9329948,-0.018939514,0.0045987107,0.30245662,0.4056387,0.136662,0.2404167,-0.1037547
70,-0.5581682,-0.6043085,"('lethargic', 'energetic')",1.1429228,0.8669546,-0.39770976,-0.39271352,1.1028905,0.83274096,0.3224838,0.1756684,0.1468154
51,-0.5574233,-0.5754554,"('uneducated', 'educated')",0.6710438,0.5101509,-0.12267391,-0.16115278,0.2802691,0.018518623,0.0678039,-0.0519847,0.1197886
50,0.45968923,0.4185098,"('clumsy', 'skillful')",1.5179119,1.4971305,-1.1639909,-1.1800029,0.9500882,0.84172463,0.4409246,0.3943405,0.0465841
54,-0.4433974,-0.383918,"('incapable', 'capable')",-0.41677672,-0.2562412,0.38786715,0.44137692,1.0520988,1.0748744,0.1449479,0.219023,-0.0740751
59,0.41772977,0.55741894,"('foolish', 'wise')",0.3645712,0.6184912,-0.7431334,-0.6593505,0.6442622,0.8182504,0.1708574,0.3337025,-0.1628451
85,0.4093783,0.42402732,"('insignificant', 'prestigious')",-0.42854938,0.047551148,0.82530767,0.8003797,0.781013,1.0820338,0.3967874,0.588498,-0.1917106
68,-0.3665338,-0.3845837,"('dependent', 'independent')",0.03481789,-0.095295705,-1.0661271,-1.0349612,-0.2945413,-0.49810377,-0.4230961,-0.5032361,0.08014
79,0.3597782,0.23004287,"('wavering', 'unwavering')",-0.16638577,-0.11824141,0.08348575,0.017649561,0.24545896,0.30823916,0.1305843,0.1094225,0.0211618
56,-0.3258971,-0.51653636,"('impractical', 'practical')",0.17408031,-0.16380776,0.6581353,0.5240547,-0.057586264,-0.4706006,0.1121831,-0.1567225,0.2689056
20,-0.2998214,-0.28555107,"('rough', 'thoughtful')",0.8000176,0.78618586,0.19079214,0.24489951,1.4824522,1.4904044,0.5433601,0.5589846,-0.0156245
84,0.29678094,0.31167668,"('inferior', 'superior')",1.3497069,1.4671237,1.148408,1.1807185,1.5120621,1.5796689,1.0767395,1.134797,-0.0580575
36,0.28520826,0.35128894,"('hostile', 'amicable')",-1.0379705,-0.6318714,0.40953827,0.56713027,0.068646476,0.5140715,-0.0686444,0.2001548,-0.2687992
52,-0.24499328,0.011566203,"('irrational', 'rational')",-0.20241842,0.22805749,0.47721535,0.652511,0.12370114,0.46119854,0.0383762,0.3383333,-0.2999571
66,-0.22540072,-0.20322795,"('inactive', 'active')",1.0786107,1.3030076,1.2454568,1.0918633,0.76914316,1.0370411,0.7169524,0.807171,-0.0902186
37,-0.21739897,-0.29004207,"('fake', 'genuine')",0.24794018,0.2570499,-0.6115802,-0.604558,0.66168946,0.55029464,0.0201626,-0.0218139,0.0419765
29,0.20826747,0.28266615,"('unfair', 'fair')",-0.49820608,-0.4499929,-0.069267035,0.0038531274,-0.54358774,-0.44630125,-0.2256984,-0.1524437,-0.0732547
80,-0.19832584,-0.33057088,"('dominated', 'dominating')",0.5778164,0.41887176,-0.29939562,-0.3734479,-1.4530709,-1.7577726,-0.343244,-0.5107299,0.1674859
87,0.17755134,0.04900802,"('unsuccessful', 'successful')",2.6965678,2.654425,0.8373411,0.70013934,0.848796,0.7998561,1.140064,1.0508571,0.0892069
76,-0.15488492,-0.14097235,"('anxious', 'daring')",2.1412132,1.8258114,0.18007052,0.12673546,0.09842744,-0.045898058,0.5662066,0.4414191,0.1247875
17,-0.12761563,-0.0014155628,"('nasty', 'nice')",0.04084737,0.22914368,0.06999621,0.12167795,-0.9095684,-0.7608642,-0.2315851,-0.1028645,-0.1287206
16,-0.10986594,-0.20294325,"('unpopular', 'popular')",0.19095999,0.28063583,-0.858143,-0.88301,0.2704982,0.31968853,-0.1266377,-0.1214072,-0.0052305
71,0.09405125,0.043283008,"('diffident', 'self-confident')",-0.13176864,-0.101515874,1.1260962,1.1325763,0.6289178,0.5750071,0.4293242,0.4123376,0.0169866
25,0.08185978,0.17878479,"('egoistic', 'altruistic')",-0.37084484,-0.18157567,1.5671552,1.5608591,1.0663275,1.3842977,0.5861244,0.7355915,-0.1494671
64,-0.073116295,0.0803066,"('shy', 'confident')",1.0669776,1.0868077,-1.4457271,-1.3612692,-5.618139,-5.8690515,-1.5175011,-1.5158015,-0.0016996
31,-0.055789463,0.13962314,"('evil', 'good')",-1.4289178,-1.0626209,-0.41079387,-0.32854027,-0.76923597,-0.5352951,-0.6661843,-0.4467083,-0.219476
15,0.04186962,0.09228355,"('boring', 'funny')",-0.025751766,0.12742022,0.5207392,0.43217018,0.23075977,0.3234332,0.1919042,0.2438268,-0.0519226
