,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
85,2.088582,2.1144,"('insignificant', 'prestigious')",2.1623292,2.2016442,0.91071093,1.0073792,1.7205407,1.7744743,-0.0539336
46,-1.8742105,-1.9111747,"('uncompetitive', 'competitive')",-2.0625746,-2.0808654,-0.4842273,-0.4960725,-1.4736708,-1.4960375,0.0223667
45,-1.8450278,-1.79182,"('incompetent', 'competent')",-2.2990923,-2.1759038,-0.68687344,-0.6556631,-1.6103312,-1.541129,-0.0692022
83,1.7026294,1.7243164,"('powerless', 'powerful')",-0.22928667,-0.24406612,-0.7461919,-0.80834806,0.2423836,0.2239674,0.0184162
57,-1.4805349,-1.3435689,"('unimaginative', 'imaginative')",-1.2340597,-1.1303064,-2.3391075,-2.3504624,-1.6845675,-1.6081127,-0.0764548
59,1.4793425,1.4476383,"('foolish', 'wise')",1.4832673,1.466927,0.30535567,0.3480986,1.0893218,1.0875546,0.0017672
70,-1.4315228,-1.4927695,"('lethargic', 'energetic')",-1.8198899,-1.9245406,0.5627429,0.47408342,-0.8962233,-0.9810756,0.0848523
36,1.410394,1.4783378,"('hostile', 'amicable')",2.17649,2.4449432,0.5866628,0.6665728,1.3911823,1.5299513,-0.138769
71,1.4039615,1.41326,"('diffident', 'self-confident')",1.3265438,1.3984827,0.47322744,0.5499352,1.067911,1.1205594,-0.0526484
88,1.4000411,1.3511521,"('low', 'eminent')",-0.6932921,-0.71986365,0.3358068,0.32449692,0.3475186,0.3185951,0.0289235
73,1.3460237,1.2152531,"('helpless', 'self-reliant')",0.6027919,0.40763345,-2.861608,-3.0504572,-0.3042641,-0.4758569,0.1715928
10,-1.3349931,-1.3088508,"('unsympathetic', 'sympathetic')",-2.038385,-2.0422091,-0.48558336,-0.4322185,-1.2863204,-1.2610928,-0.0252276
3,-1.1746739,-1.3010241,"('repellent', 'pleasant')",-1.5245304,-1.551541,0.08505009,0.029569924,-0.8713848,-0.9409984,0.0696136
49,-1.1339475,-1.1038934,"('unable', 'able')",-0.43431124,-0.4360681,-0.45727268,-0.361052,-0.6751772,-0.6336712,-0.041506
15,1.1309857,1.2188425,"('boring', 'funny')",1.4429429,1.5993482,0.22804883,0.34362483,0.9339925,1.0539385,-0.119946
68,-1.111856,-1.0450469,"('dependent', 'independent')",-0.9051878,-0.88058645,-0.24292727,-0.111889444,-0.7533237,-0.6791743,-0.0741494
35,1.1041043,1.1656852,"('corrupt', 'incorrupt')",1.7856542,1.8871707,0.116965495,0.20524329,1.0022414,1.0860331,-0.0837917
22,-1.0734215,-1.0887555,"('untrustworthy', 'trustworthy')",-1.3477168,-1.2600011,-0.98755336,-1.0177289,-1.1362305,-1.1221619,-0.0140686
33,1.0582911,1.0337344,"('wrong', 'right')",0.9127559,0.96258193,-0.5688428,-0.5820161,0.4674013,0.4714334,-0.0040321
55,-1.0097176,-1.006004,"('incompetent', 'clever')",-1.6239431,-1.6279804,-0.12597156,-0.12682667,-0.9198774,-0.9202704,0.000393
65,-1.0038733,-1.0745475,"('insecure', 'secure')",-1.1226771,-1.1245773,-0.31205186,-0.31991863,-0.8128674,-0.8396811,0.0268137
41,-0.9961374,-0.84834963,"('unforgiving', 'forgiving')",-0.091961585,0.09139399,-0.07028623,-0.03492879,-0.3861284,-0.2639615,-0.1221669
9,0.9811873,1.1215298,"('unaffectionate', 'caring')",1.1778734,1.3416358,0.8736429,0.99984515,1.0109012,1.1543369,-0.1434357
69,0.97633123,0.95368147,"('lazy', 'industrious')",2.4730883,2.4829352,-0.4229133,-0.4191156,1.0088354,1.0058337,0.0030017
0,-0.9701141,-0.98376936,"('unsociable', 'sociable')",-0.908723,-0.8730306,-0.49351695,-0.5087853,-0.7907847,-0.7885284,-0.0022563
26,0.9664167,0.99650115,"('hardhearted', 'benevolent')",1.474928,1.8116338,1.7746038,1.810778,1.4053162,1.5396377,-0.1343215
18,-0.94277847,-0.9422517,"('disagreeable', 'welcoming')",-0.44665372,-0.277772,-0.31158674,-0.24724257,-0.5670063,-0.4890887,-0.0779176
60,-0.9371443,-0.895362,"('inefficient', 'efficient')",-1.5452055,-1.5170127,0.036576483,0.013916392,-0.8152578,-0.7994861,-0.0157717
43,-0.9280528,-0.92616504,"('irresponsible', 'responsible')",-1.3317968,-1.3890667,0.48250893,0.5403305,-0.5924469,-0.5916338,-0.0008131
82,-0.878728,-0.91048235,"('poor', 'rich')",-1.0032091,-0.98572445,5.521731,5.6492867,1.2132646,1.2510266,-0.037762
11,-0.8454662,-0.8928847,"('unhelpful', 'helpful')",-1.3351552,-1.4575219,1.5927846,1.5986836,-0.1959456,-0.2505744,0.0546288
39,0.8370691,0.75580627,"('exploitative', 'cooperative')",0.37231433,0.3110951,0.11754476,0.10525902,0.4423094,0.3907201,0.0515893
25,0.8167742,0.8429287,"('egoistic', 'altruistic')",1.2713587,1.4165847,1.8669053,1.940644,1.318346,1.4000524,-0.0817064
2,0.8065032,0.66141945,"('unlikable', 'likable')",0.6761815,0.6191008,0.66670465,0.552844,0.7164631,0.6111214,0.1053417
86,-0.79912114,-0.58876044,"('uninfluential', 'influential')",-0.8377293,-0.5866437,-0.12142724,-0.012746036,-0.5860926,-0.3960501,-0.1900425
64,-0.7906878,-0.82360256,"('shy', 'confident')",-1.6860297,-1.5643634,-5.9803934,-6.0777617,-2.8190371,-2.8219093,0.0028722
48,0.77038556,0.8451139,"('unintelligent', 'intelligent')",-0.1946291,-0.12569316,0.56855035,0.6514385,0.3814356,0.456953,-0.0755174
61,0.75331026,0.698589,"('illogical', 'logical')",0.23930335,0.22017959,0.35927564,0.3542673,0.4506298,0.4243453,0.0262845
28,0.74543804,0.8355531,"('disloyal', 'loyal')",0.31994942,0.4109913,0.9456788,1.0299724,0.6703554,0.758839,-0.0884836
14,0.7421547,0.7284877,"('antisocial', 'social')",-1.244508,-1.1698914,-0.6211773,-0.6104319,-0.3745102,-0.3506118,-0.0238984
81,-0.7287265,-0.79145277,"('submissive', 'aggressive')",-2.2362797,-2.365119,-0.97209895,-1.0776358,-1.3123684,-1.4114025,0.0990341
23,-0.69307524,-0.6890709,"('insincere', 'sincere')",-1.0320107,-0.95165837,5.215945,5.373096,1.1636196,1.2441223,-0.0805027
79,0.6571624,0.6945804,"('wavering', 'unwavering')",0.12893665,0.19755682,0.15858757,0.2987524,0.3148956,0.3969632,-0.0820676
51,-0.64366084,-0.54337597,"('uneducated', 'educated')",-1.9103901,-1.8316061,0.7837945,0.8361696,-0.5900855,-0.5129375,-0.077148
63,-0.63543385,-0.59744096,"('unperceptive', 'insightful')",-0.9342996,-0.92446005,0.9550355,1.0212305,-0.2048993,-0.1668902,-0.0380091
84,0.62996495,0.5857491,"('inferior', 'superior')",0.32385743,0.2331679,1.0710878,1.0663016,0.6749701,0.6284062,0.0465639
75,-0.61469245,-0.67743057,"('meek', 'impulsive')",-0.21291777,-0.42087182,-0.4877188,-0.6081523,-0.438443,-0.5688182,0.1303752
44,-0.57120275,-0.7541193,"('prejudiced', 'unprejudiced')",-0.8306618,-1.0474277,-1.0422325,-1.1806663,-0.814699,-0.9940711,0.1793721
16,-0.5129429,-0.48539534,"('unpopular', 'popular')",-0.1290572,-0.21259704,0.45094535,0.5339966,-0.0636849,-0.0546653,-0.0090196
31,0.504053,0.54922444,"('evil', 'good')",1.4322428,1.6841769,-1.1476938,-1.0473534,0.2628673,0.3953493,-0.132482
21,0.48977193,0.39923516,"('immoral', 'moral')",-1.99161,-1.975451,-0.7266593,-0.759109,-0.7428325,-0.7784416,0.0356091
56,0.48780105,0.44789127,"('impractical', 'practical')",-0.75067997,-0.8931204,-0.2579169,-0.29847884,-0.1735986,-0.2479027,0.0743041
42,0.48159534,0.48567626,"('unreliable', 'reliable')",-0.09365043,-0.1583394,-2.663789,-2.6696744,-0.7586147,-0.7807792,0.0221645
7,0.4544626,0.52364284,"('insensitive', 'sensitive')",-0.715611,-0.55657506,0.5570415,0.64646727,0.098631,0.2045117,-0.1058807
8,0.44931117,0.56700194,"('unaffectionate', 'affectionate')",1.0936967,1.2490634,0.4586208,0.55904585,0.6672095,0.7917037,-0.1244942
67,0.4451787,0.38182414,"('doubtful', 'determined')",-0.61552334,-0.7835479,-0.734835,-0.89932483,-0.3017266,-0.4336828,0.1319562
76,-0.42443225,-0.5088566,"('anxious', 'daring')",-0.98299575,-1.0937103,0.2864102,0.25235194,-0.3736726,-0.4500717,0.0763991
50,-0.41761225,-0.38198334,"('clumsy', 'skillful')",0.1696006,0.20225814,0.16772798,0.21376246,-0.0267612,0.0113458,-0.038107
54,0.3942932,0.32827395,"('incapable', 'capable')",0.19046547,0.1715332,1.2602681,1.2256138,0.6150089,0.5751403,0.0398686
47,0.3710448,0.32263392,"('stupid', 'smart')",-0.114472926,-0.21022823,4.755818,4.7605824,1.6707966,1.6243294,0.0464672
