,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,3.8317282,3.5432422,"('exploitative', 'cooperative')",0.30595788,0.27253002,1.8753693,1.8047615,-0.09029664,-0.17741904,1.4806898,1.3607787,0.1199111
6,-2.2213037,-1.9722065,"('distant', 'open')",-0.45656478,-0.13121098,-1.6711998,-1.6160586,0.39561418,0.6989539,-0.9883635,-0.7551305,-0.233233
60,2.1899636,1.7887006,"('inefficient', 'efficient')",1.7177808,1.5531234,1.2782818,1.0846915,-0.13672772,-0.36558914,1.2623246,1.0152316,0.247093
4,-1.9362444,-1.8449566,"('disliked', 'liked')",0.474337,0.5615646,-0.15528849,-0.042690773,-6.7774158,-6.503671,-2.0986528,-1.9574385,-0.1412143
23,1.9254237,1.6288042,"('insincere', 'sincere')",-0.25507924,-0.34857878,-0.09619887,-0.34070528,6.0664287,5.8213387,1.9101436,1.6902146,0.219929
5,-1.7681062,-1.5378133,"('distant', 'outgoing')",-0.008669704,0.29310217,-1.36756,-1.3508055,-0.10727145,0.12519346,-0.8129019,-0.6175808,-0.1953211
65,1.7124172,1.3804373,"('insecure', 'secure')",0.044410437,-0.25139683,0.5142288,0.2916027,-0.5578775,-0.9159765,0.4282948,0.1261667,0.3021281
36,-1.66115,-1.5266122,"('hostile', 'amicable')",-0.7758372,-0.5694744,-1.4095976,-1.343574,0.3721506,0.5896061,-0.8686085,-0.7125136,-0.1560949
76,1.5379357,1.3879907,"('anxious', 'daring')",-0.05843511,-0.20048025,0.90387976,0.75508,0.13425219,0.03268261,0.6294081,0.4938183,0.1355898
16,-1.4628067,-1.3086735,"('unpopular', 'popular')",-0.24641092,-0.20946085,-0.331512,-0.3062245,0.572282,0.54773444,-0.3671119,-0.3191561,-0.0479558
56,1.4357276,1.07286,"('impractical', 'practical')",0.7856345,0.7117827,0.55639267,0.36087275,-0.20797603,-0.3968685,0.6424447,0.4371617,0.205283
74,1.4355423,1.2148728,"('undedicated', 'dedicated')",-0.13482885,-0.070728414,1.1739422,1.1023655,-0.08125878,-0.0041137384,0.5983492,0.5605991,0.0377501
