,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
83,0.51882,0.3348334,"('powerless', 'powerful')",-0.93812275,-0.9158203,-0.2096514,-0.2904934,0.080842
53,-0.48812973,-0.6145039,"('uncreative', 'creative')",0.049268834,-0.03900309,-0.2194304,-0.3267535,0.1073231
52,-0.4847192,-0.63598704,"('irrational', 'rational')",-0.36959285,-0.624048,-0.427156,-0.6300175,0.2028615
1,0.48357418,0.40753952,"('unfriendly', 'friendly')",1.398679,1.2950788,0.9411266,0.8513091,0.0898175
71,0.47639787,0.3664656,"('diffident', 'self-confident')",0.45824352,0.32162932,0.4673207,0.3440475,0.1232732
11,-0.4756091,-0.3541166,"('unhelpful', 'helpful')",1.830333,2.0999355,0.677362,0.8729095,-0.1955475
4,-0.47193575,-0.28511605,"('disliked', 'liked')",-7.1603107,-7.5124397,-3.8161232,-3.898778,0.0826548
24,-0.47017783,-0.5954574,"('dishonest', 'honest')",0.49668348,0.5832122,0.0132528,-0.0061226,0.0193754
27,0.460383,0.3822269,"('hardhearted', 'softhearted')",1.47133,1.2119714,0.9658566,0.7970992,0.1687574
76,-0.4376931,-0.5491136,"('anxious', 'daring')",-0.48840278,-0.34069616,-0.4630479,-0.4449049,-0.018143
61,0.42528892,0.2836117,"('illogical', 'logical')",0.7255455,0.70498425,0.5754172,0.494298,0.0811192
35,-0.42052317,-0.32933852,"('corrupt', 'incorrupt')",-0.57996356,-0.8609262,-0.5002434,-0.5951324,0.094889
81,0.41183007,0.23698191,"('submissive', 'aggressive')",-0.60992545,-0.29475346,-0.0990477,-0.0288858,-0.0701619
80,0.4061054,0.45030916,"('dominated', 'dominating')",-0.31731984,-0.1396076,0.0443928,0.1553508,-0.110958
15,-0.40322262,-0.21434131,"('boring', 'funny')",-0.022846358,-0.109162174,-0.2130345,-0.1617517,-0.0512828
20,0.37141836,0.3537607,"('rough', 'thoughtful')",0.7457457,0.6134184,0.5585821,0.4835895,0.0749926
46,0.36702037,0.18843263,"('uncompetitive', 'competitive')",-0.89762646,-0.72861993,-0.265303,-0.2700936,0.0047906
66,0.3452567,0.13375671,"('inactive', 'active')",0.62579256,0.29601797,0.4855246,0.2148874,0.2706372
18,-0.3301682,-0.59441364,"('disagreeable', 'welcoming')",-0.7375368,-0.95123684,-0.5338525,-0.7728252,0.2389727
70,0.3070381,0.2912844,"('lethargic', 'energetic')",0.53404605,0.72843546,0.4205421,0.5098599,-0.0893178
72,0.2969735,0.3100647,"('unambitious', 'ambitious')",-0.27641517,-0.108146265,0.0102792,0.1009592,-0.09068
36,-0.29301128,-0.48150152,"('hostile', 'amicable')",-0.40401906,-0.79072374,-0.3485152,-0.6361126,0.2875974
50,-0.2691478,-0.2662142,"('clumsy', 'skillful')",-0.022749133,0.02962298,-0.1459485,-0.1182956,-0.0276529
32,0.268238,0.2688028,"('unkind', 'kind')",0.9572427,1.1177787,0.6127404,0.6932907,-0.0805503
51,-0.254385,-0.29957095,"('uneducated', 'educated')",0.71670973,0.71990734,0.2311624,0.2101682,0.0209942
10,-0.25258482,-0.4623683,"('unsympathetic', 'sympathetic')",-0.122768715,0.059149433,-0.1876768,-0.2016094,0.0139326
85,0.24744372,0.0722589,"('insignificant', 'prestigious')",-0.17825273,-0.67027843,0.0345955,-0.2990098,0.3336053
57,-0.23743153,-0.23040015,"('unimaginative', 'imaginative')",-2.9663205,-2.9386528,-1.601876,-1.5845264,-0.0173496
17,-0.21537879,-0.24162233,"('nasty', 'nice')",-0.5473295,-0.55057675,-0.3813542,-0.3960995,0.0147453
38,0.21324068,0.35764065,"('untruthful', 'truthful')",-0.24202566,-0.07032055,-0.0143925,0.1436601,-0.1580526
60,0.20967072,0.10129452,"('inefficient', 'efficient')",-0.07237763,0.26470205,0.0686466,0.1829983,-0.1143517
28,-0.20654479,-0.2512171,"('disloyal', 'loyal')",1.163591,1.3748533,0.4785231,0.5618181,-0.083295
84,-0.19345108,-0.33925524,"('inferior', 'superior')",0.66082436,0.52106476,0.2336866,0.0909048,0.1427818
6,-0.18751891,-0.14928885,"('distant', 'open')",-0.47407237,-0.67312974,-0.3307956,-0.4112093,0.0804137
87,0.17559655,0.020315323,"('unsuccessful', 'successful')",1.1868603,0.990885,0.6812285,0.5056002,0.1756283
22,-0.14838049,-0.20378165,"('untrustworthy', 'trustworthy')",-0.9801965,-0.97640276,-0.5642885,-0.5900922,0.0258037
8,0.13109411,0.034201503,"('unaffectionate', 'affectionate')",0.8409935,0.7016147,0.4860438,0.3679081,0.1181357
21,-0.109523535,-0.3556441,"('immoral', 'moral')",-0.7668102,-0.86244637,-0.4381669,-0.6090453,0.1708784
3,-0.10655183,-0.13509916,"('repellent', 'pleasant')",1.0682697,1.2406428,0.480859,0.5527718,-0.0719128
79,-0.10373109,-0.047386512,"('wavering', 'unwavering')",-0.41825,-0.45457166,-0.2609905,-0.2509791,-0.0100114
67,-0.101922855,-0.03474144,"('doubtful', 'determined')",-0.8113001,-0.72931224,-0.4566115,-0.3820269,-0.0745846
37,-0.09186819,-0.057259332,"('fake', 'genuine')",0.20609409,0.23434491,0.0571129,0.0885428,-0.0314299
69,0.09135288,0.060103215,"('lazy', 'industrious')",-1.1066605,-1.5101495,-0.5076538,-0.7250232,0.2173694
34,-0.08934427,-0.3338643,"('mean', 'honorable')",5.397251,5.4144673,2.6539533,2.5403016,0.1136517
86,0.07009657,-0.14299947,"('uninfluential', 'influential')",0.20642963,0.16321704,0.1382631,0.0101088,0.1281543
62,0.05108169,0.21889964,"('incompetent', 'brilliant')",0.47545037,0.7998542,0.263266,0.5093769,-0.2461109
5,0.045293637,0.084976725,"('distant', 'outgoing')",-0.7454171,-0.96122587,-0.3500617,-0.4381246,0.0880629
59,-0.044696443,0.062418804,"('foolish', 'wise')",0.049881276,-0.07366055,0.0025924,-0.0056209,0.0082133
13,-0.039996285,-0.078862146,"('impolite', 'polite')",-0.67315614,-0.40735227,-0.3565762,-0.2431072,-0.113469
19,-0.025292628,-0.018319063,"('inhospitable', 'hospitable')",-0.5099571,-0.6902868,-0.2676249,-0.3543029,0.086678
0,0.020177765,-0.21276587,"('unsociable', 'sociable')",-0.2527283,-0.17460033,-0.1162753,-0.1936831,0.0774078
64,-0.017059807,-0.19426912,"('shy', 'confident')",-6.8220644,-6.907683,-3.4195621,-3.550976,0.1314139
55,-0.014101565,-0.17420188,"('incompetent', 'clever')",0.300247,0.34685278,0.1430727,0.0863255,0.0567472
47,0.013947524,-0.08380641,"('stupid', 'smart')",5.0368056,5.0537133,2.5253766,2.4849534,0.0404232
65,0.004073508,-0.10911368,"('insecure', 'secure')",-0.1876848,0.068353616,-0.0918057,-0.02038,-0.0714257
