,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
26,2.098701,2.150194,"('hardhearted', 'benevolent')",2.2653763,2.1639292,2.1820388,2.1570616,0.0249772
44,-1.6383694,-1.4647079,"('prejudiced', 'unprejudiced')",-1.6848588,-1.5567334,-1.6616142,-1.5107206,-0.1508936
16,-1.3586559,-1.405886,"('unpopular', 'popular')",0.061230347,-0.15622394,-0.6487128,-0.781055,0.1323422
88,-1.2813723,-1.2839873,"('low', 'eminent')",-0.63498116,-0.6905412,-0.9581767,-0.9872643,0.0290876
41,1.2505572,1.3459034,"('unforgiving', 'forgiving')",0.09184638,0.01922501,0.6712018,0.6825642,-0.0113624
12,1.1766226,1.0474478,"('unsupportive', 'supportive')",-2.0144742,-2.063389,-0.4189258,-0.5079706,0.0890448
68,-1.161906,-1.3275009,"('dependent', 'independent')",-0.9376104,-1.0570407,-1.0497582,-1.1922708,0.1425126
2,1.1545095,1.0490108,"('unlikable', 'likable')",0.34624025,0.13499653,0.7503749,0.5920036,0.1583713
56,1.0349653,1.0337975,"('impractical', 'practical')",-0.646881,-0.4848492,0.1940421,0.2744741,-0.080432
14,0.9873884,0.8701079,"('antisocial', 'social')",0.12099097,0.058888327,0.5541897,0.4644981,0.0896916
63,0.96792144,1.0539459,"('unperceptive', 'insightful')",0.78392977,0.89300495,0.8759256,0.9734755,-0.0975499
39,0.95556253,0.85040194,"('exploitative', 'cooperative')",0.6202789,0.64532685,0.7879207,0.7478644,0.0400563
74,0.91135705,0.9403797,"('undedicated', 'dedicated')",-0.068096325,-0.06596424,0.4216304,0.4372077,-0.0155773
29,-0.9002761,-0.86094236,"('unfair', 'fair')",-0.40199235,-0.6142988,-0.6511343,-0.7376206,0.0864863
48,-0.8831317,-0.87514544,"('unintelligent', 'intelligent')",0.47282213,0.5994852,-0.2051548,-0.1378301,-0.0673247
82,-0.8584162,-0.9520092,"('poor', 'rich')",6.208242,6.4108095,2.6749129,2.7294002,-0.0544873
9,0.8393212,0.7410883,"('unaffectionate', 'caring')",1.4886544,1.429575,1.1639878,1.0853317,0.0786561
33,0.8315953,0.6936379,"('wrong', 'right')",-0.49473396,-0.55691195,0.1684307,0.068363,0.1000677
49,-0.75063336,-0.7649027,"('unable', 'able')",-0.52634734,-0.58285636,-0.6384903,-0.6738795,0.0353892
23,0.7464607,0.6534334,"('insincere', 'sincere')",6.2088513,6.6437073,3.4776559,3.6485703,-0.1709144
40,0.7204475,0.68443114,"('stingy', 'generous')",-1.6467975,-1.8733386,-0.463175,-0.5944537,0.1312787
58,0.66407084,0.53025925,"('undiscriminating', 'discriminating')",0.36272404,0.15336305,0.5133975,0.3418112,0.1715863
7,0.66323036,0.46178168,"('insensitive', 'sensitive')",0.95564693,1.0135436,0.8094386,0.7376627,0.0717759
31,-0.6359896,-0.42816627,"('evil', 'good')",-0.8554722,-1.0803107,-0.7457309,-0.7542385,0.0085076
77,0.6351309,0.37081182,"('unmotivated', 'motivated')",-0.9772279,-0.9771126,-0.1710485,-0.3031504,0.1321019
25,0.63308173,0.4205936,"('egoistic', 'altruistic')",1.0733875,0.77614903,0.8532346,0.5983713,0.2548633
42,0.62492347,0.5640027,"('unreliable', 'reliable')",-3.0573976,-3.0696695,-1.2162371,-1.2528334,0.0365963
73,0.6240525,0.61914116,"('helpless', 'self-reliant')",-3.304851,-3.5109274,-1.3403993,-1.4458932,0.1054939
75,-0.6114987,-0.42351818,"('meek', 'impulsive')",-0.63113475,-0.6446852,-0.6213167,-0.5341017,-0.087215
78,0.61044735,0.5121208,"('nonresilient', 'resilient')",0.031227816,-0.04157199,0.3208376,0.2352744,0.0855632
43,0.58995587,0.5725761,"('irresponsible', 'responsible')",0.4210692,0.5876213,0.5055125,0.5800987,-0.0745862
45,-0.56820226,-0.3444427,"('incompetent', 'competent')",0.008837709,0.12431606,-0.2796823,-0.1100633,-0.169619
30,0.5328268,0.3665217,"('intolerant', 'tolerant')",0.444695,0.40277293,0.4887609,0.3846473,0.1041136
54,0.5285312,0.36196572,"('incapable', 'capable')",0.9896035,1.0245365,0.7590674,0.6932511,0.0658163
