,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,male-female
62,-0.5125235,-0.32349864,"('incompetent', 'brilliant')",-0.7878911,-0.7880733,-0.14211762,-0.11172641,-0.4808441,-0.4077661,-0.073078
69,0.503668,0.39582008,"('lazy', 'industrious')",1.0283091,1.1033356,-0.6338899,-0.41646177,0.2993624,0.360898,-0.0615356
0,-0.49186257,-0.43599755,"('unsociable', 'sociable')",-0.49178565,-0.58855057,-0.5755596,-0.7381183,-0.5197359,-0.5875554,0.0678195
30,-0.43523198,-0.16878006,"('intolerant', 'tolerant')",0.08837309,0.26143903,0.53959775,0.5228662,0.0642463,0.205175,-0.1409287
87,0.41486043,0.3818488,"('unsuccessful', 'successful')",0.5108819,0.45655724,0.9412355,1.0482653,0.6223259,0.6288905,-0.0065646
17,-0.40469623,-0.54260266,"('nasty', 'nice')",-0.49440157,-0.53641915,-0.21947856,-0.27075782,-0.3728588,-0.4499265,0.0770677
66,0.39901698,0.11797051,"('inactive', 'active')",-0.28102487,-0.53667057,0.98422587,0.9514483,0.367406,0.1775828,0.1898232
52,0.3851859,0.02616743,"('irrational', 'rational')",0.2852856,0.065077245,-0.2609707,-0.083410844,0.1365003,0.0026113,0.133889
58,0.3788253,0.20012724,"('undiscriminating', 'discriminating')",1.1086072,0.889521,0.1660016,0.0061171837,0.5511447,0.3652552,0.1858895
10,-0.3733779,-0.32014358,"('unsympathetic', 'sympathetic')",-1.0864952,-1.116022,-0.2196933,-0.46785676,-0.5598555,-0.6346741,0.0748186
72,0.37319958,0.44941866,"('unambitious', 'ambitious')",0.159665,0.21107854,-0.90039605,-0.85846597,-0.1225105,-0.0659896,-0.0565209
88,0.37305415,0.2159098,"('low', 'eminent')",0.5434639,0.40031707,0.068098076,0.053045534,0.3282054,0.2230908,0.1051146
5,-0.37143132,-0.6363488,"('distant', 'outgoing')",-0.6781359,-0.8891851,-0.5551066,-0.36893046,-0.5348913,-0.6314881,0.0965968
80,0.36820793,0.6315509,"('dominated', 'dominating')",-0.890194,-0.6749209,-0.7575018,-0.7505267,-0.4264959,-0.2646322,-0.1618637
18,0.33516878,0.26106268,"('disagreeable', 'welcoming')",-0.43206802,-0.52909255,-0.6158799,-0.57383895,-0.2375931,-0.2806229,0.0430298
34,-0.33216283,-0.44689906,"('mean', 'honorable')",0.4168607,0.3436944,5.6077194,5.693504,1.8974724,1.863433,0.0340394
35,-0.31923884,-0.6371112,"('corrupt', 'incorrupt')",0.77124256,0.76225656,-0.2485432,-0.117975265,0.0678202,0.00239,0.0654302
51,0.3186175,0.39924973,"('uneducated', 'educated')",-0.3371314,-0.41755074,0.8269054,0.6226722,0.2694638,0.2014571,0.0680067
13,-0.31446603,-0.11528504,"('impolite', 'polite')",-0.8139197,-0.77640736,-0.359781,-0.4591174,-0.4960556,-0.4502699,-0.0457857
3,-0.30934024,-0.31614357,"('repellent', 'pleasant')",-0.18395935,-0.26170945,0.3989479,0.26333436,-0.0314506,-0.1048396,0.073389
75,-0.305214,-0.45558786,"('meek', 'impulsive')",-0.5782967,-0.6022631,-0.22364306,-0.23747405,-0.3690513,-0.431775,0.0627237
38,-0.28870285,-0.45957175,"('untruthful', 'truthful')",-0.12198867,-0.25133437,-0.34453765,-0.33095104,-0.251743,-0.3472857,0.0955427
68,-0.28503382,-0.05997146,"('dependent', 'independent')",-0.92452294,-0.9140516,-0.5670797,-0.59985363,-0.5922122,-0.5246255,-0.0675867
61,0.28107145,0.26874095,"('illogical', 'logical')",0.28338376,0.07845123,0.29343483,0.22249086,0.2859633,0.1898943,0.096069
57,-0.2639195,-0.39103493,"('unimaginative', 'imaginative')",-0.65277964,-0.81594384,-2.4694095,-2.7459157,-1.1287029,-1.3176315,0.1889286
77,-0.25255302,-0.08602965,"('unmotivated', 'motivated')",0.6366698,0.683653,-1.0031204,-1.0289222,-0.2063346,-0.1437663,-0.0625683
53,-0.24636938,-0.47541505,"('uncreative', 'creative')",0.22505721,0.08514945,0.34026527,0.27557072,0.1063177,-0.0382316,0.1445493
41,0.24632245,-0.009679668,"('unforgiving', 'forgiving')",-0.09603901,-0.2917656,0.090951845,-0.20656992,0.0804118,-0.1693384,0.2497502
36,0.24098837,-0.58823967,"('hostile', 'amicable')",1.1171631,0.723864,0.030815907,-0.07196814,0.4629891,0.0212187,0.4417704
55,0.23844212,0.63165915,"('incompetent', 'clever')",-0.56829005,-0.4718494,0.10560046,-0.0525131,-0.0747492,0.0357655,-0.1105147
70,-0.23815511,-0.18833938,"('lethargic', 'energetic')",-1.7007375,-1.7550329,0.53843015,0.32355407,-0.4668208,-0.5399394,0.0731186
23,-0.23203067,-0.23853987,"('insincere', 'sincere')",-0.0033342196,-0.07013597,5.5635834,5.5953865,1.7760728,1.7622369,0.0138359
79,0.22877966,-0.1412569,"('wavering', 'unwavering')",-0.389037,-0.6708705,-0.028678901,0.04993146,-0.0629788,-0.2540653,0.1910865
60,-0.22697116,0.295999,"('inefficient', 'efficient')",-0.23320487,0.013756737,-0.21198992,-0.2653771,-0.2240553,0.0147929,-0.2388482
31,-0.20007034,-0.57507694,"('evil', 'good')",0.56283224,0.30678657,-1.0419539,-0.96328586,-0.2263973,-0.4105254,0.1841281
76,-0.16429058,0.28078657,"('anxious', 'daring')",-0.7822286,-0.5986562,0.101660006,0.2233381,-0.2816197,-0.0315105,-0.2501092
59,0.16382651,0.037340738,"('foolish', 'wise')",-0.3220583,-0.27490106,-0.033302017,0.28486398,-0.0638446,0.0157679,-0.0796125
48,0.1581233,0.40704948,"('unintelligent', 'intelligent')",0.82132477,1.0117408,0.4849769,0.39487556,0.4881417,0.6045553,-0.1164136
21,-0.1449494,0.1468903,"('immoral', 'moral')",-0.694427,-0.650806,-1.0429217,-1.1223712,-0.6274327,-0.5420957,-0.085337
8,0.121182024,-0.17002752,"('unaffectionate', 'affectionate')",0.25875998,0.08071599,0.3722211,0.5474375,0.250721,0.1527086,0.0980124
65,0.084549524,0.34650806,"('insecure', 'secure')",-0.28513414,-0.20462048,-0.20477825,-0.15642717,-0.135121,-0.0048465,-0.1302745
6,0.08438426,-0.20069987,"('distant', 'open')",-0.21389458,-0.45167565,0.07055753,0.2744367,-0.0196509,-0.1259796,0.1063287
19,0.07364042,-0.3492153,"('inhospitable', 'hospitable')",-0.5726645,-0.83330053,-0.02725514,-0.09011933,-0.1754264,-0.4242117,0.2487853
4,0.072742075,-0.34032676,"('disliked', 'liked')",-0.10191637,-0.36795002,-6.309153,-6.549042,-2.1127758,-2.4191063,0.3063305
15,0.06260724,-0.0999384,"('boring', 'funny')",-0.0414987,-0.07255731,0.12882562,0.21344122,0.0499781,0.0136485,0.0363296
14,0.049304675,0.36208573,"('antisocial', 'social')",-0.47679925,-0.36807245,-0.5418609,-0.6412791,-0.3231185,-0.2157553,-0.1073632
22,0.045118455,0.11907264,"('untrustworthy', 'trustworthy')",-1.7888105,-1.798744,-1.1777352,-1.2205483,-0.9738091,-0.9667398,-0.0070693
29,0.042493008,0.15869339,"('unfair', 'fair')",-0.2528846,-0.2540349,-0.33002123,-0.32326457,-0.1801376,-0.1395354,-0.0406022
67,-0.041526895,0.04558195,"('doubtful', 'determined')",-1.2245322,-1.0242218,-0.89866173,-0.84207445,-0.7215737,-0.6069047,-0.114669
37,-0.039617084,0.054083616,"('fake', 'genuine')",-0.22412549,-0.12603,0.14616394,0.22239208,-0.0391929,0.0501486,-0.0893415
27,0.036069218,0.0038458146,"('hardhearted', 'softhearted')",0.2786218,0.2178475,1.6182594,1.6743366,0.6443168,0.6320099,0.0123069
54,-0.021238372,0.03310389,"('incapable', 'capable')",-0.056718092,-0.27519622,1.2137693,1.3754967,0.3786043,0.3778015,0.0008028
45,-0.020574741,-0.10619076,"('incompetent', 'competent')",-1.2823373,-1.494863,-0.31071195,-0.4766283,-0.5378747,-0.6925607,0.154686
46,0.019491639,0.007570762,"('uncompetitive', 'competitive')",-0.34263164,-0.5150756,-0.5499049,-0.98825014,-0.2910149,-0.498585,0.2075701
86,-0.014682967,-0.24486741,"('uninfluential', 'influential')",-0.14973962,-0.3893409,-0.06832947,-0.42042387,-0.077584,-0.3515441,0.2739601
64,-0.009883335,0.14980659,"('shy', 'confident')",-1.0300672,-1.0552924,-6.57782,-6.7900114,-2.5392567,-2.5651657,0.025909
83,0.003644742,0.089063026,"('powerless', 'powerful')",-0.036658704,0.027395993,-0.9803341,-1.0697349,-0.3377827,-0.3177586,-0.0200241
