,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,male-female
85,1.830097,1.27331,"('insignificant', 'prestigious')",1.3555887,1.0431347,0.6428691,0.79493666,1.2761849,1.0371271,0.2390578
40,1.7802823,1.5504973,"('stingy', 'generous')",0.6878979,0.6792442,-1.289105,-1.5040854,0.393025,0.2418854,0.1511396
74,1.3352726,1.2087349,"('undedicated', 'dedicated')",0.31619355,0.13351637,-0.032123048,-0.2580399,0.539781,0.3614038,0.1783772
25,1.2587548,1.3337169,"('egoistic', 'altruistic')",1.6884559,1.7734371,1.5132502,1.6342092,1.4868204,1.5804543,-0.0936339
39,1.227231,1.3785505,"('exploitative', 'cooperative')",0.4505023,0.48299772,0.25287545,0.3272552,0.6435362,0.7296011,-0.0860649
28,1.1150184,1.0217571,"('disloyal', 'loyal')",-0.18954849,-0.27058148,0.7678606,0.66253924,0.5644435,0.4712383,0.0932052
71,1.1088006,0.9315904,"('diffident', 'self-confident')",1.0441102,0.8861776,0.4837643,0.5567918,0.8788916,0.79152,0.0873716
26,1.107181,0.7322149,"('hardhearted', 'benevolent')",1.8003529,1.5406821,1.676867,1.5753237,1.5281337,1.2827403,0.2453934
49,-1.0668528,-0.9773191,"('unable', 'able')",-0.04479143,-0.012082981,-0.36679494,-0.27310312,-0.4928131,-0.4208351,-0.071978
56,-1.059622,-0.7598887,"('impractical', 'practical')",-0.31901932,-0.18637113,-0.9180502,-1.0366296,-0.7655639,-0.6609631,-0.1046008
32,1.0220441,1.0089884,"('unkind', 'kind')",0.026378147,-0.035926063,0.6863502,0.60839117,0.5782575,0.5271512,0.0511063
1,0.995376,0.63266027,"('unfriendly', 'friendly')",1.3185625,0.988612,1.3915298,1.4633976,1.2351561,1.0282234,0.2069327
9,0.9836585,0.64595157,"('unaffectionate', 'caring')",0.49585986,0.24590862,0.8681935,0.88121337,0.7825707,0.5910245,0.1915462
33,0.9019,0.8335014,"('wrong', 'right')",0.9892657,0.8644983,-0.5445242,-0.49541527,0.4488805,0.4008615,0.048019
81,-0.8880947,-0.57264775,"('submissive', 'aggressive')",-0.98527974,-0.7968987,-0.70952004,-0.85662794,-0.8609649,-0.7420581,-0.1189068
2,0.8796882,0.9738932,"('unlikable', 'likable')",0.40846252,0.23351619,0.11491045,0.09751961,0.4676871,0.4349763,0.0327108
44,-0.87902594,-0.51763886,"('prejudiced', 'unprejudiced')",-1.3271227,-1.0814402,-1.5132033,-1.3130174,-1.2397839,-0.9706988,-0.2690851
47,-0.8617721,-0.63065886,"('stupid', 'smart')",-0.6507485,-0.46434394,4.917504,5.239002,1.1349944,1.3813332,-0.2463388
42,0.82997024,0.8090023,"('unreliable', 'reliable')",-2.1287978,-2.1546354,-3.0550709,-3.0799463,-1.4512995,-1.4751932,0.0238937
50,0.8255833,0.64922684,"('clumsy', 'skillful')",0.24947134,0.23080474,0.37070888,0.42038134,0.4819212,0.433471,0.0484502
7,0.77022856,0.7806746,"('insensitive', 'sensitive')",-0.0059084184,-0.012368474,0.9197701,0.75758505,0.5613634,0.5086304,0.052733
11,-0.7236542,-0.66364145,"('unhelpful', 'helpful')",-0.60713935,-0.60473305,1.5600759,1.4599408,0.0764274,0.0638554,0.012572
84,0.7206567,0.6369124,"('inferior', 'superior')",0.7473575,0.73970264,0.89137644,0.8291759,0.7864636,0.7352637,0.0511999
24,0.70639676,0.800171,"('dishonest', 'honest')",-1.1158577,-1.1548512,0.29264206,0.20042981,-0.0389396,-0.0514168,0.0124772
16,-0.6893669,-0.91367793,"('unpopular', 'popular')",0.40783608,0.34385884,0.5224862,0.54175025,0.0803185,-0.0093563,0.0896748
82,-0.68913215,-0.61034155,"('poor', 'rich')",0.21642675,0.2106709,5.7781463,5.882489,1.7684803,1.8276062,-0.0591259
43,-0.6504258,-0.4522217,"('irresponsible', 'responsible')",-1.2631372,-1.2132684,0.003927909,-0.032279547,-0.636545,-0.5659232,-0.0706218
78,0.6262141,0.5368287,"('nonresilient', 'resilient')",1.0684627,0.9377703,0.58852875,0.51361185,0.7610685,0.662737,0.0983315
20,0.6142328,0.6132517,"('rough', 'thoughtful')",1.3165659,1.3374977,1.1860707,1.1770511,1.0389565,1.0426002,-0.0036437
63,0.6094611,0.46541327,"('unperceptive', 'insightful')",-0.05285523,-0.20252903,0.89301455,0.75048256,0.4832068,0.3377889,0.1454179
73,0.58970565,0.6255537,"('helpless', 'self-reliant')",-0.26099774,-0.20942575,-3.2839363,-3.2651317,-0.9850761,-0.9496679,-0.0354082
12,0.51252806,0.3319149,"('unsupportive', 'supportive')",-0.38932928,-0.6317486,-1.8230572,-1.9382555,-0.5666195,-0.7460298,0.1794103
