,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,3.6374023,3.812049,"('insignificant', 'prestigious')",3.4658878,3.775342,3.1458066,3.223467,3.0384135,3.1314752,2.2801683,2.2072504,3.1135357,3.2299168,-0.1163811
66,2.8006625,2.7248764,"('inactive', 'active')",2.6261265,2.6076207,2.5827448,2.6257203,3.3773453,3.4383063,2.1458533,2.0761008,2.7065464,2.6945251,0.0120213
2,2.5736544,2.5366712,"('unlikable', 'likable')",2.1059935,2.124901,2.2099938,2.1972554,2.1094203,1.9782737,1.1089785,0.9069625,2.021608,1.9488127,0.0727953
45,-2.4718082,-2.3564172,"('incompetent', 'competent')",-2.098543,-1.7723566,-0.8862536,-0.9507496,-3.5639825,-3.686838,-1.1906005,-1.0009643,-2.0422377,-1.9534651,-0.0887726
33,2.3322856,2.32537,"('wrong', 'right')",1.5072246,1.5980445,0.70118326,1.1141574,0.95985925,0.9896058,-0.14360939,-0.19326653,1.0713886,1.1667823,-0.0953937
83,2.327936,2.2329328,"('powerless', 'powerful')",1.3510343,1.3601288,1.0620476,1.1160104,0.94265354,0.64702004,-0.4723313,-0.31369984,1.042268,1.0084785,0.0337895
26,2.3228614,2.590842,"('hardhearted', 'benevolent')",1.6467276,2.2395089,2.5639946,2.7770135,1.39793,1.678073,1.7499821,1.9706663,1.9362991,2.2512207,-0.3149216
10,-2.3015459,-2.2047172,"('unsympathetic', 'sympathetic')",-2.302032,-2.122394,-0.78016675,-0.7192464,-2.7603045,-2.8402526,-0.8463641,-0.5922777,-1.7980825,-1.6957775,-0.102305
5,2.2502224,2.379163,"('distant', 'outgoing')",1.664969,1.9923264,0.80636847,1.1618465,1.5151983,1.7074624,0.42402354,0.32232106,1.3321564,1.5126239,-0.1804675
9,1.8018891,1.9699405,"('unaffectionate', 'caring')",1.3179729,1.7364211,0.049250267,0.60882676,0.03233573,0.17336124,2.1487398,2.1777248,1.0700377,1.3332549,-0.2632172
69,1.7718678,1.8340474,"('lazy', 'industrious')",2.687364,2.591727,0.22660846,0.46766633,3.0027304,3.1992998,-0.18092771,-0.11726062,1.5015285,1.5950961,-0.0935676
53,1.7615138,1.7460401,"('uncreative', 'creative')",0.2693733,0.5339199,1.1422143,1.2635865,0.35780138,0.632875,1.4816414,1.5275904,1.0025088,1.1408024,-0.1382936
1,1.7367691,1.9391664,"('unfriendly', 'friendly')",0.465734,1.2163734,0.21890728,0.8436813,-0.2705657,0.09116032,2.6177232,2.6414444,0.9537136,1.3463652,-0.3926516
58,1.7349461,1.7173792,"('undiscriminating', 'discriminating')",0.46037447,0.60457426,0.7146631,0.8009646,0.8444761,0.6656537,0.15729806,0.24076445,0.7823516,0.8058673,-0.0235157
22,-1.6970595,-1.7126195,"('untrustworthy', 'trustworthy')",-1.4324639,-1.4587352,-0.716417,-0.761904,-2.3371968,-2.305616,-1.8292342,-1.6674742,-1.6024742,-1.5812697,-0.0212045
36,1.6842992,1.872942,"('hostile', 'amicable')",1.8455501,2.0679052,0.27511227,0.4634093,2.2841868,2.5344214,1.4324689,1.2682776,1.5043235,1.641391,-0.1370675
52,1.5695341,1.647844,"('irrational', 'rational')",0.67692864,0.740794,-0.31033626,-0.22552964,0.03965527,-0.01049155,0.7041309,0.31613234,0.5359826,0.4937498,0.0422328
73,1.564428,1.4535654,"('helpless', 'self-reliant')",1.6443475,1.396878,-0.2619156,-0.18047115,1.4846878,1.3750398,-3.4597006,-3.4731278,0.1943694,0.1143768,0.0799926
