,teradyne_male,teradyne_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.1565473,-2.39157,"('unsympathetic', 'sympathetic')",0.050420906,-0.10346131,-1.0530632,-1.2475157,0.1944525
86,-2.0084076,-2.1750324,"('uninfluential', 'influential')",-0.2830593,-0.4381485,-1.1457335,-1.3065904,0.1608569
28,-1.8107845,-1.9026105,"('disloyal', 'loyal')",0.7063661,0.5524872,-0.5522091,-0.6750617,0.1228526
24,-1.6743068,-1.6533782,"('dishonest', 'honest')",0.91162926,0.77634984,-0.3813387,-0.4385142,0.0571755
23,-1.5688921,-1.8958735,"('insincere', 'sincere')",5.965507,5.5826635,2.1983075,1.843395,0.3549125
7,-1.4774232,-1.561636,"('insensitive', 'sensitive')",1.1262171,1.0072788,-0.175603,-0.2771786,0.1015756
13,-1.4344165,-1.7158103,"('impolite', 'polite')",-0.09312418,-0.27104706,-0.7637703,-0.9934287,0.2296584
45,-1.3995628,-1.5825329,"('incompetent', 'competent')",0.109684885,-0.20724452,-0.6449389,-0.8948887,0.2499498
1,-1.3373948,-1.1883383,"('unfriendly', 'friendly')",1.5397757,1.4552826,0.1011904,0.1334721,-0.0322817
61,-1.3267466,-1.3080317,"('illogical', 'logical')",0.08396402,0.098236404,-0.6213913,-0.6048976,-0.0164937
43,-1.2726614,-1.3201096,"('irresponsible', 'responsible')",0.9575688,0.86532146,-0.1575463,-0.2273941,0.0698478
21,-1.271463,-1.5413809,"('immoral', 'moral')",-0.6282703,-0.76085824,-0.9498667,-1.1511196,0.2012529
0,-1.2602232,-1.349952,"('unsociable', 'sociable')",-0.43454173,-0.5179215,-0.8473824,-0.9339367,0.0865543
38,-1.2599664,-1.2078133,"('untruthful', 'truthful')",0.1398996,0.11784296,-0.5600334,-0.5449852,-0.0150482
41,-1.2405909,-1.2560251,"('unforgiving', 'forgiving')",-0.35670933,-0.36822286,-0.7986501,-0.812124,0.0134739
88,-1.1294787,-1.2085946,"('low', 'eminent')",0.29057392,0.2675421,-0.4194524,-0.4705262,0.0510738
74,-1.1270832,-1.1605916,"('undedicated', 'dedicated')",0.068589196,-0.027450703,-0.529247,-0.5940211,0.0647741
30,-1.1021228,-1.1528394,"('intolerant', 'tolerant')",1.4277083,1.3592467,0.1627927,0.1032037,0.059589
70,-1.0900424,-1.2859321,"('lethargic', 'energetic')",0.9745062,0.8322521,-0.0577681,-0.22684,0.1690719
69,1.0137321,1.1673394,"('lazy', 'industrious')",-0.54060686,-0.27127513,0.2365626,0.4480321,-0.2114695
53,-1.0065434,-0.97295326,"('uncreative', 'creative')",0.82889456,0.8483556,-0.0888244,-0.0622988,-0.0265256
57,-1.0053654,-1.1334281,"('unimaginative', 'imaginative')",-2.275429,-2.4011414,-1.6403972,-1.7672848,0.1268876
63,-0.9597338,-1.0018861,"('unperceptive', 'insightful')",1.3571573,1.2857637,0.1987118,0.1419388,0.056773
51,-0.9564695,-1.0366776,"('uneducated', 'educated')",0.32270986,0.3243338,-0.3168798,-0.3561719,0.0392921
65,-0.9382282,-1.336147,"('insecure', 'secure')",-0.059885465,-0.13935636,-0.4990568,-0.7377517,0.2386949
9,-0.89217085,-0.806605,"('unaffectionate', 'caring')",1.1079923,1.2397285,0.1079107,0.2165617,-0.108651
73,0.88076556,1.0730584,"('helpless', 'self-reliant')",-2.6234355,-2.58911,-0.871335,-0.7580258,-0.1133092
85,-0.83434546,-0.38703224,"('insignificant', 'prestigious')",-0.039021377,0.080889195,-0.4366834,-0.1530715,-0.2836119
17,-0.83252233,-0.82874763,"('nasty', 'nice')",-0.4760018,-0.617158,-0.6542621,-0.7229528,0.0686907
22,-0.8234148,-0.8392769,"('untrustworthy', 'trustworthy')",-0.7566497,-0.76257277,-0.7900323,-0.8009248,0.0108925
31,-0.80047864,-0.49202636,"('evil', 'good')",-1.2686248,-1.176331,-1.0345517,-0.8341787,-0.200373
58,-0.74405605,-0.68416303,"('undiscriminating', 'discriminating')",-0.008031018,-0.049226042,-0.3760435,-0.3666945,-0.009349
19,-0.73876315,-0.47584096,"('inhospitable', 'hospitable')",-0.20151038,-0.10733921,-0.4701368,-0.2915901,-0.1785467
3,-0.720298,-0.8950278,"('repellent', 'pleasant')",0.29345927,0.005689556,-0.2134194,-0.4446691,0.2312497
81,-0.7139058,-1.1771907,"('submissive', 'aggressive')",-0.066404015,-0.16735384,-0.3901549,-0.6722723,0.2821174
29,-0.7092937,-0.50302166,"('unfair', 'fair')",-0.72812724,-0.55393475,-0.7187105,-0.5284782,-0.1902323
14,-0.68608004,-0.8229065,"('antisocial', 'social')",-0.41461864,-0.3663447,-0.5503494,-0.5946256,0.0442762
18,-0.669384,-0.7830529,"('disagreeable', 'welcoming')",-0.30919123,-0.21446529,-0.4892876,-0.4987591,0.0094715
11,-0.665565,-0.93365395,"('unhelpful', 'helpful')",2.1739666,1.9446542,0.7542008,0.5055001,0.2487007
87,-0.66492426,-0.65392125,"('unsuccessful', 'successful')",0.991426,1.0574859,0.1632509,0.2017823,-0.0385314
32,-0.66169643,-0.66656244,"('unkind', 'kind')",0.72056323,0.75489277,0.0294334,0.0441652,-0.0147318
64,-0.6572047,-0.72758526,"('shy', 'confident')",-6.2328434,-6.078897,-3.445024,-3.4032412,-0.0417828
48,-0.6490752,-0.7399443,"('unintelligent', 'intelligent')",0.8787443,0.8813909,0.1148345,0.0707233,0.0441112
6,-0.63871425,-0.26613194,"('distant', 'open')",0.20545754,0.4484312,-0.2166284,0.0911496,-0.307778
46,-0.6199068,-1.0437989,"('uncompetitive', 'competitive')",-0.42316332,-0.5714268,-0.521535,-0.8076129,0.2860779
75,0.594062,0.7255124,"('meek', 'impulsive')",-0.1544614,-0.09287058,0.2198003,0.3163209,-0.0965206
39,-0.59185976,-0.62748075,"('exploitative', 'cooperative')",0.17501168,0.1713283,-0.208424,-0.2280762,0.0196522
54,-0.5892751,-0.41955033,"('incapable', 'capable')",1.4747558,1.6488452,0.4427403,0.6146474,-0.1719071
77,-0.5819741,-0.7913353,"('unmotivated', 'motivated')",-0.75539875,-0.8006754,-0.6686864,-0.7960054,0.127319
82,-0.5744242,-0.62964827,"('poor', 'rich')",6.3011456,6.110657,2.8633606,2.7405045,0.1228561
79,-0.57335365,-0.43937317,"('wavering', 'unwavering')",-0.25580618,-0.10535613,-0.4145799,-0.2723646,-0.1422153
12,-0.55895025,-0.5816534,"('unsupportive', 'supportive')",-1.2552502,-1.1617608,-0.9071002,-0.8717071,-0.0353931
26,-0.55784917,-0.5216323,"('hardhearted', 'benevolent')",1.1467344,1.0853288,0.2944426,0.2818483,0.0125943
34,-0.55077386,-0.6311027,"('mean', 'honorable')",5.676496,5.5524616,2.562861,2.4606795,0.1021815
44,0.54512686,0.6235936,"('prejudiced', 'unprejudiced')",-1.5840973,-1.4415118,-0.5194852,-0.4089591,-0.1105261
66,-0.5020066,-0.29710084,"('inactive', 'active')",0.6241773,0.8901922,0.0610853,0.2965457,-0.2354604
36,-0.4942884,-0.090291634,"('hostile', 'amicable')",-0.65882534,-0.43525347,-0.5765569,-0.2627726,-0.3137843
78,0.47398147,0.27768308,"('nonresilient', 'resilient')",0.6579736,0.7191571,0.5659775,0.4984201,0.0675574
49,-0.4632212,-0.40569845,"('unable', 'able')",0.2650534,0.39717105,-0.0990839,-0.0042637,-0.0948202
5,-0.4620291,-0.090617046,"('distant', 'outgoing')",-0.19674735,0.032285944,-0.3293882,-0.0291656,-0.3002226
47,-0.42899355,-0.53353804,"('stupid', 'smart')",5.4851756,5.3920326,2.528091,2.4292474,0.0988436
68,-0.4210149,-0.49828535,"('dependent', 'independent')",-0.2593232,-0.15244481,-0.3401691,-0.3253651,-0.014804
8,-0.41733,-0.36010265,"('unaffectionate', 'affectionate')",0.5650563,0.6900011,0.0738632,0.1649492,-0.091086
72,-0.38040096,-0.23910879,"('unambitious', 'ambitious')",-0.17027718,-0.069162026,-0.2753391,-0.1541354,-0.1212037
80,-0.3482793,-0.4626484,"('dominated', 'dominating')",-0.9931437,-1.030249,-0.6707115,-0.7464487,0.0757372
2,-0.3407604,-0.4878478,"('unlikable', 'likable')",0.6623794,0.675685,0.1608095,0.0939186,0.0668909
35,0.3355838,0.76323503,"('corrupt', 'incorrupt')",-0.5778751,-0.27707633,-0.1211456,0.2430793,-0.3642249
52,-0.31055126,-0.098012604,"('irrational', 'rational')",-0.5701002,-0.4707788,-0.4403257,-0.2843957,-0.15593
83,-0.262902,-0.1954112,"('powerless', 'powerful')",-1.066228,-0.94894,-0.664565,-0.5721756,-0.0923894
55,-0.24371764,-0.48076475,"('incompetent', 'clever')",0.45658243,0.32031494,0.1064324,-0.0802249,0.1866573
25,0.2363402,0.305682,"('egoistic', 'altruistic')",1.3454473,1.4381438,0.7908937,0.871913,-0.0810193
56,-0.21926358,-0.48146552,"('impractical', 'practical')",0.41739845,0.21023965,0.0990674,-0.1356129,0.2346803
20,-0.18246114,-0.24721901,"('rough', 'thoughtful')",1.1361511,1.0625947,0.476845,0.4076878,0.0691572
40,-0.17513777,-0.042920515,"('stingy', 'generous')",-1.4691492,-1.385137,-0.8221435,-0.7140287,-0.1081148
33,-0.1510793,-0.049262106,"('wrong', 'right')",-0.47437406,-0.26545966,-0.3127267,-0.1573609,-0.1553658
37,0.14950691,0.052643076,"('fake', 'genuine')",0.46281815,0.426175,0.3061625,0.239409,0.0667535
15,-0.10354401,-0.023174237,"('boring', 'funny')",0.3255612,0.45184904,0.1110086,0.2143374,-0.1033288
42,0.102622226,0.11810088,"('unreliable', 'reliable')",-2.3787532,-2.2938294,-1.1380655,-1.0878643,-0.0502012
59,0.09671361,0.2740179,"('foolish', 'wise')",0.26372126,0.40090185,0.1802174,0.3374599,-0.1572425
4,-0.09059993,0.028343217,"('disliked', 'liked')",-6.408175,-6.376851,-3.2493875,-3.1742539,-0.0751336
