,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
69,2.4191267,2.002661,"('lazy', 'industrious')",3.3595228,2.985687,1.9652473,1.7152061,-0.38829935,-0.4507687,1.8388993,1.5631964,0.2757029
14,-1.8167708,-1.4764724,"('antisocial', 'social')",-2.2445772,-1.910835,-0.22189303,0.13999511,-0.5228804,-0.58521366,-1.2015303,-0.9581315,-0.2433988
13,-1.5033377,-0.91566396,"('impolite', 'polite')",-1.2564757,-1.0580901,-0.80834866,-0.5795425,-0.07589586,0.023732327,-0.9110144,-0.632391,-0.2786234
66,1.439901,1.0786539,"('inactive', 'active')",1.0159671,0.8138259,1.1863993,0.92091215,0.85779756,0.6612595,1.1250163,0.8686629,0.2563534
71,1.3741257,1.0037093,"('diffident', 'self-confident')",2.7814906,2.502347,1.431127,1.1310284,0.5905134,0.24632463,1.5443141,1.2208524,0.3234617
35,1.3642347,0.8859449,"('corrupt', 'incorrupt')",1.9306865,1.7301528,0.17033318,0.019704957,-0.9935708,-0.9664308,0.6179209,0.417343,0.2005779
81,-1.3515053,-0.6830573,"('submissive', 'aggressive')",-2.4671607,-2.1707172,-0.78487927,-0.35496336,-0.92385894,-0.8058356,-1.3818511,-1.0036434,-0.3782077
55,-1.324758,-1.0783643,"('incompetent', 'clever')",-2.9213514,-2.770811,-1.0179982,-0.8743034,-0.0807491,-0.12531161,-1.3362142,-1.2121975,-0.1240167
47,-1.2579427,-1.1017997,"('stupid', 'smart')",-1.5490942,-1.4478531,-0.27164173,-0.24193993,5.0188003,5.081265,0.4850304,0.572418,-0.0873876
76,-1.242254,-0.7186842,"('anxious', 'daring')",-2.614848,-2.253554,-0.88660145,-0.6290148,-0.54459155,-0.3582067,-1.3220737,-0.9898649,-0.3322088
10,-1.2209153,-1.1045188,"('unsympathetic', 'sympathetic')",-2.444035,-2.4947584,-0.77690893,-0.71777886,-0.11876975,-0.099038124,-1.1401572,-1.1040235,-0.0361337
74,1.2155335,0.9916303,"('undedicated', 'dedicated')",0.8176773,0.6738988,1.3420361,1.2989521,0.2882996,0.2214364,0.9158866,0.7964795,0.1194071
58,1.2070051,0.8824558,"('undiscriminating', 'discriminating')",0.5266709,0.34428632,0.9665752,0.5817851,0.25975296,0.092586875,0.740001,0.4752785,0.2647225
60,-1.1828859,-0.5588412,"('inefficient', 'efficient')",-1.7757306,-1.4857534,-0.15138777,0.2927202,-0.045943186,0.13164389,-0.7889869,-0.4050577,-0.3839292
22,-1.1787573,-1.1118912,"('untrustworthy', 'trustworthy')",-1.679666,-1.7511916,-1.524134,-1.438306,-0.90086526,-0.98318785,-1.3208556,-1.3211441,0.0002885
17,-1.1565853,-1.2216873,"('nasty', 'nice')",-0.3926324,-0.48133737,-0.91179866,-0.915782,-0.50149465,-0.4511682,-0.7406278,-0.7674937,0.0268659
33,1.1459594,1.0922372,"('wrong', 'right')",2.0474796,1.8746223,2.119904,2.018355,-0.32072204,-0.42470604,1.2481552,1.1401271,0.1080281
79,1.1367115,0.722262,"('wavering', 'unwavering')",2.0659707,1.9840654,0.59606814,0.47966918,-0.63046867,-0.5189417,0.7920704,0.6667637,0.1253067
9,1.1184207,0.67519724,"('unaffectionate', 'caring')",1.4298445,1.0837516,0.94680357,0.58431053,1.2503679,1.1564677,1.1863592,0.8749318,0.3114274
73,1.1056595,1.2409457,"('helpless', 'self-reliant')",0.82193166,0.98081195,0.14080796,0.17871973,-3.65365,-3.5102038,-0.3963128,-0.2774316,-0.1188812
45,-1.1051013,-1.0698475,"('incompetent', 'competent')",-1.2096127,-1.2589458,-0.059569303,-0.10048575,-0.24437663,-0.43004188,-0.654665,-0.7148302,0.0601652
21,-1.1020764,-0.7205823,"('immoral', 'moral')",-2.3691847,-2.205804,-0.49129024,-0.14729647,-1.0609524,-0.869783,-1.2558759,-0.9858664,-0.2700095
30,-1.0057997,-0.5251674,"('intolerant', 'tolerant')",-1.8811059,-1.4552583,-0.8867686,-0.5321095,-0.052246444,0.24447326,-0.9564801,-0.5670155,-0.3894646
0,-1.0023558,-0.81766546,"('unsociable', 'sociable')",-0.63150394,-0.6774386,-0.14089875,0.010234167,0.13493934,0.056561455,-0.4099548,-0.3570771,-0.0528777
36,0.9988041,0.36676458,"('hostile', 'amicable')",2.314913,2.006682,0.8298465,0.45477048,-0.38830194,-0.34984398,0.9388155,0.6195933,0.3192222
25,0.9924389,0.8614761,"('egoistic', 'altruistic')",1.5817702,1.578516,1.0330459,0.8333275,1.1869516,1.1947508,1.1985517,1.1170176,0.0815341
82,-0.9601298,-0.77741367,"('poor', 'rich')",-1.2705051,-1.0812517,-1.2587867,-1.0343974,5.3531914,5.566519,0.4659424,0.668364,-0.2024216
11,-0.94034606,-0.88462144,"('unhelpful', 'helpful')",-0.87207,-0.98612326,-0.347214,-0.39965504,2.3452637,2.4268854,0.0464084,0.0391214,0.007287
3,-0.9322661,-0.8051867,"('repellent', 'pleasant')",-1.7119677,-1.6767938,-0.39869282,-0.31397644,0.51936215,0.41905317,-0.6308911,-0.594226,-0.0366651
84,0.9299528,0.8373934,"('inferior', 'superior')",0.8666972,0.89138544,0.9792706,0.97252905,0.487421,0.4651179,0.8158354,0.7916064,0.024229
37,0.9024181,0.6849083,"('fake', 'genuine')",0.20582333,0.11898617,0.44865048,0.36870316,0.1315819,0.19939984,0.4221185,0.3429994,0.0791191
12,0.85477495,0.78556055,"('unsupportive', 'supportive')",1.1700242,0.9573477,1.133113,1.0533274,-1.5175616,-1.4481528,0.4100877,0.3370207,0.073067
