,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.7640386,-1.6168019,"('unsympathetic', 'sympathetic')",0.05964381,-0.024513781,-1.6908231,-1.7326095,-0.0052648056,0.059285283,-0.8501207,-0.82866,-0.0214607
0,-1.6870553,-1.5775777,"('unsociable', 'sociable')",-0.09836387,-0.118612684,-1.0980697,-1.1552761,-0.18991888,-0.2613685,-0.7683519,-0.7782087,0.0098568
81,-1.6667773,-1.4436159,"('submissive', 'aggressive')",0.52912533,0.42355922,-0.14413308,0.08175829,-0.9301886,-0.86828,-0.5529934,-0.4516446,-0.1013488
86,-1.6125348,-1.5078344,"('uninfluential', 'influential')",0.89469963,0.9485801,-1.8210605,-1.8667631,0.057535622,0.04108767,-0.62034,-0.5962325,-0.0241075
14,-1.5539267,-1.3332185,"('antisocial', 'social')",0.7418266,0.70382935,-0.15472665,-0.010723962,-0.4143563,-0.4817214,-0.3452958,-0.2804586,-0.0648372
55,-1.4253013,-1.2991164,"('incompetent', 'clever')",0.031422503,-0.08522616,-1.1161374,-1.1350737,0.5836383,0.43990102,-0.4815945,-0.5198788,0.0382843
57,-1.4252682,-1.2793453,"('unimaginative', 'imaginative')",-0.24029768,-0.13855965,-0.9541536,-1.0712701,-2.2884817,-2.4007971,-1.2270503,-1.2224931,-0.0045572
52,1.4137942,1.0174419,"('irrational', 'rational')",0.0071457475,-0.16543321,-0.88576907,-1.0312433,-0.031067792,-0.23935875,0.1260258,-0.1046484,0.2306742
21,-1.4014791,-1.1959864,"('immoral', 'moral')",0.5748483,0.68358874,-0.64686257,-0.58667666,-0.6787487,-0.7271997,-0.5380605,-0.4565685,-0.081492
73,1.3832785,1.307208,"('helpless', 'self-reliant')",0.5130503,0.44169468,-0.5894356,-0.53482383,-3.6627219,-3.711083,-0.5889572,-0.6242511,0.0352939
39,1.3511447,1.4227425,"('exploitative', 'cooperative')",0.8793793,0.906257,0.28213865,0.41993856,0.13121152,0.154662,0.6609685,0.7259,-0.0649315
49,-1.2363216,-1.1005359,"('unable', 'able')",-1.0078789,-0.802746,-0.69508624,-0.6639815,-0.531189,-0.41841668,-0.8676189,-0.74642,-0.1211989
59,1.2138493,1.0440958,"('foolish', 'wise')",0.14954187,0.23079759,0.46702772,0.3969964,0.2293049,0.20270428,0.5149309,0.4686485,0.0462824
53,-1.1881447,-0.9605977,"('uncreative', 'creative')",0.8845045,1.0626388,-0.6251936,-0.56533545,1.4706435,1.5017018,0.1354524,0.2596019,-0.1241495
60,-1.1838415,-0.88474184,"('inefficient', 'efficient')",1.4722512,1.5725709,-0.7241227,-0.5769824,0.36004978,0.48799297,-0.0189158,0.1497099,-0.1686257
48,-1.1764597,-1.1402508,"('unintelligent', 'intelligent')",0.13680707,0.0031763539,-1.6113011,-1.6369954,0.77530736,0.65035886,-0.4689116,-0.5309277,0.0620161
72,-1.1289643,-0.9997154,"('unambitious', 'ambitious')",-0.6921776,-0.54681015,-1.366395,-1.3118035,-0.40445966,-0.51180655,-0.8979992,-0.8425338,-0.0554654
77,-1.0893835,-1.0476687,"('unmotivated', 'motivated')",0.47494635,0.49379897,-0.7716267,-0.6528354,-0.75171113,-0.8202098,-0.5344437,-0.5067287,-0.027715
78,-1.0406438,-1.0807643,"('nonresilient', 'resilient')",0.62309974,0.3824883,-0.50992167,-0.7770402,-0.074512705,0.07440854,-0.2504946,-0.3502269,0.0997323
85,1.0105791,0.79761434,"('insignificant', 'prestigious')",-0.39445126,-0.43693876,-1.1106105,-1.1062477,0.14008668,0.21440789,-0.088599,-0.132791,0.044192
20,-1.0018551,-0.97195715,"('rough', 'thoughtful')",-0.19286084,-0.20679586,-0.16529858,-0.18057342,1.0607547,0.95339954,-0.074815,-0.1014817,0.0266667
43,-0.98248017,-0.6181929,"('irresponsible', 'responsible')",0.34839174,0.7303583,-1.6224438,-1.4135497,0.75731087,0.90756035,-0.3748053,-0.098456,-0.2763493
82,-0.98192084,-0.7690662,"('poor', 'rich')",1.0064601,1.094511,1.0580595,1.1435922,6.0838976,6.1294923,1.7916241,1.8996323,-0.1080082
69,0.969578,0.91135204,"('lazy', 'industrious')",-0.02481357,0.13225721,1.5144911,1.594385,-0.8029058,-0.8108733,0.4140874,0.4567803,-0.0426929
36,0.94437724,0.60722905,"('hostile', 'amicable')",-0.95208967,-0.8747982,0.27758038,0.1373689,0.27213883,0.10642787,0.1355017,-0.0059431,0.1414448
42,0.88000077,0.9865357,"('unreliable', 'reliable')",0.70088595,0.77273643,0.23664246,0.28747404,-2.6668525,-2.7107172,-0.2123308,-0.1659927,-0.0463381
47,-0.8099118,-0.5787166,"('stupid', 'smart')",0.6710994,0.7273576,-0.07650594,0.06087155,5.0125847,5.1227345,1.1993166,1.3330618,-0.1337452
1,-0.78744084,-0.7410987,"('unfriendly', 'friendly')",0.7182812,0.9129533,-1.3937325,-1.4475422,1.6734926,1.7091122,0.0526501,0.1083561,-0.055706
51,-0.7243772,-0.85744303,"('uneducated', 'educated')",0.36144394,0.19158694,-0.13474171,-0.22262664,0.69564164,0.5572141,0.0494917,-0.0828172,0.1323089
7,-0.71633935,-0.5271562,"('insensitive', 'sensitive')",0.08651053,0.11796947,-0.5674889,-0.50660825,0.8623721,0.8031163,-0.0837364,-0.0281697,-0.0555667
33,0.7111149,0.58943564,"('wrong', 'right')",0.62362593,0.6087668,0.48247153,0.43335083,-0.49450344,-0.52472836,0.3306772,0.2767062,0.053971
45,-0.7033195,-0.5490515,"('incompetent', 'competent')",0.17096561,0.18892466,-0.9421343,-0.891454,0.035375386,-0.103261605,-0.3597782,-0.3387106,-0.0210676
54,-0.6718254,-0.60222137,"('incapable', 'capable')",-1.0921609,-0.9954526,-0.4799299,-0.3831957,0.6281932,0.66909146,-0.4039308,-0.3279445,-0.0759863
15,0.6659988,0.56374896,"('boring', 'funny')",-0.49209824,-0.35072142,0.7521605,0.6776326,0.08151102,0.0069011208,0.251893,0.2243903,0.0275027
46,-0.6608272,-0.47271794,"('uncompetitive', 'competitive')",1.41555,1.2601464,-1.1135958,-1.1208892,-0.23914242,-0.1564162,-0.1495039,-0.1224692,-0.0270347
18,-0.6562728,-0.59511775,"('disagreeable', 'welcoming')",-0.11506912,0.032158464,-0.34603912,-0.32411996,-0.15041976,-0.10682463,-0.3169502,-0.248476,-0.0684742
68,-0.655739,-0.5601724,"('dependent', 'independent')",-0.35644442,-0.33269113,-0.16897602,-0.18040405,-0.6823294,-0.65868115,-0.4658722,-0.4329872,-0.032885
70,-0.63913864,-0.42652452,"('lethargic', 'energetic')",0.7605491,0.74781036,-0.044452287,-0.01351713,0.8789053,0.9124279,0.2389659,0.3050492,-0.0660833
79,0.61828816,0.45399,"('wavering', 'unwavering')",-0.50278604,-0.3980758,-0.046171743,-0.13973331,-0.3112512,-0.30257425,-0.0604802,-0.0965983,0.0361181
56,-0.5900337,-0.0696632,"('impractical', 'practical')",0.8931388,1.225431,-0.13342479,0.1735695,-0.22999622,-0.07241027,-0.015079,0.3142318,-0.3293108
41,-0.5757048,-0.58158135,"('unforgiving', 'forgiving')",-0.86142725,-0.8067619,-0.7530137,-0.8668265,0.10971198,-0.11266493,-0.5201085,-0.5919587,0.0718502
62,-0.5610456,-0.19573429,"('incompetent', 'brilliant')",0.76626146,0.9836966,-1.051558,-0.82667124,0.46758464,0.53448147,-0.0946894,0.1239431,-0.2186325
11,-0.55210453,-0.42349228,"('unhelpful', 'helpful')",0.9172041,0.9639185,-1.4110513,-1.3118528,1.9618824,2.0758564,0.2289827,0.3261075,-0.0971248
65,-0.5381193,-0.5365661,"('insecure', 'secure')",0.21405348,0.05655636,-0.049378388,0.031610914,-0.019809652,0.0049178824,-0.0983135,-0.1108702,0.0125567
40,0.528855,0.42440587,"('stingy', 'generous')",0.13532986,-0.0015356429,-0.68083644,-0.77046853,-1.1256772,-1.2346616,-0.2855822,-0.395565,0.1099828
28,-0.5022976,-0.40766886,"('disloyal', 'loyal')",-0.19988345,-0.1234275,-1.6070023,-1.568982,1.3611845,1.2980288,-0.2369997,-0.2005124,-0.0364873
61,-0.5006178,-0.3045131,"('illogical', 'logical')",0.9612106,1.0709922,-0.11288346,-0.119513944,0.621328,0.5850211,0.2422593,0.3079966,-0.0657373
13,-0.48678637,-0.24077162,"('impolite', 'polite')",0.2603098,0.3837826,0.26977122,0.4202136,0.07598426,0.1749791,0.0298197,0.1845509,-0.1547312
8,-0.4716082,-0.5314362,"('unaffectionate', 'affectionate')",-0.36805514,-0.33372954,-2.0897903,-2.1208599,0.43759778,0.4552802,-0.622964,-0.6326863,0.0097223
50,0.46607926,0.2750122,"('clumsy', 'skillful')",0.20079954,-0.06500287,0.65066403,0.3919093,0.2897411,0.2229408,0.401821,0.2062149,0.1956061
31,0.46329254,0.33078027,"('evil', 'good')",-0.80180526,-0.69579005,-0.7773226,-0.76202786,-1.0693431,-1.2768387,-0.5462946,-0.6009691,0.0546745
63,-0.45946652,-0.29808912,"('unperceptive', 'insightful')",1.3580892,1.4177508,-0.92838424,-0.89796954,0.9447268,0.9902839,0.2287413,0.302994,-0.0742527
32,-0.40381676,-0.19435616,"('unkind', 'kind')",0.409221,0.5158075,-0.28480068,-0.19819388,1.1899527,1.2130746,0.2276391,0.334083,-0.1064439
71,0.39075512,0.5459987,"('diffident', 'self-confident')",0.64609414,0.74889654,-0.60762876,-0.54748404,0.4969328,0.51337206,0.2315383,0.3151958,-0.0836575
88,-0.37199676,-0.3943916,"('low', 'eminent')",-0.14293653,-0.07208474,-1.058745,-1.0179495,0.18781954,0.173616,-0.3464647,-0.3277024,-0.0187623
4,0.37132213,0.32853007,"('disliked', 'liked')",-0.7296072,-0.6745443,-0.60256195,-0.6826241,-6.163719,-6.263651,-1.7811415,-1.8230723,0.0419308
76,0.36784607,0.46742404,"('anxious', 'daring')",0.73458374,0.56609267,0.27158168,0.3822871,0.09120921,0.16174671,0.3663052,0.3943876,-0.0280824
84,0.35839927,0.32198814,"('inferior', 'superior')",0.17810783,0.05535511,0.6172006,0.4446749,0.40701488,0.4730753,0.3901806,0.3237734,0.0664072
35,0.35095915,0.21237336,"('corrupt', 'incorrupt')",-1.6239163,-1.4291563,0.70665455,0.62219536,-0.52378505,-0.4899849,-0.2725219,-0.2711431,-0.0013788
26,-0.34195969,-0.34207383,"('hardhearted', 'benevolent')",0.16712862,0.1471655,0.6675859,0.64442563,1.6542113,1.6510059,0.5367416,0.5251308,0.0116108
83,-0.32976562,-0.32091224,"('powerless', 'powerful')",0.47024766,0.3723087,-1.1544359,-1.0729964,-0.5311812,-0.5793908,-0.3862838,-0.4002477,0.0139639
2,0.32093304,0.4276794,"('unlikable', 'likable')",1.1214738,1.3053474,0.4047514,0.593031,0.71675926,0.8287552,0.6409794,0.7887033,-0.1477239
12,-0.30875722,-0.1985137,"('unsupportive', 'supportive')",0.3407749,0.5411625,-2.4481983,-2.3823178,-1.6978956,-1.6275265,-1.028519,-0.9167989,-0.1117201
19,-0.263308,-0.30581486,"('inhospitable', 'hospitable')",-0.33055872,-0.21258727,-0.843224,-0.806441,-0.69274265,-0.5252077,-0.5324583,-0.4625127,-0.0699456
9,-0.26282564,-0.23722701,"('unaffectionate', 'caring')",0.3648324,0.42916054,-2.2778924,-2.274188,1.2311276,1.2163842,-0.2361895,-0.2164676,-0.0197219
30,-0.25517094,-0.24830413,"('intolerant', 'tolerant')",1.435705,1.3296832,-0.6267332,-0.43294546,0.79882437,0.80234784,0.3381563,0.3626953,-0.024539
22,-0.24904281,-0.13770474,"('untrustworthy', 'trustworthy')",0.8145103,0.89366657,-1.0445701,-0.9206401,-0.6979899,-0.7192637,-0.2942731,-0.2209855,-0.0732876
74,-0.24079467,-0.15040869,"('undedicated', 'dedicated')",0.23956597,0.39655542,-0.6111046,-0.6798919,0.040062834,0.044431612,-0.1430676,-0.0973284,-0.0457392
38,-0.24042132,-0.06828234,"('untruthful', 'truthful')",-0.022045376,0.33758005,-1.666468,-1.4926232,-0.08558792,0.08391879,-0.5036306,-0.2848517,-0.2187789
27,-0.23934855,-0.25331295,"('hardhearted', 'softhearted')",-0.95834774,-0.75584906,0.048885066,-0.07914281,1.0343466,0.999405,-0.0286162,-0.0222249,-0.0063913
6,0.22818944,0.31720728,"('distant', 'open')",-0.97249615,-0.48935577,-0.64886993,-0.5858545,0.059698015,0.25009128,-0.3333696,-0.1269779,-0.2063917
23,-0.1990749,-0.12467956,"('insincere', 'sincere')",0.7045128,0.7830838,-1.1294161,-1.019571,5.8349276,5.826542,1.3027374,1.3663437,-0.0636063
87,0.19701241,0.1499862,"('unsuccessful', 'successful')",0.9188037,0.62250984,0.43192115,0.4629603,0.43965286,0.35826534,0.4968475,0.3984304,0.0984171
80,-0.18745984,-0.23935539,"('dominated', 'dominating')",0.30654436,0.016948,-0.38529477,-0.37976646,-1.1024727,-1.2580541,-0.3421707,-0.465057,0.1228863
58,-0.18715616,-0.15538444,"('undiscriminating', 'discriminating')",1.2670337,1.2642031,-0.66979784,-0.78805685,-0.028083645,-0.12713061,0.095499,0.0484078,0.0470912
34,-0.17639196,0.022694549,"('mean', 'honorable')",0.35486582,0.5868161,0.1920146,0.39591777,5.5151844,5.6915884,1.4714183,1.6742542,-0.2028359
66,0.16566978,0.276351,"('inactive', 'active')",-0.4823067,-0.46771783,1.2543666,1.3022335,0.7099446,0.7076259,0.4119186,0.4546232,-0.0427046
29,0.16070108,0.11510751,"('unfair', 'fair')",-0.50464654,-0.4402481,-1.1469754,-1.1768357,-0.52609384,-0.55102336,-0.5042536,-0.5132499,0.0089963
3,-0.15629481,-0.15214884,"('repellent', 'pleasant')",-0.07641569,-0.004880245,0.047551118,0.053005993,0.40820685,0.22583838,0.0557619,0.0304538,0.0253081
37,-0.11409139,-0.16377479,"('fake', 'genuine')",0.20743367,0.0077430606,-0.19411638,-0.1821834,0.6839889,0.66550803,0.1458037,0.0818232,0.0639805
25,-0.11012098,-0.3008138,"('egoistic', 'altruistic')",0.39882228,0.41278657,0.10261626,0.07394801,1.8886863,1.7517956,0.5700009,0.4844291,0.0855718
67,-0.081860274,-0.010514885,"('doubtful', 'determined')",-0.5789747,-0.58473635,0.9001178,0.96907127,-0.5969404,-0.4720495,-0.0894144,-0.0245574,-0.064857
24,0.075482555,0.32709345,"('dishonest', 'honest')",0.09754854,0.3954317,-0.9494671,-0.73694867,1.0291944,1.1308986,0.0631896,0.2791188,-0.2159292
44,0.0593779,0.116367444,"('prejudiced', 'unprejudiced')",-0.89581573,-0.8340526,0.095387384,0.25340065,-1.5041975,-1.4394904,-0.561312,-0.4759437,-0.0853683
17,0.055983506,-0.031945687,"('nasty', 'nice')",-1.5491157,-1.4959295,-0.87239367,-0.8529884,-0.7873374,-0.7944376,-0.7882158,-0.7938253,0.0056095
64,-0.05144889,0.051717587,"('shy', 'confident')",-0.27034533,-0.22383234,-0.82312614,-0.69710267,-6.147655,-6.081303,-1.8231438,-1.7376301,-0.0855137
16,0.051045313,-0.1325311,"('unpopular', 'popular')",-0.44421482,-0.6201395,0.3100653,0.1177962,0.6397418,0.4119221,0.1391594,-0.0557381,0.1948975
5,0.023180272,0.14742556,"('distant', 'outgoing')",-0.7146963,-0.25793552,-0.94256866,-0.79427236,-0.7046915,-0.42702818,-0.584694,-0.3329526,-0.2517414
75,0.01566973,0.004289601,"('meek', 'impulsive')",-0.80191267,-0.6229083,0.054280397,0.110975705,-0.5325852,-0.55973995,-0.316137,-0.2668457,-0.0492913
